Ua,Ub,Uc,3U0,Ia,Ib,Ic,3I0
-83.84256744384766,32.55662155151367,51.48786544799805,0.2846896946430206,-0.5059583783149719,0.1405196785926818,0.3583938777446747,0.0
-75.75332641601562,5.821591854095459,70.1272964477539,0.2846896946430206,-0.4497407972812652,-0.0140519682317972,0.4708311855792999,0.0
-61.38303756713867,-19.774429321289062,81.55146789550781,0.6326437592506409,-0.3443328142166137,-0.189701572060585,0.5270498394966125,0.0
-40.35102081298828,-44.26308059692383,84.84263610839844,0.3163218796253204,-0.1967616081237793,-0.337247222661972,0.5270498394966125,0.0
-14.40201473236084,-64.76521301269531,79.14637756347656,-0.0316321887075901,-0.0421632006764411,-0.449662983417511,0.4848858416080475,0.0
11.895936965942385,-78.90788269042969,66.86776733398438,-0.2846896946430206,0.1194624006748199,-0.5199228525161743,0.4005578756332397,-0.0070303007960319
36.60776519775391,-85.36225891113281,48.22834014892578,-0.8857012987136841,0.2810879945755005,-0.5410007834434509,0.2529839277267456,-0.0070303007960319
58.813514709472656,-82.4198226928711,23.228084564208984,-0.6959081292152405,0.4005503952503204,-0.5128968358039856,0.0983826369047164,0.0
75.087158203125,-72.20039367675781,-3.25952696800232,-0.6642759442329407,0.4778496026992798,-0.428585022687912,-0.0632459819316864,0.0
84.03289794921875,-56.00118255615234,-28.06990623474121,-0.0316321887075901,0.5200127959251404,-0.3021173179149627,-0.2248745858669281,0.0
84.00117492675781,-32.493343353271484,-51.646095275878906,-0.2530575096607208,0.5059583783149719,-0.1475456655025482,-0.379475861787796,0.0
75.59471893310547,-5.789952754974365,-70.00071716308594,-0.3479540646076202,0.4497407972812652,0.0140519682317972,-0.4708311855792999,0.0070303007960319
61.41476058959961,19.647872924804688,-81.42488098144531,-0.6642759442329407,0.3443328142166137,0.1826755851507187,-0.5340771675109863,0.0070303007960319
40.477909088134766,44.19980239868164,-84.87428283691406,-0.4112184345722198,0.2037888020277023,0.337247222661972,-0.5340771675109863,0.0
14.37029266357422,64.95504760742188,-79.33625030517578,0.0,0.0421632006764411,0.4426369965076446,-0.4919131696224212,0.0
-11.92765998840332,78.97116088867188,-66.8994140625,0.2530575096607208,-0.1124351993203163,0.5199228525161743,-0.4005578756332397,0.0
-36.63948822021485,85.4571762084961,-48.418216705322266,0.7908046841621399,-0.2740608155727386,0.5410007834434509,-0.2740659117698669,0.0070303007960319
-58.71834564208984,82.60965728759766,-23.57618904113769,0.5377472043037415,-0.3935232162475586,0.5058708786964417,-0.1054099649190902,0.0070303007960319
