17-220KV-C母UA_17,18-220KV-C母UB_18,19-220KV-C母UC_19,20-220KV-C母3U0_20,13-冶小II回219IA_13,14-冶小II回219IB_14,15-冶小II回219IC_15,16-冶小II回2193I0_16
44.845298767089844,-84.62490844726562,38.971588134765625,0.18646693229675293,0.8460074067115784,-0.483432799577713,-0.328043669462204,0.0
49.289424896240234,-84.28305053710938,34.185604095458984,0.21754474937915802,0.8460074067115784,-0.43163642287254333,-0.37984004616737366,-0.017265455797314644
53.57816696166992,-83.5993423461914,29.27530860900879,0.21754474937915802,0.811476469039917,-0.36257457733154297,-0.44890186190605164,-0.03453091159462929
57.618282318115234,-82.60485076904297,24.116390228271484,0.21754474937915802,0.8460074067115784,-0.328043669462204,-0.517963707447052,0.0
61.40977478027344,-81.2374267578125,18.988550186157227,0.21754474937915802,0.8460074067115784,-0.258981853723526,-0.5352291464805603,0.0
65.01480102539062,-79.62138366699219,13.736397743225098,0.15538911521434784,0.8460074067115784,-0.22445093095302582,-0.6042909622192383,-0.017265455797314644
68.43336486816406,-77.63240051269531,8.328856468200684,0.15538911521434784,0.811476469039917,-0.17265456914901733,-0.6215564608573914,0.0
71.47898864746094,-75.2704849243164,2.983470916748047,0.09323346614837646,0.7769455313682556,-0.13812364637851715,-0.656087338924408,-0.03453091159462929
74.27599334716797,-72.59779357910156,-2.3929922580718994,0.062155645340681076,0.7769455313682556,-0.06906182318925858,-0.7078837156295776,0.0
76.70006561279297,-69.67647552490234,-7.769455432891846,0.031077822670340538,0.742414653301239,-0.017265455797314644,-0.742414653301239,-0.017265455797314644
78.7511978149414,-66.4133071899414,-12.990530014038086,-0.031077822670340538,0.7078837156295776,0.017265455797314644,-0.7596800923347473,-0.03453091159462929
80.46047973632812,-62.96366882324219,-18.118370056152344,0.0,0.6906182765960693,0.08632728457450867,-0.7596800923347473,-0.03453091159462929
81.921142578125,-59.26540756225586,-23.18405532836914,-0.031077822670340538,0.656087338924408,0.12085819989442825,-0.7942110300064087,-0.03453091159462929
83.10209655761719,-55.47391128540039,-28.06327247619629,-0.062155645340681076,0.6388218998908997,0.15538911521434784,-0.811476469039917,-0.03453091159462929
83.91011810302734,-51.40271759033203,-32.84925842285156,-0.062155645340681076,0.6042909622192383,0.22445093095302582,-0.8287419080734253,-0.03453091159462929
84.43844604492188,-47.17613220214844,-37.57308578491211,-0.062155645340681076,0.5697600841522217,0.258981853723526,-0.8632728457450867,-0.03453091159462929
84.65599060058594,-42.73200607299805,-42.14152526855469,-0.09323346614837646,0.517963707447052,0.328043669462204,-0.8632728457450867,-0.03453091159462929
84.53167724609375,-38.03925323486328,-46.709964752197266,-0.09323346614837646,0.483432799577713,0.37984004616737366,-0.8978037238121033,-0.03453091159462929
84.1276626586914,-33.12895965576172,-51.06086349487305,-0.15538911521434784,0.4661673307418823,0.43163642287254333,-0.8978037238121033,-0.03453091159462929
81.70359802246094,-28.15650749206543,-53.547088623046875,-0.2797003984451294,0.8460074067115784,0.4661673307418823,-1.3639711141586304,-0.05179636925458908
74.02737426757812,-22.997589111328125,-50.408226013183594,-0.5904785990715027,2.6416149139404297,0.517963707447052,-3.2977023124694824,-0.08632728457450867
62.31103515625,-17.652202606201172,-43.26033020019531,-0.9634124636650085,5.870255470275879,0.5352291464805603,-6.6989970207214355,-0.13812364637851715
49.91098403930664,-12.368972778320312,-35.80165100097656,-0.9634124636650085,10.083026885986328,0.5524945855140686,-11.153485298156738,-0.17265456914901733
38.75404357910156,-6.961431980133057,-29.959020614624023,-0.9012568593025208,15.003682136535645,0.5697600841522217,-16.29859161376953,-0.2762472927570343
30.021175384521484,-1.6160467863082886,-26.726926803588867,-0.7147899270057678,20.56315803527832,0.5697600841522217,-22.030723571777344,-0.34530913829803467
23.339445114135742,3.5428717136383057,-25.57704734802246,-0.4972451627254486,26.50247573852539,0.6042909622192383,-28.1426944732666,-0.44890186190605164
17.621124267578125,8.701789855957031,-25.32842445373535,-0.4661673307418823,32.61444854736328,0.6042909622192383,-34.42732238769531,-0.483432799577713
12.71082878112793,13.98501968383789,-25.88782501220703,-0.43508949875831604,38.55376434326172,0.6042909622192383,-40.435699462890625,-0.5524945855140686
8.857179641723633,19.175016403198242,-27.534950256347656,-0.3418560326099396,44.14777374267578,0.6042909622192383,-46.11603546142578,-0.6042909622192383
6.184486389160156,24.365013122558594,-30.30087661743164,-0.15538911521434784,49.60365676879883,0.6388218998908997,-51.606449127197266,-0.656087338924408
4.040116786956787,29.368541717529297,-33.315425872802734,-0.15538911521434784,54.990478515625,0.6388218998908997,-57.04507064819336,-0.7251491546630859
1.6782023906707764,34.21668243408203,-35.80165100097656,-0.2797003984451294,60.29097366333008,0.656087338924408,-62.380096435546875,-0.7769455313682556
-0.9323346614837646,39.03374481201172,-37.91494369506836,-0.4661673307418823,65.3497543334961,0.673352837562561,-67.47340393066406,-0.7942110300064087
-3.7293386459350586,43.757572174072266,-39.935001373291016,-0.4661673307418823,70.11502075195312,0.673352837562561,-72.27320098876953,-0.8287419080734253
-6.495265007019043,48.23278045654297,-41.70643615722656,-0.3107782304286957,74.60404205322266,0.6906182765960693,-76.76222229003906,-0.8460074067115784
-9.19903564453125,52.583675384521484,-43.32248306274414,-0.15538911521434784,78.86860656738281,0.6906182765960693,-80.99225616455078,-0.8632728457450867
-12.306818008422852,56.748104095458984,-44.4412841796875,-0.12431129068136215,82.77059936523438,0.6906182765960693,-84.84245300292969,-0.8287419080734253
