110kV I母电压A相_1,110kV I母电压B相_2,110kV I母电压C相_3,110kV I母电压3U0_4,110kV响平格凤线194A相_9,110kV响平格凤线194B相_10,110kV响平格凤线194C相_11,110kV响平格凤线1943I0_12
-17.725421905517578,-63.2292366027832,81.239501953125,0.6852120161056519,-0.3715600073337555,1.008903980255127,-0.6941999793052673,0.04637499898672104
2.056483030319214,-74.09822082519531,71.9576644897461,0.07786499708890915,-0.8360099792480469,1.1199760437011719,-0.33321601152420044,0.027824999764561653
23.832237243652344,-81.06018829345703,56.87596893310547,-0.4516170024871826,-1.3747719526290894,1.3236080408096313,0.03702399879693985,0.027824999764561653
48.85451889038086,-86.18295288085938,37.293670654296875,0.10901100188493729,-1.5233960151672363,1.1384880542755127,0.3794960081577301,0.027824999764561653
61.997222900390625,-79.16902923583984,16.94222068786621,-0.24916799366474152,-1.5791300535202026,0.9903920292854309,0.5368480086326599,0.03709999844431877
75.25475311279297,-70.9393539428711,-4.126418113708496,0.3581790030002594,-1.6441529989242554,0.6756880283355713,0.9163439869880676,0.03709999844431877
84.37843322753906,-56.53742980957031,-27.284250259399414,0.8565149903297424,-1.2911709547042847,0.24991199374198914,1.0274159908294678,0.018549999222159386
83.7729721069336,-35.64112854003906,-48.103431701660156,0.03114599920809269,-1.096101999282837,-0.13884000480175018,1.203279972076416,0.018549999222159386
81.35112762451172,-16.5528621673584,-64.62989044189453,0.3426060080528259,-0.9474779963493347,-0.35172799229621887,1.2773280143737793,-0.009274999611079693
71.48627471923828,6.182644844055176,-77.71593475341797,0.06229199841618538,-0.743120014667511,-0.6108959913253784,1.416167974472046,-0.009274999611079693
56.694210052490234,26.74643325805664,-84.26416015625,-1.090109944343567,-0.41800498962402344,-0.8052719831466675,1.2773280143737793,-0.018549999222159386
37.799617767333984,47.05044937133789,-84.80464935302734,0.4204710125923157,0.018578000366687775,-0.9070879817008972,0.9441120028495789,-0.009274999611079693
17.704544067382812,63.03180694580078,-81.42659759521484,-0.7942230105400085,0.32511499524116516,-0.9070879817008972,0.6108959913253784,-0.018549999222159386
-2.5471160411834717,74.4826889038086,-72.20711517333984,-0.1557299941778183,0.8917440176010132,-1.1384880542755127,0.2961919903755188,-0.009274999611079693
-23.60257911682129,80.76924133300781,-57.104637145996094,0.43604400753974915,1.3747719526290894,-1.3606319427490234,0.027767999097704887,-0.027824999764561653
-48.7083740234375,85.45558166503906,-37.1689453125,-0.3426060080528259,1.4490840435028076,-1.1199760437011719,-0.3054479956626892,-0.03709999844431877
-62.1746826171875,78.81573486328125,-16.599218368530273,0.43604400753974915,1.4397950172424316,-0.9070879817008972,-0.5090799927711487,-0.027824999764561653
-75.58879852294922,70.70036315917969,4.313509941101074,-0.7163580060005188,1.5605520009994507,-0.6201519966125488,-0.925599992275238,-0.03709999844431877
-85.07785034179688,56.6517333984375,27.876707077026367,-0.7163580060005188,1.4490840435028076,-0.2313999980688095,-1.203279972076416,0.0
-83.34497833251953,35.52682876586914,47.677276611328125,0.0,1.216858983039856,0.09256000071763992,-1.2958400249481201,0.018549999222159386
-81.03795623779297,16.719118118286133,64.0478286743164,-0.2958869934082031,1.0032119750976562,0.2221439927816391,-1.2125359773635864,0.018549999222159386
-71.12091064453125,-6.1722540855407715,77.20663452148438,0.03114599920809269,0.6688079833984375,0.47205600142478943,-1.1662559509277344,0.027824999764561653
