220kVⅡ电压_A相_5,220kVⅡ电压_B相_6,220kVⅡ电压_C相_7,220kVⅡ电压_3U0_8,那蔓线276_A相_17,那蔓线276_B相_18,那蔓线276_C相_19,那蔓线276_3I0_20
85.61820220947266,-46.47749710083008,-38.9404296875,0.40502074360847473,-2.079500198364258,0.8805961608886719,1.3530254364013672,0.028221627697348595
82.22871398925781,-25.763235092163086,-56.55733108520508,0.1557772010564804,-1.956620693206787,0.3653537333011627,1.7635985612869263,0.009407209232449532
75.8643569946289,-3.981119394302368,-71.49838256835938,0.17135491967201233,-1.7014093399047852,-0.1967289298772812,2.0342037677764893,0.028221627697348595
63.76793670654297,18.464515686035156,-82.305908203125,-0.06231088191270828,-1.3800320625305176,-0.7307074666023254,2.230159044265747,0.018814418464899063
46.20895004272461,39.41722869873047,-86.33531188964844,-0.6854196786880493,-0.9074183106422424,-1.199109673500061,2.267483949661255,0.028221627697348595
26.037883758544922,57.20785903930664,-83.24298095703125,-0.4673316180706024,-0.36863869428634644,-1.6113035678863525,2.1368470191955566,0.018814418464899063
4.3741984367370605,71.90897369384766,-76.19413757324219,0.10904404520988464,0.16068865358829498,-1.9017130136489868,1.884904384613037,0.037628836929798126
-18.35712242126465,82.55638885498047,-64.1163558959961,0.280398964881897,0.7089205384254456,-2.0797059535980225,1.5023247003555298,0.018814418464899063
-39.30559539794922,86.20574951171875,-46.64522171020508,0.24924352765083313,1.1626297235488892,-2.1265461444854736,1.0637578964233398,0.04703604429960251
-56.65727233886719,82.9710922241211,-26.071348190307617,-0.01557772047817707,1.5879820585250854,-1.9766573905944824,0.522547721862793,0.07525767385959625
-71.46942901611328,76.36699676513672,-4.549991607666016,0.2336658090353012,1.8715503215789795,-1.7424561977386475,-0.00933120958507061,0.09407208859920502
-82.07323455810547,64.17481994628906,18.116670608520508,-0.42059844732284546,2.098404884338379,-1.3958386182785034,-0.550541341304779,0.08466488122940063
-85.84623718261719,46.70558166503906,39.03413772583008,-0.6075310707092285,2.117309331893921,-0.9555405378341675,-0.9984394311904907,0.08466488122940063
-82.5189437866211,26.271242141723633,56.42197799682617,-0.26482126116752625,1.9849776029586792,-0.42156198620796204,-1.4463374614715576,0.07525767385959625
-75.92655181884766,4.696476936340332,71.47755432128906,-0.1401994824409485,1.7392184734344482,0.14052066206932068,-1.726273775100708,0.08466488122940063
-63.62282180786133,-17.94614028930664,82.02478790283203,0.10904404520988464,1.4083888530731201,0.6838672161102295,-1.9315603971481323,0.06585046648979187
-46.12602615356445,-38.857383728027344,85.68977355957031,0.669842004776001,0.9357751607894897,1.161637544631958,-1.9408916234970093,0.05644325539469719
-25.675094604492188,-56.4406623840332,82.51415252685547,0.5296425223350525,0.40644779801368713,1.5550953149795532,-1.819585919380188,0.05644325539469719
-4.229083061218262,-71.43206787109375,76.31908416748047,-0.18693265318870544,-0.13233183324337006,1.8736088275909424,-1.5769743919372559,0.06585046648979187
18.212007522583008,-82.30757141113281,64.16841888427734,-0.26482126116752625,-0.6616591811180115,2.0234975814819336,-1.203726053237915,0.04703604429960251
39.07755661010742,-85.88436126708984,46.770164489746094,-0.2336658090353012,-1.1720819473266602,2.0516016483306885,-0.7371655702590942,0.028221627697348595
56.667640686035156,-82.42161560058594,26.15464210510254,-0.09346632659435272,-1.559625267982483,1.948553204536438,-0.2519426643848419,0.028221627697348595
71.47979736328125,-75.90045928955078,4.372989654541016,-0.2336658090353012,-1.8431934118270874,1.7049840688705444,0.3452547490596771,0.018814418464899063
82.09396362304688,-63.894893646240234,-18.18955421447754,0.4361761808395386,-2.041691303253174,1.3583663702011108,0.8678025007247925,0.018814418464899063
85.72185516357422,-46.539703369140625,-38.75301742553711,0.4361761808395386,-2.079500198364258,0.88996422290802,1.3343629837036133,0.028221627697348595
82.36346435546875,-25.825439453125,-56.41156768798828,0.1401994824409485,-1.9471684694290161,0.3466176390647888,1.7542674541473389,0.018814418464899063
75.61559295654297,-4.0433244705200195,-71.41508483886719,0.09346632659435272,-1.7014093399047852,-0.18736088275909424,2.052866220474243,0.009407209232449532
63.91305160522461,18.32973861694336,-82.31632232666016,-0.3115544021129608,-1.3422229290008545,-0.7213394045829773,2.22082781791687,0.028221627697348595
46.44735336303711,39.38612747192383,-86.25201416015625,-0.6386865377426147,-0.9074183106422424,-1.189741611480713,2.248821496963501,0.028221627697348595
