21-500kV思墨乙线电压Ua_21,22-500kV思墨乙线电压Ub_22,23-500kV思墨乙线电压Uc_23,24-500kV思墨乙线电压3Uo_24,29-500kV思墨乙线电流Ia_29,30-500kV思墨乙线电流Ib_30,31-500kV思墨乙线电流Ic_31,32-500kV思墨乙线电流3Io_32
-38.03925323486328,-2.5794591903686523,77.16622924804688,63.70953369140625,-2.17199444770813,0.41782405972480774,0.05870255082845688,-1.70237398147583
-38.03925323486328,-20.48028564453125,79.09305572509766,35.521949768066406,-2.3619143962860107,0.4834327697753906,0.05870255082845688,-1.8232321739196777
-36.640750885009766,-34.900394439697266,81.11311340332031,16.098312377929688,-2.52420973777771,0.5214167833328247,0.06560873240232468,-1.9302780628204346
-29.150997161865234,-44.503440856933594,84.15874481201172,18.55345916748047,-2.6519742012023926,0.5628538727760315,0.08632728457450867,-1.9924336671829224
-17.092802047729492,-53.85786437988281,84.8113784790039,24.737945556640625,-2.7313952445983887,0.6077440977096558,0.10704582929611206,-2.0027928352355957
-7.39652156829834,-66.32007598876953,79.68353271484375,10.069214820861816,-2.7521138191223145,0.635368824005127,0.13121746480464935,-1.9682620763778687
-3.3874826431274414,-79.15521240234375,70.67096710205078,-22.37603187561035,-2.7244889736175537,0.6422749757766724,0.15193602442741394,-1.899200201034546
-1.6782023906707764,-86.24095916748047,63.1501350402832,-44.22373962402344,-2.6485209465026855,0.6181033253669739,0.16574838757514954,-1.8301384449005127
3.605027437210083,-85.8680191040039,58.89247131347656,-40.680870056152344,-2.538022041320801,0.5939316749572754,0.17610765993595123,-1.7299987077713013
13.70531940460205,-83.00886535644531,54.60373306274414,-24.893335342407227,-2.3895392417907715,0.5697600841522217,0.18301384150981903,-1.5918750762939453
24.3028564453125,-82.66700744628906,45.933021545410156,-21.319385528564453,-2.1996190547943115,0.5490415096282959,0.18992002308368683,-1.4123142957687378
30.518421173095703,-84.1898193359375,32.94248962402344,-36.733985900878906,-1.9648089408874512,0.5352291464805603,0.18301384150981903,-1.1982226371765137
32.94248962402344,-83.28856658935547,18.833160400390625,-55.877925872802734,-1.6954678297042847,0.5076044201850891,0.16574838757514954,-0.9772248268127441
35.646263122558594,-78.12964630126953,5.034607410430908,-65.97821807861328,-1.398501992225647,0.43854260444641113,0.15193602442741394,-0.7527738809585571
41.395660400390625,-70.82635498046875,-9.603047370910645,-68.58875274658203,-1.077364444732666,0.36602768301963806,0.15193602442741394,-0.517963707447052
47.85984420776367,-62.52857971191406,-25.514892578125,-70.67096710205078,-0.7458677291870117,0.2727942168712616,0.16574838757514954,-0.258981853723526
51.24732971191406,-51.993194580078125,-40.339012145996094,-72.34916687011719,-0.39365240931510925,0.17265456914901733,0.17610765993595123,0.0
50.28391647338867,-38.07033157348633,-51.52703094482422,-69.27246856689453,-0.04489018768072128,0.06560873240232468,0.16574838757514954,0.23481020331382751
47.23828887939453,-22.686809539794922,-59.886962890625,-62.21780014038086,0.2866065800189972,-0.041437096893787384,0.14502982795238495,0.44544878602027893
44.68990707397461,-8.484245300292969,-67.96719360351562,-56.0333137512207,0.58702552318573,-0.12431128323078156,0.11395201086997986,0.6250095367431641
42.79416275024414,4.568439960479736,-76.07850646972656,-50.53253936767578,0.8529135584831238,-0.20027929544448853,0.08978037536144257,0.7873048186302185
39.96607971191406,18.864238739013672,-81.89006042480469,-40.61871337890625,1.087723731994629,-0.2727942168712616,0.07251491397619247,0.9323346614837646
35.11793899536133,34.40314865112305,-84.31413269042969,-25.82567024230957,1.2880030870437622,-0.3349498510360718,0.06215564161539078,1.0531928539276123
28.342973709106445,48.63679122924805,-84.96676635742188,-13.829630851745605,1.446845293045044,-0.41091787815093994,0.06906182318925858,1.1326138973236084
20.54244041442871,59.203250885009766,-85.52616882324219,-10.31783676147461,1.5573441982269287,-0.4834327697753906,0.06906182318925858,1.1705979108810425
12.586518287658691,67.19025421142578,-84.90460968017578,-9.167957305908203,1.6194998025894165,-0.5490415096282959,0.06560873240232468,1.163691759109497
5.594007968902588,74.7110824584961,-80.74018096923828,-0.5594007968902588,1.6367652416229248,-0.5904785990715027,0.05524946004152298,1.125707745552063
-0.3107782304286957,81.48604583740234,-72.9707260131836,15.103821754455566,1.612593650817871,-0.6042909622192383,0.02762473002076149,1.0566459894180298
-6.215564250946045,85.61940002441406,-63.42983627319336,28.436206817626953,1.5469849109649658,-0.6008378863334656,-0.010359274223446846,0.9530531764030457
-13.612086296081543,86.86251068115234,-53.14307403564453,35.21117401123047,1.4433921575546265,-0.58702552318573,-0.05524946004152298,0.8149295449256897
-21.754474639892578,86.58280944824219,-41.70643615722656,40.30793380737305,1.2880030870437622,-0.5559477210044861,-0.09668655693531036,0.6457280516624451
-28.436206817626953,85.24646759033203,-28.902374267578125,48.792179107666016,1.087723731994629,-0.5145106315612793,-0.12431128323078156,0.4592611491680145
-32.569557189941406,81.14419555664062,-15.228133201599121,58.39522933959961,0.8598197102546692,-0.44199568033218384,-0.15193602442741394,0.2658880352973938
-36.05027389526367,73.46797180175781,-1.212035059928894,63.58522415161133,0.6042909622192383,-0.37293386459350586,-0.17610765993595123,0.05870255082845688
-41.02272415161133,63.92707824707031,13.301307678222656,63.616302490234375,0.3314967751502991,-0.3004189431667328,-0.19682620465755463,-0.16574838757514954
-47.02074432373047,54.63481140136719,27.97003936767578,62.404266357421875,0.037984006106853485,-0.22445093095302582,-0.20718547701835632,-0.39365240931510925
-50.81224060058594,45.00068664550781,41.17811584472656,62.06241226196289,-0.2727942168712616,-0.14157673716545105,-0.21409165859222412,-0.6215564608573914
-50.37715148925781,33.34650421142578,51.713497161865234,60.819297790527344,-0.5801193118095398,-0.04834327846765518,-0.20373238623142242,-0.8356481194496155
-47.36260223388672,19.920883178710938,60.01127624511719,57.214271545410156,-0.8701789975166321,0.037984006106853485,-0.18992002308368683,-1.0290212631225586
-44.56559753417969,6.992509841918945,67.71857452392578,52.92552947998047,-1.1360670328140259,0.10359273850917816,-0.17610765993595123,-1.2154881954193115
-42.79416275024414,-4.2887396812438965,75.14617156982422,49.07188034057617,-1.3743302822113037,0.16920147836208344,-0.16574838757514954,-1.3743302822113037
-40.24578094482422,-15.414599418640137,81.05095672607422,44.31697463989258,-1.5849689245224,0.23135711252689362,-0.15193602442741394,-1.5124540328979492
-35.18009567260742,-27.845727920532227,84.46952056884766,37.35554122924805,-1.7679827213287354,0.3038720488548279,-0.15538911521434784,-1.6194998025894165
-28.15650749206543,-41.08488082885742,85.71263122558594,28.6226749420166,-1.9130126237869263,0.37638694047927856,-0.15884220600128174,-1.6920146942138672
-21.070762634277344,-53.23630905151367,85.52616882324219,19.330406188964844,-2.0096991062164307,0.44544878602027893,-0.16574838757514954,-1.7196394205093384
-15.041666030883789,-63.7406120300293,83.63041687011719,7.924844741821289,-2.068401575088501,0.4972451329231262,-0.15884220600128174,-1.7196394205093384
-9.354424476623535,-73.00180053710938,79.27952575683594,-6.370953559875488,-2.085667133331299,0.5248698592185974,-0.14502982795238495,-1.6885616779327393
-2.8280818462371826,-80.7091064453125,72.65995025634766,-19.82765007019043,-2.05458927154541,0.5352291464805603,-0.11740510165691376,-1.626405954360962
5.096762657165527,-85.8680191040039,64.42432403564453,-28.871295928955078,-1.9786213636398315,0.5248698592185974,-0.08287419378757477,-1.522813320159912
13.363463401794434,-88.07454681396484,54.94559097290039,-34.62069320678711,-1.8543100357055664,0.5041513442993164,-0.04834327846765518,-1.3846895694732666
20.697830200195312,-87.95023345947266,43.78865051269531,-41.147037506103516,-1.6851085424423218,0.4661673307418823,-0.017265455797314644,-1.2189412117004395
26.32291603088379,-85.52616882324219,31.015666961669922,-49.47589111328125,-1.4710168838500977,0.41437095403671265,0.0034530912525951862,-1.0290212631225586
31.015666961669922,-80.11862182617188,17.37250328063965,-55.877925872802734,-1.222394347190857,0.35221531987190247,0.020718548446893692,-0.832194983959198
35.67734146118164,-71.91407775878906,3.325326919555664,-58.05337142944336,-0.9565063118934631,0.2797003984451294,0.037984006106853485,-0.6077440977096558
40.37009048461914,-62.62181091308594,-11.188015937805176,-59.01678466796875,-0.6733527779579163,0.20718547701835632,0.07251491397619247,-0.36948075890541077
43.78865051269531,-53.42277526855469,-25.67028045654297,-62.404266357421875,-0.37638694047927856,0.13812364637851715,0.09668655693531036,-0.12085819244384766
44.78314208984375,-43.757572174072266,-38.69188690185547,-66.4133071899414,-0.07942110300064087,0.06560873240232468,0.09668655693531036,0.11395201086997986
32.22770309448242,-31.543989181518555,-48.45032501220703,-84.03443145751953,0.14157673716545105,0.0034530912525951862,0.08978037536144257,0.2658880352973938
6.122331142425537,-16.253700256347656,-54.38618850708008,-112.99896240234375,0.21754474937915802,-0.05179636925458908,0.08978037536144257,0.2866065800189972
0.4661673307418823,-0.9012568593025208,-59.203250885009766,-104.14178466796875,0.21754474937915802,-0.08978037536144257,0.11049892008304596,0.2693411111831665
-3.6671829223632812,10.721848487854004,-66.69300842285156,-104.04854583740234,0.21063856780529022,-0.10704582929611206,0.15538911521434784,0.2866065800189972
1.2741906642913818,18.677770614624023,-77.41485595703125,-100.07058715820312,0.20027929544448853,-0.13121746480464935,0.22099784016609192,0.3176844120025635
3.2010157108306885,26.167526245117188,-88.10562896728516,-102.27711486816406,0.19682620465755463,-0.16920147836208344,0.2831534743309021,0.33840295672416687
3.853649854660034,35.80165100097656,-94.66304779052734,-95.62645721435547,0.19682620465755463,-0.22099784016609192,0.3349498510360718,0.328043669462204
2.952393054962158,46.30595397949219,-95.90615844726562,-80.95772552490234,0.19682620465755463,-0.2624349296092987,0.3418560326099396,0.293512761592865
-1.087723731994629,56.250858306884766,-92.92269134521484,-65.48097229003906,0.19337311387062073,-0.3038720488548279,0.3107782304286957,0.22099784016609192
0.6837120652198792,66.07144927978516,-86.36526489257812,-33.5329704284668,0.19682620465755463,-0.3418560326099396,0.2555287480354309,0.12776437401771545
-0.7769455313682556,77.0108413696289,-76.14066314697266,1.7403579950332642,0.19337311387062073,-0.36257457733154297,0.20718547701835632,0.04834327846765518
-0.9634124636650085,87.11113739013672,-63.39875793457031,41.51996994018555,0.19682620465755463,-0.36948075890541077,0.15884220600128174,-0.0069061825051903725
-2.2997589111328125,92.36328887939453,-50.6568489074707,69.3346176147461,0.18992002308368683,-0.35566839575767517,0.12085819244384766,-0.03453091159462929
-1.5538910627365112,91.58634185791016,-38.66081237792969,89.37981414794922,0.18992002308368683,-0.3245905935764313,0.09668655693531036,-0.03107782080769539
2.3929922580718994,87.8880844116211,-25.545969009399414,112.31524658203125,0.18646693229675293,-0.2762472927570343,0.07596801221370697,-0.0069061825051903725
4.257661819458008,84.34520721435547,-9.78951358795166,136.33840942382812,0.18646693229675293,-0.22790402173995972,0.05179636925458908,0.013812365010380745
4.381972789764404,79.77677154541016,6.588498115539551,156.84976196289062,0.18646693229675293,-0.18992002308368683,0.017265455797314644,0.02417163923382759
0.6215564608573914,71.19928741455078,20.200584411621094,159.70892333984375,0.18301384150981903,-0.15193602442741394,-0.02762473002076149,0.010359274223446846
-1.8646693229675293,58.70600509643555,30.54949951171875,152.15701293945312,0.18301384150981903,-0.12776437401771545,-0.08632728457450867,-0.03107782080769539
-2.237603187561035,45.373619079589844,39.77961349487305,144.6051025390625,0.18301384150981903,-0.10704582929611206,-0.14848291873931885,-0.07251491397619247
