220kV I母电压A相_1,220kV I母电压B相_2,220kV I母电压C相_3,220kV I母电压3U0_4,虹花I回线A相_25,虹花I回线B相_26,虹花I回线C相_27,虹花I回线3I0_28
-76.38007354736328,70.44505310058594,5.6324639320373535,-0.5139420032501221,0.37599998712539673,-0.35659199953079224,-0.009415999986231327,-0.009456000290811062
-83.0804443359375,56.19820785522461,26.84253692626953,-0.04672199860215187,0.4323999881744385,-0.2627519965171814,-0.12240800261497498,0.03782400116324425
-83.57173156738281,35.980560302734375,46.50419998168945,-1.759861946105957,0.4230000078678131,-0.2064480036497116,-0.18831999599933624,0.009456000290811062
-80.02816772460938,16.28211212158203,63.82766342163086,0.34262800216674805,0.39480000734329224,-0.07507199794054031,-0.273063987493515,0.018912000581622124
-70.42185974121094,-5.918879985809326,75.36278533935547,-0.7786999940872192,0.36660000681877136,0.00938399974256754,-0.3295600116252899,0.018912000581622124
-55.86083221435547,-27.50721549987793,82.74110412597656,-0.4204980134963989,0.2632000148296356,0.11260800063610077,-0.40488800406455994,0.02836799994111061
-36.177833557128906,-46.98759841918945,83.5101089477539,0.4983679950237274,0.28200000524520874,0.3659760057926178,-0.2542319893836975,-0.32150399684906006
3.6271910667419434,-66.08377838134766,82.75149536132812,35.92921829223633,-1.0621999502182007,-0.5255039930343628,-0.04707999899983406,1.7493599653244019
7.4320831298828125,-79.34414672851562,74.7184829711914,6.073860168457031,-1.804800033569336,-0.06568799912929535,0.32014399766921997,1.6358879804611206
4.986081123352051,-89.06356811523438,47.221248626708984,-64.83456420898438,0.19740000367164612,-0.11260800063610077,0.16948799788951874,-0.20803199708461761
23.811933517456055,-89.1051025390625,30.656400680541992,-60.941062927246094,3.835200071334839,0.1313759982585907,-0.009415999986231327,-3.9431519508361816
16.672534942626953,-91.22344207763672,9.352800369262695,-113.9861068725586,8.666799545288086,0.4504320025444031,0.24481600522994995,-9.370896339416504
19.505298614501953,-81.84668731689453,-15.59839153289795,-136.7085723876953,14.946000099182129,0.9196320176124573,0.357807993888855,-16.235952377319336
30.93042755126953,-65.81378936767578,-33.898704528808594,-120.58948516845703,21.525999069213867,1.1636159420013428,0.5743759870529175,-23.327951431274414
20.9060001373291,-48.0260009765625,-55.0152473449707,-144.18409729003906,27.889799118041992,1.341912031173706,0.9227679967880249,-30.32539176940918
24.982669830322266,-25.388879776000977,-71.60088348388672,-126.13382720947266,33.755401611328125,1.5014400482177734,1.1864160299301147,-36.698734283447266
24.073259353637695,-3.499408006668091,-82.64757537841797,-108.47290802001953,38.577598571777344,1.557744026184082,1.4594800472259521,-41.8995361328125
15.55406379699707,16.34441566467285,-89.84923553466797,-101.26214599609375,42.140201568603516,1.6046639680862427,1.6383839845657349,-45.710304260253906
17.853723526000977,42.39787292480469,-84.90264129638672,-42.719482421875,44.029598236083984,1.6046639680862427,1.8361200094223022,-47.76225662231445
9.752649307250977,63.030879974365234,-80.72505950927734,-13.03543758392334,44.07659912109375,1.5389759540557861,1.864367961883545,-47.77171325683594
3.700361967086792,75.8031997680664,-70.57207489013672,17.925674438476562,42.21540069580078,1.3794480562210083,1.7796239852905273,-45.64411163330078
