33-110kV 母线电压Ua_33,34-110kV 母线电压Ub_34,35-110kV 母线电压Uc_35,36-110kV 母线电压3Uo_36,41-110kV小小线路电流Ia_41,42-110kV小小线路电流Ib_42,43-110kV小小线路电流Ic_43,44-110kV小小线路电流3Io_44
61.31068420410156,-80.6375961303711,19.141136169433594,-0.12718984484672546,0.49370765686035156,-0.6700154542922974,0.21166814863681793,0.0
64.88156127929688,-79.14371490478516,14.149178504943848,-0.06359492242336273,0.5289724469184875,-0.7052794098854065,0.1763901263475418,0.0
68.10172271728516,-77.1094970703125,8.775670051574707,-0.1907847672700882,0.5289724469184875,-0.6700154542922974,0.14111210405826569,0.0
71.09870910644531,-74.85279083251953,3.5929372310638428,-0.0953923836350441,0.5642372965812683,-0.6700154542922974,0.07055605202913284,0.0
73.84063720703125,-72.4053726196289,-1.6533870697021484,-0.12718984484672546,0.5642372965812683,-0.6347514390945435,0.03527802601456642,0.0
75.9767837524414,-69.70368194580078,-6.4227728843688965,-0.0953923836350441,0.5995021462440491,-0.5994874835014343,-0.03527802601456642,0.0
78.33611297607422,-66.36629486083984,-12.177831649780273,-0.06359492242336273,0.5995021462440491,-0.5994874835014343,-0.03527802601456642,-0.03527015075087547
80.05778503417969,-63.15604782104492,-17.042606353759766,-0.06359492242336273,0.6347669959068298,-0.5289595723152161,-0.10583407431840897,-0.03527015075087547
81.20556640625,-59.11940002441406,-22.352521896362305,-0.031797461211681366,0.6347669959068298,-0.5289595723152161,-0.14111210405826569,-0.03527015075087547
82.28958892822266,-55.273460388183594,-27.217294692993164,0.031797461211681366,0.6700317859649658,-0.5289595723152161,-0.1763901263475418,0.0
82.92724609375,-51.17324447631836,-31.891292572021484,-0.031797461211681366,0.6700317859649658,-0.458431601524353,-0.24694617092609406,0.03527015075087547
83.56489562988281,-46.97767639160156,-36.787864685058594,0.0,0.7052966356277466,-0.4231676459312439,-0.28222420811653137,-0.03527015075087547
83.6605453491211,-42.87746047973633,-40.953125,-0.06359492242336273,0.6700317859649658,-0.3879036605358124,-0.3175022304058075,0.0
83.75619506835938,-37.9190559387207,-46.00867462158203,-0.06359492242336273,0.7052966356277466,-0.35263970494270325,-0.3527802526950836,0.0
83.15042114257812,-33.46921157836914,-49.855979919433594,-0.06359492242336273,0.6700317859649658,-0.31737571954727173,-0.42333629727363586,0.0
82.3852310180664,-28.06582260131836,-54.49818420410156,-0.06359492242336273,0.6700317859649658,-0.2821117639541626,-0.42333629727363586,0.0
81.42874908447266,-23.075637817382812,-58.53626251220703,-0.06359492242336273,0.7052966356277466,-0.24684779345989227,-0.458614319562912,-0.03527015075087547
80.0259017944336,-17.799388885498047,-62.44715881347656,-0.0953923836350441,0.6700317859649658,-0.21158382296562195,-0.4938923418521881,0.0
78.3998794555664,-12.6820650100708,-65.84931945800781,-0.06359492242336273,0.6347669959068298,-0.17631985247135162,-0.4938923418521881,0.03527015075087547
76.10431671142578,-7.119755744934082,-69.0925064086914,-0.06359492242336273,0.6700317859649658,-0.10579191148281097,-0.5644484162330627,0.0
73.84063720703125,-1.9706467390060425,-72.0813217163086,-0.0953923836350441,0.6347669959068298,-0.07052794098854065,-0.5644484162330627,0.0
71.03495025634766,3.464524030685425,-74.62499237060547,-0.12718984484672546,0.5995021462440491,0.0,-0.635004460811615,0.0
68.22925567626953,8.327571868896484,-76.72351837158203,-0.15898731350898743,0.5289724469184875,0.0,-0.5997264385223389,0.0
64.81779479980469,13.8580961227417,-78.8856430053711,-0.2543796896934509,0.5642372965812683,0.10579191148281097,-0.635004460811615,0.0
61.21503448486328,18.943635940551758,-80.4118423461914,-0.31797462701797485,0.49370765686035156,0.10579191148281097,-0.635004460811615,0.0
57.07026672363281,24.378807067871094,-81.74727630615234,-0.3815695345401764,0.49370765686035156,0.17631985247135162,-0.6702824831008911,0.0
53.371856689453125,29.40077781677246,-82.95552062988281,-0.34977206587791443,0.4584428071975708,0.21158382296562195,-0.6702824831008911,0.0
49.163326263427734,34.073116302490234,-83.49604797363281,-0.34977206587791443,0.4231779873371124,0.21158382296562195,-0.6702824831008911,0.0
45.018558502197266,38.77724075317383,-83.97298431396484,-0.31797462701797485,0.38791313767433167,0.2821117639541626,-0.6702824831008911,0.03527015075087547
40.395545959472656,43.099952697753906,-83.78221130371094,-0.3815695345401764,0.3526483178138733,0.31737571954727173,-0.6702824831008911,-0.03527015075087547
35.90006637573242,47.867645263671875,-83.97298431396484,-0.34977206587791443,0.3173834979534149,0.35263970494270325,-0.7055605053901672,0.0
31.21329116821289,51.55466079711914,-83.08270263671875,-0.3815695345401764,0.3173834979534149,0.3879036605358124,-0.6702824831008911,0.0
26.016389846801758,56.19521713256836,-82.41498565673828,-0.31797462701797485,0.28211864829063416,0.4231676459312439,-0.6702824831008911,0.0
20.723840713500977,60.16829299926758,-81.20674133300781,-0.3815695345401764,0.2115889936685562,0.458431601524353,-0.7055605053901672,0.0
15.495055198669434,64.01423645019531,-79.77592468261719,-0.31797462701797485,0.17632415890693665,0.458431601524353,-0.6702824831008911,0.0
10.361920356750488,67.1291275024414,-77.7409896850586,-0.34977206587791443,0.14105932414531708,0.49369558691978455,-0.6702824831008911,0.0
5.133135795593262,70.30758666992188,-75.6424560546875,-0.2861771583557129,0.07052966207265854,0.49369558691978455,-0.6702824831008911,0.0
-0.22317981719970703,73.1046371459961,-73.09878540039062,-0.31797462701797485,0.03526483103632927,0.5642235279083252,-0.635004460811615,0.0
