500kV草宝甲线电压_A相_1,500kV草宝甲线电压_B相_2,500kV草宝甲线电压_C相_3,500kV草宝甲线电压_3U0_4,500kV草宝甲线电流_A相_13,500kV草宝甲线电流_B相_14,500kV草宝甲线电流_C相_15,500kV草宝甲线电流_3I0_16
63.38016128540039,-85.21197509765625,21.2186336517334,-1.1525516510009766,0.04757680371403694,0.0114169642329216,0.005709510296583176,0.045605968683958054
76.60441589355469,-75.98778533935547,-1.3619015216827393,-1.6509523391723633,0.060898307710886,0.0114169642329216,0.007612680550664663,0.06270820647478104
85.25667572021484,-61.28315353393555,-24.181549072265625,-0.7631760835647583,0.07421981543302536,0.0171254463493824,0.011419020593166351,0.07791019976139069
88.10240173339844,-42.699581146240234,-44.797203063964844,0.79432612657547,0.07612288743257523,0.019028274342417717,0.009515850804746151,0.07600995153188705
84.72309875488281,-20.892221450805664,-63.28163528442383,1.1369765996932983,0.0666075199842453,0.020931100472807884,0.005709510296583176,0.07030919939279556
75.64189147949219,1.4559038877487183,-76.99421691894531,0.6074258685112,0.055189091712236404,0.020931100472807884,0.005709510296583176,0.05890771001577377
61.392337799072266,24.240800857543945,-85.76860809326172,0.34265050292015076,0.03996451571583748,0.020931100472807884,0.009515850804746151,0.045605968683958054
43.1357536315918,45.06022644042969,-88.3052749633789,0.17132525146007538,0.022836865857243538,0.0228339284658432,0.005709510296583176,0.0361047238111496
21.489410400390625,63.84138488769531,-84.9784927368164,0.6697259545326233,0.00761228846386075,0.020931100472807884,0.007612680550664663,0.015201989561319351
-1.1613069772720337,77.52688598632812,-75.70508575439453,0.98122638463974,0.0,0.019028274342417717,0.013322190381586552,0.005700746085494757
-24.0317325592041,86.0543212890625,-61.31675720214844,0.9968014359474182,-0.0057092164643108845,0.0114169642329216,0.017128530889749527,-0.003800497390329838
-45.071266174316406,88.47736358642578,-42.89469909667969,0.8410512208938599,-0.013321504928171635,0.007611309643834829,0.011419020593166351,-0.01330174133181572
-63.129066467285156,85.1391830444336,-21.239425659179688,1.6042273044586182,-0.02664300985634327,0.009514137171208858,0.015225361101329327,-0.02850373089313507
-76.57302856445312,75.9253921508789,1.3722976446151733,1.697677493095398,-0.04947987571358681,0.007611309643834829,0.013322190381586552,-0.045605968683958054
-85.32991027832031,61.27275466918945,24.139963150024414,0.6541509628295898,-0.05138294771313667,0.0,0.022838041186332703,-0.05130671337246895
-88.16517639160156,42.865970611572266,44.80759811401367,-0.5918508768081665,-0.04947987571358681,0.0057084821164608,0.013322190381586552,-0.05320696532726288
-84.73356628417969,21.058610916137695,63.28163528442383,-0.6853010058403015,-0.041867587715387344,-0.0038056548219174147,0.017128530889749527,-0.05320696532726288
-75.7674331665039,-1.247917652130127,76.8798599243164,-0.5139757394790649,-0.03425529599189758,0.0019028274109587073,0.013322190381586552,-0.03800497576594353
-61.43418884277344,-24.043212890625,85.68543243408203,0.07787511497735977,-0.013321504928171635,-0.0019028274109587073,0.017128530889749527,-0.02470323257148266
-43.16714096069336,-44.893836975097656,88.15972900390625,0.06230008974671364,-0.003806144231930375,0.0,0.022838041186332703,-0.003800497390329838
-21.65680694580078,-63.768592834472656,84.79136657714844,-0.8099011778831482,0.01712764799594879,0.0,0.015225361101329327,0.011401492170989513
1.1299203634262085,-77.5580825805664,75.62191772460938,-0.8099011778831482,0.022836865857243538,0.0057084821164608,0.015225361101329327,0.019002487882971764
24.010807037353516,-86.09591674804688,61.368736267089844,-0.6385759115219116,0.030449153855443,0.007611309643834829,0.009515850804746151,0.02850373089313507
44.93525695800781,-88.58135223388672,43.01945495605469,-0.7320260405540466,0.03806144371628761,0.009514137171208858,0.007612680550664663,0.0361047238111496
62.98259735107422,-85.31597137451172,21.426557540893555,-1.5730773210525513,0.05709216371178627,0.013319792225956917,0.0038063402753323317,0.05130671337246895
76.54164123535156,-76.1437759399414,-1.1227890253067017,-1.5419272184371948,0.07041366398334503,0.0114169642329216,0.005709510296583176,0.0722094476222992
80.70560455322266,-62.38548278808594,-24.57660484313965,-10.9180908203125,0.18459799885749817,0.0171254463493824,0.011419020593166351,0.18242387473583221
79.7116928100586,-44.58185577392578,-45.8784065246582,-18.596576690673828,0.4224820137023926,0.020931100472807884,0.005709510296583176,0.4313564598560333
72.77523803710938,-22.504114151000977,-64.11333465576172,-23.969959259033203,0.7935810685157776,0.049473512917757034,0.022838041186332703,0.8361093997955322
69.62610626220703,2.7246201038360596,-75.1229019165039,-4.532331466674805,0.9077653884887695,0.049473512917757034,0.03616023063659668,0.9767278432846069
61.52834701538086,26.70543670654297,-83.26312255859375,9.142538070678711,0.8792192935943604,0.0513763390481472,0.034257061779499054,0.9444236159324646
47.69728469848633,47.57685852050781,-86.20524597167969,16.166873931884766,0.6755905747413635,0.049473512917757034,0.02854755148291588,0.7467977404594421
30.915876388549805,65.96284484863281,-83.68936920166016,23.113332748413086,0.3368437588214874,0.0399593748152256,0.020934870466589928,0.3857504725456238
9.62524700164795,77.22530364990234,-76.37044525146484,18.20720100402832,0.030449153855443,0.015222619287669659,0.013322190381586552,0.045605968683958054
-17.398681640625,82.77853393554688,-63.86382293701172,2.3985533714294434,-0.03235222399234772,0.0,0.0038063402753323317,-0.03990522399544716
-38.05111312866211,85.73194122314453,-44.662052154541016,5.108607292175293,-0.13131196796894073,-0.013319792225956917,-0.0019031701376661658,-0.15582039952278137
-52.133270263671875,86.25190734863281,-20.470108032226562,23.86093521118164,-0.4091604948043823,-0.020931100472807884,-0.0019031701376661658,-0.4465584456920624
-65.39936828613281,78.37962341308594,2.411917209625244,27.14726448059082,-0.7307797074317932,-0.020931100472807884,-0.007612680550664663,-0.7715009450912476
-74.95138549804688,63.26942443847656,24.607791900634766,22.957582473754883,-1.0447865724563599,-0.026639584451913834,-0.009515850804746151,-1.1078449487686157
-79.76400756835938,44.020294189453125,44.786808013916016,15.995548248291016,-1.330247402191162,-0.03615371882915497,-0.026644380763173103,-1.4080842733383179
-78.66547393798828,22.264930725097656,63.146484375,11.743566513061523,-1.5205546617507935,-0.049473512917757034,-0.03235389292240143,-1.63231360912323
-73.24604034423828,-1.1231259107589722,76.38084411621094,3.286329746246338,-1.558616042137146,-0.05327916890382767,-0.03996657207608223,-1.6817201375961304
-62.89889907836914,-24.594377517700195,84.8537368774414,-4.906132221221924,-1.4577531814575195,-0.055181995034217834,-0.03616023063659668,-1.5848073959350586
-50.940574645996094,-45.99616241455078,86.52752685546875,-18.191625595092773,-1.2141599655151367,-0.04757068678736687,-0.02854755148291588,-1.3168723583221436
-35.56110382080078,-65.70286560058594,82.69132995605469,-32.03782272338867,-0.7783564925193787,-0.03615371882915497,-0.015225361101329327,-0.8608126640319824
-17.189435958862305,-79.09717559814453,74.43675231933594,-37.5513801574707,-0.2607208788394928,-0.0057084821164608,-0.0019031701376661658,-0.30023929476737976
9.656634330749512,-84.44242858886719,63.88461685180664,-18.440826416015625,0.07041366398334503,0.0171254463493824,0.017128530889749527,0.07030919939279556
35.23677444458008,-85.76313781738281,47.3338737487793,-5.093032360076904,0.2112410068511963,0.024736756458878517,0.026644380763173103,0.24513208866119385
53.461971282958984,-84.99359130859375,23.661739349365234,-13.596994400024414,0.4662526547908783,0.038056548684835434,0.038063403218984604,0.507366418838501
64.34268951416016,-79.4091567993164,-2.255974292755127,-30.402442932128906,0.801193356513977,0.043765030801296234,0.04757925122976303,0.8608126640319824
73.76914978027344,-65.44287872314453,-26.04246711730957,-31.227920532226562,1.1837108135223389,0.05898765102028847,0.05328876152634621,1.2598649263381958
