500kV草宝甲线电压_A相_1,500kV草宝甲线电压_B相_2,500kV草宝甲线电压_C相_3,500kV草宝甲线电压_3U0_4,500kV草宝甲线电流_A相_13,500kV草宝甲线电流_B相_14,500kV草宝甲线电流_C相_15,500kV草宝甲线电流_3I0_16
78.33068084716797,-45.45539855957031,-46.10712432861328,-23.409257888793945,1.5395853519439697,0.0627933070063591,0.05709510296583176,1.6380144357681274
76.87643432617188,-21.880155563354492,-63.25044631958008,-14.235570907592773,1.7965000867843628,0.08182157576084137,0.060901444405317307,1.9135504961013794
72.29397583007812,2.0278661251068115,-75.52835083007812,-1.7911275625228882,1.8593014478683472,0.0913357138633728,0.07041729241609573,2.0047624111175537
63.41154861450195,25.114341735839844,-84.41709899902344,7.569460868835449,1.7203772068023682,0.09894702583551407,0.07232046127319336,1.8774456977844238
51.819400787353516,45.788177490234375,-87.53595733642578,17.926851272583008,1.4387224912643433,0.07801592350006104,0.060901444405317307,1.5696054697036743
37.77909469604492,65.20369720458984,-83.80372619628906,33.42399978637695,0.9724698662757874,0.05898765102028847,0.041869740933179855,1.0622390508651733
20.118860244750977,79.14917755126953,-74.47834014892578,43.127235412597656,0.40154820680618286,0.032348066568374634,0.026644380763173103,0.4427579343318939
-6.664437770843506,85.21197509765625,-62.67865753173828,27.427614212036133,-0.03425529599189758,0.007611309643834829,0.005709510296583176,-0.02660348266363144
-33.479122161865234,85.09757995605469,-47.11555480957031,7.6629109382629395,-0.20362871885299683,-0.007611309643834829,-0.005709510296583176,-0.22612959146499634
-51.11843490600586,83.79766845703125,-23.7864933013916,15.590597152709961,-0.49670180678367615,-0.024736756458878517,-0.009515850804746151,-0.5415709018707275
-61.01569747924805,78.7748031616211,2.3807284832000732,35.339725494384766,-0.9077653884887695,-0.032348066568374634,-0.019031701609492302,-0.9748275876045227
-67.52320098876953,66.38922119140625,26.905351638793945,45.24544143676758,-1.4425286054611206,-0.04757068678736687,-0.02854755148291588,-1.5354009866714478
-73.44482421875,46.60972213745117,46.37742233276367,34.28062438964844,-1.9221028089523315,-0.057084821164608,-0.045676082372665405,-2.0351662635803223
-75.7255859375,22.753698348999023,62.408355712890625,16.43164825439453,-2.2399158477783203,-0.07230743765830994,-0.05138559266924858,-2.3962135314941406
-73.4029769897461,-1.5598970651626587,74.59269714355469,-0.8722012639045715,-2.323651075363159,-0.0799187496304512,-0.06661095470190048,-2.4988269805908203
-65.10643005371094,-24.968751907348633,83.3047103881836,-12.070642471313477,-2.140956163406372,-0.08182157576084137,-0.06470778584480286,-2.3164031505584717
-53.62936782836914,-45.63218688964844,86.9225845336914,-21.602556228637695,-1.7622448205947876,-0.07230743765830994,-0.05138559266924858,-1.9116501808166504
-40.08078384399414,-64.621337890625,83.97006225585938,-35.77582550048828,-1.2255784273147583,-0.04757068678736687,-0.026644380763173103,-1.3301740884780884
-23.560932159423828,-78.7228012084961,74.8733901977539,-47.17674255371094,-0.5918554067611694,-0.015222619287669659,-0.0038063402753323317,-0.6327828168869019
0.3347912132740021,-86.12711334228516,62.377166748046875,-40.21470642089844,-0.0057092164643108845,0.015222619287669659,0.017128530889749527,-0.007600994780659676
1.3182404041290283,-83.74567413330078,49.1428108215332,-57.54970932006836,0.030449153855443,0.0228339284658432,0.020934870466589928,0.03800497576594353
-1.7890405654907227,-80.65707397460938,27.373180389404297,-95.67736053466797,0.03235222399234772,0.020931100472807884,0.015225361101329327,0.0361047238111496
-0.439413458108902,-76.52854919433594,0.6237716674804688,-133.2754669189453,0.03235222399234772,0.0228339284658432,0.020934870466589928,0.04370572045445442
1.4856359958648682,-65.71326446533203,-25.938505172729492,-157.52577209472656,0.028546081855893135,0.020931100472807884,0.017128530889749527,0.032304227352142334
0.09416002780199051,-47.62885665893555,-47.16753387451172,-165.4223175048828,0.03235222399234772,0.020931100472807884,0.013322190381586552,0.032304227352142334
1.517022728919983,-23.845626831054688,-64.20690155029297,-150.68833923339844,0.030449153855443,0.026639584451913834,0.009515850804746151,0.03800497576594353
2.573707342147827,-0.4471704959869385,-76.38084411621094,-128.961181640625,0.02664300985634327,0.024736756458878517,0.013322190381586552,0.0361047238111496
1.2240803241729736,21.9737491607666,-85.06166076660156,-107.1717300415039,0.03235222399234772,0.024736756458878517,0.022838041186332703,0.045605968683958054
2.134294033050537,42.23161315917969,-88.92904663085938,-77.09635925292969,0.03235222399234772,0.026639584451913834,0.020934870466589928,0.05130671337246895
3.023583173751831,62.17749786376953,-85.65425109863281,-35.2307014465332,0.02664300985634327,0.028542410582304,0.015225361101329327,0.045605968683958054
1.9564361572265625,78.84759521484375,-75.76746368408203,9.002363204956055,0.028546081855893135,0.030445238575339317,0.013322190381586552,0.03990522399544716
2.3121519088745117,88.53975677490234,-61.61824417114258,50.805721282958984,0.030449153855443,0.026639584451913834,0.009515850804746151,0.03800497576594353
2.061058521270752,89.77727508544922,-44.65165710449219,81.83116912841797,0.030449153855443,0.028542410582304,0.011419020593166351,0.03800497576594353
0.7114313244819641,84.47362518310547,-23.640947341918945,106.95368194580078,0.02664300985634327,0.024736756458878517,0.011419020593166351,0.0361047238111496
0.9311380386352539,75.13504028320312,-0.04158477857708931,132.20079040527344,0.030449153855443,0.0171254463493824,0.020934870466589928,0.03990522399544716
0.25109341740608215,61.647132873535156,23.796890258789062,149.11526489257812,0.028546081855893135,0.009514137171208858,0.024741211906075478,0.04180547222495079
-2.3121519088745117,43.895503997802734,43.85115051269531,148.44554138183594,0.030449153855443,0.0114169642329216,0.022838041186332703,0.03800497576594353
-2.5946319103240967,21.8697566986084,61.846961975097656,140.75148010253906,0.02664300985634327,0.0114169642329216,0.026644380763173103,0.032304227352142334
-2.3958497047424316,-0.02079862728714943,75.93380737304688,127.38810729980469,0.02664300985634327,0.020931100472807884,0.020934870466589928,0.03990522399544716
-3.274676561355591,-22.753698348999023,85.81018829345703,103.62062072753906,0.02664300985634327,0.007611309643834829,0.019031701609492302,0.030403979122638702
-3.347912073135376,-43.146751403808594,88.3780517578125,72.82880401611328,0.030449153855443,0.0114169642329216,0.013322190381586552,0.032304227352142334
-3.2119030952453613,-62.406280517578125,84.9369125366211,34.06257247924805,0.03235222399234772,0.007611309643834829,0.013322190381586552,0.02470323257148266
-3.4002232551574707,-76.48695373535156,75.38280487060547,-7.0710601806640625,0.030449153855443,0.015222619287669659,0.013322190381586552,0.032304227352142334
-2.7724897861480713,-85.44075775146484,61.56626510620117,-45.77499008178711,0.028546081855893135,0.019028274342417717,0.011419020593166351,0.02660348266363144
-1.9668983221054077,-87.70780944824219,44.19422149658203,-78.80961608886719,0.03235222399234772,0.020931100472807884,0.005709510296583176,0.02660348266363144
-1.475173830986023,-84.75440216064453,23.744909286499023,-108.8694076538086,0.028546081855893135,0.020931100472807884,0.005709510296583176,0.02850373089313507
-0.418489009141922,-76.80933380126953,0.6549602746963501,-133.80502319335938,0.028546081855893135,0.0171254463493824,0.011419020593166351,0.02660348266363144
0.784666895866394,-63.508609771728516,-22.528553009033203,-149.08412170410156,0.030449153855443,0.013319792225956917,0.017128530889749527,0.032304227352142334
2.584169626235962,-45.1538200378418,-43.50807571411133,-150.42356872558594,0.030449153855443,0.0171254463493824,0.015225361101329327,0.034204475581645966
