17-220kVⅡ母电压Ua_17,18-220kVⅡ母电压Ub_18,19-220kVⅡ母电压Uc_19,20-220kVⅡ母电压3Uo_20,25-220kV轿翠Ⅱ线电流Ia_25,26-220kV轿翠Ⅱ线电流Ib_26,27-220kV轿翠Ⅱ线电流Ic_27,28-220kV轿翠Ⅱ线电流3Io_28
79.54146575927734,-16.150754928588867,-63.5551643371582,-0.31666994094848633,0.13625097274780273,0.0,-0.13620400428771973,0.0
77.57199096679688,-10.92551040649414,-66.81846618652344,-0.31666994094848633,0.12907986342906952,0.014341614209115505,-0.14337262511253357,0.0
75.34838104248047,-5.7952704429626465,-69.76493835449219,-0.44333794713020325,0.1219087690114975,0.02868322841823101,-0.1505412608385086,0.0
73.22007751464844,-0.6966992020606995,-72.6480484008789,-0.31666994094848633,0.1219087690114975,0.0358540341258049,-0.1505412608385086,0.007180544547736645
70.77411651611328,4.243531703948975,-75.27770233154297,-0.4750049412250519,0.10756655782461166,0.05019564926624298,-0.15770989656448364,0.0
67.47047424316406,9.373770713806152,-77.17865753173828,-0.6333398818969727,0.10756655782461166,0.05736645683646202,-0.16487851738929749,0.0
64.2303695678711,14.31400203704834,-78.95287322998047,-0.7283409237861633,0.09322435408830643,0.0717080682516098,-0.15770989656448364,0.0
60.704368591308594,19.7292537689209,-80.91719055175781,-0.8233419060707092,0.08605324476957321,0.07887887954711914,-0.16487851738929749,0.0
56.60658645629883,24.701152801513672,-81.80430603027344,-0.8550089001655579,0.07171104103326797,0.08604968339204788,-0.15770989656448364,0.0
52.6358642578125,29.54637908935547,-82.7547836303711,-1.0133438110351562,0.06453993171453476,0.09322048723697662,-0.15770989656448364,0.0
48.506317138671875,34.64495086669922,-83.64189147949219,-0.9183428883552551,0.05736882984638214,0.1075621023774147,-0.15770989656448364,0.0
43.83675003051758,39.490177154541016,-83.76862335205078,-0.7283409237861633,0.05019772797822952,0.11473291367292404,-0.1505412608385086,-0.007180544547736645
39.19894790649414,44.620418548583984,-84.02207946777344,-0.4116709530353546,0.03585552051663399,0.11473291367292404,-0.15770989656448364,0.0
34.33878707885742,49.14896011352539,-83.64189147949219,-0.2850029468536377,0.021513311192393303,0.12907452881336212,-0.1505412608385086,0.0
29.22450065612793,53.55083465576172,-82.7547836303711,-0.15833497047424316,0.007171103730797768,0.13624532520771027,-0.1505412608385086,0.0
24.141977310180664,58.3643913269043,-82.31122589111328,0.2850029468536377,0.007171103730797768,0.1434161365032196,-0.14337262511253357,-0.007180544547736645
18.995925903320312,61.942893981933594,-80.72709655761719,0.22166897356510162,0.0,0.15058694779872894,-0.13620400428771973,0.0
13.976934432983398,64.9197006225586,-78.79446411132812,0.0950009897351265,-0.014342207461595535,0.15058694779872894,-0.13620400428771973,-0.007180544547736645
8.767350196838379,68.49819946289062,-77.0202407836914,0.22166897356510162,-0.021513311192393303,0.15058694779872894,-0.1290353685617447,-0.007180544547736645
3.5895309448242188,71.53833770751953,-74.86582946777344,0.31666994094848633,-0.03585552051663399,0.15775775909423828,-0.12186673283576965,0.0
-1.2388646602630615,74.26180267333984,-72.7747802734375,0.2850029468536377,-0.05019772797822952,0.16492855548858643,-0.11469810456037521,0.0
-6.226089000701904,76.6052474975586,-70.01840209960938,0.4116709530353546,-0.05736882984638214,0.16492855548858643,-0.10036084055900574,0.0
-11.213313102722168,78.60033416748047,-66.85015106201172,0.7916749119758606,-0.0788821429014206,0.16492855548858643,-0.0931922122836113,0.007180544547736645
-16.041709899902344,80.34208679199219,-63.74525833129883,0.9183428883552551,-0.07171104103326797,0.16492855548858643,-0.0931922122836113,0.0
-21.251293182373047,82.27384185791016,-60.196815490722656,1.2350127696990967,-0.08605324476957321,0.17209936678409576,-0.07885494828224182,0.0
-26.079689025878906,83.44556427001953,-56.331546783447266,1.7100178003311157,-0.09322435408830643,0.17209936678409576,-0.07885494828224182,0.0
-30.844552993774414,83.66724395751953,-51.86430740356445,1.4566818475723267,-0.10756655782461166,0.17209936678409576,-0.06451768428087234,0.0
-36.18120193481445,84.80729675292969,-47.58716583251953,1.6150168180465698,-0.10756655782461166,0.15775775909423828,-0.05734905228018761,0.0
-40.91429901123047,84.80729675292969,-42.89815139770508,1.4566818475723267,-0.1219087690114975,0.17209936678409576,-0.04301178827881813,0.0
-45.552101135253906,83.95225524902344,-37.892311096191406,0.8866758942604065,-0.12907986342906952,0.16492855548858643,-0.028674526140093803,-0.007180544547736645
-50.50756072998047,84.07892608642578,-32.98151779174805,0.7916749119758606,-0.13625097274780273,0.16492855548858643,-0.021505894139409065,0.0
-54.85947036743164,83.1288833618164,-27.78558349609375,0.6650068759918213,-0.14342208206653595,0.15775775909423828,-0.014337263070046902,0.0
-59.020782470703125,82.02050018310547,-22.74806022644043,0.34833696484565735,-0.14342208206653595,0.15058694779872894,-0.007168631535023451,0.0
-62.70561218261719,80.81710815429688,-17.86894989013672,0.34833696484565735,-0.15059317648410797,0.15058694779872894,0.0,0.0
-66.041015625,78.82201385498047,-12.546283721923828,0.2850029468536377,-0.1577642858028412,0.1434161365032196,0.014337263070046902,-0.007180544547736645
-69.05876159667969,77.1752700805664,-7.635490894317627,0.8233419060707092,-0.1577642858028412,0.13624532520771027,0.028674526140093803,-0.007180544547736645
-71.72708892822266,75.02183532714844,-2.661332845687866,0.9500098824501038,-0.15059317648410797,0.12907452881336212,0.028674526140093803,0.0
-74.33187866210938,72.67839050292969,1.9959996938705444,0.601672887802124,-0.1649353951215744,0.12190371751785278,0.05018042027950287,-0.007180544547736645
-76.58724975585938,70.01827239990234,7.065205097198486,0.7916749119758606,-0.1649353951215744,0.12190371751785278,0.05734905228018761,-0.007180544547736645
-78.27083587646484,66.37643432617188,12.292823791503906,0.6650068759918213,-0.1649353951215744,0.10039129853248596,0.05734905228018761,0.0
-80.33560943603516,63.17795181274414,17.5521240234375,0.6333398818969727,-0.1649353951215744,0.09322048723697662,0.06451768428087234,-0.007180544547736645
-81.92389678955078,59.18776321411133,22.87479019165039,0.22166897356510162,-0.1577642858028412,0.09322048723697662,0.07885494828224182,0.0
-82.17802429199219,54.75422286987305,27.18361473083496,-0.4750049412250519,-0.1649353951215744,0.07887887954711914,0.08602357655763626,-0.007180544547736645
-83.06746673583984,50.320682525634766,32.44291687011719,-0.5066719055175781,-0.1649353951215744,0.07887887954711914,0.10036084055900574,-0.007180544547736645
-83.60748291015625,45.85547637939453,37.70221710205078,-0.12666797637939453,-0.1649353951215744,0.06453726440668106,0.10752946883440018,0.0
-83.63925170898438,41.10525131225586,42.45459747314453,-0.0950009897351265,-0.1577642858028412,0.05019564926624298,0.12186673283576965,-0.007180544547736645
-83.44865417480469,36.29169464111328,47.01688003540039,-0.0950009897351265,-0.1577642858028412,0.0358540341258049,0.12186673283576965,0.0
-82.62274169921875,31.47813606262207,51.198974609375,0.15833497047424316,-0.1577642858028412,0.02868322841823101,0.13620400428771973,0.0
-82.05095672607422,26.537906646728516,55.85630798339844,0.601672887802124,-0.15059317648410797,0.02151242084801197,0.14337262511253357,0.0
-80.6850357055664,21.6610107421875,59.56316375732422,0.9816768765449524,-0.14342208206653595,0.007170807104557753,0.14337262511253357,0.0
-78.9061508178711,16.815784454345703,62.541324615478516,0.7916749119758606,-0.14342208206653595,-0.007170807104557753,0.14337262511253357,-0.007180544547736645
-77.47669219970703,11.622209548950195,66.3115463256836,0.7916749119758606,-0.12907986342906952,-0.007170807104557753,0.14337262511253357,0.0
-54.06532669067383,12.065563201904297,74.0103988647461,58.647274017333984,-0.5306617021560669,-0.007170807104557753,0.16487851738929749,-0.3949299454689026
-14.92990779876709,21.090984344482422,91.30906677246094,165.08004760742188,-0.8246769309043884,-0.02868322841823101,0.16487851738929749,-0.6677906513214111
-41.136661529541016,6.776983261108398,85.98639678955078,87.17923736572266,-1.2692854404449463,-0.0358540341258049,0.17921578884124756,-1.1273454427719116
-8.830881118774414,1.425066590309143,86.93687438964844,139.33477783203125,-1.6923805475234985,-0.02868322841823101,0.1863844245672226,-1.5366365909576416
-23.506662368774414,0.12667258083820343,94.63572692871094,124.60962677001953,-1.9863958358764648,-0.05019564926624298,0.19355304539203644,-1.8310388326644897
-5.844900131225586,-2.6284561157226562,95.42779541015625,148.6132049560547,-2.466859817504883,-0.04302484169602394,0.2078903168439865,-2.3193159103393555
-9.656791687011719,-14.472342491149902,93.1149673461914,117.89622497558594,-2.6317951679229736,-0.04302484169602394,0.2222275733947754,-2.4557461738586426
-8.32262897491455,-17.892501831054688,93.90702819824219,117.13621520996094,-2.99752140045166,-0.05019564926624298,0.22939620912075043,-2.8075928688049316
-10.196808815002441,-26.41123390197754,91.68925476074219,95.91932678222656,-3.097916841506958,-0.05736645683646202,0.23656484484672546,-2.9224815368652344
-18.29707908630371,-33.44156265258789,89.18633270263672,64.18900299072266,-3.413445472717285,-0.05019564926624298,0.23656484484672546,-3.224064588546753
-12.960430145263672,-41.073585510253906,87.57052612304688,57.72893142700195,-3.571209669113159,-0.05736645683646202,0.25090211629867554,-3.367675304412842
