1-220kV Ⅰ母Ua_1,2-220kV Ⅰ母Ub_2,3-220kV Ⅰ母Uc_3,4-220kV Ⅰ母3Uo_4,13-220kV丹福线Ia_13,14-220kV丹福线Ib_14,15-220kV丹福线Ic_15,16-220kV丹福线3Io_16
-29.578550338745117,-55.630924224853516,85.27074432373047,0.0,0.13868831098079681,0.4161100685596466,-0.589582622051239,0.0
-24.192140579223633,-59.39776611328125,83.5591049194336,-0.12452050298452377,0.13868831098079681,0.45078590512275696,-0.5549013018608093,0.0
-18.46324348449707,-62.97781753540039,81.41177368164062,-0.06226025149226189,0.06934415549039841,0.4854617714881897,-0.5549013018608093,0.0
-12.578667640686035,-66.80692291259766,79.3266830444336,-0.09339037537574768,0.034672077745199203,0.4854617714881897,-0.5202199816703796,0.0
-6.600687026977539,-70.262451171875,76.8992691040039,0.0,0.0,0.5201376080513,-0.5202199816703796,0.0
-0.747247576713562,-73.43780517578125,74.25401306152344,0.12452050298452377,-0.034672077745199203,0.5201376080513,-0.48553863167762756,0.0
5.106192111968994,-76.48863220214844,71.5465087890625,0.21791088581085205,-0.06934415549039841,0.5548134446144104,-0.48553863167762756,0.0
10.866225242614746,-79.4149398803711,68.59004211425781,0.06226025149226189,-0.13868831098079681,0.5548134446144104,-0.4508573114871979,0.0
16.563987731933594,-82.0299301147461,65.47797393798828,-0.06226025149226189,-0.13868831098079681,0.5548134446144104,-0.4161759614944458,0.0
21.63904571533203,-84.02230834960938,62.241416931152344,-0.28017112612724304,-0.20803245902061462,0.5548134446144104,-0.4161759614944458,0.0
26.49615478515625,-85.64111328125,58.88037872314453,-0.4980820119380951,-0.20803245902061462,0.5894892811775208,-0.3814946413040161,0.0
31.47780418395996,-87.1353988647461,55.332618713378906,-0.4980820119380951,-0.27737662196159363,0.5894892811775208,-0.3468133211135864,0.0
36.08583068847656,-87.9448013305664,51.47365188598633,-0.7159929275512695,-0.27737662196159363,0.5894892811775208,-0.31213197112083435,0.03454631194472313
40.413639068603516,-88.06932830810547,47.365718841552734,-0.5292121171951294,-0.31204870343208313,0.5894892811775208,-0.27745065093040466,0.0
44.58577346801758,-88.03819274902344,43.13330078125,-0.4669518768787384,-0.34672078490257263,0.5894892811775208,-0.24276931583881378,0.0
48.757904052734375,-87.44670867919922,38.4029541015625,-0.4669518768787384,-0.38139283657073975,0.5894892811775208,-0.24276931583881378,0.03454631194472313
52.9923095703125,-86.48165130615234,33.236915588378906,-0.3424313962459564,-0.41606491804122925,0.5548134446144104,-0.2080879807472229,0.0
56.91535949707031,-85.01850128173828,27.977516174316406,-0.15565063059329987,-0.41606491804122925,0.5548134446144104,-0.1734066605567932,0.0
60.620460510253906,-83.0572509765625,22.375789642333984,-0.09339037537574768,-0.45073699951171875,0.5548134446144104,-0.13872532546520233,0.0
64.4189682006836,-81.03374481201172,16.493974685668945,-0.12452050298452377,-0.48540908098220825,0.5548134446144104,-0.10404399037361145,0.03454631194472313
68.15520477294922,-78.82344818115234,10.549920082092285,-0.18678075075149536,-0.48540908098220825,0.5201376080513,-0.06936266273260117,0.0
71.517822265625,-76.20845031738281,4.481381893157959,-0.24904100596904755,-0.5200811624526978,0.4854617714881897,0.0,0.0
74.78703308105469,-73.50006103515625,-1.4004318714141846,-0.15565063059329987,-0.5200811624526978,0.4854617714881897,0.0,0.0
77.86942291259766,-70.82280731201172,-7.220004558563232,-0.28017112612724304,-0.5547532439231873,0.45078590512275696,0.03468133136630058,0.0
80.76500701904297,-67.83423614501953,-13.039576530456543,-0.15565063059329987,-0.5547532439231873,0.45078590512275696,0.10404399037361145,0.03454631194472313
83.03788757324219,-64.56549835205078,-18.547943115234375,-0.031130125746130943,-0.5547532439231873,0.4161100685596466,0.10404399037361145,0.0
84.8125991821289,-61.2033576965332,-23.496135711669922,0.24904100596904755,-0.5547532439231873,0.38143423199653625,0.13872532546520233,0.03454631194472313
86.3382339477539,-57.747825622558594,-28.413206100463867,0.3735615015029907,-0.5547532439231873,0.3467583954334259,0.2080879807472229,0.0
87.67704772949219,-54.16777420043945,-33.236915588378906,0.4046916365623474,-0.5894253253936768,0.3467583954334259,0.2080879807472229,0.0
88.11294555664062,-50.18301773071289,-37.65605545043945,0.4669518768787384,-0.5894253253936768,0.2774067223072052,0.27745065093040466,0.0
87.9884033203125,-45.82469177246094,-41.82623291015625,0.5603422522544861,-0.5894253253936768,0.2774067223072052,0.27745065093040466,0.0
87.70818328857422,-41.43523406982422,-46.08976745605469,0.31130126118659973,-0.5547532439231873,0.2080550342798233,0.3468133211135864,0.03454631194472313
86.9609375,-36.70333480834961,-50.135459899902344,0.18678075075149536,-0.5547532439231873,0.2080550342798233,0.3468133211135864,0.0
85.77779388427734,-31.411081314086914,-54.2433967590332,0.15565063059329987,-0.5547532439231873,0.1387033611536026,0.3814946413040161,0.03454631194472313
84.15876007080078,-26.087697982788086,-58.040122985839844,0.06226025149226189,-0.5547532439231873,0.1387033611536026,0.4161759614944458,0.03454631194472313
82.25950622558594,-20.57752799987793,-61.650123596191406,0.06226025149226189,-0.5547532439231873,0.0693516805768013,0.4161759614944458,0.0
80.42252349853516,-14.7249174118042,-65.60245513916016,0.12452050298452377,-0.5200811624526978,0.0693516805768013,0.4508573114871979,0.03454631194472313
