第一组母线_1,第一组母线_2,第一组母线_3,第一组母线_4,220KV朝潞I回线_37,220KV朝潞I回线_38,220KV朝潞I回线_39,220KV朝潞I回线_40
-63.22138214111328,80.1155776977539,-17.160871505737305,-3.000000106112566e-06,-0.9779790043830872,1.0932539701461792,-0.1310330033302307,-0.021751999855041504
-66.38460540771484,78.24005126953125,-12.182867050170898,-0.07080599665641785,-1.0129070281982422,1.05826997756958,-0.07861699908971786,-0.021751999855041504
-69.23475646972656,76.20867919921875,-7.3345818519592285,-0.2045450061559677,-1.0303709506988525,1.023285984992981,-0.026201000437140465,-0.021751999855041504
-71.86898040771484,73.94084930419922,-2.5079169273376465,-0.2124119997024536,-1.0652990341186523,0.9883019924163818,0.04368700087070465,-0.021751999855041504
-74.14153289794922,71.361328125,2.3944180011749268,-0.2596139907836914,-1.1176910400390625,0.9183340072631836,0.11357499659061432,-0.021751999855041504
-76.44108581542969,68.6098403930664,7.2643232345581055,-0.47988998889923096,-1.1526190042495728,0.8833500146865845,0.21840700507164001,-0.021751999855041504
-78.47612762451172,65.62727355957031,12.231517791748047,-0.7473679780960083,-1.1700830459594727,0.8133820295333862,0.2882950007915497,-0.021751999855041504
-80.27366638183594,62.19865798950195,17.231143951416016,-0.983377993106842,-1.187546968460083,0.7609059810638428,0.37565499544143677,-0.021751999855041504
-81.7905044555664,58.420738220214844,22.403728485107422,-1.2901910543441772,-1.205011010169983,0.7084299921989441,0.428070992231369,-0.021751999855041504
-83.03204345703125,54.52996063232422,27.495237350463867,-1.423930048942566,-1.205011010169983,0.6384620070457458,0.4979589879512787,-0.039156001061201096
-83.9065170288086,50.198516845703125,32.62458419799805,-1.4711320400238037,-1.205011010169983,0.5684940218925476,0.6027910113334656,-0.021751999855041504
-84.35455322265625,45.71660232543945,37.656639099121094,-1.4789990186691284,-1.1700830459594727,0.498526006937027,0.6377350091934204,-0.021751999855041504
-84.3869400024414,40.90149688720703,42.5589714050293,-1.2665899991989136,-1.205011010169983,0.42855799198150635,0.7076230049133301,-0.021751999855041504
-84.08464813232422,36.08639144897461,47.272132873535156,-0.9991120100021362,-1.1700830459594727,0.34109801054000854,0.7775110006332397,-0.039156001061201096
-83.44229125976562,31.104694366455078,51.80692672729492,-0.7001659870147705,-1.1700830459594727,0.25363799929618835,0.8299270272254944,-0.021751999855041504
-82.530029296875,26.080005645751953,56.04985427856445,-0.3382839858531952,-1.1176910400390625,0.20116199553012848,0.899815022945404,-0.021751999855041504
-81.14273834228516,20.94783592224121,59.96847915649414,-0.17307700216770172,-1.1002269983291626,0.13119399547576904,0.9172869920730591,-0.039156001061201096
-79.45856475830078,15.831787109375,63.379032135009766,-0.2124119997024536,-1.0827629566192627,0.043733999133110046,0.9871749877929688,-0.021751999855041504
-77.54227447509766,10.785600662231445,66.51934051513672,-0.2517470121383667,-1.0652990341186523,-0.04372600093483925,1.0221190452575684,-0.039156001061201096
-75.43705749511719,5.717918872833252,69.44884490966797,-0.3304170072078705,-1.0129070281982422,-0.09620200097560883,1.0395909547805786,-0.021751999855041504
-72.93238067626953,0.6448630094528198,72.037841796875,-0.2832149863243103,-0.960515022277832,-0.16617000102996826,1.092007040977478,-0.021751999855041504
-70.14701843261719,-4.49268102645874,74.42144775390625,-0.2438800036907196,-0.9081230163574219,-0.2361380010843277,1.126950979232788,-0.004348000045865774
-67.18891143798828,-9.501249313354492,76.68074035644531,-0.07867299765348434,-0.8731949925422668,-0.34108999371528625,1.1618950366973877,-0.021751999855041504
-64.04187774658203,-14.606549263000488,78.70761108398438,0.1730709969997406,-0.8033390045166016,-0.3935660123825073,1.1968389749526978,-0.004348000045865774
-60.500789642333984,-19.765588760375977,80.5182876586914,0.47988399863243103,-0.7334830164909363,-0.46353399753570557,1.1968389749526978,-0.004348000045865774
-56.652015686035156,-24.844018936157227,81.99925994873047,0.7473620176315308,-0.6810910105705261,-0.5509939789772034,1.1968389749526978,-0.021751999855041504
-52.652095794677734,-29.943944931030273,83.15052032470703,0.9361699819564819,-0.6112350225448608,-0.6209620237350464,1.1968389749526978,0.013055999763309956
-48.27431869506836,-34.9740104675293,83.93965148925781,0.975504994392395,-0.5413789749145508,-0.6559460163116455,1.2143110036849976,-0.021751999855041504
-43.68601989746094,-39.97182846069336,84.25314331054688,0.8968350291252136,-0.4715229868888855,-0.7434059977531433,1.2143110036849976,-0.021751999855041504
-38.77383804321289,-44.894412994384766,84.22611999511719,0.7473620176315308,-0.4016669988632202,-0.795881986618042,1.1968389749526978,-0.021751999855041504
-33.73210525512695,-49.585914611816406,83.81533813476562,0.49561798572540283,-0.33181101083755493,-0.8658499717712402,1.179366946220398,0.013055999763309956
-28.67418098449707,-54.024837493896484,83.0748519897461,0.23600700497627258,-0.2794190049171448,-0.9183260202407837,1.179366946220398,-0.004348000045865774
-23.567672729492188,-58.18968963623047,81.94520568847656,-0.12587499618530273,-0.2095630019903183,-0.9358180165290833,1.1618950366973877,-0.021751999855041504
-18.38559341430664,-61.876251220703125,80.45343017578125,-0.15734300017356873,-0.1222430020570755,-0.9882940053939819,1.126950979232788,0.013055999763309956
