21-500kV思墨乙线电压Ua_21,22-500kV思墨乙线电压Ub_22,23-500kV思墨乙线电压Uc_23,24-500kV思墨乙线电压3Uo_24,29-500kV思墨乙线电流Ia_29,30-500kV思墨乙线电流Ib_30,31-500kV思墨乙线电流Ic_31,32-500kV思墨乙线电流3Io_32
19.82765007019043,64.76618194580078,-84.56275177001953,-0.8701789975166321,-0.010359274223446846,-0.2520756721496582,0.2658880352973938,0.0
6.433109283447266,73.37474060058594,-79.65245819091797,-0.6526342630386353,0.02762473002076149,-0.2727942168712616,0.2520756721496582,0.0034530912525951862
-7.210054874420166,80.025390625,-72.56671142578125,-0.3107782304286957,0.06560873240232468,-0.2866065800189972,0.22445093095302582,0.0034530912525951862
-20.884296417236328,84.7181396484375,-63.460914611816406,0.031077822670340538,0.10359273850917816,-0.2866065800189972,0.18646693229675293,0.0034530912525951862
-34.092369079589844,87.32868194580078,-52.956607818603516,0.0,0.14848291873931885,-0.2797003984451294,0.14157673716545105,0.0034530912525951862
-46.585655212402344,87.91915893554688,-41.36458206176758,-0.3418560326099396,0.18992002308368683,-0.2727942168712616,0.09323346614837646,0.0034530912525951862
-57.80474853515625,86.36526489257812,-28.871295928955078,-0.5283229947090149,0.22790402173995972,-0.258981853723526,0.04489018768072128,0.0069061825051903725
-67.50102996826172,82.69808197021484,-15.569989204406738,-0.3418560326099396,0.258981853723526,-0.2486225664615631,0.0069061825051903725,0.0069061825051903725
-75.45695495605469,76.76222229003906,-1.8335914611816406,-0.21754474937915802,0.2727942168712616,-0.22445093095302582,-0.037984006106853485,0.010359274223446846
-81.48604583740234,68.77522277832031,11.933883666992188,-0.4972451627254486,0.2831534743309021,-0.19337311387062073,-0.07251491397619247,0.0069061825051903725
-85.58832550048828,58.9857063293457,25.390581130981445,-0.9634124636650085,0.2831534743309021,-0.15538911521434784,-0.11395201086997986,0.010359274223446846
-87.57730102539062,47.95307922363281,38.256797790527344,-1.087723731994629,0.2797003984451294,-0.10704582929611206,-0.15884220600128174,0.010359274223446846
-87.51514434814453,35.95703887939453,50.346073150634766,-0.7769455313682556,0.2727942168712616,-0.05870255082845688,-0.20027929544448853,0.010359274223446846
-85.4640121459961,23.152976989746094,61.192230224609375,-0.5283229947090149,0.2658880352973938,-0.010359274223446846,-0.2382632941007614,0.0069061825051903725
-81.1752700805664,9.851669311523438,70.36019134521484,-0.40401169657707214,0.2520756721496582,0.03107782080769539,-0.2624349296092987,0.0069061825051903725
-74.68000793457031,-3.7604165077209473,77.63240051269531,-0.2486225813627243,0.22790402173995972,0.06906182318925858,-0.2762472927570343,0.0069061825051903725
-66.19576263427734,-17.18603515625,82.94670867919922,0.3418560326099396,0.19682620465755463,0.10704582929611206,-0.2866065800189972,0.0034530912525951862
-56.157623291015625,-30.30087661743164,86.39634704589844,0.9323346614837646,0.15193602442741394,0.14502982795238495,-0.2866065800189972,0.0069061825051903725
-45.00068664550781,-42.91847229003906,87.95023345947266,1.087723731994629,0.10013964772224426,0.18646693229675293,-0.2831534743309021,0.0
-32.818180084228516,-54.665889739990234,87.45298767089844,0.8080233931541443,0.05870255082845688,0.22445093095302582,-0.2762472927570343,0.0
-19.82765007019043,-65.01480102539062,84.68706512451172,0.6215564608573914,0.013812365010380745,0.2520756721496582,-0.2693411111831665,0.0
-6.246642112731934,-73.46797180175781,79.59030151367188,0.5904785990715027,-0.02417163923382759,0.2727942168712616,-0.2520756721496582,0.0
7.489755153656006,-80.05647277832031,72.3802490234375,0.40401169657707214,-0.06215564161539078,0.2797003984451294,-0.22445093095302582,0.0
21.03968620300293,-84.68706512451172,63.39875793457031,0.15538911521434784,-0.10013964772224426,0.2831534743309021,-0.18646693229675293,-0.0034530912525951862
34.12344741821289,-87.35975646972656,53.01876449584961,0.031077822670340538,-0.14502982795238495,0.2797003984451294,-0.14157673716545105,-0.0034530912525951862
46.585655212402344,-87.95023345947266,41.36458206176758,0.2486225813627243,-0.18646693229675293,0.2727942168712616,-0.09323346614837646,-0.0069061825051903725
57.89798355102539,-86.39634704589844,28.746986389160156,0.43508949875831604,-0.22445093095302582,0.258981853723526,-0.04489018768072128,-0.0034530912525951862
67.6253433227539,-82.63592529296875,15.35244369506836,0.3418560326099396,-0.2520756721496582,0.2451694756746292,0.0,-0.0069061825051903725
