1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,5-220kV昆车Ⅰ回线路电流Ia_5,6-220kV昆车Ⅰ回线路电流Ib_6,7-220kV昆车Ⅰ回线路电流Ic_7,8-220kV昆车Ⅰ回线路电流3Io_8
-54.83866500854492,-29.067705154418945,84.07433319091797,0.6974526643753052,0.16530612111091614,0.07189764082431793,-0.24462293088436127,0.0
-50.51515197753906,-33.98100280761719,84.77178192138672,0.9193693995475769,0.15811890363693237,0.08627717196941376,-0.2518177330493927,0.0
-46.31880187988281,-38.73580551147461,85.34242248535156,0.9193693995475769,0.15811890363693237,0.09346693754196167,-0.2518177330493927,-0.0072099026292562485
-41.740966796875,-43.33211898803711,85.34242248535156,0.7925598621368408,0.13655723631381989,0.11503622680902481,-0.2518177330493927,0.0
-36.6226921081543,-48.27711486816406,85.0571060180664,0.6340478658676147,0.12218278646469116,0.12222599238157272,-0.2518177330493927,-0.0072099026292562485
-31.345462799072266,-53.06361770629883,84.54986572265625,0.5072383284568787,0.10780834406614304,0.13660553097724915,-0.2518177330493927,0.0
-26.322559356689453,-57.5648307800293,83.8524169921875,0.3170239329338074,0.08624667674303055,0.15098504722118378,-0.2518177330493927,0.0
-21.236074447631836,-61.65396499633789,82.74284362792969,0.031702395528554916,0.08624667674303055,0.1653645783662796,-0.24462293088436127,0.0
-16.14958953857422,-65.26761627197266,81.22113037109375,0.0,0.06468500941991806,0.17974410951137543,-0.24462293088436127,0.0
-10.967732429504395,-68.65937805175781,79.50921630859375,0.09510718286037445,0.05031055957078934,0.18693387508392334,-0.23742814362049103,0.0
-5.754086017608643,-71.7658462524414,77.38516235351562,0.0,0.03593611344695091,0.20131340622901917,-0.23742814362049103,0.0
-0.6358106136322021,-74.36514282226562,74.84898376464844,0.0,0.021561669185757637,0.20131340622901917,-0.23742814362049103,0.0
4.800370216369629,-76.90103912353516,71.96408081054688,-0.06340479105710983,0.007187223061919212,0.2228827029466629,-0.22303855419158936,0.0
10.490875244140625,-79.21504211425781,68.6987533569336,0.09510718286037445,-0.014374446123838425,0.2228827029466629,-0.20864896476268768,0.0
15.895264625549316,-81.1169662475586,65.27490997314453,0.09510718286037445,-0.03593611344695091,0.23007245361804962,-0.20864896476268768,0.0
20.85458755493164,-82.92378997802734,61.91447067260742,-0.1585119664669037,-0.043123338371515274,0.23726221919059753,-0.20145417749881744,0.0
25.464214324951172,-84.06494140625,58.33211898803711,-0.3170239329338074,-0.06468500941991806,0.24445198476314545,-0.18706458806991577,0.0
30.359956741333008,-84.7306137084961,54.115718841552734,-0.3804287314414978,-0.07187222689390182,0.24445198476314545,-0.17986980080604553,0.0
35.541812896728516,-85.39628601074219,49.4871940612793,-0.5072383284568787,-0.09343389421701431,0.25164175033569336,-0.16548021137714386,0.0072099026292562485
40.21501922607422,-85.58647918701172,44.8903694152832,-0.5072383284568787,-0.10062111914157867,0.25164175033569336,-0.15109063684940338,0.0072099026292562485
44.88822937011719,-85.49138641357422,40.135032653808594,-0.6340478658676147,-0.1149955689907074,0.25883153080940247,-0.1367010474205017,0.0
49.72039031982422,-85.26949310302734,35.15778350830078,-0.5072383284568787,-0.12937001883983612,0.25164175033569336,-0.12950626015663147,0.0
54.23464584350586,-84.76231384277344,30.275636672973633,-0.22191675007343292,-0.1509316861629486,0.25883153080940247,-0.10792188346385956,0.0
58.58994674682617,-84.03324127197266,25.234981536865234,-0.09510718286037445,-0.16530612111091614,0.25164175033569336,-0.10072708874940872,0.0
62.627342224121094,-82.89208984375,20.067516326904297,-0.06340479105710983,-0.16530612111091614,0.25164175033569336,-0.07914271205663681,0.0
66.21967315673828,-81.08526611328125,14.773242950439453,0.1585119664669037,-0.17968057096004486,0.24445198476314545,-0.06475313007831573,-0.0072099026292562485
69.6530532836914,-78.9614486694336,9.447266578674316,0.412131130695343,-0.18686778843402863,0.23726221919059753,-0.05036354437470436,-0.0072099026292562485
72.5777816772461,-76.58405303955078,4.152993202209473,0.44383350014686584,-0.20124223828315735,0.23007245361804962,-0.03597395867109299,0.0
75.18460083007812,-74.0164566040039,-1.077876091003418,0.28532153367996216,-0.2084294706583023,0.23007245361804962,-0.02158437669277191,0.0
77.66426849365234,-71.10017395019531,-6.467256546020508,0.3804287314414978,-0.2084294706583023,0.215692937374115,0.0,-0.0072099026292562485
79.6352767944336,-67.77181243896484,-11.603018760681152,0.5706430673599243,-0.22280390560626984,0.20850317180156708,0.014389583840966225,0.0072099026292562485
81.6380844116211,-64.47515106201172,-16.83388900756836,0.6340478658676147,-0.2299911379814148,0.20131340622901917,0.02877916768193245,0.0
83.51372528076172,-60.92489242553711,-22.223268508911133,0.6340478658676147,-0.23717835545539856,0.19412364065647125,0.05036354437470436,0.0
84.34027862548828,-56.83576202392578,-27.10541343688965,0.6340478658676147,-0.24436557292938232,0.17974410951137543,0.06475313007831573,-0.0072099026292562485
84.72176361083984,-52.30284881591797,-31.955856323242188,0.7608574628829956,-0.24436557292938232,0.17255434393882751,0.07194791734218597,0.0072099026292562485
85.1032485961914,-47.64313888549805,-36.901405334472656,0.9193693995475769,-0.24436557292938232,0.1581748127937317,0.09353229403495789,0.0
85.23040771484375,-43.205322265625,-41.529930114746094,0.7925598621368408,-0.2515527904033661,0.15098504722118378,0.1151166707277298,0.0
85.3257827758789,-38.482215881347656,-46.44377899169922,0.6023454666137695,-0.2515527904033661,0.13660553097724915,0.12231146544218063,-0.0072099026292562485
