17-110kVⅡ母电压Ua_17,18-110kVⅡ母电压Ub_18,19-110kVⅡ母电压Uc_19,20-110kVⅡ母电压3Uo_20,25-110kV松抚大铺斗线电流１Ia_25,26-110kV松抚大铺斗线电流１Ib_26,27-110kV松抚大铺斗线电流１Ic_27,28-110kV松抚大铺斗线电流１3Io_28
17.759422302246094,63.18879318237305,-80.89344787597656,0.09506401419639587,-0.42266955971717834,0.8462333679199219,-0.4229252338409424,0.0
12.453835487365723,66.8964614868164,-79.3725357055664,-0.06337600946426392,-0.4578920304775238,0.8109736442565918,-0.3876814544200897,0.035287417471408844
7.052937030792236,70.2238540649414,-77.40802764892578,-0.19012802839279175,-0.5283369421958923,0.8109736442565918,-0.35243770480155945,0.0
1.6838092803955078,73.1392822265625,-74.9365463256836,-0.2218160331249237,-0.5635594129562378,0.7757139205932617,-0.2819501459598541,0.0
-3.6535484790802,75.6110610961914,-72.05315399169922,-0.1584400236606598,-0.5635594129562378,0.8109736442565918,-0.2819501459598541,0.0
-8.927366256713867,77.70256805419922,-68.75784301757812,0.03168800473213196,-0.5987818837165833,0.7757139205932617,-0.24670638144016266,0.0
-14.04233455657959,79.44548797607422,-65.20905303955078,0.2851920425891876,-0.5987818837165833,0.7404541969299316,-0.17621885240077972,0.0
-19.09376335144043,80.80813598632812,-61.406776428222656,0.5386960506439209,-0.5987818837165833,0.7404541969299316,-0.17621885240077972,0.0
-23.954570770263672,81.88557434082031,-57.50944137573242,0.6971361041069031,-0.6692268252372742,0.7757139205932617,-0.1057313084602356,0.0
-28.75183868408203,82.77288055419922,-53.51704788208008,0.760512113571167,-0.6692268252372742,0.7404541969299316,-0.07048753648996353,0.035287417471408844
-33.45379638671875,83.37498474121094,-49.49297332763672,0.6971361041069031,-0.7044492959976196,0.7051944732666016,-0.035243768244981766,0.035287417471408844
-38.09221649169922,83.75525665283203,-45.34215545654297,0.47532007098197937,-0.7044492959976196,0.6346750259399414,0.035243768244981766,0.0
-42.73063278198242,83.97708129882812,-41.03290557861328,0.2218160331249237,-0.7396717667579651,0.5994153022766113,0.035243768244981766,0.0
-47.3372802734375,83.94538879394531,-36.59691619873047,-0.03168800473213196,-0.7748942375183105,0.5641555786132812,0.17621885240077972,0.0
-51.84861755371094,83.69187927246094,-31.875755310058594,-0.1584400236606598,-0.7748942375183105,0.5288958549499512,0.2114626169204712,0.0
-56.23287582397461,83.12146759033203,-26.964481353759766,-0.19012802839279175,-0.7748942375183105,0.4936361312866211,0.3171939253807068,-0.035287417471408844
-60.36297607421875,82.17078399658203,-21.83140754699707,-0.09506401419639587,-0.8453391194343567,0.42311668395996094,0.3876814544200897,0.0
-64.27068328857422,80.83982849121094,-16.50821876525879,0.06337600946426392,-0.8101166486740112,0.38785696029663086,0.4229252338409424,0.0
-67.8606948852539,79.03352355957031,-11.026603698730469,0.19012802839279175,-0.8453391194343567,0.3173375129699707,0.4934127628803253,0.0
-71.0694580078125,76.75188446044922,-5.449930667877197,0.3168800473213196,-0.8101166486740112,0.2820777893066406,0.45816901326179504,0.035287417471408844
-73.89698791503906,74.05828094482422,0.0950569286942482,0.3168800473213196,-0.8101166486740112,0.24681806564331055,0.4934127628803253,0.0
-76.31150817871094,70.88933563232422,5.513301849365234,0.1584400236606598,-0.8101166486740112,0.21155834197998047,0.5639002919197083,0.0
-78.24948120117188,67.4351806640625,10.741433143615723,-0.06337600946426392,-0.7748942375183105,0.1762986183166504,0.5639002919197083,0.0
-79.83797454833984,63.75920486450195,15.874506950378418,-0.34856805205345154,-0.7748942375183105,0.1410388946533203,0.5991441011428833,0.0
-81.14054870605469,60.01984786987305,20.75409507751465,-0.5703840851783752,-0.7748942375183105,0.10577917098999023,0.5991441011428833,0.0
-82.15718841552734,56.15373229980469,25.601999282836914,-0.760512113571167,-0.7396717667579651,0.03525972366333008,0.6343878507614136,0.0
-77.4234619140625,52.065792083740234,30.1964168548584,8.27056884765625,-3.9801385402679443,-0.07051944732666016,0.45816901326179504,-3.4934542179107666
-66.08157348632812,48.77008819580078,35.64634704589844,31.434499740600586,-7.467162609100342,-0.2820777893066406,0.4229252338409424,-7.269207954406738
-53.11941909790039,44.68214416503906,40.36750793457031,55.13712692260742,-9.016950607299805,-0.3525972366333008,0.45816901326179504,-8.821854591369629
