500kV草宝乙线电压_A相_5,500kV草宝乙线电压_B相_6,500kV草宝乙线电压_C相_7,500kV草宝乙线电压_3U0_8,500kV草宝乙线电流_A相_17,500kV草宝乙线电流_B相_18,500kV草宝乙线电流_C相_19,500kV草宝乙线电流_3I0_20
7.39271354675293,-79.70829772949219,72.06717681884766,0.09345044940710068,-0.01345276739448309,0.07795199006795883,-0.04943344369530678,0.009506821632385254
29.726818084716797,-86.6123275756836,56.362892150878906,-0.45167720317840576,-0.030749183148145676,0.08175452053546906,-0.04372958466410637,0.01330955047160387
50.33491516113281,-87.7144775390625,36.98977279663086,-0.3893768787384033,-0.04996742308139801,0.08555705845355988,-0.022815436124801636,0.01140818651765585
67.40782165527344,-82.76519775390625,15.382091522216797,-0.015575075522065163,-0.06726383417844772,0.07795199006795883,-0.0019012863049283624,0.005704093258827925
79.36509704589844,-72.10762023925781,-6.994694232940674,0.15575075149536133,-0.07495113462209702,0.07985325902700424,0.01901286281645298,0.009506821632385254
86.14434814453125,-56.43838119506836,-29.309120178222656,0.40495195984840393,-0.08071660250425339,0.06274184584617615,0.03802572563290596,0.007605457678437233
87.1009292602539,-37.0363883972168,-49.76314163208008,0.4828273355960846,-0.07879477739334106,0.04372916370630264,0.04943344369530678,0.005704093258827925
82.30762481689453,-15.378107070922852,-66.8601303100586,0.20247597992420197,-0.07495113462209702,0.02851901948451996,0.0627424493432045,0.005704093258827925
71.86840057373047,7.059996128082275,-79.2073745727539,-0.20247597992420197,-0.06342019140720367,0.009506340138614178,0.07985402643680573,0.0038027288392186165
56.2719612121582,29.373327255249023,-86.10852813720703,-0.5918528437614441,-0.051889244467020035,-0.011407608166337013,0.07985402643680573,0.0038027288392186165
36.69322967529297,50.14780807495117,-87.21022033691406,-0.6074279546737671,-0.036514654755592346,-0.03232155740261078,0.07985402643680573,0.0038027288392186165
15.066163063049316,67.3351058959961,-82.48126983642578,-0.32707658410072327,-0.01345276739448309,-0.04753170162439346,0.07795273512601852,0.009506821632385254
-7.267941951751709,79.60431671142578,-72.17111206054688,-0.015575075522065163,0.015374591574072838,-0.05893930792808533,0.06844630837440491,0.009506821632385254
-29.58125114440918,86.45635986328125,-56.42525100708008,0.5139774680137634,0.030749183148145676,-0.06844564527273178,0.05703859031200409,0.009506821632385254
-30.28829002380371,97.46746063232422,-27.136919021606445,69.12218475341797,-0.968599259853363,-0.0722481831908226,0.04182829707860947,-1.0001176595687866
-15.5652494430542,95.02401733398438,-5.113505840301514,130.08302307128906,-2.7040061950683594,-0.10456974059343338,0.00950643140822649,-2.8007097244262695
-9.721781730651855,83.44104766845703,14.04135513305664,153.13414001464844,-4.479771614074707,-0.18632426857948303,-0.08175531029701233,-4.753410816192627
-25.69253921508789,62.271453857421875,32.11531066894531,119.19605255126953,-6.4054388999938965,-0.25286865234375,-0.16541190445423126,-6.835404872894287
-20.212987899780273,41.73611831665039,51.81062316894531,127.57544708251953,-8.302279472351074,-0.3061041533946991,-0.21674664318561554,-8.852752685546875
-17.478412628173828,20.109031677246094,68.11772155761719,123.04309844970703,-10.028077125549316,-0.3612409234046936,-0.30230453610420227,-10.73320198059082
-22.77080535888672,-2.5786142349243164,80.4649658203125,95.66211700439453,-11.598207473754883,-0.40116754174232483,-0.3688495457172394,-12.408304214477539
-15.76280403137207,-24.496835708618164,90.96220397949219,88.01475524902344,-12.764754295349121,-0.4125751554965973,-0.3821585476398468,-13.60616397857666
-8.401283264160156,-49.85667419433594,88.83157348632812,53.2356071472168,-13.275959968566895,-0.42778530716896057,-0.40687528252601624,-14.165164947509766
-9.212298393249512,-71.4837646484375,79.32170104980469,-1.9624595642089844,-13.225992202758789,-0.4525017738342285,-0.4449009895324707,-14.191783905029297
-4.990861415863037,-81.37191772460938,70.97587585449219,-26.555503845214844,-12.803191184997559,-0.42398276925086975,-0.4429997205734253,-13.746864318847656
3.8991105556488037,-87.13220977783203,54.34659194946289,-49.762367248535156,-11.83651351928711,-0.36884599924087524,-0.41828298568725586,-12.718226432800293
5.604321479797363,-90.90654754638672,31.61643409729004,-93.20124816894531,-10.34517765045166,-0.3251168131828308,-0.3707508146762848,-11.145797729492188
7.725437641143799,-84.10649871826172,14.955965995788574,-107.06307220458984,-8.554038047790527,-0.2661775052547455,-0.29660066962242126,-9.236827850341797
13.27777099609375,-76.90093231201172,-6.973907470703125,-123.10540008544922,-6.436188220977783,-0.1958305984735489,-0.22815436124801636,-6.989415645599365
16.064334869384766,-69.4458236694336,-37.01055908203125,-157.82223510742188,-4.103094100952148,-0.1254836916923523,-0.13879390060901642,-4.5024309158325195
15.669225692749023,-47.839534759521484,-58.24407958984375,-157.6976318359375,-1.825732707977295,-0.06464311480522156,-0.060841161757707596,-2.095303535461426
15.929165840148926,-21.398340225219727,-67.55648040771484,-127.12376403808594,0.25560256838798523,-0.007605072110891342,0.020914148539304733,0.12549005448818207
15.793996810913086,0.34312206506729126,-80.08041381835938,-111.08143615722656,1.9986968040466309,0.049432966858148575,0.10647203028202057,2.017347574234009
13.516916275024414,23.633831024169922,-92.61473846435547,-96.28511810302734,3.4112374782562256,0.1083722785115242,0.14449775218963623,3.5308337211608887
8.837984085083008,47.67317199707031,-91.34675598144531,-60.60261917114258,4.306807518005371,0.1425950974225998,0.17491833865642548,4.49482536315918
3.9303033351898193,67.18953704833984,-85.6512222290039,-25.387372970581055,4.564331531524658,0.17491665482521057,0.1844247728586197,4.810451984405518
-0.19755493104457855,81.20555114746094,-76.19332122802734,8.285940170288086,4.331790924072266,0.17301538586616516,0.16731318831443787,4.55566930770874
-4.481377601623535,89.8355941772461,-55.70811462402344,51.41332244873047,3.551530599594116,0.15400271117687225,0.14069518446922302,3.74949049949646
-10.314446449279785,92.60136413574219,-32.68694305419922,86.25476837158203,2.200488328933716,0.13308875262737274,0.10837332159280777,2.355790376663208
-14.972583770751953,86.69551086425781,-11.245555877685547,105.24078369140625,0.47853416204452515,0.06464311480522156,0.07795273512601852,0.5475929379463196
-17.9359073638916,74.40550231933594,11.141622543334961,117.88774871826172,-1.4010096788406372,-0.015210144221782684,0.026618007570505142,-1.4602478742599487
-20.067420959472656,59.22494888305664,33.8925666809082,127.15491485595703,-3.372800827026367,-0.09696466475725174,-0.04372958466410637,-3.593578815460205
-21.26314926147461,41.632144927978516,54.42973709106445,130.02073669433594,-5.367654323577881,-0.15590398013591766,-0.11027460545301437,-5.721205711364746
-19.911457061767578,21.117603302001953,70.11323547363281,123.94644927978516,-7.202995777130127,-0.20913948118686676,-0.1863260567188263,-7.692920207977295
-18.45578956604004,-1.1541378498077393,81.75373840332031,107.90412139892578,-8.780813217163086,-0.2547699213027954,-0.2547723650932312,-9.40414810180664
-16.646602630615234,-24.611209869384766,90.46332550048828,85.46044158935547,-10.068435668945312,-0.2908940017223358,-0.29089680314064026,-10.77122974395752
-11.926078796386719,-48.03709030151367,89.91248321533203,52.2076530456543,-10.842930793762207,-0.3099066913127899,-0.3118109405040741,-11.598322868347168
-6.820843696594238,-69.7161636352539,83.49980926513672,12.50678539276123,-10.983223915100098,-0.33462315797805786,-0.3175148069858551,-11.782754898071289
-2.9529263973236084,-81.64225769042969,72.01520538330078,-21.587055206298828,-10.57964038848877,-0.33462315797805786,-0.3118109405040741,-11.379666328430176
2.277080535888672,-88.75424194335938,54.02439880371094,-56.10142135620117,-9.618728637695312,-0.3023016154766083,-0.29089680314064026,-10.37574577331543
7.163965702056885,-91.91512298583984,32.40632247924805,-90.94286346435547,-8.17543888092041,-0.25286865234375,-0.2623775005340576,-8.862259864807129
10.376832962036133,-87.22578430175781,10.268585205078125,-116.04988861083984,-6.390064239501953,-0.17301538586616516,-0.21864792704582214,-6.958993911743164
13.579301834106445,-77.01530456542969,-12.284886360168457,-132.23239135742188,-4.327947616577148,-0.09506340324878693,-0.14830033481121063,-4.759115219116211
16.064334869384766,-64.22621154785156,-33.954925537109375,-143.46202087402344,-2.1274590492248535,-0.026617752388119698,-0.06844630837440491,-2.4128313064575195
17.623979568481445,-45.281715393066406,-54.81428909301758,-143.8981170654297,0.06918565928936005,0.03422282263636589,0.011407718062400818,-0.07985730469226837
17.727954864501953,-22.833213806152344,-70.70565032958984,-131.99876403808594,2.079413414001465,0.07985325902700424,0.09126174449920654,2.05537486076355
16.126720428466797,1.237318992614746,-82.37733459472656,-113.0594711303711,3.7571656703948975,0.12928622961044312,0.15400418639183044,3.8502628803253174
13.288168907165527,25.266260147094727,-91.42990112304688,-91.81507110595703,5.083224296569824,0.18822553753852844,0.1844247728586197,5.280088901519775
9.181105613708496,48.702537536621094,-92.19900512695312,-59.605812072753906,5.917295932769775,0.22815215587615967,0.20343764126300812,6.18894100189209
4.418992042541504,68.39566040039062,-84.32088470458984,-20.107421875,6.107556343078613,0.26047372817993164,0.21674664318561554,6.4361186027526855
-0.5718695521354675,81.05998992919922,-71.3708267211914,15.76197624206543,5.755862712860107,0.2509673833847046,0.22245049476623535,6.103379726409912
-4.990861415863037,86.98664093017578,-52.81877517700195,50.66572189331055,4.856449127197266,0.2186458259820938,0.23005564510822296,5.183119297027588
-9.347467422485352,88.66065979003906,-31.886659622192383,82.45445251464844,3.4996414184570312,0.1616077870130539,0.21104277670383453,3.7608988285064697
-13.423337936401367,85.021484375,-10.819430351257324,105.70803833007812,1.8084362745285034,0.08555705845355988,0.16351062059402466,1.9660108089447021
-3.7847366333007812,74.11436462402344,9.644987106323242,138.92967224121094,0.14221496880054474,-0.0019012680277228355,0.07415016740560532,0.13499687612056732
-0.9669793844223022,50.584510803222656,21.9610538482666,124.64733123779297,0.1229967325925827,0.015210144221782684,0.022815436124801636,0.08175867050886154
0.863003134727478,32.315860748291016,43.24654006958008,133.213623046875,0.12684038281440735,0.051334235817193985,0.015210290439426899,0.10837776958942413
-1.518053650856018,17.57200813293457,66.52754211425781,143.66448974609375,0.1229967325925827,0.0722481831908226,-0.00950643140822649,0.10457504540681839
-0.21835018694400787,-4.023886203765869,79.36327362060547,130.3322296142578,0.12107490748167038,0.09696466475725174,-0.04182829707860947,0.09696958214044571
0.3119288384914398,-25.81733512878418,89.57989501953125,111.14373779296875,0.11723125725984573,0.09316213428974152,-0.030420580878853798,0.10267367959022522
-1.76759672164917,-42.91105270385742,92.02232360839844,82.40772247314453,0.11723125725984573,0.09696466475725174,-0.017111577093601227,0.11788459122180939
-0.883798360824585,-64.68370819091797,82.148681640625,29.28114128112793,0.12107490748167038,0.10456974059343338,-0.017111577093601227,0.12168732285499573
-0.16636204719543457,-81.6214599609375,70.77840423583984,-18.8146915435791,0.11530943214893341,0.09886593371629715,-0.03232186660170555,0.10457504540681839
-1.7156085968017578,-85.20864868164062,59.71992874145508,-47.11460494995117,0.11723125725984573,0.10266847163438797,-0.028519295156002045,0.11218050122261047
-1.3724868297576904,-85.69733428955078,42.758056640625,-76.95645141601562,0.11530943214893341,0.09696466475725174,0.017111577093601227,0.14640505611896515
-0.5614718794822693,-85.19824981689453,15.610743522644043,-122.32664489746094,0.11723125725984573,0.08745832741260529,0.030420580878853798,0.1502077877521515
-1.185329556465149,-73.96879577636719,-7.472785949707031,-144.3965301513672,0.11723125725984573,0.07795199006795883,0.028519295156002045,0.14070096611976624
-0.4263027310371399,-57.14542007446289,-29.652097702026367,-152.43325805664062,0.12107490748167038,0.0722481831908226,0.03802572563290596,0.14450369775295258
1.4556678533554077,-38.57523727416992,-53.03703308105469,-157.3705596923828,0.11338760703802109,0.06464311480522156,0.05133473128080368,0.15401051938533783
0.0,-15.034984588623047,-67.24468231201172,-143.33741760253906,0.11530943214893341,0.04182789474725723,0.0627424493432045,0.1426023244857788
-0.16636204719543457,9.482645988464355,-74.17701721191406,-112.88814544677734,0.11530943214893341,0.020913947373628616,0.08555788546800613,0.14830642938613892
0.7174363136291504,28.82225227355957,-83.78043365478516,-94.369384765625,0.11338760703802109,0.011407608166337013,0.10457074642181396,0.15210914611816406
0.28073593974113464,46.91414260864258,-90.79591369628906,-75.71044158935547,0.11338760703802109,-0.007605072110891342,0.09886688739061356,0.12549005448818207
0.14556679129600525,65.52591705322266,-85.6512222290039,-34.87259292602539,0.11530943214893341,-0.019012680277228355,0.08936045318841934,0.10457504540681839
0.8734007477760315,78.751708984375,-71.02784729003906,14.780746459960938,0.10954396426677704,-0.03992662951350212,0.09886688739061356,0.10267367959022522
0.3119288384914398,85.3230209350586,-55.17805480957031,52.87738037109375,0.11146578937768936,-0.04753170162439346,0.10266946256160736,0.0912654921412468
-0.17675967514514923,85.10466766357422,-36.241455078125,84.619384765625,0.11530943214893341,-0.05703803896903992,0.10266946256160736,0.07415321469306946
0.5510742664337158,80.3217544555664,-15.18461799621582,114.24317932128906,0.11338760703802109,-0.05893930792808533,0.09126174449920654,0.06654775142669678
-0.0519881397485733,71.04705810546875,4.999179840087891,132.2479705810547,0.10954396426677704,-0.049432966858148575,0.07415016740560532,0.0646463930606842
-1.3308963775634766,56.99985122680664,25.79618263244629,141.68646240234375,0.10762213915586472,-0.017111411318182945,0.034223154187202454,0.04943547397851944
-2.006742238998413,38.93915557861328,48.61988067626953,148.81983947753906,0.10954396426677704,0.011407608166337013,-0.0019012863049283624,0.0456327460706234
-2.973721504211426,19.100461959838867,67.45254516601562,145.14413452148438,0.10954396426677704,0.04372916370630264,-0.020914148539304733,0.05513956770300865
-2.277080535888672,-5.801882266998291,79.81018829345703,124.41370391845703,0.11530943214893341,0.051334235817193985,-0.015210290439426899,0.07035048305988312
-1.7779943943023682,-29.414918899536133,83.69728088378906,91.2076416015625,0.10954396426677704,0.06084057688713074,-0.020914148539304733,0.07415321469306946
-2.0171399116516113,-49.39917755126953,84.09223175048828,56.942474365234375,0.11338760703802109,0.0722481831908226,-0.04372958466410637,0.0646463930606842
-2.42264723777771,-65.06842041015625,80.60008239746094,23.17571258544922,0.10762213915586472,0.09696466475725174,-0.053236015141010284,0.07415321469306946
-2.006742238998413,-77.16087341308594,70.4354248046875,-14.796321868896484,0.10954396426677704,0.11977988481521606,-0.0665450170636177,0.08936412632465363
-2.1107184886932373,-84.53279876708984,56.16542053222656,-52.783931732177734,0.11338760703802109,0.13118749856948853,-0.0627424493432045,0.10267367959022522
-2.277080535888672,-87.44413757324219,39.775177001953125,-86.83104705810547,0.10954396426677704,0.12928622961044312,-0.03992701321840286,0.11978595703840256
-1.7883919477462769,-83.5450210571289,18.47929573059082,-116.64173889160156,0.10762213915586472,0.11217480897903442,-0.0076051452197134495,0.13879960775375366
