220KV II母电压_A_5,220KV II母电压_B_6,220KV II母电压_C_7,220KV II母电压_N_8,220KV轿翠 II回线_A_25,220KV轿翠 II回线_B_26,220KV轿翠 II回线_C_27,220KV轿翠 II回线_N_28
79.6329345703125,-64.28348541259766,-15.175700187683105,0.4399920105934143,-0.13459600508213043,0.08215600252151489,0.045604001730680466,-0.0035000001080334187
82.45902252197266,-54.41302490234375,-27.619773864746094,0.8642699718475342,-0.13284799456596375,0.06642399728298187,0.05963600054383278,-0.0017500000540167093
83.7150650024414,-43.915199279785156,-39.78126525878906,0.12571200728416443,-0.13109999895095825,0.047196000814437866,0.07892999798059464,-0.0017500000540167093
83.07657623291016,-31.807151794433594,-51.49272155761719,-0.25142401456832886,-0.12585599720478058,0.02621999941766262,0.09120800346136093,-0.0017500000540167093
80.78430938720703,-18.998552322387695,-61.68660354614258,0.2828519940376282,-0.11886399984359741,0.005243999883532524,0.10173200070858002,-0.0017500000540167093
75.6345443725586,-6.0540242195129395,-69.44190979003906,0.2828519940376282,-0.10487999767065048,-0.01398400031030178,0.1122559979557991,0.0
69.41714477539062,6.493175983428955,-76.07735443115234,-0.2357099950313568,-0.09089600294828415,-0.034960001707077026,0.12278000265359879,0.0
60.64579772949219,19.584087371826172,-80.94404602050781,-1.0999799966812134,-0.07691200077533722,-0.05418799817562103,0.12628799676895142,-0.0017500000540167093
50.64981460571289,31.94308090209961,-83.22563171386719,-0.989982008934021,-0.057684000581502914,-0.06992000341415405,0.1245340034365654,0.0
39.43965530395508,44.396175384521484,-84.00011444091797,-0.1728540062904358,-0.03845600038766861,-0.08739999681711197,0.12278000265359879,0.0
26.88972282409668,55.60500717163086,-82.60813903808594,-0.10999800264835358,-0.017480000853538513,-0.10313200205564499,0.12278000265359879,0.0017500000540167093
14.00484561920166,64.87947845458984,-79.23808288574219,-0.5185620188713074,0.0,-0.11012399941682816,0.11050199717283249,0.0035000001080334187
1.486314058303833,72.55418395996094,-74.1830062866211,-0.1414259970188141,0.022724000737071037,-0.122359998524189,0.09646999835968018,0.0
-11.25202465057373,78.41999816894531,-66.97193145751953,0.3771359920501709,0.04195199906826019,-0.12760399281978607,0.08419200032949448,0.0
-23.93802833557129,82.61285400390625,-58.25375747680664,0.7228440046310425,0.059431999921798706,-0.13109999895095825,0.06840600073337555,0.0017500000540167093
-36.38329315185547,84.2021713256836,-47.55750274658203,0.39285001158714294,0.07516399770975113,-0.12585599720478058,0.05086600035429001,0.0017500000540167093
-48.095863342285156,84.00350189208984,-35.866981506347656,-0.015714000910520554,0.09089600294828415,-0.12585599720478058,0.031571999192237854,0.0017500000540167093
-58.99201202392578,82.15279388427734,-23.03566551208496,0.06285600364208221,0.1013839989900589,-0.122359998524189,0.00877000018954277,0.0
-67.76335906982422,78.378173828125,-10.225281715393066,0.5028480291366577,0.11187200248241425,-0.11012399941682816,-0.00877000018954277,0.0017500000540167093
-74.48316955566406,72.52281951904297,1.9780739545822144,-0.10999800264835358,0.11886399984359741,-0.09613999724388123,-0.02631000056862831,0.0017500000540167093
-79.81087493896484,64.51351928710938,15.071040153503418,-0.534276008605957,0.122359998524189,-0.08390399813652039,-0.04735799878835678,-0.0017500000540167093
-82.37528991699219,54.45484924316406,27.41045379638672,-1.0371240377426147,0.12585599720478058,-0.06817200034856796,-0.06139000132679939,0.0
-83.6731948852539,43.810638427734375,39.833595275878906,-0.18856799602508545,0.12585599720478058,-0.047196000814437866,-0.07717599719762802,0.0017500000540167093
-82.78350067138672,31.692136764526367,51.21013641357422,0.09428399801254272,0.1206120029091835,-0.02621999941766262,-0.09646999835968018,0.0
-80.58543395996094,19.1240234375,61.435420989990234,-0.12571200728416443,0.11187200248241425,-0.00699200015515089,-0.10524000227451324,-0.0017500000540167093
-49.34143829345703,14.596575736999512,77.74144744873047,75.28577423095703,-0.2010200023651123,0.0017480000387877226,-0.11576399952173233,-0.3255000114440918
-31.243995666503906,0.5750799775123596,81.72899627685547,88.21839904785156,-0.7708680033683777,0.01398400031030178,-0.14207400381565094,-0.8977500200271606
-21.844629287719727,-11.125184059143066,87.73648071289062,95.05398559570312,-1.352952003479004,0.015731999650597572,-0.17890800535678864,-1.5242500305175781
-17.83576774597168,-27.27970314025879,87.4329605102539,73.46295166015625,-1.7445039749145508,0.033211998641490936,-0.17715400457382202,-1.8987499475479126
-23.09020233154297,-43.60152053833008,84.04197692871094,29.809457778930664,-2.092355966567993,0.05069199949502945,-0.20171000063419342,-2.2522499561309814
-15.449292182922363,-53.81703186035156,83.45588684082031,24.4195556640625,-2.2881319522857666,0.05069199949502945,-0.1982019990682602,-2.4412500858306885
-5.599844932556152,-63.76068878173828,80.83938598632812,19.768211364746094,-2.373784065246582,0.04894400015473366,-0.20171000063419342,-2.5339999198913574
0.9734309911727905,-73.08744049072266,74.06787872314453,3.189941883087158,-2.331831932067871,0.06817200034856796,-0.18241600692272186,-2.4570000171661377
1.2874410152435303,-82.29917907714844,63.38209533691406,-30.76801109313965,-2.1832520961761475,0.07341600209474564,-0.17189200222492218,-2.294250011444092
5.819652080535889,-85.7182846069336,54.41273498535156,-44.25062561035156,-1.9332879781723022,0.07516399770975113,-0.15259799361228943,-2.021250009536743
14.758469581604004,-87.62127685546875,44.490966796875,-49.27910232543945,-1.5819400548934937,0.07865999639034271,-0.11576399952173233,-1.627500057220459
21.991167068481445,-89.76476287841797,31.86897087097168,-62.30601119995117,-1.1379480361938477,0.08914799988269806,-0.08945400267839432,-1.1462500095367432
24.75445556640625,-90.01570129394531,16.871192932128906,-83.9913330078125,-0.6170439720153809,0.0996360033750534,-0.05262000113725662,-0.5774999856948853
26.56524658203125,-86.13652801513672,3.579371929168701,-97.14395141601562,-0.04894400015473366,0.09788800030946732,-0.019293999299407005,0.022749999538064003
32.25929260253906,-78.58729553222656,-7.0122199058532715,-92.52403259277344,0.5471240282058716,0.10313200205564499,0.02631000056862831,0.6702499985694885
36.95897674560547,-71.3726577758789,-20.607553482055664,-95.4625473022461,1.1851439476013184,0.10313200205564499,0.06489799916744232,1.3492499589920044
38.86397171020508,-62.50596618652344,-35.092498779296875,-101.85814666748047,1.856376051902771,0.10487999767065048,0.10173200070858002,2.058000087738037
37.272987365722656,-52.865535736083984,-48.71923065185547,-111.53797149658203,2.5153720378875732,0.1013839989900589,0.14032000303268433,2.754499912261963
36.969444274902344,-39.910552978515625,-58.00257110595703,-105.75521850585938,3.1498959064483643,0.09613999724388123,0.18241600692272186,3.426500082015991
37.4090576171875,-21.73802375793457,-66.7835464477539,-88.07697296142578,3.749459981918335,0.09439200162887573,0.21574200689792633,4.063499927520752
36.28908920288086,-1.4533840417861938,-74.86329650878906,-68.92160034179688,4.305324077606201,0.08739999681711197,0.2490680068731308,4.649750232696533
33.06525421142578,-2.091200113296509,-81.99064636230469,-88.2341079711914,4.784276008605957,0.07865999639034271,0.28064000606536865,5.157249927520752
29.17152976989746,-0.6587280035018921,-85.92585754394531,-99.359619140625,5.2055439949035645,0.07341600209474564,0.3122119903564453,5.60699987411499
26.04189682006836,20.01278305053711,-86.72127532958984,-70.58728790283203,5.53766393661499,0.06292799860239029,0.32975199818611145,5.948249816894531
22.210973739624023,45.43132019042969,-85.75840759277344,-31.333715438842773,5.777140140533447,0.047196000814437866,0.3367680013179779,6.188000202178955
16.82046890258789,59.73512649536133,-84.73273468017578,-14.095458030700684,5.911736011505127,0.034960001707077026,0.3455379903316498,6.321000099182129
10.676340103149414,61.64857482910156,-80.59866333007812,-14.268312454223633,5.92572021484375,0.02796800062060356,0.3385219871997833,6.329750061035156
5.243967056274414,67.5666732788086,-73.65970611572266,-1.4142600297927856,5.83132791519165,0.015731999650597572,0.32799801230430603,6.214250087738037
-0.14653800427913666,80.60530090332031,-65.381103515625,26.179523468017578,5.626811981201172,0.01398400031030178,0.30519598722457886,5.990250110626221
-6.112728118896484,90.39212036132812,-55.825645446777344,49.32624435424805,5.308675765991211,0.008740000426769257,0.28064000606536865,5.645500183105469
-12.487131118774414,89.46153259277344,-44.38630676269531,56.47611618041992,4.878667831420898,0.00699200015515089,0.25257599353790283,5.186999797821045
-18.024173736572266,87.34942626953125,-30.518856048583984,67.20877838134766,4.357763767242432,-0.0017480000387877226,0.21924999356269836,4.63224983215332
-22.723857879638672,89.46153259277344,-15.730398178100586,88.39125061035156,3.7599480152130127,-0.00699200015515089,0.18416999280452728,3.990000009536743
-26.628047943115234,90.90446472167969,-2.3025200366973877,107.40518951416016,3.0904641151428223,-0.008740000426769257,0.14382800459861755,3.2760000228881836
-30.18682861328125,84.90271759033203,9.911301612854004,112.04081726074219,2.379028081893921,-0.019228000193834305,0.0999779999256134,2.5112500190734863
-32.88731384277344,73.6729736328125,22.732152938842773,110.15514373779297,1.6361279487609863,-0.02447200007736683,0.05612799897789955,1.718500018119812
-34.38409423828125,63.61430358886719,36.01350784301758,113.18794250488281,0.8897320032119751,-0.034960001707077026,0.012277999892830849,0.918749988079071
-35.40986251831055,55.4272575378418,47.986610412597656,118.04357147216797,0.15207600593566895,-0.034960001707077026,-0.03332599997520447,0.13300000131130219
-36.10068130493164,43.54924011230469,59.02824020385742,115.32504272460938,-0.5488719940185547,-0.034960001707077026,-0.07717599719762802,-0.609000027179718
-35.90180969238281,28.283479690551758,68.31158447265625,105.2680892944336,-1.200875997543335,-0.033211998641490936,-0.11576399952173233,-1.3072500228881836
-34.268959045410156,14.47110366821289,76.25527954101562,97.88250732421875,-1.8144240379333496,-0.031463999301195145,-0.15259799361228943,-1.9512499570846558
-31.809213638305664,2.603543996810913,82.33602142333984,92.0997543334961,-2.354556083679199,-0.019228000193834305,-0.1876779943704605,-2.518249988555908
-28.334169387817383,-10.027303695678711,86.271240234375,83.01705932617188,-2.8230199813842773,-0.015731999650597572,-0.21574200689792633,-3.0082499980926514
-24.691652297973633,-24.61342430114746,88.23884582519531,67.42877197265625,-3.2005879878997803,-0.010487999767065048,-0.2367900013923645,-3.40024995803833
-20.128040313720703,-38.31078338623047,87.72601318359375,50.61479568481445,-3.4837639331817627,0.0,-0.2490680068731308,-3.692500114440918
-14.905008316040039,-51.12984085083008,85.71653747558594,33.9265251159668,-3.6638081073760986,0.00699200015515089,-0.2508220076560974,-3.867500066757202
-9.39936637878418,-61.083953857421875,81.57200622558594,19.029653549194336,-3.726736068725586,0.00699200015515089,-0.24556000530719757,-3.9287500381469727
-3.9669930934906006,-70.74529266357422,75.44939422607422,1.1156940460205078,-3.681288003921509,0.01398400031030178,-0.24029800295829773,-3.8657500743865967
