龙曲甲线电压A相_1,龙曲甲线电压B相_2,龙曲甲线电压C相_3,龙曲甲线电压3U0_4,多乐二线电流A相_21,多乐二线电流B相_22,多乐二线电流C相_23,多乐二线电流3I0_24
61.51567840576172,-84.87348175048828,23.628671646118164,0.5902919769287109,0.00949500035494566,0.013264999724924564,0.015216000378131866,0.015159999951720238
76.96244049072266,-77.67184448242188,1.4826240539550781,1.2271859645843506,0.013292999938130379,0.011370000429451466,0.0114120002835989,0.013264999724924564
85.44771575927734,-63.963829040527344,-19.927295684814453,2.563110113143921,0.013292999938130379,0.015159999951720238,0.015216000378131866,0.018950000405311584
87.7125473022461,-45.03617858886719,-41.85561752319336,1.3825260400772095,0.00949500035494566,0.011370000429451466,0.0114120002835989,0.015159999951720238
85.00936126708984,-23.545412063598633,-60.49728012084961,1.7242740392684937,0.013292999938130379,0.011370000429451466,0.0114120002835989,0.015159999951720238
77.52603912353516,-1.380141019821167,-75.73824310302734,1.0097099542617798,0.011393999680876732,0.013264999724924564,0.0114120002835989,0.013264999724924564
64.26061248779297,20.224773406982422,-84.47846221923828,0.40388399362564087,0.013292999938130379,0.009475000202655792,0.0114120002835989,0.009475000202655792
45.00434494018555,41.757049560546875,-86.90457916259766,0.13980600237846375,0.013292999938130379,0.009475000202655792,0.013314000330865383,0.013264999724924564
23.49368667602539,61.12052917480469,-84.55104064941406,0.1708739995956421,0.00949500035494566,0.013264999724924564,0.013314000330865383,0.011370000429451466
1.0750110149383545,76.36434173583984,-77.06534576416016,0.543690025806427,0.013292999938130379,0.013264999724924564,0.013314000330865383,0.015159999951720238
-20.654823303222656,85.25743103027344,-64.06387329101562,0.7145640254020691,0.013292999938130379,0.011370000429451466,0.0114120002835989,0.017054999247193336
-42.14460754394531,87.41584777832031,-45.08006286621094,0.12427199631929398,0.015192000195384026,0.015159999951720238,0.013314000330865383,0.015159999951720238
-61.48436737060547,84.80084228515625,-23.587200164794922,-0.4815540015697479,0.00949500035494566,0.013264999724924564,0.013314000330865383,0.011370000429451466
-76.8685073852539,77.66146850585938,-1.3271039724349976,-0.7922340035438538,0.011393999680876732,0.007579999975860119,0.0114120002835989,0.015159999951720238
-85.46858978271484,64.1298599243164,19.989503860473633,-2.2058279514312744,0.013292999938130379,0.011370000429451466,0.013314000330865383,0.013264999724924564
-87.6916732788086,45.24372100830078,41.5860481262207,-1.522331953048706,0.00949500035494566,0.009475000202655792,0.0114120002835989,0.009475000202655792
-85.00936126708984,23.825592041015625,60.455806732177734,-1.4601960182189941,0.013292999938130379,0.009475000202655792,0.013314000330865383,0.015159999951720238
-77.54691314697266,1.6188119649887085,75.63455963134766,-0.7767000198364258,0.011393999680876732,0.011370000429451466,0.015216000378131866,0.018950000405311584
-64.44847869873047,-20.027610778808594,84.51993560791016,-0.20194199681282043,0.011393999680876732,0.013264999724924564,0.0114120002835989,0.015159999951720238
-45.1609001159668,-41.518375396728516,86.67648315429688,-0.15534000098705292,0.017091000452637672,0.009475000202655792,0.0114120002835989,0.018950000405311584
-23.59805679321289,-60.99600601196289,84.49919891357422,0.046601999551057816,0.011393999680876732,0.015159999951720238,0.015216000378131866,0.015159999951720238
-1.116758942604065,-76.26057434082031,77.01350402832031,-0.1708739995956421,0.015192000195384026,0.013264999724924564,0.013314000330865383,0.013264999724924564
20.540016174316406,-85.30931854248047,64.14681243896484,-0.5902919769287109,0.011393999680876732,0.009475000202655792,0.0114120002835989,0.013264999724924564
41.99848937988281,-87.54037475585938,45.24595260620117,-0.20194199681282043,0.00949500035494566,0.013264999724924564,0.013314000330865383,0.015159999951720238
61.31737518310547,-84.93574523925781,23.918975830078125,0.6213600039482117,0.007596000097692013,0.011370000429451466,0.007608000189065933,0.013264999724924564
76.8267593383789,-77.83787536621094,1.7521920204162598,1.1650500297546387,0.011393999680876732,0.011370000429451466,0.013314000330865383,0.017054999247193336
85.55208587646484,-64.26476287841797,-19.678464889526367,2.578644037246704,0.00949500035494566,0.013264999724924564,0.013314000330865383,0.015159999951720238
87.6916732788086,-45.28522872924805,-41.54457473754883,1.3825260400772095,0.011393999680876732,0.009475000202655792,0.013314000330865383,0.017054999247193336
85.0824203491211,-23.86709976196289,-60.2795524597168,1.7708760499954224,0.00949500035494566,0.013264999724924564,0.009510000236332417,0.013264999724924564
77.5782241821289,-1.6499429941177368,-75.51014709472656,0.9941759705543518,0.013292999938130379,0.015159999951720238,0.0114120002835989,0.015159999951720238
64.53197479248047,19.986101150512695,-84.47846221923828,0.3728159964084625,0.013292999938130379,0.015159999951720238,0.0114120002835989,0.015159999951720238
