220kV Ⅲ母电压_A相_1,220kV Ⅲ母电压_B相_2,220kV Ⅲ母电压_C相_3,220kV Ⅲ母电压_3U0_4,通蔓I回282_A相_21,通蔓I回282_B相_22,通蔓I回282_C相_23,通蔓I回282_3I0_24
2.0770347118377686,-82.74203491210938,62.57771682739258,-31.189712524414062,-6.514249801635742,0.20779190957546234,0.11539177596569061,6.144203186035156
15.63021183013916,-84.6495361328125,46.8837890625,-38.271888732910156,-5.147014617919922,0.20590288937091827,0.10971677303314209,4.789143085479736
25.679702758789062,-81.53289794921875,26.29201889038086,-51.2480583190918,-3.503302812576294,0.18323467671871185,0.07566674053668976,3.200974464416504
35.949485778808594,-73.70482635498047,3.7515366077423096,-59.03376007080078,-1.6740106344223022,0.16434450447559357,0.05864172428846359,1.4100207090377808
46.75426483154297,-60.88387680053711,-18.518001556396484,-56.7981071472168,0.2291349470615387,0.11523005366325378,0.01891668513417244,-0.4112560451030731
53.530853271484375,-43.768428802490234,-38.453250885009766,-49.82537078857422,2.0319156646728516,0.05478150025010109,-0.005675005726516247,-2.1207168102264404
53.698692321777344,-23.2236385345459,-56.679466247558594,-45.51040267944336,3.666159152984619,0.017001155763864517,-0.03405003249645233,-3.6956188678741455
48.778846740722656,-0.6462592482566833,-71.17498779296875,-39.96035385131836,5.033393859863281,-0.03778034448623657,-0.0510750487446785,-4.986242771148682
41.66657638549805,22.087472915649414,-79.83478546142578,-27.84404754638672,5.984019756317139,-0.08500577509403229,-0.08323341608047485,-5.852344036102295
33.80950927734375,42.090240478515625,-83.11737823486328,-12.4915189743042,6.499100208282471,-0.12845318019390106,-0.08323341608047485,-6.310979843139648
23.20404624938965,59.695594787597656,-81.2103500366211,3.0798864364624023,6.544548511505127,-0.15867745876312256,-0.09080009162425995,-6.318560600280762
9.82919979095459,73.20449829101562,-74.14495086669922,15.602672576904297,6.120364665985107,-0.17567861080169678,-0.09080009162425995,-5.854239463806152
-4.175049781799316,82.20000457763672,-61.97330093383789,28.00038719177246,5.215187072753906,-0.17945663630962372,-0.09080009162425995,-4.957815170288086
-16.930980682373047,85.55638885498047,-45.75832748413086,39.83528137207031,3.946423292160034,-0.17001155018806458,-0.07188340276479721,-3.7013044357299805
-29.026037216186523,82.91923522949219,-25.072769165039062,50.09114456176758,2.368990182876587,-0.14734335243701935,-0.05864172428846359,-2.15483021736145
-39.79934310913086,74.37193298339844,-3.5431180000305176,53.890193939208984,0.5984020233154297,-0.10956300050020218,-0.02837502770125866,-0.4453694522380829
-48.57953643798828,60.20634460449219,17.63222312927246,50.763404846191406,-1.1418873071670532,-0.06989364326000214,0.00945834256708622,1.2167115211486816
-53.11124801635742,42.59056854248047,37.640419006347656,47.073795318603516,-2.8386220932006836,-0.022668207064270973,0.026483358815312386,2.8427836894989014
-53.36301040649414,22.5252628326416,56.24178695678711,44.072078704833984,-4.393331050872803,0.022668207064270973,0.05296671763062477,4.330507278442383
-50.226478576660156,1.3446362018585205,70.8727798461914,38.22498321533203,-5.686712741851807,0.06800462305545807,0.06999173760414124,5.537742614746094
-44.970951080322266,-20.14869499206543,80.48088073730469,26.780941009521484,-6.633551120758057,0.11711907386779785,0.09647509455680847,6.403844356536865
-36.893592834472656,-40.30781555175781,83.97189331054688,11.959964752197266,-7.163780689239502,0.17001155018806458,0.10025843232870102,6.870060920715332
-25.490880966186523,-58.49688720703125,82.29412841796875,-2.7203056812286377,-7.207335472106934,0.19456878304481506,0.10971677303314209,6.870060920715332
-12.178977012634277,-72.52696990966797,75.52051544189453,-15.696476936340332,-6.768002510070801,0.21534797549247742,0.11539177596569061,6.400053977966309
1.5420409440994263,-81.62671661376953,63.41139221191406,-28.688282012939453,-5.870399475097656,0.21156993508338928,0.11350011080503464,5.496048450469971
14.329442024230957,-84.94139862060547,46.800418853759766,-41.21106719970703,-4.578911304473877,0.20968091487884521,0.09836675971746445,4.22058629989624
26.466459274291992,-81.91857147216797,26.198230743408203,-50.700870513916016,-2.9863288402557373,0.19079074263572693,0.08512508124113083,2.6608455181121826
37.554466247558594,-73.35042572021484,4.262162685394287,-54.78133010864258,-1.1949102878570557,0.1624554842710495,0.05675005540251732,0.9229571223258972
46.72279357910156,-59.518394470214844,-17.225805282592773,-52.15482711791992,0.5908272862434387,0.11334104090929031,0.022700022906064987,-0.7846083045005798
51.50626754760742,-42.204898834228516,-37.056846618652344,-48.2619743347168,2.297030448913574,0.062337569892406464,-0.0018916685367003083,-2.41447114944458
51.852439880371094,-22.004085540771484,-55.35600662231445,-44.25968551635742,3.8631014823913574,0.022668207064270973,-0.03215836361050606,-3.905984878540039
48.32777404785156,-0.25016486644744873,-69.91405487060547,-37.881038665771484,5.162164211273193,-0.02644624188542366,-0.04729171097278595,-5.126486778259277
42.43235397338867,21.430789947509766,-79.39710235595703,-26.937280654907227,6.099534034729004,-0.06800462305545807,-0.06810006499290466,-5.994483470916748
34.5333251953125,41.152122497558594,-83.15906524658203,-12.944903373718262,6.627870082855225,-0.11523005366325378,-0.07755840569734573,-6.460700035095215
23.864919662475586,58.736629486083984,-81.75223541259766,1.6102958917617798,6.696042537689209,-0.14734335243701935,-0.08512508124113083,-6.4891276359558105
11.046049118041992,72.43315124511719,-75.04115295410156,14.774073600769043,6.2889018058776855,-0.16623352468013763,-0.0870167538523674,-6.051339149475098
-2.7693798542022705,81.54332733154297,-62.93202590942383,27.64080810546875,5.423491477966309,-0.17001155018806458,-0.0870167538523674,-5.177657127380371
-15.923933982849121,85.0456314086914,-46.35232162475586,39.63203811645508,4.169877052307129,-0.1624554842710495,-0.07377506792545319,-3.934412717819214
-28.19732093811035,82.2729721069336,-25.604238510131836,49.528324127197266,2.6056997776031494,-0.14167629182338715,-0.060533393174409866,-2.3993096351623535
-38.77131652832031,73.50677490234375,-3.907850742340088,53.54624557495117,0.8521547317504883,-0.10389595478773117,-0.035941701382398605,-0.6993247866630554
-50.394317626953125,58.423919677734375,16.59012794494629,42.758827209472656,-1.0566718578338623,0.034002311527729034,0.0945834219455719,0.9343282580375671
-58.39824676513672,42.277862548828125,37.51536560058594,37.1618766784668,-3.209782838821411,0.23046010732650757,0.2534835934638977,2.7252819538116455
-58.89128112792969,22.890085220336914,56.200103759765625,35.02002716064453,-5.213293552398682,0.4080277383327484,0.419950395822525,4.357039928436279
-52.40841293334961,1.9596248865127563,71.18540954589844,36.004966735839844,-6.887303829193115,0.6063745617866516,0.5750672221183777,5.668510913848877
-44.1737060546875,-20.690719604492188,79.84520721435547,26.093046188354492,-8.148492813110352,0.7574959397315979,0.7074840068817139,6.63505744934082
-36.26418685913086,-40.485015869140625,83.5029525756836,11.928696632385254,-8.919219970703125,0.8538358211517334,0.7547757029533386,7.262364864349365
-23.927860260009766,-59.0701789855957,81.16866302490234,-2.954814910888672,-9.059351921081543,0.8991722464561462,0.798284113407135,7.307849407196045
-8.496960639953613,-72.87094116210938,74.78063201904297,-11.22516918182373,-8.559420585632324,0.882171094417572,0.7491007447242737,6.871955871582031
7.50040340423584,-82.32508850097656,62.44224548339844,-21.293426513671875,-7.5122175216674805,0.7952762842178345,0.6658673286437988,5.992588043212891
20.938188552856445,-85.78570556640625,45.69580078125,-33.14395523071289,-5.953721046447754,0.6573780179023743,0.5258838534355164,4.707650184631348
33.19059753417969,-82.60652923583984,25.020666122436523,-42.35234451293945,-3.9691474437713623,0.4628092348575592,0.35185033082962036,3.0986342430114746
44.63526916503906,-74.39277648925781,3.1783852577209473,-46.12012481689453,-1.7213525772094727,0.2455722540616989,0.13998347520828247,1.277357578277588
63.18172073364258,-59.83110046386719,-17.5696964263916,-24.842330932617188,0.08710914850234985,0.05289248377084732,-0.026483358815312386,-0.1762525886297226
81.36102294921875,-42.54887390136719,-37.28610610961914,2.3919930458068848,0.09279018640518188,-0.007556069176644087,-0.0510750487446785,-0.09475945681333542
87.98025512695312,-23.067285537719727,-56.56483459472656,14.383225440979004,0.09089650213718414,-0.017001155763864517,-0.03405003249645233,-0.10423540323972702
77.73145294189453,-2.970707893371582,-73.18622589111328,2.767207622528076,0.09089650213718414,-0.04155838117003441,-0.026483358815312386,-0.07580757141113281
60.317928314208984,17.0945987701416,-84.58673095703125,-12.225741386413574,0.089002825319767,-0.07367167621850967,-0.02837502770125866,-0.036008596420288086
45.65280532836914,37.35795593261719,-87.89016723632812,-8.364158630371094,0.089002825319767,-0.11523005366325378,-0.01891668513417244,-0.005685567390173674
29.93867301940918,57.454532623291016,-83.242431640625,7.316684246063232,0.08521547168493271,-0.12089710682630539,-0.0037833370734006166,-0.011371134780347347
5.811501502990723,72.71459197998047,-74.87442016601562,6.51935338973999,0.08710914850234985,-0.15301039814949036,-0.0037833370734006166,0.020847080275416374
-21.064069747924805,81.82476043701172,-62.7861328125,-3.189323902130127,0.08332179486751556,-0.17190057039260864,-0.011350011453032494,0.04927491769194603
-42.49529266357422,85.30622100830078,-46.602420806884766,-6.3317461013793945,0.08521547168493271,-0.17190057039260864,-0.011350011453032494,0.04927491769194603
-57.9996223449707,83.57591247558594,-24.52046012878418,1.922974705696106,0.08521547168493271,-0.17190057039260864,-0.020808354020118713,0.06443643569946289
