500kV草宝乙线电压_A相_5,500kV草宝乙线电压_B相_6,500kV草宝乙线电压_C相_7,500kV草宝乙线电压_3U0_8,500kV草宝乙线电流_A相_17,500kV草宝乙线电流_B相_18,500kV草宝乙线电流_C相_19,500kV草宝乙线电流_3I0_20
14.587871551513672,67.63663482666016,-82.32537078857422,-0.31150150299072266,-0.01345276739448309,-0.049432966858148575,0.07224887609481812,0.005704093258827925
-7.725437641143799,79.76028442382812,-71.89048767089844,0.015575075522065163,0.011530943214893341,-0.05893930792808533,0.0627424493432045,0.0038027288392186165
-30.049144744873047,86.57073211669922,-55.988731384277344,0.5762777924537659,0.030749183148145676,-0.06844564527273178,0.053236015141010284,0.009506821632385254
-50.62604904174805,87.47532653808594,-36.5428581237793,0.5451276302337646,0.051889244467020035,-0.06844564527273178,0.03802572563290596,0.009506821632385254
-67.65736389160156,82.51565551757812,-14.872818946838379,0.21805106103420258,0.06149836629629135,-0.06464311480522156,0.013309003785252571,0.01140818651765585
-79.58344268798828,71.85807800292969,7.462392807006836,-0.04672522470355034,0.07495113462209702,-0.05703803896903992,-0.005703859031200409,0.005704093258827925
-86.2899169921875,56.11605453491211,29.776817321777344,-0.3582267463207245,0.08071660250425339,-0.04563043266534805,-0.01901286281645298,0.007605457678437233
-87.15291595458984,36.69326400756836,50.12690734863281,-0.3426516652107239,0.07687295228242874,-0.026617752388119698,-0.03612443804740906,0.01330955047160387
-82.22444152832031,15.07657527923584,67.09917449951172,-0.07787537574768066,0.07687295228242874,-0.011407608166337013,-0.05133473128080368,0.01140818651765585
-71.65005493164062,-7.371925354003906,79.25934600830078,0.3582267463207245,0.0653420090675354,0.013308876194059849,-0.060841161757707596,0.007605457678437233
-55.91844177246094,-29.67486000061035,86.00460052490234,0.716453492641449,0.051889244467020035,0.02851901948451996,-0.0646437332034111,0.007605457678437233
-36.22533416748047,-50.42854690551758,86.99195861816406,0.7320285439491272,0.0326710045337677,0.049432966858148575,-0.0665450170636177,0.01140818651765585
-14.577474594116211,-67.6054458618164,82.24221801757812,0.4828273355960846,0.011530943214893341,0.06654437631368637,-0.05893987417221069,0.01140818651765585
7.704642295837402,-79.83306884765625,71.90087890625,0.10902553051710129,-0.011530943214893341,0.07985325902700424,-0.05513730272650719,0.005704093258827925
30.049144744873047,-86.65391540527344,56.11345291137695,-0.467252254486084,-0.030749183148145676,0.08555705845355988,-0.03992701321840286,0.01140818651765585
50.63644790649414,-87.67288208007812,36.698760986328125,-0.3738017976284027,-0.04420195147395134,0.0893595963716507,-0.020914148539304733,0.009506821632385254
67.58457946777344,-82.65082550048828,15.101471900939941,-0.031150151044130325,-0.0653420090675354,0.08175452053546906,-0.0038025726098567247,0.005704093258827925
79.44827270507812,-71.97245025634766,-7.29610013961792,0.1401756852865219,-0.07495113462209702,0.0722481831908226,0.015210290439426899,0.005704093258827925
86.175537109375,-56.18883514404297,-29.610525131225586,0.42052704095840454,-0.07879477739334106,0.06084057688713074,0.03802572563290596,0.007605457678437233
87.05934143066406,-36.68286895751953,-50.04376220703125,0.45167720317840576,-0.07879477739334106,0.04372916370630264,0.05133473128080368,0.0038027288392186165
82.21404266357422,-15.034984588623047,-67.0679931640625,0.21805106103420258,-0.07302930951118469,0.024716483429074287,0.0646437332034111,0.0038027288392186165
71.70204162597656,7.361527919769287,-79.33209228515625,-0.233626127243042,-0.06918565928936005,0.005703804083168507,0.07605145126581192,0.0038027288392186165
56.02241897583008,29.685256958007812,-86.17089080810547,-0.5451276302337646,-0.04804559797048569,-0.011407608166337013,0.07985402643680573,0.005704093258827925
36.38130187988281,50.39735412597656,-87.17903900146484,-0.5607027411460876,-0.0326710045337677,-0.03232155740261078,0.07795273512601852,0.007605457678437233
14.754234313964844,67.52226257324219,-82.3565444946289,-0.29592642188072205,-0.01345276739448309,-0.04753170162439346,0.07605145126581192,0.0038027288392186165
-7.559075355529785,79.70829772949219,-71.9840316772461,-0.015575075522065163,0.009609119035303593,-0.06274184584617615,0.0627424493432045,0.0038027288392186165
-29.89318084716797,86.51874542236328,-56.123844146728516,0.5918528437614441,0.0326710045337677,-0.06844564527273178,0.053236015141010284,0.007605457678437233
-50.47008514404297,87.51692199707031,-36.6883659362793,0.5762777924537659,0.04804559797048569,-0.06654437631368637,0.04182829707860947,0.007605457678437233
-67.51179504394531,82.58843994140625,-15.059898376464844,0.21805106103420258,0.0653420090675354,-0.06654437631368637,0.017111577093601227,0.009506821632385254
-79.52105712890625,71.95166015625,7.306493282318115,-0.04672522470355034,0.07302930951118469,-0.05703803896903992,-0.005703859031200409,0.01140818651765585
