220kVⅠ母电压_A_1,220kVⅠ母电压_B_2,220kVⅠ母电压_C_3,220kVⅠ母电压_N_4,220kV甘盐线路电流_A_13,220kV甘盐线路电流_B_14,220kV甘盐线路电流_C_15,220kV甘盐线路电流_N_16
-18.09524917602539,81.58831024169922,-63.115234375,0.6432899832725525,-0.022763000801205635,-0.03328799828886986,0.05443599820137024,-0.0070119998417794704
-30.693740844726562,84.1176986694336,-53.21644973754883,0.31380000710487366,-0.01926100067794323,-0.042047999799251556,0.04916800186038017,-0.00876499991863966
-42.68381118774414,84.70301055908203,-41.87059783935547,0.18828000128269196,-0.012257000431418419,-0.047304000705480576,0.05092399939894676,-0.012271000072360039
-54.12839889526367,83.98181915283203,-29.465660095214844,0.6432899832725525,-0.0070039997808635235,-0.047304000705480576,0.04390000179409981,-0.012271000072360039
-63.579891204833984,80.83576965332031,-16.92440414428711,0.517769992351532,0.0017509999452158809,-0.052560001611709595,0.036876000463962555,-0.014023999683558941
-71.66767883300781,75.73519134521484,-4.07905387878418,-0.06276000291109085,0.0070039997808635235,-0.056063998490571976,0.03336400166153908,-0.015776999294757843
-77.82530975341797,68.64873504638672,9.175250053405762,-0.04707000032067299,0.010506000369787216,-0.054311998188495636,0.028095999732613564,-0.01752999983727932
-82.04228973388672,60.14080810546875,21.915739059448242,-0.015690000727772713,0.015759000554680824,-0.054311998188495636,0.015804000198841095,-0.01752999983727932
-84.17176055908203,49.69926071166992,34.425537109375,-0.1255200058221817,0.021012000739574432,-0.049056001007556915,0.008779999800026417,-0.01752999983727932
-84.25567626953125,37.82578659057617,46.348121643066406,-0.1725900024175644,0.022763000801205635,-0.047304000705480576,0.0017559999832883477,-0.0227889996021986
-82.91295623779297,25.5760440826416,57.25355911254883,-0.1725900024175644,0.024514000862836838,-0.04029599949717522,-0.008779999800026417,-0.0227889996021986
-79.1155776977539,12.740987777709961,66.3239517211914,-0.1725900024175644,0.029766999185085297,-0.03328799828886986,-0.017559999600052834,-0.019283000379800797
-73.82862091064453,-0.2926560044288635,73.92630004882812,-0.36087000370025635,0.035020001232624054,-0.028031999245285988,-0.024584000930190086,-0.015776999294757843
-66.13945007324219,-13.869804382324219,79.7984619140625,-0.40794000029563904,0.03852200135588646,-0.021023999899625778,-0.029851999133825302,-0.012271000072360039
-56.7928581237793,-26.474916458129883,83.36370086669922,0.10982999950647354,0.042024001479148865,-0.012264000251889229,-0.04038799926638603,-0.0070119998417794704
-45.778358459472656,-38.93370056152344,84.77931213378906,0.031380001455545425,0.04377499967813492,-0.0035039999056607485,-0.0456559993326664,0.0
-33.83024978637695,-50.58768081665039,84.40181732177734,-0.10982999950647354,0.04377499967813492,0.0017519999528303742,-0.047412000596523285,0.0017529999604448676
-21.168819427490234,-60.820186614990234,82.05294799804688,0.015690000727772713,0.04027299955487251,0.012264000251889229,-0.05092399939894676,0.0035059999208897352
-8.266119956970215,-69.58941650390625,77.76417541503906,-0.23534999787807465,0.03677099943161011,0.021023999899625778,-0.05443599820137024,0.0070119998417794704
5.276470184326172,-76.44593048095703,70.99021911621094,-0.3922500014305115,0.035020001232624054,0.029783999547362328,-0.05443599820137024,0.00876499991863966
18.09524917602539,-81.52559661865234,63.136207580566406,-0.5491499900817871,0.028015999123454094,0.0350399985909462,-0.05268000066280365,0.010518000461161137
30.609819412231445,-84.0340805053711,53.24790954589844,-0.3294900059700012,0.021012000739574432,0.043800000101327896,-0.05268000066280365,0.012271000072360039
42.55792999267578,-84.5148696899414,41.807682037353516,-0.2510400116443634,0.015759000554680824,0.049056001007556915,-0.05092399939894676,0.014023999683558941
54.02349853515625,-83.89820098876953,29.465660095214844,-0.7060499787330627,0.010506000369787216,0.047304000705480576,-0.04390000179409981,0.015776999294757843
63.41204833984375,-80.75215148925781,17.039749145507812,-0.48638999462127686,0.0,0.050808001309633255,-0.03511999920010567,0.015776999294757843
71.48934936523438,-75.7770004272461,4.299260139465332,0.031380001455545425,-0.005253000184893608,0.057815998792648315,-0.03336400166153908,0.019283000379800797
77.66796112060547,-68.65918731689453,-8.9760160446167,0.04707000032067299,-0.008755000308156013,0.057815998792648315,-0.026340000331401825,0.021036000922322273
82.02130889892578,-60.224422454833984,-21.71650505065918,0.14121000468730927,-0.012257000431418419,0.054311998188495636,-0.017559999600052834,0.021036000922322273
84.17176055908203,-49.824684143066406,-34.17387390136719,0.2981100082397461,-0.01926100067794323,0.050808001309633255,-0.008779999800026417,0.024542000144720078
84.43401336669922,-38.04528045654297,-46.07548522949219,0.517769992351532,-0.022763000801205635,0.050808001309633255,0.0,0.021036000922322273
82.99687957763672,-25.77463150024414,-57.15918731689453,0.09414000064134598,-0.024514000862836838,0.04029599949717522,0.008779999800026417,0.0227889996021986
79.05264282226562,-12.950028419494629,-66.14569091796875,-0.10982999950647354,-0.024514000862836838,0.03679199889302254,0.017559999600052834,0.0227889996021986
73.82862091064453,0.22994400560855865,-73.80046844482422,0.43931999802589417,-0.028015999123454094,0.031536001712083817,0.026340000331401825,0.0227889996021986
66.28630828857422,13.650312423706055,-79.71456909179688,0.40794000029563904,-0.0332689993083477,0.022776000201702118,0.03160800039768219,0.015776999294757843
57.11804962158203,26.203163146972656,-83.35321044921875,-0.04707000032067299,-0.0332689993083477,0.010511999949812889,0.04214400053024292,0.012271000072360039
46.10354995727539,38.65149688720703,-84.71639251708984,0.07845000177621841,-0.04027299955487251,0.0017519999528303742,0.04390000179409981,0.0070119998417794704
34.102989196777344,50.409996032714844,-84.37035369873047,0.26673001050949097,-0.03852200135588646,-0.0035039999056607485,0.047412000596523285,0.0017529999604448676
21.336660385131836,60.84109115600586,-82.15780639648438,0.07845000177621841,-0.03677099943161011,-0.012264000251889229,0.05092399939894676,-0.0017529999604448676
8.339550018310547,69.53715515136719,-77.774658203125,0.18828000128269196,-0.0332689993083477,-0.022776000201702118,0.05443599820137024,-0.005259000230580568
-5.108630180358887,76.4250259399414,-71.13702392578125,0.3294900059700012,-0.028015999123454094,-0.026280000805854797,0.05619199946522713,-0.005259000230580568
-17.89594078063965,81.47334289550781,-63.272525787353516,0.5334600210189819,-0.024514000862836838,-0.03328799828886986,0.05268000066280365,-0.010518000461161137
-30.452470779418945,84.08634185791016,-53.4471435546875,0.2981100082397461,-0.01926100067794323,-0.04029599949717522,0.05268000066280365,-0.00876499991863966
-42.379600524902344,84.65074920654297,-42.11177444458008,0.20397000014781952,-0.014007999561727047,-0.047304000705480576,0.05092399939894676,-0.012271000072360039
-53.897621154785156,84.10724639892578,-29.801212310791016,0.6276000142097473,-0.010506000369787216,-0.047304000705480576,0.04214400053024292,-0.012271000072360039
-63.39107131958008,80.98209381103516,-17.228498458862305,0.5805299878120422,0.0017509999452158809,-0.052560001611709595,0.036876000463962555,-0.015776999294757843
-71.48934936523438,75.89197540283203,-4.3412041664123535,0.015690000727772713,0.008755000308156013,-0.054311998188495636,0.03336400166153908,-0.01752999983727932
-77.60501861572266,68.75325775146484,8.965530395507812,0.1725900024175644,0.008755000308156013,-0.054311998188495636,0.026340000331401825,-0.019283000379800797
-81.91641235351562,60.21397018432617,21.71650505065918,-0.015690000727772713,0.014007999561727047,-0.052560001611709595,0.015804000198841095,-0.019283000379800797
-84.06685638427734,49.866493225097656,34.194847106933594,-0.07845000177621841,0.01926100067794323,-0.052560001611709595,0.008779999800026417,-0.021036000922322273
-84.22421264648438,38.034828186035156,46.12791442871094,-0.15690000355243683,0.021012000739574432,-0.047304000705480576,0.0017559999832883477,-0.0227889996021986
-82.64022064208984,25.858247756958008,57.06481170654297,0.48638999462127686,0.01926100067794323,-0.03854399919509888,-0.008779999800026417,-0.026295000687241554
-78.30785369873047,12.950028419494629,66.00936889648438,1.082610011100769,0.008755000308156013,-0.031536001712083817,-0.01931600086390972,-0.03856600075960159
