220kVⅠ母电压_A_1,220kVⅠ母电压_B_2,220kVⅠ母电压_C_3,220kVⅠ母电压_N_4,220kV甘盐线路电流_A_13,220kV甘盐线路电流_B_14,220kV甘盐线路电流_C_15,220kV甘盐线路电流_N_16
-73.92302703857422,-0.19858799874782562,73.60123443603516,-0.9727799892425537,0.014007999561727047,-0.026280000805854797,-0.024584000930190086,-0.03330700099468231
-66.6744384765625,-13.5771484375,79.75651550292969,-0.8943300247192383,0.021012000739574432,-0.0175199992954731,-0.028095999732613564,-0.026295000687241554
-57.63206100463867,-25.952316284179688,83.52098846435547,-0.1725900024175644,0.029766999185085297,-0.012264000251889229,-0.04038799926638603,-0.019283000379800797
-46.418251037597656,-38.64104461669922,84.63250732421875,-0.8001899719238281,0.03677099943161011,-0.0035039999056607485,-0.04390000179409981,-0.0070119998417794704
-34.27082824707031,-50.35773468017578,84.23403930664062,-0.7217400074005127,0.042024001479148865,0.0035039999056607485,-0.047412000596523285,0.0017529999604448676
-21.661849975585938,-60.72611999511719,82.15780639648438,-0.5020800232887268,0.042024001479148865,0.012264000251889229,-0.05092399939894676,0.005259000230580568
-8.76963996887207,-69.40128326416016,77.98438262939453,-0.36087000370025635,0.042024001479148865,0.022776000201702118,-0.05443599820137024,0.00876499991863966
5.035200119018555,-76.31005096435547,71.25237274169922,-0.10982999950647354,0.03677099943161011,0.028031999245285988,-0.05443599820137024,0.010518000461161137
17.906429290771484,-81.5778579711914,63.28300857543945,-0.7374299764633179,0.029766999185085297,0.0350399985909462,-0.05443599820137024,0.014023999683558941
30.46295928955078,-84.0340805053711,53.4471435546875,-0.23534999787807465,0.022763000801205635,0.042047999799251556,-0.05092399939894676,0.015776999294757843
42.243228912353516,-84.53577423095703,42.2795524597168,-0.07845000177621841,0.015759000554680824,0.047304000705480576,-0.04916800186038017,0.015776999294757843
53.57242965698242,-83.92955780029297,29.843156814575195,-0.8786399960517883,0.015759000554680824,0.049056001007556915,-0.04390000179409981,0.021036000922322273
63.14979934692383,-80.88803100585938,17.35433006286621,-0.6432899832725525,0.0070039997808635235,0.050808001309633255,-0.036876000463962555,0.0227889996021986
71.03827667236328,-75.85016632080078,4.519465923309326,-0.4706999957561493,0.0017509999452158809,0.057815998792648315,-0.03336400166153908,0.026295000687241554
76.83924865722656,-68.78461456298828,-8.692893981933594,-1.0982999801635742,0.008755000308156013,0.057815998792648315,-0.026340000331401825,0.04031899943947792
79.28341674804688,-60.266231536865234,-21.464841842651367,-4.2676801681518555,0.042024001479148865,0.050808001309633255,-0.01931600086390972,0.0718730017542839
81.09819030761719,-49.29163360595703,-33.125274658203125,-2.2907400131225586,0.0928030014038086,0.047304000705480576,-0.012292000465095043,0.12270999699831009
77.57354736328125,-37.49132537841797,-44.8276481628418,-8.268630027770996,0.18385499715805054,0.04029599949717522,-0.012292000465095043,0.2086070030927658
77.67845153808594,-25.189319610595703,-56.04766845703125,-6.150479793548584,0.27140501141548157,0.022776000201702118,-0.008779999800026417,0.2787269949913025
74.61537170410156,-11.842116355895996,-64.5832748413086,-3.169379949569702,0.3326900005340576,0.014015999622642994,0.0,0.3383289873600006
71.88796997070312,0.2717519998550415,-73.45442962646484,-2.212290048599243,0.3677099943161011,0.0035039999056607485,0.0035119999665766954,0.3698830008506775
65.9086685180664,13.744379997253418,-78.93860626220703,1.2395100593566895,0.372963011264801,-0.0052559999749064445,0.007023999933153391,0.36637699604034424
58.0831298828125,26.56898307800293,-83.0071792602539,2.934030055999756,0.3449470102787018,-0.015768000856041908,0.015804000198841095,0.34008198976516724
49.722599029541016,38.74556350708008,-84.72688293457031,6.527040004730225,0.2749069929122925,-0.014015999622642994,0.026340000331401825,0.2787269949913025
40.77463150024414,50.14869689941406,-84.9156265258789,10.465229988098145,0.18385499715805054,-0.01927199959754944,0.03336400166153908,0.194582998752594
29.2880802154541,59.262840270996094,-83.29029846191406,9.194339752197266,0.07354199886322021,-0.021023999899625778,0.04038799926638603,0.08765000104904175
15.388830184936523,67.67669677734375,-79.27416229248047,6.605490207672119,-0.022763000801205635,-0.01927199959754944,0.05092399939894676,0.005259000230580568
-1.7937899827957153,75.25440216064453,-72.07027435302734,2.4005699157714844,-0.05953399837017059,-0.01927199959754944,0.057948000729084015,-0.024542000144720078
-16.59518051147461,80.98209381103516,-64.07994842529297,0.5020800232887268,-0.061285000294446945,-0.026280000805854797,0.05443599820137024,-0.03505999967455864
-29.036319732666016,83.90865325927734,-53.75123596191406,1.9298700094223022,-0.054281000047922134,-0.04029599949717522,0.05092399939894676,-0.0455779992043972
-40.103271484375,83.72052001953125,-42.83531188964844,1.3022700548171997,-0.05953399837017059,-0.045552000403404236,0.05092399939894676,-0.054343000054359436
-51.631778717041016,83.33379364013672,-30.29405403137207,2.3534998893737793,-0.07704400271177292,-0.04029599949717522,0.047412000596523285,-0.07011999934911728
-61.670711517333984,81.1806869506836,-17.637451171875,3.185070037841797,-0.0963049978017807,-0.045552000403404236,0.04214400053024292,-0.09641499817371368
-70.19908142089844,76.62361145019531,-4.771130084991455,2.824199914932251,-0.11731699854135513,-0.047304000705480576,0.04214400053024292,-0.12270999699831009
-72.67472076416016,69.23404693603516,8.02178955078125,7.9391398429870605,-0.21012000739574432,-0.042047999799251556,0.036876000463962555,-0.21561899781227112
-75.91613006591797,59.21057891845703,19.88145637512207,5.491499900817871,-0.3029229938983917,-0.03328799828886986,0.03336400166153908,-0.2997629940509796
-77.18541717529297,48.9049072265625,32.55902862548828,7.374300003051758,-0.3992280066013336,-0.021023999899625778,0.03511999920010567,-0.3821539878845215
-77.05953979492188,37.79443359375,45.36243438720703,10.527990341186523,-0.4990350008010864,-0.01927199959754944,0.029851999133825302,-0.4820750057697296
-76.43013763427734,25.199771881103516,55.816978454589844,7.954830169677734,-0.5900869965553284,-0.0052559999749064445,0.028095999732613564,-0.5609599947929382
-73.61882019042969,12.124320030212402,64.63570404052734,5.350289821624756,-0.6461189985275269,0.00875999964773655,0.026340000331401825,-0.6065379977226257
-70.61868286132812,-0.6375719904899597,72.8672103881836,2.6986799240112305,-0.6741350293159485,0.01927199959754944,0.0228279996663332,-0.6275740265846252
-65.45760345458984,-13.35765552520752,79.3895034790039,0.9257100224494934,-0.682889997959137,0.026280000805854797,0.015804000198841095,-0.634585976600647
-59.13212966918945,-25.67011260986328,83.34272766113281,-2.6045401096343994,-0.6531230211257935,0.0350399985909462,0.0017559999832883477,-0.6012790203094482
-51.29610061645508,-38.024375915527344,84.95757293701172,-7.6880998611450195,-0.5778300166130066,0.0350399985909462,-0.005268000066280365,-0.532912015914917
-42.925079345703125,-49.218467712402344,85.23020935058594,-12.112680435180664,-0.458761990070343,0.03679199889302254,-0.012292000465095043,-0.42072001099586487
-32.91762161254883,-58.98063659667969,83.8145980834961,-14.19944953918457,-0.3046739995479584,0.03679199889302254,-0.0228279996663332,-0.28223299980163574
-21.577930450439453,-67.19590759277344,79.84040069580078,-15.642930030822754,-0.12782299518585205,0.0350399985909462,-0.03863200172781944,-0.11920399963855743
-5.83243989944458,-74.3973388671875,73.39151763916016,-11.97146987915039,0.02626500092446804,0.026280000805854797,-0.05268000066280365,0.012271000072360039
