220kVⅢ母电压_9,220kVⅢ母电压_10,220kVⅢ母电压_11,220kVⅢ母电压_12,博南Ⅰ回电流_29,博南Ⅰ回电流_30,博南Ⅰ回电流_31,博南Ⅰ回电流_32
29.74676513671875,53.634437561035156,-83.45899963378906,-0.5757899880409241,-0.021616000682115555,0.07526800036430359,-0.047561001032590866,0.0060640000738203526
24.798049926757812,57.43156433105469,-82.52528381347656,-0.7002859711647034,-0.031996000558137894,0.08218800276517868,-0.03718100115656853,0.002604000037536025
19.77930450439453,61.20534896850586,-81.2569808959961,-0.7936580181121826,-0.03891599923372269,0.08218800276517868,-0.03718100115656853,-0.0008559999987483025
14.589378356933594,64.90132141113281,-79.76302337646484,-0.8714680075645447,-0.04237600043416023,0.08218800276517868,-0.03718100115656853,-0.0008559999987483025
9.274954795837402,68.2315902709961,-77.84111785888672,-0.8636869788169861,-0.04583600163459778,0.08218800276517868,-0.02680099941790104,0.0060640000738203526
3.999437093734741,71.18059539794922,-75.35897827148438,-0.6925050020217896,-0.049295999109745026,0.08218800276517868,-0.023341000080108643,-0.0008559999987483025
-1.1982710361480713,73.90393829345703,-72.76790618896484,-0.39682701230049133,-0.049295999109745026,0.07526800036430359,-0.023341000080108643,-0.0008559999987483025
-6.5671610832214355,76.60395050048828,-69.83447265625,-0.09336800128221512,-0.05621600151062012,0.07526800036430359,-0.0164209995418787,0.0060640000738203526
-11.834897994995117,78.81375122070312,-66.57423400878906,0.3657110035419464,-0.06313599646091461,0.07526800036430359,-0.009500999934971333,-0.0008559999987483025
-16.775833129882812,80.4555435180664,-63.096126556396484,0.700294017791748,-0.059675998985767365,0.07180800288915634,-0.009500999934971333,-0.0008559999987483025
-21.841264724731445,81.92615509033203,-59.41571044921875,0.9181619882583618,-0.06659600138664246,0.0683479979634285,0.0008789999992586672,-0.0008559999987483025
-26.821104049682617,83.27226257324219,-55.626365661621094,1.0037529468536377,-0.0700559988617897,0.061427999287843704,0.0008789999992586672,-0.0008559999987483025
-31.723133087158203,84.0737075805664,-51.58024597167969,0.9259430170059204,-0.0700559988617897,0.061427999287843704,0.0043390002101659775,-0.0008559999987483025
-36.40729522705078,84.43163299560547,-47.4329719543457,0.7391989827156067,-0.07351599633693695,0.061427999287843704,0.018178999423980713,0.0060640000738203526
-41.14592361450195,84.61837768554688,-42.951114654541016,0.5446739792823792,-0.0769760012626648,0.061427999287843704,0.014719000086188316,-0.0008559999987483025
-45.923458099365234,84.68062591552734,-38.391448974609375,0.39683499932289124,-0.0769760012626648,0.05796800181269646,0.025098999962210655,-0.004315999802201986
-50.420875549316406,84.23710632324219,-33.4660758972168,0.22565299272537231,-0.0769760012626648,0.05450800061225891,0.025098999962210655,0.002604000037536025
-54.66930389404297,83.37342071533203,-28.40842628479004,0.2023099958896637,-0.0769760012626648,0.04758799821138382,0.0320190005004406,-0.0008559999987483025
-58.7076416015625,82.20626831054688,-23.17181396484375,0.2178719937801361,-0.0769760012626648,0.04412800073623657,0.0320190005004406,-0.0008559999987483025
-62.58258056640625,80.7823486328125,-17.880733489990234,0.2178719937801361,-0.0769760012626648,0.03720799833536148,0.03893899917602539,-0.0008559999987483025
-66.07624816894531,79.07830810546875,-12.651902198791504,0.27233898639678955,-0.0769760012626648,0.03374800086021423,0.04585900157690048,-0.0008559999987483025
-69.11083984375,76.78291320800781,-7.197421073913574,0.25677698850631714,-0.0769760012626648,0.03374800086021423,0.04585900157690048,-0.0008559999987483025
-71.90422058105469,74.12181091308594,-2.015275001525879,0.03112800046801567,-0.07351599633693695,0.030287999659776688,0.04585900157690048,-0.0008559999987483025
-74.61200714111328,71.47627258300781,3.1435279846191406,-0.2178640067577362,-0.07351599633693695,0.02682800032198429,0.052779000252485275,-0.0008559999987483025
-76.96186828613281,68.51171112060547,8.294549942016602,-0.5368850231170654,-0.07351599633693695,0.01990799978375435,0.05623900145292282,-0.0008559999987483025
-78.79818725585938,65.1269760131836,13.437790870666504,-0.7547529935836792,-0.0700559988617897,0.012988000176846981,0.05969899892807007,-0.004315999802201986
-80.54113006591797,61.6644287109375,18.45653533935547,-1.073773980140686,-0.07351599633693695,0.006068000104278326,0.05969899892807007,0.0060640000738203526
-82.12844848632812,58.12407302856445,23.506404876708984,-1.2449560165405273,-0.0700559988617897,0.0026080000679939985,0.06315899640321732,-0.0008559999987483025
-83.35784912109375,54.3347282409668,28.548492431640625,-1.0659929513931274,-0.06659600138664246,-0.004311999771744013,0.07007899880409241,-0.0008559999987483025
