500kV龙曲甲线线路电压1_1,500kV龙曲甲线线路电压1_2,500kV龙曲甲线线路电压1_3,500kV龙曲甲线线路电压1_4,500kV龙曲甲线路电流_25,500kV龙曲甲线路电流_26,500kV龙曲甲线路电流_27,500kV龙曲甲线路电流_28
-29.547454833984375,-57.715858459472656,87.41812133789062,0.16493700444698334,-0.08154500275850296,-0.1755409985780716,0.2941020131111145,0.012025999836623669
-24.1766357421875,-61.83671951293945,86.1878890991211,0.2199150025844574,-0.06766500324010849,-0.18242500722408295,0.2871820032596588,0.005154000129550695
-18.71047592163086,-65.98934173583984,84.87828063964844,0.18849900364875793,-0.046845000237226486,-0.1893090009689331,0.2733420133590698,0.005154000129550695
-13.260205268859863,-69.435302734375,82.89402770996094,0.1492290049791336,-0.02602499909698963,-0.20996099710464478,0.2871820032596588,-0.0017180000431835651
-7.666924953460693,-73.03211975097656,80.73516845703125,0.09425099939107895,-0.005204999819397926,-0.2237289994955063,0.26642200350761414,0.012025999836623669
-1.81940495967865,-76.21605682373047,78.17151641845703,0.10210499912500381,0.0017350000562146306,-0.23061299324035645,0.26642200350761414,0.005154000129550695
4.012225151062012,-79.36824035644531,75.38562774658203,-0.0314130000770092,0.015615000389516354,-0.2374970018863678,0.25258201360702515,0.005154000129550695
9.351264953613281,-81.78199768066406,72.35369873046875,-0.17278499901294708,0.04337500035762787,-0.2374970018863678,0.23874199390411377,0.012025999836623669
14.737975120544434,-84.13224029541016,69.27413940429688,-0.29844900965690613,0.050315000116825104,-0.2374970018863678,0.22490200400352478,0.005154000129550695
20.037290573120117,-86.01402282714844,65.93266296386719,-0.3455730080604553,0.07113499939441681,-0.2374970018863678,0.2110619992017746,0.012025999836623669
25.19359588623047,-87.53056335449219,62.2340202331543,-0.3063029944896698,0.08501499891281128,-0.24438099563121796,0.2041420042514801,-0.0017180000431835651
30.29428482055664,-88.55481719970703,58.1782112121582,-0.29844900965690613,0.09889499843120575,-0.25814899802207947,0.19030199944972992,0.005154000129550695
35.47442626953125,-89.34882354736328,53.812862396240234,-0.2591789960861206,0.11277499794960022,-0.2512649893760681,0.17646199464797974,0.005154000129550695
40.5433349609375,-89.76963806152344,49.114158630371094,-0.26703301072120667,0.13359500467777252,-0.25814899802207947,0.14878199994564056,0.005154000129550695
45.52484893798828,-89.49173736572266,43.94717025756836,-0.22776299715042114,0.15441499650478363,-0.25814899802207947,0.13494199514389038,0.005154000129550695
50.17267608642578,-89.11856079101562,39.00242233276367,-0.16493099927902222,0.15441499650478363,-0.25814899802207947,0.1211019977927208,-0.0017180000431835651
54.60598373413086,-88.3563232421875,33.74018859863281,-0.16493099927902222,0.1682949960231781,-0.24438099563121796,0.10726200044155121,-0.0017180000431835651
58.951900482177734,-87.54644012451172,28.739879608154297,-0.07068300247192383,0.19605499505996704,-0.2374970018863678,0.09342200309038162,0.005154000129550695
63.14685821533203,-86.24427795410156,23.279224395751953,-0.0549749992787838,0.20299500226974487,-0.2374970018863678,0.07266200333833694,0.005154000129550695
66.89689636230469,-84.53717803955078,17.739198684692383,-0.08639100193977356,0.21687500178813934,-0.23061299324035645,0.05190199986100197,0.005154000129550695
70.42447662353516,-82.5045394897461,12.127738952636719,-0.24347099661827087,0.22381499409675598,-0.2237289994955063,0.038061998784542084,0.005154000129550695
73.96794891357422,-80.2972183227539,6.262296199798584,-0.424113005399704,0.23769499361515045,-0.2237289994955063,0.03114200010895729,0.005154000129550695
77.01882934570312,-77.46263885498047,0.444474995136261,-0.4398210048675537,0.24463500082492828,-0.20996099710464478,-0.0034580000210553408,-0.0017180000431835651
79.94258880615234,-74.67569732666016,-5.25429105758667,-0.43196699023246765,0.2515749931335449,-0.20307700335979462,-0.017297999933362007,-0.0017180000431835651
82.11952209472656,-71.5791015625,-10.516522407531738,-0.353426992893219,0.2654550075531006,-0.1893090009689331,-0.02421800047159195,0.005154000129550695
84.3441162109375,-68.45073699951172,-15.826375007629395,-0.29844900965690613,0.2654550075531006,-0.18242500722408295,-0.038058001548051834,0.005154000129550695
85.88545227050781,-64.74275970458984,-20.98542594909668,-0.07068300247192383,0.4458949863910675,-0.20307700335979462,-0.10033799707889557,0.10823400318622589
46.756324768066406,-71.62673950195312,-33.319522857666016,-99.80077362060547,0.7096149921417236,-0.1273529976606369,-0.10725799947977066,0.4312179982662201
48.655181884765625,-66.92626190185547,-37.07372283935547,-95.36326599121094,0.8414750099182129,-0.14800499379634857,-0.12801800668239594,0.5205540060997009
36.92835998535156,-61.590579986572266,-41.002540588378906,-114.12647247314453,1.0149749517440796,-0.1273529976606369,-0.17645800113677979,0.651121973991394
44.611175537109375,-60.97919845581055,-51.550811767578125,-117.66862487792969,1.1051950454711914,-0.0653970018029213,-0.12109799683094025,0.8710259795188904
37.126983642578125,-57.05683898925781,-59.321136474609375,-137.01303100585938,1.3064550161361694,-0.09981700032949448,-0.19029800593852997,0.9741060137748718
39.11323547363281,-48.88658142089844,-60.440250396728516,-121.3835678100586,1.4452550411224365,-0.0653970018029213,-0.21105800569057465,1.1184179782867432
37.730804443359375,-35.39651870727539,-57.28132629394531,-94.83704376220703,1.6395750045776367,-0.09981700032949448,-0.2456579953432083,1.228369951248169
44.22981643676758,-25.00305938720703,-56.68605041503906,-64.8897476196289,1.771435022354126,-0.09293299913406372,-0.31485798954963684,1.3177059888839722
43.30819320678711,-23.502399444580078,-65.44850158691406,-79.21543884277344,1.917175054550171,-0.07228100299835205,-0.30101799964904785,1.496377944946289
45.350059509277344,-17.976160049438477,-68.55979919433594,-71.29075622558594,2.0767951011657715,-0.07916499674320221,-0.3494580090045929,1.5857139825820923
44.71445846557617,-8.837220191955566,-67.8772201538086,-55.629878997802734,2.173954963684082,-0.07916499674320221,-0.3702180087566376,1.6681779623031616
39.92362594604492,0.4525800049304962,-67.91690826416016,-47.760169982910156,2.3058149814605713,-0.07228100299835205,-0.39097800850868225,1.778130054473877
39.423091888427734,7.352439880371094,-69.4804916381836,-39.60771942138672,2.3890950679779053,-0.0653970018029213,-0.4255779981613159,1.8331060409545898
36.24509048461914,8.63871955871582,-77.7667236328125,-57.161407470703125,2.5001349449157715,-0.07916499674320221,-0.4463379979133606,1.9224419593811035
33.9410400390625,15.649740219116211,-77.56829833984375,-48.576988220214844,2.611175060272217,-0.07916499674320221,-0.48093798756599426,1.9774179458618164
28.172969818115234,22.39080047607422,-78.44136810302734,-48.522010803222656,2.701395034790039,-0.07916499674320221,-0.5155379772186279,2.0392661094665527
22.246000289916992,27.829700469970703,-79.0445785522461,-50.41482162475586,2.7707951068878174,-0.051628999412059784,-0.5155379772186279,2.121730089187622
