1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,5-220kV大盐线路电流Ia_5,6-220kV大盐线路电流Ib_6,7-220kV大盐线路电流Ic_7,8-220kV大盐线路电流3Io_8
-19.887510299682617,80.5522689819336,-61.60087966918945,0.24936720728874207,-0.06913896650075912,-0.10379723459482193,0.17293322086334229,0.0
-24.87497329711914,81.9856948852539,-57.672889709472656,0.4675635099411011,-0.06913896650075912,-0.13839630782604218,0.20751987397670746,0.0
-29.89360809326172,83.20098876953125,-53.339630126953125,0.9662979245185852,-0.03456948325037956,-0.13839630782604218,0.17293322086334229,0.0
-34.94341278076172,84.19815826416016,-48.85049819946289,1.2156651020050049,-0.06913896650075912,-0.13839630782604218,0.17293322086334229,0.0
-39.868534088134766,84.94602966308594,-44.45488739013672,1.371519684791565,-0.03456948325037956,-0.17299538850784302,0.17293322086334229,0.0
-44.606624603271484,85.10183715820312,-39.74753189086914,1.340348720550537,-0.03456948325037956,-0.17299538850784302,0.20751987397670746,0.034618277102708817
-49.064170837402344,84.66558074951172,-34.759605407714844,1.0286396741867065,-0.03456948325037956,-0.17299538850784302,0.20751987397670746,0.0
-53.459373474121094,83.98002624511719,-29.77168083190918,0.6234180331230164,0.0,-0.17299538850784302,0.17293322086334229,0.0
-57.51168441772461,82.82705688476562,-24.752580642700195,0.3740507960319519,0.0,-0.17299538850784302,0.17293322086334229,0.0
-61.37696838378906,81.39363098144531,-19.452909469604492,0.40522170066833496,0.0,-0.17299538850784302,0.17293322086334229,0.0
-64.99288177490234,79.58626556396484,-13.997365951538086,0.436392605304718,0.03456948325037956,-0.17299538850784302,0.1383465826511383,0.0
-68.20355987548828,77.71658325195312,-8.884742736816406,0.436392605304718,0.03456948325037956,-0.17299538850784302,0.1383465826511383,0.034618277102708817
-71.22721099853516,75.75341033935547,-3.8656423091888428,0.5610762238502502,0.06913896650075912,-0.17299538850784302,0.1383465826511383,0.0
-74.03265380859375,73.3539810180664,1.3093304634094238,0.49873441457748413,0.06913896650075912,-0.20759446918964386,0.10375993698835373,0.0
-76.4952163696289,70.58061981201172,6.328430652618408,0.1558545082807541,0.06913896650075912,-0.17299538850784302,0.10375993698835373,0.0
-78.67723083496094,67.49563598632812,11.378705024719238,-0.18702539801597595,0.06913896650075912,-0.17299538850784302,0.10375993698835373,0.0
-80.26698303222656,64.06787872314453,16.428979873657227,-0.18702539801597595,0.10370845347642899,-0.20759446918964386,0.10375993698835373,0.0
-81.66970825195312,60.421993255615234,21.4792537689209,-0.062341801822185516,0.10370845347642899,-0.20759446918964386,0.06917329132556915,0.0
-82.72954559326172,56.46449279785156,26.498353958129883,-0.031170900911092758,0.13827793300151825,-0.20759446918964386,0.06917329132556915,0.0
-83.47766876220703,52.382347106933594,31.299232482910156,-0.062341801822185516,0.13827793300151825,-0.20759446918964386,0.034586645662784576,0.0
-84.1010971069336,48.11323165893555,36.255985260009766,0.09351269900798798,0.13827793300151825,-0.20759446918964386,0.034586645662784576,0.0
-84.19461059570312,43.5013427734375,40.963340759277344,0.062341801822185516,0.1728474199771881,-0.20759446918964386,0.034586645662784576,0.034618277102708817
-84.13227081298828,38.671321868896484,45.70186996459961,0.062341801822185516,0.1728474199771881,-0.2421935349702835,0.034586645662784576,0.034618277102708817
-83.50883483886719,33.654335021972656,50.1286506652832,0.1558545082807541,0.1728474199771881,-0.20759446918964386,0.0,0.0
-82.69837188720703,28.481538772583008,54.524261474609375,0.218196302652359,0.1728474199771881,-0.20759446918964386,0.0,0.0
-81.63854217529297,23.184097290039062,58.79517364501953,0.218196302652359,0.1728474199771881,-0.20759446918964386,0.0,0.0
-80.14230346679688,17.855493545532227,62.567291259765625,0.12468360364437103,0.20741690695285797,-0.17299538850784302,-0.034586645662784576,0.0
-78.45903015136719,12.682698249816895,66.1523666381836,0.3117090165615082,0.1728474199771881,-0.17299538850784302,-0.034586645662784576,0.0
-76.55756378173828,7.665709495544434,69.33216857910156,0.49873441457748413,0.20741690695285797,-0.17299538850784302,-0.06917329132556915,0.034618277102708817
-74.4378890991211,2.679882049560547,72.23139953613281,0.49873441457748413,0.20741690695285797,-0.17299538850784302,-0.06917329132556915,0.0
-71.85063934326172,-2.3682680130004883,74.72535705566406,0.6234180331230164,0.20741690695285797,-0.13839630782604218,-0.10375993698835373,0.034618277102708817
-69.16988372802734,-7.5410637855529785,76.62700653076172,0.40522170066833496,0.20741690695285797,-0.13839630782604218,-0.10375993698835373,0.034618277102708817
-66.20857238769531,-12.776182174682617,78.27925872802734,0.18702539801597595,0.20741690695285797,-0.10379723459482193,-0.10375993698835373,0.034618277102708817
-62.935550689697266,-18.13594627380371,79.83798217773438,-0.218196302652359,0.20741690695285797,-0.10379723459482193,-0.10375993698835373,0.034618277102708817
-59.0079231262207,-23.24641990661621,81.1784896850586,-0.12468360364437103,0.20741690695285797,-0.10379723459482193,-0.1383465826511383,0.0
-54.83092498779297,-28.23224639892578,82.64369201660156,0.4675635099411011,0.20741690695285797,-0.10379723459482193,-0.17293322086334229,0.034618277102708817
-50.34220886230469,-33.12458801269531,83.70362854003906,1.1533232927322388,0.20741690695285797,-0.06919815391302109,-0.1383465826511383,0.0
-45.79114532470703,-38.01693344116211,84.5765151977539,1.745570421218872,0.20741690695285797,-0.06919815391302109,-0.17293322086334229,0.034618277102708817
