500kV太德线电压_A相_1,500kV太德线电压_B相_2,500kV太德线电压_C相_3,500kV太德线电压_3U0_4,500kV太德线电流_A相_33,500kV太德线电流_B相_34,500kV太德线电流_C相_35,500kV太德线电流_3I0_36
-87.53846740722656,52.82145309448242,33.786224365234375,-1.080034613609314,0.1808328628540039,-0.11371839791536331,-0.060431431978940964,0.007570507936179638
-86.8693618774414,32.184043884277344,54.103336334228516,-0.5091591477394104,0.19415739178657532,-0.073916956782341,-0.09820107370615005,0.013248388655483723
-81.78829956054688,11.010059356689453,69.89292907714844,-0.9103148579597473,0.17702585458755493,-0.026534292846918106,-0.13974767923355103,0.011355762369930744
-69.15884399414062,-11.835555076599121,80.93842315673828,0.4628719687461853,0.14847329258918762,0.028429599478840828,-0.1605209857225418,0.013248388655483723
-53.82157516479492,-32.74125289916992,86.83760833740234,1.064605474472046,0.10849971324205399,0.07960287481546402,-0.1812942922115326,0.011355762369930744
-34.18736267089844,-52.89368438720703,86.75509643554688,0.0,0.07994715869426727,0.12509024143218994,-0.19073669612407684,0.011355762369930744
-11.709433555603027,-69.4964828491211,81.34063720703125,0.8331695199012756,0.02284204587340355,0.15920574963092804,-0.17751732468605042,0.011355762369930744
10.381667137145996,-81.25981140136719,70.32608795166016,-0.3702975809574127,-0.03045606054365635,0.18574005365371704,-0.15107858180999756,0.013248388655483723
33.84235382080078,-88.04951477050781,53.52579116821289,-0.6171626448631287,-0.07994715869426727,0.20469310879707336,-0.11897438019514084,0.013248388655483723
53.581111907958984,-87.61613464355469,33.610897064208984,-0.23143598437309265,-0.12372774630784988,0.20658841729164124,-0.07553929090499878,0.013248388655483723
69.6083984375,-81.63127899169922,11.767423629760742,-0.04628719761967659,-0.15608730912208557,0.19332127273082733,-0.030215715989470482,0.015141015872359276
81.58966064453125,-69.91954803466797,-11.40645980834961,0.6943079233169556,-0.18654337525367737,0.17436820268630981,0.024550268426537514,0.018926270306110382
86.1479721069336,-52.67699432373047,-33.01272964477539,1.0491764545440674,-0.20367491245269775,0.12698553502559662,0.07365080714225769,0.007570507936179638
86.66026306152344,-32.91667175292969,-53.20608139038086,1.080034613609314,-0.20748192071914673,0.09097471833229065,0.12086286395788193,0.007570507936179638
80.6591796875,-11.133883476257324,-69.24319458007812,0.6171626448631287,-0.19225388765335083,0.043592050671577454,0.15674401819705963,0.005677881184965372
