17-220kVⅡ母电压Ua_17,18-220kVⅡ母电压Ub_18,19-220kVⅡ母电压Uc_19,20-220kVⅡ母电压3Uo_20,5-砚马Ⅱ回266电流Ia_5,6-砚马Ⅱ回266电流Ib_6,7-砚马Ⅱ回266电流Ic_7,8-砚马Ⅱ回266电流3Io_8
-85.82636260986328,41.11135482788086,43.97954559326172,-1.2367022037506104,-0.2624271512031555,0.11136245727539062,0.15066352486610413,0.014358451589941978
-85.50836944580078,36.38846206665039,48.545555114746094,-0.9195990562438965,-0.2552373707294464,0.0969931036233902,0.1650124341249466,0.014358451589941978
-84.58618927001953,31.348594665527344,52.63593673706055,-1.0147299766540527,-0.25164246559143066,0.07903142273426056,0.17936132848262787,0.014358451589941978
-81.62885284423828,27.79850196838379,58.438575744628906,7.800736904144287,-0.25164246559143066,0.061069734394550323,0.1865357905626297,0.0035896128974854946
-59.65552520751953,30.30258560180664,67.25350952148438,65.22811126708984,-0.5032849311828613,0.0502927228808403,0.20088469982147217,-0.24050405621528625
-42.483890533447266,29.76373291015625,74.60985565185547,103.78785705566406,-0.5823726058006287,0.02873869799077511,0.21164637804031372,-0.33024439215660095
-37.078006744384766,20.064369201660156,77.01969146728516,101.40957641601562,-0.7261682748794556,0.010777011513710022,0.22240805625915527,-0.4774185121059418
-41.498111724853516,14.80262279510498,80.98324584960938,97.85802459716797,-0.7908763289451599,-0.017961686477065086,0.21523360908031464,-0.5707484483718872
-23.086305618286133,1.9018359184265137,74.95864868164062,95.82856750488281,-0.8447997570037842,-0.05388506129384041,0.22240805625915527,-0.6497198939323425
-28.428592681884766,4.437617301940918,89.82988739013672,110.8592529296875,-0.9670260548591614,-0.06825441122055054,0.2295825034379959,-0.7825356125831604
-28.937381744384766,-12.140052795410156,76.7026138305664,57.23711395263672,-1.0425188541412354,-0.1005854457616806,0.23316973447799683,-0.8938136100769043
-29.191776275634766,-13.851704597473145,84.4711685180664,73.82160949707031,-1.132391095161438,-0.11854713410139084,0.22240805625915527,-1.0122708082199097
-25.566652297973633,-17.687074661254883,83.01258087158203,72.74345397949219,-1.2078838348388672,-0.13291648030281067,0.23675696551799774,-1.0876526832580566
-30.686344146728516,-25.23102378845215,83.86870574951172,48.73875045776367,-1.2654021978378296,-0.1472858339548111,0.2295825034379959,-1.1594449281692505
-34.343265533447266,-28.147171020507812,87.76883697509766,40.8428840637207,-1.3013510704040527,-0.16165517270565033,0.2295825034379959,-1.2168787717819214
-32.180912017822266,-38.32199478149414,82.98087310791016,20.1994686126709,-1.3552744388580322,-0.17602452635765076,0.23316973447799683,-1.285081386566162
-30.686344146728516,-41.713600158691406,86.18341827392578,22.831424713134766,-1.3660591840744019,-0.2011708915233612,0.2295825034379959,-1.3281567096710205
-23.690492630004883,-48.84548568725586,83.0442886352539,19.279870986938477,-1.3840335607528687,-0.21913257241249084,0.21523360908031464,-1.3784112930297852
-20.796754837036133,-51.983516693115234,82.28328704833984,17.1552791595459,-1.402008056640625,-0.2406865954399109,0.2259952872991562,-1.4071282148361206
-21.146547317504883,-54.04383850097656,84.94679260253906,15.855155944824219,-1.416387677192688,-0.2478712797164917,0.22240805625915527,-1.435845136642456
-15.581666946411133,-56.579620361328125,84.40775299072266,20.96051597595215,-1.4451467990875244,-0.2586482763290405,0.21164637804031372,-1.4860997200012207
-7.981629371643066,-60.73196029663086,80.85640716552734,21.626432418823242,-1.4559314250946045,-0.27301764488220215,0.2080591470003128,-1.511227011680603
-6.805054187774658,-63.61641311645508,82.15645599365234,20.770254135131836,-1.4451467990875244,-0.27301764488220215,0.22240805625915527,-1.493278980255127
-1.1765748262405396,-67.51517486572266,79.84174346923828,19.248159408569336,-1.4307671785354614,-0.28020229935646057,0.19729746878147125,-1.5040477514266968
1.2719727754592896,-69.4170150756836,78.47827911376953,17.1552791595459,-1.3804386854171753,-0.2873869836330414,0.19371023774147034,-1.4789204597473145
-0.1907959133386612,-77.30963134765625,71.53414154052734,-10.46440315246582,-1.3373000621795654,-0.2945716679096222,0.18294855952262878,-1.4430243968963623
-2.734741449356079,-80.70124053955078,68.83892822265625,-25.082857131958008,-1.279781699180603,-0.3017563223838806,0.18294855952262878,-1.4035385847091675
-1.3037720918655396,-83.71247863769531,65.06562805175781,-34.53253173828125,-1.2366430759429932,-0.3089410066604614,0.15783797204494476,-1.3855905532836914
3.211731195449829,-85.36073303222656,61.1337890625,-36.18146514892578,-1.157555341720581,-0.31612569093704224,0.1470762938261032,-1.3353359699249268
7.568238258361816,-86.81880950927734,56.28240203857422,-39.35249710083008,-1.0928473472595215,-0.31971803307533264,0.13631461560726166,-1.281491756439209
11.034363746643066,-85.89958953857422,54.760398864746094,-34.53253173828125,-1.013759732246399,-0.31253334879875183,0.1255529373884201,-1.206109881401062
19.556581497192383,-85.1705551147461,50.923683166503906,-25.0511474609375,-0.9131026864051819,-0.3089410066604614,0.1040295735001564,-1.127138376235962
22.482118606567383,-84.15624237060547,48.29188537597656,-23.148529052734375,-0.8268252611160278,-0.3089410066604614,0.09326789528131485,-1.0481669902801514
25.375856399536133,-88.62555694580078,40.6818733215332,-38.8768424987793,-0.7117887139320374,-0.305348664522171,0.07891898602247238,-0.9476577639579773
27.156618118286133,-90.17871856689453,34.68898391723633,-48.675331115722656,-0.6147266030311584,-0.305348664522171,0.06815730780363083,-0.8615070581436157
27.220216751098633,-90.87606048583984,28.474140167236328,-60.852088928222656,-0.5068798661231995,-0.2909793257713318,0.05739562585949898,-0.7574083209037781
26.838624954223633,-90.05193328857422,23.686172485351562,-68.367431640625,-0.39543816447257996,-0.2909793257713318,0.04304672032594681,-0.6604887843132019
27.283815383911133,-88.59385681152344,17.94695281982422,-74.86804962158203,-0.2875913977622986,-0.2873869836330414,0.032285042107105255,-0.5563899874687195
27.061220169067383,-87.357666015625,13.000442504882812,-81.2418212890625,-0.1725548356771469,-0.26583296060562134,0.021523360162973404,-0.4379327595233917
27.983402252197266,-85.13885498046875,8.244182586669922,-84.2860107421875,-0.05032849684357643,-0.2586482763290405,0.007174453232437372,-0.3158859312534332
31.322330474853516,-82.76155853271484,3.7098822593688965,-82.41510009765625,0.07189784944057465,-0.2478712797164917,-0.007174453232437372,-0.19383908808231354
34.979251861572266,-80.03559875488281,-1.9025037288665771,-81.05155944824219,0.20131398737430573,-0.22990958392620087,-0.017936132848262787,-0.057433806359767914
37.332401275634766,-77.2462387084961,-7.070972442626953,-80.92472076416016,0.3307301104068756,-0.21554024517536163,-0.02511058747768402,0.07538186758756638
41.148319244384766,-73.2206802368164,-11.763814926147461,-75.66080474853516,0.45655134320259094,-0.2011708915233612,-0.03945949301123619,0.2010183185338974
45.250431060791016,-69.57550048828125,-16.61520004272461,-70.80912780761719,0.5751827955245972,-0.18680153787136078,-0.05739562585949898,0.3158859312534332
47.667179107666016,-65.80352020263672,-22.798336029052734,-70.77742004394531,0.7010040283203125,-0.16883985698223114,-0.060982853174209595,0.4487015902996063
49.098148345947266,-62.41191482543945,-27.8399715423584,-71.09452056884766,0.816040575504303,-0.1508781611919403,-0.07891898602247238,0.5743380188941956
50.306522369384766,-57.81581115722656,-33.07185745239258,-69.98465728759766,0.9490516185760498,-0.12932413816452026,-0.09326789528131485,0.7035641074180603
49.734134674072266,-53.50498580932617,-38.398868560791016,-72.9654312133789,1.0784677267074585,-0.11136245727539062,-0.1040295735001564,0.8363797664642334
46.586002349853516,-50.2718620300293,-43.97954559326172,-82.41510009765625,1.2042889595031738,-0.08980843424797058,-0.11837848275899887,0.9763746857643127
44.296451568603516,-47.48250198364258,-49.75047302246094,-91.45254516601562,1.3229204416275024,-0.07184674590826035,-0.1255529373884201,1.098421573638916
42.261295318603516,-43.71052932739258,-54.66527557373047,-96.93842315673828,1.4379570484161377,-0.046700384467840195,-0.13631461560726166,1.2276475429534912
40.703128814697266,-39.811763763427734,-59.32640838623047,-100.99734497070312,1.5422089099884033,-0.02514636144042015,-0.15066352486610413,1.3496943712234497
40.798526763916016,-34.4232292175293,-62.90945816040039,-97.73118591308594,1.6536505222320557,-0.007184674497693777,-0.15783797204494476,1.4681516885757446
42.674686431884766,-28.686025619506836,-66.36566925048828,-90.46952056884766,1.7507126331329346,0.017961686477065086,-0.16142520308494568,1.58660888671875
43.755863189697266,-21.649232864379883,-69.0608901977539,-81.05155944824219,1.8549644947052002,0.03592337295413017,-0.1650124341249466,1.7014764547348022
45.186832427978516,-14.80262279510498,-71.91464233398438,-71.72872924804688,1.952026605606079,0.061069734394550323,-0.17218688130378723,1.8163440227508545
45.314029693603516,-8.051105499267578,-74.29277038574219,-63.86457061767578,2.0454938411712646,0.08262375742197037,-0.17577411234378815,1.92403244972229
44.296451568603516,-2.3772950172424316,-77.24165344238281,-60.97893142700195,2.1317713260650635,0.10417778044939041,-0.17936132848262787,2.0281312465667725
41.370914459228516,3.0746347904205322,-79.55636596679688,-60.56669616699219,2.2036690711975098,0.12573181092739105,-0.17936132848262787,2.1250507831573486
38.540775299072266,7.765830039978027,-81.96620178222656,-61.613136291503906,2.2719719409942627,0.1472858339548111,-0.1865357905626297,2.2147910594940186
35.265445709228516,12.615511894226074,-83.67845916748047,-61.8668212890625,2.3294904232025146,0.16524751484394073,-0.1865357905626297,2.293762683868408
31.926517486572266,16.799551010131836,-84.75654602050781,-62.247344970703125,2.383413791656494,0.19039388000965118,-0.18294855952262878,2.3691444396972656
29.318973541259766,21.522443771362305,-85.70779418945312,-60.28130340576172,2.4265525341033936,0.20835556089878082,-0.1865357905626297,2.4337575435638428
27.220216751098633,26.40382194519043,-86.53221130371094,-56.92000961303711,2.4660961627960205,0.22631725668907166,-0.17936132848262787,2.505549669265747
