1-220kVⅠ母电压Ua_1,2-220kVⅠ母电压Ub_2,3-220kVⅠ母电压Uc_3,4-220kVⅠ母电压3Uo_4,5-220kV厂狮线271电流Ia_5,6-220kV厂狮线271电流Ib_6,7-220kV厂狮线271电流Ic_7,8-220kV厂狮线271电流3Io_8
28.04096221923828,-99.67200469970703,19.2935848236084,-91.26287841796875,1.26902437210083,-0.8460875153541565,0.28140097856521606,0.7047593593597412
31.21660804748535,-83.40290069580078,35.35573196411133,-32.27937316894531,1.5862804651260376,-0.4935510456562042,0.5276268124580383,1.5504705905914307
13.972846031188965,-91.41084289550781,22.936872482299805,-95.69772338867188,1.9387872219085693,-0.5993119478225708,0.4572765827178955,1.8323743343353271
15.243104934692383,-87.5809555053711,25.21788787841797,-80.8093032836914,2.1150405406951904,-0.42304375767707825,0.4924516975879669,2.1495161056518555
19.434959411621094,-87.13782501220703,19.67375373840332,-84.80066680908203,2.6085500717163086,-0.42304375767707825,0.5628019571304321,2.783799409866333
29.374732971191406,-81.15560913085938,19.705434799194336,-57.46298599243164,3.3488142490386963,-0.6345655918121338,0.4221014678478241,3.171417236328125
20.54643440246582,-82.95977020263672,5.132283687591553,-101.43135070800781,3.8070731163024902,-0.35253646969795227,0.6683273315429688,4.158080101013184
19.720766067504883,-83.59281158447266,-3.5799262523651123,-117.1750717163086,4.300582408905029,-0.2467755228281021,0.5979771018028259,4.651412010192871
25.595714569091797,-78.27528381347656,-3.421522378921509,-97.34495544433594,4.864593505859375,-0.21152187883853912,0.633152186870575,5.2856950759887695
33.72536849975586,-75.33164978027344,-9.282464027404785,-87.49325561523438,5.569606781005859,-0.21152187883853912,0.5628019571304321,5.955216884613037
35.376705169677734,-70.77376556396484,-13.147516250610352,-84.19879150390625,6.274620532989502,-0.17626823484897614,0.5628019571304321,6.730452060699463
28.739604949951172,-66.43745422363281,-16.98088836669922,-94.81076049804688,6.768129825592041,0.10576093941926956,0.7035024166107178,7.611401081085205
32.994972229003906,-66.56405639648438,-22.90519142150879,-98.01018524169922,7.367391109466553,0.07050728797912598,0.7035024166107178,8.175209045410156
31.311878204345703,-62.069480895996094,-29.970001220703125,-105.86620330810547,7.966652870178223,0.14101457595825195,0.7035024166107178,8.809492111206055
33.153751373291016,-57.44829559326172,-32.631187438964844,-99.1822509765625,8.460162162780762,0.3172827959060669,0.7386775612831116,9.58472728729248
27.56461524963379,-50.1683464050293,-35.89430618286133,-101.36799621582031,9.059423446655273,0.35253646969795227,0.7035024166107178,10.219011306762695
27.15178108215332,-46.49671936035156,-40.329612731933594,-103.5220718383789,9.623434066772461,0.5288046598434448,0.8090277910232544,10.994246482849121
30.54972267150879,-40.48284912109375,-44.9866828918457,-95.7610855102539,10.257946968078613,0.5288046598434448,0.879378080368042,11.699005126953125
30.390939712524414,-37.66582489013672,-50.847625732421875,-101.43135070800781,10.857208251953125,0.6345655918121338,0.7738527059555054,12.36852741241455
28.167987823486328,-35.165321350097656,-58.41932678222656,-114.1973876953125,11.385968208312988,0.8108338713645935,0.879378080368042,13.108524322509766
31.43890380859375,-28.961538314819336,-61.365638732910156,-102.69845581054688,11.914728164672852,0.8108338713645935,0.914553165435791,13.672331809997559
32.86794662475586,-22.504539489746094,-62.1259765625,-90.09081268310547,12.443488121032715,0.9871020913124084,0.9497283101081848,14.377091407775879
34.32874298095703,-18.104917526245117,-66.8464126586914,-88.06344604492188,12.93699836730957,1.0576093196868896,0.9497283101081848,15.011374473571777
30.772018432617188,-12.40756607055664,-71.09162902832031,-91.5479736328125,13.360006332397461,1.1633702516555786,1.0200785398483276,15.610420227050781
30.772018432617188,-6.456998348236084,-73.84786224365234,-86.16279602050781,13.747763633728027,1.2691311836242676,1.0904288291931152,16.174226760864258
28.23150062561035,-1.2027742862701416,-76.25559997558594,-85.81434631347656,14.170771598815918,1.3043848276138306,1.0904288291931152,16.667558670043945
27.659883499145508,5.222572326660156,-78.63165283203125,-79.63723754882812,14.52327823638916,1.445399522781372,1.0552536249160767,17.160890579223633
26.103816986083984,10.540101051330566,-79.01182556152344,-73.7452163696289,14.911035537719727,1.515906810760498,1.1607789993286133,17.65422248840332
23.086952209472656,14.338335037231445,-80.69090270996094,-75.36077117919922,15.228292465209961,1.621667742729187,1.1607789993286133,18.147554397583008
23.4362735748291,18.326480865478516,-83.0352783203125,-71.78121185302734,15.510297775268555,1.692175030708313,1.1959542036056519,18.535171508789062
22.166015625,22.59949493408203,-84.61931610107422,-69.53211212158203,15.792303085327148,1.762682318687439,1.1607789993286133,18.817075729370117
22.229528427124023,28.32849884033203,-84.9044418334961,-59.93383026123047,15.96855640411377,1.833189606666565,1.2311292886734009,19.13421630859375
21.784936904907227,34.08915328979492,-85.09452819824219,-50.93741989135742,16.074308395385742,1.903696894645691,1.26630437374115,19.380882263183594
21.46737289428711,40.03972244262695,-84.36587524414062,-39.78694152832031,16.21531105041504,1.974204182624817,1.26630437374115,19.627548217773438
20.4511661529541,46.021942138671875,-83.9223403930664,-30.347043991088867,16.321062088012695,2.1152186393737793,1.26630437374115,19.83897590637207
17.942405700683594,50.99129867553711,-83.89066314697266,-26.10226058959961,16.356313705444336,2.079965114593506,1.3014795780181885,19.909452438354492
15.751208305358887,55.13770294189453,-83.28872680664062,-21.730764389038086,16.356313705444336,2.150472402572632,1.3366546630859375,20.015165328979492
12.797857284545898,59.94879913330078,-81.38787841796875,-15.078490257263184,16.285812377929688,2.1857259273529053,1.3366546630859375,19.979928970336914
11.686380386352539,64.09520721435547,-78.66333770751953,-4.973367691040039,16.21531105041504,2.1857259273529053,1.3366546630859375,19.944690704345703
9.495183944702148,67.22875213623047,-77.42778778076172,-1.33045494556427,16.10955810546875,2.2562332153320312,1.3366546630859375,19.944690704345703
7.303987979888916,69.76090240478516,-75.52693939208984,2.629232406616211,15.96855640411377,2.220979690551758,1.3718297481536865,19.80373764038086
5.8431901931762695,72.2297592163086,-73.53105163574219,7.919374942779541,15.757052421569824,2.2562332153320312,1.3718297481536865,19.592309951782227
5.176304340362549,74.98348236083984,-70.83818817138672,16.12384796142578,15.510297775268555,2.291486978530884,1.3366546630859375,19.380882263183594
4.3188796043396,77.9587631225586,-67.19490051269531,26.038904190063477,15.228292465209961,2.2562332153320312,1.3366546630859375,19.09897804260254
2.9215950965881348,80.71247863769531,-63.6783332824707,34.528472900390625,14.911035537719727,2.291486978530884,1.3366546630859375,18.746599197387695
1.9371446371078491,83.1496810913086,-59.87664031982422,43.68327331542969,14.488027572631836,2.291486978530884,1.3014795780181885,18.42945671081543
0.03175646811723709,85.2703628540039,-56.01158905029297,50.84238815307617,14.135520935058594,2.2562332153320312,1.3366546630859375,18.006601333618164
-2.4770045280456543,86.63140106201172,-52.431663513183594,54.99213790893555,13.677262306213379,2.2562332153320312,1.3366546630859375,17.548507690429688
-5.081035137176514,87.89747619628906,-48.09139633178711,60.25060272216797,13.254254341125488,2.220979690551758,1.26630437374115,17.019939422607422
-6.922910213470459,88.59381866455078,-42.927433013916016,67.12461853027344,12.6902437210083,2.1857259273529053,1.3014795780181885,16.491369247436523
-8.6377592086792,88.97364044189453,-37.95355224609375,73.46012115478516,12.161482810974121,2.150472402572632,1.2311292886734009,15.89232349395752
-10.416121482849121,87.992431640625,-33.328163146972656,76.59619140625,11.597472190856934,2.150472402572632,1.2311292886734009,15.293278694152832
-12.5755615234375,87.20113372802734,-28.449325561523438,80.14407348632812,10.998210906982422,2.1152186393737793,1.1959542036056519,14.623757362365723
-13.401229858398438,86.66304779052734,-23.443763732910156,86.35286712646484,10.363698959350586,2.079965114593506,1.1256039142608643,13.918997764587402
-14.480949401855469,86.25157165527344,-18.0897159576416,93.06849670410156,9.72918701171875,2.00945782661438,1.1256039142608643,13.214238166809082
-15.052566528320312,85.36531829833984,-12.640624046325684,100.03754425048828,9.02417278289795,1.938950538635254,1.0904288291931152,12.439002990722656
