220kV Ⅲ母电压_A相_1,220kV Ⅲ母电压_B相_2,220kV Ⅲ母电压_C相_3,220kV Ⅲ母电压_3U0_4,通蔓I回282_A相_21,通蔓I回282_B相_22,通蔓I回282_C相_23,通蔓I回282_3I0_24
-82.41002655029297,63.17705535888672,18.872314453125,-0.5002861022949219,0.07764076441526413,-0.09822890162467957,0.03215836361050606,0.005685567390173674
-86.24939727783203,46.37431335449219,39.29734802246094,-0.9693043231964111,0.10415224730968475,-0.08689479529857635,-0.0018916685367003083,0.0018951891688629985
-83.8156967163086,25.66274642944336,57.82577133178711,-0.5784558057785034,0.11172695457935333,-0.06800462305545807,-0.024591689929366112,0.003790378337725997
-75.85372924804688,3.3459551334381104,72.4671859741211,-0.03126788139343262,0.11930166184902191,-0.045336414128541946,-0.054858386516571045,0.0018951891688629985
-62.67819595336914,-18.949989318847656,81.84602355957031,0.46901822090148926,0.12119533866643906,-0.02833526022732258,-0.06999173760414124,0.0018951891688629985
-45.736724853515625,-39.48435592651367,85.60798645019531,0.7816970348358154,0.1060459241271019,0.011334103532135487,-0.0945834219455719,0.0
-25.249610900878906,-57.9757080078125,83.55506134033203,0.7504291534423828,0.09089650213718414,0.034002311527729034,-0.09647509455680847,-0.0018951891688629985
-3.073591947555542,-73.02729797363281,76.15619659423828,0.31267881393432617,0.07006605714559555,0.066115602850914,-0.10593343526124954,-0.0018951891688629985
19.259777069091797,-82.89838409423828,63.30718231201172,-0.46901822090148926,0.04355457425117493,0.08122774213552475,-0.10025843232870102,-0.0018951891688629985
39.93571472167969,-86.67170715332031,46.25852966308594,-0.7660630941390991,0.013255740515887737,0.1020069345831871,-0.0870167538523674,-0.0018951891688629985
58.356285095214844,-84.02412414550781,25.239505767822266,-0.7504291534423828,-0.0170430950820446,0.10767398774623871,-0.06620839983224869,0.0
72.8955307006836,-76.01885223388672,3.022071123123169,-0.26577699184417725,-0.04544825106859207,0.11711907386779785,-0.04729171097278595,-0.0018951891688629985
82.3995361328125,-63.02070236206055,-18.966102600097656,0.6409915685653687,-0.06249134615063667,0.11334104090929031,-0.024591689929366112,0.0018951891688629985
85.99763488769531,-46.176265716552734,-39.12018966674805,1.0318400859832764,-0.08521547168493271,0.10011791437864304,0.013241679407656193,0.0018951891688629985
83.66883850097656,-25.56893539428711,-57.73197937011719,0.5784558057785034,-0.09279018640518188,0.08311676234006882,0.03783337026834488,0.0018951891688629985
75.89569091796875,-3.2000255584716797,-72.62349700927734,0.14070546627044678,-0.10793960094451904,0.058559536933898926,0.06431672722101212,0.003790378337725997
62.79358673095703,19.200153350830078,-82.21075439453125,-0.31267881393432617,-0.10036489367485046,0.04155838117003441,0.0794500783085823,0.003790378337725997
45.76819610595703,39.69282531738281,-85.9310302734375,-0.656625509262085,-0.09279018640518188,0.0018890172941610217,0.10025843232870102,0.009475946426391602
25.10274887084961,58.163333892822266,-83.72179412841797,-0.6409915685653687,-0.07574708759784698,-0.020779190585017204,0.10971677303314209,0.007580756675451994
2.811340093612671,73.07941436767578,-76.09366607666016,-0.12507152557373047,-0.054916638880968094,-0.05100346729159355,0.11539177596569061,0.009475946426391602
-19.48006820678711,82.78372955322266,-63.077919006347656,0.6253576278686523,-0.03219251334667206,-0.066115602850914,0.102150097489357,0.005685567390173674
-40.03012466430664,86.45281219482422,-46.10221862792969,0.8285988569259644,0.0037873543333262205,-0.08500577509403229,0.0945834219455719,0.007580756675451994
-58.2933464050293,83.83650207519531,-25.16655921936035,0.859866738319397,0.026511481031775475,-0.09256184846162796,0.07566674053668976,0.007580756675451994
-72.86405944824219,75.95630645751953,-2.949124574661255,0.42211639881134033,0.05870399251580238,-0.1020069345831871,0.054858386516571045,0.007580756675451994
-82.45198822021484,62.92688751220703,19.20578384399414,-0.45338428020477295,0.07574708759784698,-0.09822890162467957,0.02837502770125866,0.005685567390173674
-86.2284164428711,46.0407600402832,39.589134216308594,-0.9693043231964111,0.10225857049226761,-0.08689479529857635,-0.0018916685367003083,0.005685567390173674
-83.78422546386719,25.381311416625977,58.055030822753906,-0.5784558057785034,0.1060459241271019,-0.0717826560139656,-0.026483358815312386,0.0018951891688629985
-75.71736145019531,3.012402057647705,72.63391876220703,0.0,0.12119533866643906,-0.047225434333086014,-0.054858386516571045,0.003790378337725997
-62.478885650634766,-19.23142433166504,81.9189682006836,0.43775033950805664,0.11930166184902191,-0.02833526022732258,-0.06999173760414124,0.0
-45.4744758605957,-39.724098205566406,85.58714294433594,0.812964916229248,0.10415224730968475,0.011334103532135487,-0.09269175678491592,0.0
-24.934907913208008,-58.194602966308594,83.48210906982422,0.7660630941390991,0.089002825319767,0.032113295048475266,-0.09647509455680847,0.0
-2.7379095554351807,-73.18364715576172,75.97904205322266,0.25014305114746094,0.07006605714559555,0.06422659009695053,-0.10593343526124954,-0.0018951891688629985
19.553499221801758,-82.96092987060547,63.067501068115234,-0.5002861022949219,0.04355457425117493,0.07744970917701721,-0.10025843232870102,-0.0018951891688629985
40.197967529296875,-86.6508560180664,46.01884841918945,-0.7504291534423828,0.011362062767148018,0.1020069345831871,-0.0870167538523674,-0.0018951891688629985
58.555599212646484,-83.91989135742188,24.94771957397461,-0.7035273313522339,-0.015149417333304882,0.10767398774623871,-0.06620839983224869,0.0
73.07386016845703,-75.88334655761719,2.678180456161499,-0.25014305114746094,-0.047341931611299515,0.11523005366325378,-0.04729171097278595,-0.0018951891688629985
82.48345947265625,-62.81222915649414,-19.226625442504883,0.6409915685653687,-0.06438502669334412,0.10956300050020218,-0.020808354020118713,-0.0018951891688629985
86.02910614013672,-45.97821807861328,-39.380714416503906,1.0943758487701416,-0.08521547168493271,0.09822890162467957,0.013241679407656193,0.0
