17-110kV母线Ⅱ段电压Ua_17,18-110kV母线Ⅱ段电压Ub_18,19-110kV母线Ⅱ段电压Uc_19,20-110kV母线Ⅱ段电压3Uo_20,5-110kV普八线路电流Ia_5,6-110kV普八线路电流Ib_6,7-110kV普八线路电流Ic_7,8-110kV普八线路电流3Io_8
79.67652130126953,-17.72286605834961,-61.4941291809082,0.7279306054115295,2.752141237258911,0.4939846694469452,2.8212363719940186,5.99936580657959
78.27980041503906,-12.627541542053223,-65.13377380371094,0.9178255200386047,2.7874250411987305,0.2469923347234726,2.9622981548309326,5.964075088500977
76.724365234375,-7.627161979675293,-68.48857116699219,1.0444221496582031,2.7874250411987305,0.0,3.068094491958618,5.822913646697998
74.62928771972656,-2.563485860824585,-71.43193817138672,1.0760712623596191,2.752141237258911,-0.2469923347234726,3.138625383377075,5.6464619636535645
72.31200408935547,2.5318379402160645,-74.15375518798828,1.1393696069717407,2.6815733909606934,-0.4939846694469452,3.2796871662139893,5.434719562530518
69.58204650878906,7.722105979919434,-76.59073638916016,1.2976154088974,2.540437936782837,-0.7762616276741028,3.385483503341675,5.222977161407471
66.75686645507812,13.038965225219727,-78.90111541748047,1.4242119789123535,2.434586524963379,-0.9879693388938904,3.4912798404693604,4.9053635597229
63.64598846435547,18.41912078857422,-81.08489990234375,1.6774052381515503,2.328734874725342,-1.2349616289138794,3.5618107318878174,4.658330917358398
60.15419006347656,23.735980987548828,-82.69900512695312,2.025546073913574,2.152315616607666,-1.4819539785385132,3.6323416233062744,4.305427074432373
56.34495162963867,28.862953186035156,-83.8700180053711,2.2470901012420654,1.9758962392807007,-1.6583770513534546,3.667607069015503,3.9525232315063477
52.345252990722656,33.67344665527344,-84.66124725341797,2.3736867904663086,1.8347607851028442,-1.8700847625732422,3.667607069015503,3.5996193885803223
48.12335205078125,38.26240158081055,-85.07268524169922,2.3420376777648926,1.5877737998962402,-2.0465078353881836,3.6323416233062744,3.2114250659942627
