1-110kV母线Ⅰ段电压Ua_1,2-110kV母线Ⅰ段电压Ub_2,3-110kV母线Ⅰ段电压Uc_3,4-110kV母线Ⅰ段电压3Uo_4,37-110kV普罗线路电流Ia_37,38-110kV普罗线路电流Ib_38,39-110kV普罗线路电流Ic_39,40-110kV普罗线路电流3Io_40
70.57848358154297,4.017982482910156,-74.67741394042969,-0.18983694911003113,0.1057075783610344,0.10580331087112427,-0.1409597396850586,-0.035301573574543
67.46985626220703,9.36474609375,-76.98735046386719,-0.3163948953151703,0.03523585945367813,0.10580331087112427,-0.1409597396850586,0.0
63.88542175292969,14.774785995483398,-78.91757202148438,-0.4745923578739166,0.03523585945367813,0.10580331087112427,-0.1409597396850586,0.0
60.078941345214844,20.153186798095703,-80.46807861328125,-0.5378713607788086,0.03523585945367813,0.14107108116149902,-0.1409597396850586,-0.035301573574543
55.92353439331055,25.37339973449707,-81.67051696777344,-0.6327897906303406,0.03523585945367813,0.10580331087112427,-0.1409597396850586,0.0
51.64124298095703,30.59361457824707,-82.65144348144531,-0.6327897906303406,0.03523585945367813,0.14107108116149902,-0.1409597396850586,0.0
47.23207092285156,35.68727493286133,-83.22101593017578,-0.5378713607788086,0.03523585945367813,0.14107108116149902,-0.1409597396850586,-0.035301573574543
42.918060302734375,40.36964797973633,-83.53744506835938,-0.41131338477134705,0.0,0.10580331087112427,-0.1409597396850586,-0.035301573574543
38.54060745239258,44.89383316040039,-83.66402435302734,-0.3163948953151703,0.0,0.14107108116149902,-0.1409597396850586,0.0
34.09971618652344,49.13328170776367,-83.37923431396484,-0.18983694911003113,-0.03523585945367813,0.14107108116149902,-0.1409597396850586,-0.035301573574543
29.531940460205078,53.119625091552734,-82.77801513671875,-0.18983694911003113,0.0,0.10580331087112427,-0.10571980476379395,0.0
24.90072250366211,56.66304397583008,-81.76544189453125,-0.2531159222126007,-0.03523585945367813,0.14107108116149902,-0.1409597396850586,0.0
20.079181671142578,60.23809814453125,-80.53136444091797,-0.3480343818664551,-0.03523585945367813,0.17633885145187378,-0.10571980476379395,0.0
15.099037170410156,63.718238830566406,-78.9808578491211,-0.3480343818664551,-0.03523585945367813,0.14107108116149902,-0.10571980476379395,0.0
9.928567886352539,67.04019165039062,-77.14556884765625,-0.2531159222126007,-0.03523585945367813,0.17633885145187378,-0.10571980476379395,0.0
4.694658279418945,70.04576873779297,-74.80398559570312,-0.06327898055315018,-0.07047171890735626,0.17633885145187378,-0.0704798698425293,0.0
-0.6026926636695862,72.92479705810547,-72.30419158935547,0.06327898055315018,-0.1057075783610344,0.17633885145187378,-0.03523993492126465,0.0
-5.931764602661133,75.61399841308594,-69.58290100097656,0.22147643566131592,-0.1057075783610344,0.17633885145187378,-0.0704798698425293,-0.035301573574543
-11.292556762695312,77.95518493652344,-66.45024108886719,0.3163948953151703,-0.1057075783610344,0.17633885145187378,-0.0704798698425293,0.0
-16.62162971496582,79.88508605957031,-62.93787384033203,0.4745923578739166,-0.1057075783610344,0.17633885145187378,-0.03523993492126465,-0.035301573574543
-21.982421875,81.46696472167969,-59.23564529418945,0.37967389822006226,-0.14094343781471252,0.17633885145187378,-0.03523993492126465,0.0
-27.2480525970459,82.66919708251953,-55.21698760986328,0.3480343818664551,-0.14094343781471252,0.17633885145187378,-0.03523993492126465,0.0
-32.38679885864258,83.36522674560547,-50.75532913208008,0.2531159222126007,-0.14094343781471252,0.17633885145187378,0.0,-0.035301573574543
-37.30350112915039,83.71324157714844,-46.262027740478516,0.18983694911003113,-0.14094343781471252,0.17633885145187378,-0.03523993492126465,-0.035301573574543
-41.83955764770508,83.87142944335938,-41.92694091796875,0.09491847455501556,-0.14094343781471252,0.17633885145187378,0.0,0.0
-46.280452728271484,83.71324157714844,-37.3703498840332,0.12655796110630035,-0.14094343781471252,0.17633885145187378,0.0,0.0
-50.30897521972656,83.20703887939453,-32.687191009521484,0.22147643566131592,-0.14094343781471252,0.14107108116149902,0.03523993492126465,0.0
-54.2740592956543,82.4793701171875,-28.067317962646484,0.22147643566131592,-0.1057075783610344,0.14107108116149902,0.03523993492126465,-0.035301573574543
-57.76333236694336,81.37205505371094,-23.384157180786133,0.3163948953151703,-0.14094343781471252,0.14107108116149902,0.03523993492126465,0.0
-61.3477668762207,80.01163482666016,-18.416210174560547,0.3163948953151703,-0.17617930471897125,0.10580331087112427,0.10571980476379395,0.0
-64.83704376220703,78.3031997680664,-13.384977340698242,0.12655796110630035,-0.17617930471897125,0.14107108116149902,0.03523993492126465,-0.035301573574543
-68.04082489013672,76.40493774414062,-8.290458679199219,0.06327898055315018,-0.14094343781471252,0.10580331087112427,0.0704798698425293,0.035301573574543
-70.86396789550781,73.96884155273438,-3.069368362426758,0.0,-0.14094343781471252,0.035267770290374756,0.10571980476379395,-0.035301573574543
-73.71882629394531,71.311279296875,2.3415799140930176,-0.18983694911003113,-0.14094343781471252,0.07053554058074951,0.10571980476379395,0.0
-76.19303894042969,68.4638900756836,7.562670707702637,-0.3163948953151703,-0.17617930471897125,0.07053554058074951,0.10571980476379395,0.0
-78.19144439697266,65.07865905761719,12.910332679748535,-0.37967389822006226,-0.14094343781471252,0.035267770290374756,0.1409597396850586,0.0
-79.90435791015625,61.47196578979492,18.25799560546875,-0.41131338477134705,-0.17617930471897125,0.035267770290374756,0.10571980476379395,0.0
-81.331787109375,57.6121711730957,23.47908592224121,-0.4745923578739166,-0.17617930471897125,0.035267770290374756,0.1409597396850586,0.0
