220kVⅢ母电压_Ua_9,220kVⅢ母电压_Ub_10,220kVⅢ母电压_Uc_11,220kVⅢ母电压_3U0_12,博南Ⅰ回电流_Ia_29,博南Ⅰ回电流_Ib_30,博南Ⅰ回电流_Ic_31,博南Ⅰ回电流_3I0_32
-83.62680053710938,35.18425750732422,48.504791259765625,-0.33456945419311523,0.13400013744831085,-0.06743232905864716,-0.06483878195285797,0.002593548037111759
-83.17552185058594,30.266864776611328,53.00980758666992,-0.3267887830734253,0.1374582052230835,-0.06397426128387451,-0.07867105305194855,-0.0008645200286991894
-82.4908218383789,25.318349838256836,57.055763244628906,-0.5057445168495178,0.1305420696735382,-0.05360005795955658,-0.08212912082672119,0.002593548037111759
-81.23035430908203,20.245342254638672,60.84495544433594,-0.6535775661468506,0.13400013744831085,-0.04322585463523865,-0.08558718860149384,-0.0008645200286991894
-79.54972076416016,14.931134223937988,64.424072265625,-0.8714367151260376,0.12708400189876556,-0.03630971908569336,-0.09596139192581177,-0.0008645200286991894
-77.78350830078125,9.663610458374023,67.73863983154297,-1.0581731796264648,0.1305420696735382,-0.025935515761375427,-0.10287752747535706,-0.0008645200286991894
-75.72940826416016,4.629507541656494,70.72642517089844,-0.9414628744125366,0.13400013744831085,-0.022477446123957634,-0.1063355952501297,-0.0008645200286991894
-73.09175109863281,-0.42793768644332886,73.3251724243164,-0.708042323589325,0.12362592667341232,-0.012103242799639702,-0.11325173079967499,0.006051615811884403
-70.02616119384766,-5.64099645614624,75.7449722290039,-0.3034467101097107,0.12016785889863968,-0.0017290390096604824,-0.11670979857444763,-0.0008645200286991894
-66.7582778930664,-10.838494300842285,77.95468139648438,0.1556137055158615,0.11670979112386703,0.005187097005546093,-0.12362593412399292,-0.004322587978094816
-63.4981689453125,-15.825913429260254,79.82982635498047,0.5991127490997314,0.10979365557432175,0.012103232555091381,-0.12708400189876556,-0.0008645200286991894
-59.849029541015625,-20.805551528930664,81.3859634399414,0.9492435455322266,0.1063355877995491,0.019019369035959244,-0.13400013744831085,-0.004322587978094816
-55.795291900634766,-25.870777130126953,82.55307006835938,1.0815151929855347,0.09941945225000381,0.029393572360277176,-0.13400013744831085,-0.004322587978094816
-51.62484359741211,-30.990468978881836,83.42450714111328,1.050392508506775,0.08904524892568588,0.03285164013504982,-0.13400013744831085,-0.004322587978094816
-47.39215087890625,-35.95454406738281,84.14810943603516,0.9025594592094421,0.08904524892568588,0.04322584345936775,-0.13400013744831085,0.006051615811884403
-42.93381881713867,-40.801910400390625,84.4904556274414,0.700261652469635,0.0821291133761406,0.046683911234140396,-0.1374582052230835,-0.004322587978094816
-38.16426086425781,-45.57147216796875,84.3115005493164,0.5991127490997314,0.0752129778265953,0.06051618605852127,-0.1374582052230835,0.006051615811884403
-33.16905975341797,-50.146514892578125,83.92247009277344,0.5368672609329224,0.06829684227705002,0.0708903893828392,-0.13400013744831085,0.006051615811884403
-28.345035552978516,-54.41810989379883,83.42450714111328,0.6769195795059204,0.054464567452669144,0.07434845715761185,-0.14091627299785614,-0.0008645200286991894
-23.482107162475586,-58.35513687133789,82.52194213867188,0.9336822032928467,0.0510064996778965,0.08472266048192978,-0.1374582052230835,-0.0008645200286991894
-18.19902229309082,-62.08208465576172,81.09808349609375,1.0348310470581055,0.04063229635357857,0.09163879603147507,-0.13400013744831085,0.006051615811884403
-12.947059631347656,-65.45890045166016,79.44857788085938,1.260470986366272,0.03371616080403328,0.102012999355793,-0.13400013744831085,-0.0008645200286991894
-7.874053001403809,-68.66454315185547,77.55786895751953,1.190444827079773,0.026800023391842842,0.102012999355793,-0.1305420696735382,-0.0008645200286991894
-2.80104660987854,-71.5589599609375,75.19254302978516,0.9025594592094421,0.012967752292752266,0.10892913490533829,-0.12708400189876556,-0.0008645200286991894
2.3575475215911865,-74.05655670166016,72.36814880371094,0.5290865898132324,0.006051615811884403,0.11238720268011093,-0.12362593412399292,0.002593548037111759
7.5939483642578125,-76.40632629394531,69.13138580322266,0.015561369247734547,-0.0008645200286991894,0.11584527045488358,-0.12016786634922028,0.006051615811884403
12.674736022949219,-78.58491516113281,65.87127685546875,-0.5135251879692078,-0.011238723993301392,0.12276140600442886,-0.11325173079967499,-0.0008645200286991894
17.61547088623047,-80.3122329711914,62.52558517456055,-0.9025594592094421,-0.01815485954284668,0.1262194812297821,-0.10979366302490234,0.002593548037111759
22.525083541870117,-81.7438735961914,58.77529525756836,-1.2137868404388428,-0.021612927317619324,0.12967754900455475,-0.1063355952501297,-0.0008645200286991894
27.57474708557129,-82.76314544677734,54.80714416503906,-1.1359800100326538,-0.02852906472980976,0.12967754900455475,-0.10287752747535706,-0.004322587978094816
32.67109680175781,-83.56455993652344,50.64447784423828,-1.0581731796264648,-0.038903266191482544,0.13659368455410004,-0.08558718860149384,0.006051615811884403
37.65851593017578,-84.07030487060547,46.466251373291016,-0.6457968354225159,-0.04581940546631813,0.1331356167793274,-0.08558718860149384,-0.0008645200286991894
42.49032211303711,-84.2414779663086,41.930110931396484,-0.3734728693962097,-0.05619360879063606,0.14005175232887268,-0.07867105305194855,-0.0008645200286991894
47.21319580078125,-84.00027465820312,36.97381591796875,-0.14783301949501038,-0.0665678083896637,0.14005175232887268,-0.07175491750240326,-0.0008645200286991894
51.72599411010742,-83.37782287597656,32.01751708984375,0.007780684158205986,-0.07002588361501694,0.13659368455410004,-0.06483878195285797,-0.0008645200286991894
55.974246978759766,-82.78649139404297,27.053442001342773,-0.03890342637896538,-0.07694201916456223,0.14005175232887268,-0.0510065071284771,0.006051615811884403
