1-220kVⅠ母Ua_1,2-220kVⅠ母Ub_2,3-220kVⅠ母Uc_3,4-220kVⅠ母3Uo_4,37-220kV抚常Ⅱ回线252  Ia_37,38-220kV抚常Ⅱ回线252  Ib_38,39-220kV抚常Ⅱ回线252  Ic_39,40-220kV抚常Ⅱ回线252  3Io_40
-71.90953826904297,76.5009994506836,-4.676014423370361,-0.17947249114513397,-0.010372817516326904,-0.005189469084143639,0.010377415455877781,-0.003462146269157529
-74.8371353149414,74.35450744628906,0.46057572960853577,-0.07022836804389954,-0.010372817516326904,-0.00691929180175066,0.012106984853744507,-0.005193219520151615
-77.13236999511719,71.7865219116211,5.25368595123291,-0.17166933417320251,-0.008644014596939087,-0.005189469084143639,0.010377415455877781,-0.005193219520151615
-12.288092613220215,91.67475128173828,35.35504150390625,192.7456512451172,-0.8263677954673767,-0.00691929180175066,0.025943540036678314,-0.8066800832748413
-23.975051879882812,81.12962341308594,34.12944030761719,156.14886474609375,-1.215348482131958,0.010378938168287277,0.010377415455877781,-1.1996337175369263
-12.31151294708252,71.77871704101562,33.676673889160156,163.52284240722656,-2.6710004806518555,0.01383858360350132,0.03978009521961212,-2.632962226867676
-17.08934783935547,76.45417022705078,48.68832015991211,186.869873046875,-3.1758108139038086,-0.06573327630758286,-0.01729569211602211,-3.268265962600708
-5.25405740737915,67.2359619140625,48.672706604003906,190.63880920410156,-4.1992621421813965,0.01383858360350132,0.029402678832411766,-4.163230895996094
-13.958773612976074,67.81356048583984,58.781951904296875,194.9227294921875,-5.12071418762207,0.012108760885894299,0.027673108503222466,-5.1014723777771
-4.933973789215088,65.19093322753906,63.902931213378906,213.80636596679688,-5.736167907714844,-0.03805610537528992,-0.0051887077279388905,-5.790439605712891
0.616746723651886,63.27860641479492,72.3884506225586,234.765625,-6.89273738861084,0.01383858360350132,0.031132247298955917,-6.86024284362793
-4.356261253356934,51.64071273803711,71.00672149658203,204.17727661132812,-7.5133771896362305,-0.048435043543577194,-0.013836554251611233,-7.583831310272217
-2.9978573322296143,38.30123519897461,68.28230285644531,179.04331970214844,-8.50571060180664,-0.012108760885894299,0.031132247298955917,-8.497838020324707
-10.617411613464355,41.860511779785156,82.60698699951172,196.2882843017578,-9.29577350616455,0.015568407252430916,-0.006918277125805616,-9.299324989318848
-8.431473731994629,37.22408676147461,80.4758529663086,188.48513793945312,-10.089293479919434,-0.012108760885894299,0.010377415455877781,-10.09561824798584
-13.70114517211914,24.84467887878418,81.49848175048828,159.38717651367188,-10.881085395812988,-0.02767716720700264,0.03286181762814522,-10.890180587768555
-13.490358352661133,17.34366226196289,83.26272583007812,150.17166137695312,-11.560504913330078,-0.00691929180175066,-0.031132247298955917,-11.599921226501465
-12.725279808044434,15.712327003479004,87.50938415527344,155.71189880371094,-12.407618522644043,0.012108760885894299,0.025943540036678314,-12.37890338897705
-16.019800186157227,9.265043258666992,88.13389587402344,140.43331909179688,-12.931446075439453,-0.029406990855932236,0.008647846058011055,-12.965737342834473
-11.523014068603516,3.2548635005950928,88.50079345703125,138.18601989746094,-13.617780685424805,0.008649115450680256,-0.024213969707489014,-13.642586708068848
-11.56204891204834,3.059727907180786,95.49530029296875,149.6254425048828,-14.132964134216309,0.0,0.01902526244521141,-14.123825073242188
-6.2455363273620605,-4.42567777633667,95.49530029296875,145.9813690185547,-14.603198051452637,-0.03805610537528992,0.01902526244521141,-14.627567291259766
-4.4655585289001465,-9.530427932739258,99.48435974121094,146.78509521484375,-15.142584800720215,0.010378938168287277,-0.020754830911755562,-15.160737991333008
-2.2015514373779297,-13.20678424835205,99.08623504638672,143.49215698242188,-15.483159065246582,-0.010378938168287277,-0.008647846058011055,-15.508684158325195
-0.6557812690734863,-21.792755126953125,94.13699340820312,122.68115234375,-15.962037086486816,-0.029406990855932236,0.015566123649477959,-15.988191604614258
-2.6855804920196533,-29.894790649414062,94.2072525024414,104.75731658935547,-16.30088233947754,-0.001729822950437665,-0.01902526244521141,-16.329212188720703
-1.6628739833831787,-35.92058181762695,93.6842269897461,94.38692474365234,-16.61725425720215,-0.010378938168287277,0.006918277125805616,-16.63041877746582
-3.6536386013031006,-41.97759246826172,92.35713958740234,76.8454360961914,-16.8990478515625,-0.01902805268764496,0.008647846058011055,-16.916046142578125
