草宝乙线电压_A相_1,草宝乙线电压_B相_2,草宝乙线电压_C相_3,草宝乙线电压_3U0_4,草宝乙线电流_A相_25,草宝乙线电流_B相_26,草宝乙线电流_C相_27,草宝乙线电流_3I0_28
67.81761169433594,-82.6142807006836,14.795469284057617,-0.015534413047134876,0.1250767558813095,-0.08887488394975662,-0.018908696249127388,0.007578411605209112
79.77253723144531,-71.91692352294922,-7.641387939453125,0.279619425535202,0.1345522701740265,-0.062401510775089264,-0.05483522266149521,0.003789205802604556
86.27159118652344,-56.161128997802734,-29.653148651123047,0.605842113494873,0.13265717029571533,-0.034037187695503235,-0.07374391704797745,0.005683808587491512
86.92880249023438,-36.445648193359375,-50.20298767089844,0.4038947522640228,0.11749634891748428,-0.0037819098215550184,-0.09454348683357239,0.005683808587491512
82.16143798828125,-14.916179656982422,-67.07210540771484,0.3106882572174072,0.10423063486814499,0.030255278572440147,-0.11534304916858673,0.005683808587491512
71.47919464111328,7.691317081451416,-79.37919616699219,-0.24855060875415802,0.08338450640439987,0.06429246813058853,-0.12668827176094055,0.003789205802604556
55.591453552246094,29.832359313964844,-86.07707214355469,-0.8699271082878113,0.04927266389131546,0.08887488394975662,-0.12290652841329575,0.005683808587491512
35.875213623046875,50.56367111206055,-86.89616394042969,-0.49710121750831604,0.0151608195155859,0.11534824967384338,-0.11156131327152252,0.001894602901302278
14.291666984558105,67.54261779785156,-82.20972442626953,-0.41942915320396423,-0.01895102486014366,0.1266939789056778,-0.09454348683357239,0.007578411605209112
-8.251611709594727,79.90884399414062,-71.68596649169922,0.12427530437707901,-0.04927266389131546,0.14182162284851074,-0.07185304909944534,0.001894602901302278
-30.325456619262695,86.4599380493164,-55.99882888793945,0.38836032152175903,-0.08148940652608871,0.14182162284851074,-0.03403565287590027,0.003789205802604556
-50.94927215576172,87.3202896118164,-36.29918670654297,0.24855060875415802,-0.10044042766094208,0.13047589361667633,-0.003781739389523864,0.007578411605209112
-67.72372436523438,82.48989868164062,-14.795469284057617,0.062137652188539505,-0.11939144879579544,0.11156634241342545,0.026472175493836403,0.001894602901302278
