龙曲甲线电压A相_1,龙曲甲线电压B相_2,龙曲甲线电压C相_3,龙曲甲线电压3U0_4,多乐二线电流A相_21,多乐二线电流B相_22,多乐二线电流C相_23,多乐二线电流3I0_24
-77.7243423461914,2.168792963027954,75.28205108642578,-0.7922340035438538,0.00949500035494566,0.013264999724924564,0.0114120002835989,0.011370000429451466
-64.92857360839844,-19.425743103027344,84.39552307128906,-0.18640799820423126,0.013292999938130379,0.013264999724924564,0.0114120002835989,0.013264999724924564
-45.6827507019043,-41.04103469848633,86.67648315429688,-0.1708739995956421,0.011393999680876732,0.011370000429451466,0.0114120002835989,0.009475000202655792
-24.10947036743164,-60.612056732177734,84.66508483886719,0.07767000049352646,0.015192000195384026,0.013264999724924564,0.013314000330865383,0.013264999724924564
-1.6699199676513672,-75.93888854980469,77.25196838378906,-0.23300999402999878,0.011393999680876732,0.013264999724924564,0.013314000330865383,0.018950000405311584
19.945106506347656,-85.1640396118164,64.59264373779297,-0.6213600039482117,0.013292999938130379,0.011370000429451466,0.015216000378131866,0.013264999724924564
41.48707580566406,-87.57150268554688,45.72288131713867,-0.24854399263858795,0.013292999938130379,0.015159999951720238,0.013314000330865383,0.015159999951720238
60.94164276123047,-85.10177612304688,24.47884750366211,0.6058260202407837,0.013292999938130379,0.009475000202655792,0.0114120002835989,0.011370000429451466
76.48233795166016,-78.07654571533203,2.270591974258423,1.1339819431304932,0.011393999680876732,0.011370000429451466,0.009510000236332417,0.015159999951720238
85.34334564208984,-64.70059204101562,-19.11859130859375,2.640779972076416,0.011393999680876732,0.009475000202655792,0.009510000236332417,0.011370000429451466
87.70211029052734,-45.8040771484375,-41.046913146972656,1.3669919967651367,0.011393999680876732,0.011370000429451466,0.013314000330865383,0.013264999724924564
85.2285385131836,-24.365196228027344,-59.89593505859375,1.7553420066833496,0.00949500035494566,0.011370000429451466,0.013314000330865383,0.015159999951720238
77.8495864868164,-2.241431951522827,-75.16799926757812,1.0252439975738525,0.015192000195384026,0.013264999724924564,0.013314000330865383,0.015159999951720238
64.88682556152344,19.415367126464844,-84.31257629394531,0.4349519908428192,0.013292999938130379,0.015159999951720238,0.015216000378131866,0.018950000405311584
45.7871208190918,40.9580192565918,-86.86310577392578,0.13980600237846375,0.011393999680876732,0.015159999951720238,0.013314000330865383,0.015159999951720238
24.35995864868164,60.5186653137207,-84.83097839355469,0.23300999402999878,0.011393999680876732,0.007579999975860119,0.015216000378131866,0.015159999951720238
1.930845022201538,75.87662506103516,-77.41785430908203,0.5281559824943542,0.007596000097692013,0.009475000202655792,0.015216000378131866,0.013264999724924564
-19.840736389160156,84.98763275146484,-64.61337280273438,0.7300980091094971,0.011393999680876732,0.013264999724924564,0.009510000236332417,0.013264999724924564
-41.36183166503906,87.43659973144531,-45.84729766845703,0.2640779912471771,0.00949500035494566,0.009475000202655792,0.0114120002835989,0.009475000202655792
-60.84770965576172,85.02913665771484,-24.46847915649414,-0.543690025806427,0.00949500035494566,0.013264999724924564,0.0114120002835989,0.015159999951720238
-76.3675308227539,78.06616973876953,-2.1565439701080322,-0.7922340035438538,0.00949500035494566,0.017054999247193336,0.015216000378131866,0.011370000429451466
-73.5912857055664,66.39204406738281,20.196863174438477,22.01167869567871,-0.33422398567199707,0.013264999724924564,0.013314000330865383,-0.32783499360084534
-54.54376220703125,52.922698974609375,46.199806213378906,76.72242736816406,-1.1242079734802246,0.015159999951720238,0.015216000378131866,-1.1104700565338135
-64.65721130371094,24.998193740844727,60.445438385009766,35.58839416503906,-1.7888580560684204,0.015159999951720238,0.015216000378131866,-1.7699300050735474
-56.599849700927734,5.7488579750061035,77.84294128417969,46.151512145996094,-2.360456943511963,0.011370000429451466,0.05325600132346153,-2.302424907684326
-54.73162841796875,-19.18707275390625,83.9082260131836,16.88545799255371,-2.755449056625366,-0.020844999700784683,0.028529999777674675,-2.759119987487793
-37.27052688598633,-39.660892486572266,90.22233581542969,22.601970672607422,-2.9510459899902344,0.0018949999939650297,-0.017117999494075775,-2.982729911804199
-24.933992385864258,-62.37614822387695,80.24832153320312,-12.038849830627441,-2.892177104949951,-0.020844999700784683,-0.0038040000945329666,-2.950515031814575
-10.040393829345703,-79.15575408935547,75.70713806152344,-22.834980010986328,-2.632014036178589,-0.03410999849438667,0.017117999494075775,-2.6833200454711914
4.101740837097168,-88.57807159423828,63.64915084838867,-35.29324722290039,-2.2104361057281494,0.028425000607967377,-0.0114120002835989,-2.2323100566864014
17.210613250732422,-88.69222259521484,47.90016174316406,-40.155391693115234,-1.5894629955291748,0.02463500015437603,-0.013314000330865383,-1.6278049945831299
35.130943298339844,-88.80636596679688,20.580480575561523,-56.730167388916016,-0.8260650038719177,0.02463500015437603,-0.05705999955534935,-0.9077050089836121
45.91236114501953,-82.82921600341797,-1.8662400245666504,-66.73406219482422,0.0018990000244230032,0.05116499960422516,-0.015216000378131866,-0.017054999247193336
57.862728118896484,-69.0485610961914,-21.575807571411133,-56.481624603271484,0.8108729720115662,0.030319999903440475,0.0,0.7940049767494202
60.23192596435547,-49.529422760009766,-40.75660705566406,-51.77482223510742,1.5628770589828491,0.05874500051140785,-0.03423599898815155,1.5444250106811523
