III母电压_1,III母电压_2,III母电压_3,III母电压_4,建岗II回_17,建岗II回_18,建岗II回_19,建岗II回_20
-39.26347732543945,-41.99724578857422,82.04483032226562,0.5913559794425964,0.08044499903917313,-0.012974999845027924,-0.07784999907016754,-0.006920000072568655
-34.315147399902344,-46.70186996459961,81.74284362792969,0.4512979984283447,0.0787149965763092,-0.006054999772459269,-0.08217500150203705,-0.005189999938011169
-29.409198760986328,-51.258148193359375,81.30310821533203,0.3890500068664551,0.07352499663829803,0.0008650000090710819,-0.08130999654531479,-0.0017300000181421638
-24.312522888183594,-55.29522705078125,80.3494644165039,0.31902098655700684,0.07179500162601471,0.006054999772459269,-0.08477000147104263,-0.006054999772459269
-19.252931594848633,-59.19455337524414,79.10443878173828,0.36570701003074646,0.07092999666929245,0.009514999575912952,-0.08390499651432037,-0.00432500010356307
-14.399964332580566,-62.97202682495117,77.94417572021484,0.2723349928855896,0.07092999666929245,0.015569999814033508,-0.08649999648332596,-0.0008650000090710819
-9.18143367767334,-66.46870422363281,76.25411224365234,0.3034589886665344,0.06141500174999237,0.015569999814033508,-0.08909499645233154,-0.00432500010356307
-4.042374134063721,-69.41969299316406,74.0819320678711,0.3890500068664551,0.0562250018119812,0.025085000321269035,-0.08736500144004822,-0.005189999938011169
0.937745988368988,-72.08458709716797,71.71902465820312,0.22564899921417236,0.0562250018119812,0.029410000890493393,-0.09601499885320663,-0.0025949999690055847
5.917866230010986,-74.52166748046875,69.16539001464844,0.2645539939403534,0.04930499941110611,0.04324999824166298,-0.09428499639034271,-0.0017300000181421638
10.94566822052002,-76.23822021484375,65.92301177978516,0.31123998761177063,0.04324999824166298,0.04324999824166298,-0.09774500131607056,-0.006920000072568655
15.740358352661133,-77.71636199951172,62.65414810180664,0.4357360005378723,0.040654998272657394,0.05103499814867973,-0.08822999894618988,-0.0034600000362843275
20.354915618896484,-79.19450378417969,59.39057922363281,0.287896990776062,0.036329999566078186,0.051899999380111694,-0.08822999894618988,-0.0025949999690055847
25.181394577026367,-80.31768035888672,55.697872161865234,0.32680198550224304,0.025085000321269035,0.05536000058054924,-0.09255500137805939,-0.0017300000181421638
29.758865356445312,-80.9693374633789,51.687286376953125,0.22564899921417236,0.025085000321269035,0.0562250018119812,-0.0968799963593483,-0.0025949999690055847
34.54296112060547,-81.53092193603516,47.5230598449707,0.22564899921417236,0.020759999752044678,0.06487499922513962,-0.08822999894618988,-0.006054999772459269
39.42771530151367,-81.90177917480469,42.87141418457031,0.10893400013446808,0.015569999814033508,0.05968499928712845,-0.0899600014090538,-0.005189999938011169
44.33896255493164,-81.8170166015625,37.9389762878418,0.1400579959154129,0.007784999907016754,0.07006499916315079,-0.0856349989771843,-0.0017300000181421638
48.990604400634766,-81.62628936767578,33.19197082519531,0.32680198550224304,0.009514999575912952,0.07006499916315079,-0.08217500150203705,-0.0017300000181421638
53.403839111328125,-81.06999969482422,28.233041763305664,0.37348800897598267,0.0,0.07784999907016754,-0.08217500150203705,-0.006920000072568655
57.170719146728516,-80.2964859008789,23.072790145874023,-0.6069179773330688,0.0025949999690055847,0.08303999900817871,-0.07352499663829803,0.0017300000181421638
60.874019622802734,-79.08854675292969,18.278099060058594,-0.48242199420928955,-0.0017300000181421638,0.08303999900817871,-0.0674699991941452,0.0017300000181421638
11.290038108825684,-92.4183120727539,0.5192040205001831,-140.09690856933594,0.4731549918651581,0.041519999504089355,-0.07092999666929245,0.4316349923610687
54.55880355834961,-73.2607421875,9.870174407958984,-15.725400924682617,0.42384999990463257,0.02768000029027462,-0.11504500359296799,0.334755003452301
46.712467193603516,-71.4647216796875,4.248995780944824,-36.22055435180664,0.6167449951171875,-0.011245000176131725,-0.16780999302864075,0.42644500732421875
66.04486846923828,-72.64087677001953,-0.08476799726486206,-13.344414710998535,0.8390499949455261,-0.06141500174999237,-0.1799200028181076,0.5821449756622314
41.11248016357422,-71.09386444091797,-4.757604122161865,-60.8162956237793,0.8442400097846985,-0.026815000921487808,-0.17818999290466309,0.6366400122642517
43.777374267578125,-64.10050201416016,-10.426464080810547,-54.76267623901367,1.1132550239562988,-0.05449499934911728,-0.20068000257015228,0.8528900146484375
58.04488754272461,-48.91643524169922,-7.4224982261657715,0.062247999012470245,1.1763999462127686,-0.05968499928712845,-0.1911650002002716,0.8996000289916992
52.56675720214844,-49.340274810791016,-12.831755638122559,-18.6043701171875,1.3961100578308105,-0.12196499854326248,-0.22663000226020813,1.0215649604797363
62.44222640991211,-54.35218048095703,-21.223787307739258,-24.502368927001953,1.562190055847168,-0.10985500365495682,-0.2473900020122528,1.1789950132369995
58.59058380126953,-49.44623565673828,-27.056886672973633,-31.824289321899414,1.701454997062683,-0.14272500574588776,-0.28285500407218933,1.2438700199127197
50.9561653137207,-40.90055847167969,-28.148273468017578,-32.54014205932617,1.8770500421524048,-0.17299999296665192,-0.27074500918388367,1.4064899682998657
56.672706604003906,-32.07939147949219,-35.68732833862305,-20.72858428955078,2.0353450775146484,-0.17905500531196594,-0.3079400062561035,1.5189399719238281
60.69918441772461,-32.49793243408203,-40.42374038696289,-22.214754104614258,2.1841249465942383,-0.2093300074338913,-0.33388999104499817,1.6097650527954102
57.65813446044922,-26.378742218017578,-42.92969512939453,-21.09429168701172,2.3519349098205566,-0.2655549943447113,-0.3312950134277344,1.7135649919509888
54.47933578491211,-21.525774002075195,-48.3548469543457,-27.941570281982422,2.4937949180603027,-0.2793950140476227,-0.3416750133037567,1.8242850303649902
54.08198547363281,-15.888702392578125,-54.330989837646484,-29.388837814331055,2.6330599784851074,-0.289775013923645,-0.3555150032043457,1.943655014038086
58.8289909362793,-12.556260108947754,-57.63694381713867,-21.16431999206543,2.795680046081543,-0.3373500108718872,-0.3866550028324127,2.034480094909668
55.44886779785156,-7.316537857055664,-62.304481506347656,-25.949634552001953,2.9254300594329834,-0.35032498836517334,-0.3944399952888489,2.128765106201172
54.01311111450195,-5.266211986541748,-67.33757781982422,-33.551673889160156,3.095834970474243,-0.3719500005245209,-0.41347000002861023,2.249000072479248
53.24489974975586,0.0,-66.9773178100586,-25.10928726196289,3.2126100063323975,-0.4186600148677826,-0.43077000975608826,2.3190650939941406
45.17604446411133,8.540375709533691,-69.10710906982422,-27.941570281982422,3.32419490814209,-0.4325000047683716,-0.42212000489234924,2.409024953842163
47.04094314575195,13.827779769897461,-71.70313262939453,-20.16057014465332,3.466054916381836,-0.4688299894332886,-0.4411500096321106,2.48860502243042
47.96279525756836,18.33637809753418,-73.40379333496094,-13.5545015335083,3.5508251190185547,-0.4766150116920471,-0.46969500184059143,2.534450054168701
45.95485305786133,21.186702728271484,-75.80908203125,-16.176698684692383,3.6762499809265137,-0.5267850160598755,-0.4748849868774414,2.6062450408935547
40.66215133666992,26.966819763183594,-75.26338958740234,-14.410411834716797,3.756695032119751,-0.5345699787139893,-0.4930500090122223,2.6572799682617188
38.670101165771484,29.674097061157227,-79.1786117553711,-19.8726749420166,3.8501150608062744,-0.5388950109481812,-0.49218499660491943,2.7420499324798584
40.28599166870117,34.85554122924805,-78.33622741699219,-6.481573104858398,3.9305601119995117,-0.5821449756622314,-0.517270028591156,2.7567551136016846
34.05024719238281,39.671424865722656,-79.65013122558594,-11.189078330993652,3.9850549697875977,-0.5847399830818176,-0.527649998664856,2.790489912033081
32.6833610534668,42.934993743896484,-81.87528991699219,-11.897149085998535,4.069825172424316,-0.6020399928092957,-0.5311099886894226,2.85363507270813
30.25157928466797,46.03432083129883,-79.42231750488281,-6.3492960929870605,4.105289936065674,-0.6150149703025818,-0.5458149909973145,2.8510398864746094
22.574777603149414,52.381324768066406,-80.1905288696289,-9.95967960357666,4.135564804077148,-0.6236649751663208,-0.5501400232315063,2.8752601146698
17.896644592285156,56.37071990966797,-77.85411071777344,-7.0729289054870605,4.1537299156188965,-0.6366400122642517,-0.5527349710464478,2.881314992904663
15.094001770019531,59.729652404785156,-77.47795104980469,-5.423357009887695,4.149405002593994,-0.6279900074005127,-0.553600013256073,2.877855062484741
13.637051582336426,63.49652862548828,-75.80908203125,1.4939520359039307,4.146810054779053,-0.6426950097084045,-0.5579249858856201,2.8475799560546875
8.323158264160156,68.16407012939453,-74.7547836303711,2.248708963394165,4.1199951171875,-0.6418300271034241,-0.5518699884414673,2.8207650184631348
5.213232040405273,69.46737670898438,-72.75213623046875,2.622196912765503,4.093180179595947,-0.6401000022888184,-0.5570600032806396,2.7930850982666016
3.872838020324707,72.72034454345703,-70.95081329345703,9.119332313537598,4.05425500869751,-0.6487500071525574,-0.5501400232315063,2.750699996948242
-1.8648960590362549,74.91902160644531,-66.78128814697266,10.395416259765625,3.996299982070923,-0.6357750296592712,-0.5440850257873535,2.7057199478149414
-3.295356035232544,75.7719955444336,-65.94950103759766,10.85449504852295,3.9392099380493164,-0.6279900074005127,-0.536300003528595,2.670254945755005
-6.029123783111572,77.72695922851562,-61.4567985534668,17.452783584594727,3.8630900382995605,-0.6271250247955322,-0.5328400135040283,2.590675115585327
-11.168184280395508,79.80907440185547,-59.45945358276367,15.546438217163086,3.7852399349212646,-0.6227999925613403,-0.5250549912452698,2.5275299549102783
-14.786718368530273,80.29119110107422,-56.60383224487305,14.955081939697266,3.682305097579956,-0.6063650250434875,-0.5016999840736389,2.458329916000366
-16.439693450927734,79.189208984375,-53.859466552734375,15.04067325592041,3.5854249000549316,-0.6029049754142761,-0.49650999903678894,2.3640449047088623
-18.346973419189453,78.99848175048828,-49.52570343017578,18.946735382080078,3.4747049808502197,-0.5856050252914429,-0.4844000041484833,2.272355079650879
-23.141664505004883,79.65543365478516,-46.25154113769531,17.43722152709961,3.3492801189422607,-0.5786849856376648,-0.4619100093841553,2.1737449169158936
-25.112520217895508,78.20378112792969,-42.2038688659668,18.495437622070312,3.235100030899048,-0.5596550107002258,-0.44460999965667725,2.087244987487793
-27.39065933227539,78.74947357177734,-38.13500213623047,22.65827178955078,3.08804988861084,-0.5501400232315063,-0.4342299997806549,1.9652800559997559
-32.09528350830078,77.90708923339844,-32.296607971191406,23.241846084594727,2.9496500492095947,-0.5354350209236145,-0.41519999504089355,1.8571549654006958
-34.24097442626953,76.5243148803711,-27.713838577270508,24.97701072692871,2.7930850982666016,-0.5051599740982056,-0.39011499285697937,1.7455699443817139
-37.36679458618164,75.7825927734375,-22.145639419555664,27.99603843688965,2.632194995880127,-0.49823999404907227,-0.37022000551223755,1.617550015449524
-40.985328674316406,75.57067108154297,-16.264860153198242,31.74648094177246,2.463520050048828,-0.47402000427246094,-0.3511900007724762,1.4808800220489502
-43.9839973449707,73.8965072631836,-11.380104064941406,32.00325393676758,2.278409957885742,-0.44633999466896057,-0.32523998618125916,1.343345046043396
