500kV 纳思甲线电压_Ua_5,500kV 纳思甲线电压_Ub_6,500kV 纳思甲线电压_Uc_7,500kV 纳思甲线电压_3U0_8,500kV 纳思甲线_Ia_41,500kV 纳思甲线_Ib_42,500kV 纳思甲线_Ic_43,500kV 纳思甲线_3I0_44
-86.72941589355469,39.31338882446289,46.837711334228516,-0.007794000208377838,-0.02452700026333332,-0.021112000569701195,0.022843999788165092,-0.007019000127911568
-86.92418670654297,34.91147232055664,51.41161346435547,-0.015588000416755676,-0.02452700026333332,-0.028152000159025192,0.022843999788165092,-0.014042999595403671
-86.43335723876953,30.057680130004883,55.977725982666016,-0.015588000416755676,-0.01751900091767311,-0.028152000159025192,0.022843999788165092,-0.007019000127911568
-85.4984359741211,25.063650131225586,60.28670120239258,-0.023382000625133514,-0.010510999709367752,-0.021112000569701195,0.029872000217437744,4.999999873689376e-06
-84.03372955322266,20.256603240966797,63.8943977355957,-0.031176000833511353,-0.01751900091767311,-0.03519200161099434,0.01581599935889244,-0.007019000127911568
-82.58460235595703,15.184661865234375,67.40079498291016,-0.031176000833511353,-0.01751900091767311,-0.028152000159025192,0.022843999788165092,-0.007019000127911568
-80.55894470214844,9.411531448364258,71.01628875732422,-0.007794000208377838,-0.010510999709367752,-0.03519200161099434,0.01581599935889244,-0.007019000127911568
-78.05802917480469,3.591654062271118,74.35905456542969,-0.023382000625133514,-0.010510999709367752,-0.03519200161099434,0.008787999860942364,-0.014042999595403671
-75.3233871459961,-1.8698370456695557,77.03950500488281,0.023382000625133514,-0.003502999898046255,-0.028152000159025192,0.01581599935889244,-0.007019000127911568
-72.57316589355469,-6.988523960113525,79.4238510131836,-0.023382000625133514,-0.003502999898046255,-0.03519200161099434,0.01581599935889244,4.999999873689376e-06
-69.21524810791016,-12.231866836547852,81.6991195678711,-0.015588000416755676,-0.003502999898046255,-0.03519200161099434,0.01581599935889244,4.999999873689376e-06
-65.3431167602539,-17.54532814025879,83.42893981933594,-0.031176000833511353,-0.003502999898046255,-0.04223199933767319,0.008787999860942364,4.999999873689376e-06
-61.346336364746094,-22.523778915405273,84.60553741455078,0.023382000625133514,0.003504999913275242,-0.028152000159025192,0.01581599935889244,4.999999873689376e-06
-57.240478515625,-27.42431640625,85.40031433105469,0.023382000625133514,0.003504999913275242,-0.04223199933767319,0.01581599935889244,-0.007019000127911568
-52.66716003417969,-32.987091064453125,86.31198120117188,-0.031176000833511353,0.017520999535918236,-0.028152000159025192,0.01581599935889244,-0.007019000127911568
-47.76662063598633,-38.69789505004883,86.9119644165039,-0.023382000625133514,0.003504999913275242,-0.04223199933767319,0.0017600000137463212,-0.014042999595403671
-42.88945770263672,-43.8321647644043,86.93534088134766,-0.031176000833511353,0.003504999913275242,-0.04223199933767319,0.008787999860942364,-0.014042999595403671
-38.308349609375,-48.491180419921875,86.8496322631836,0.0,0.017520999535918236,-0.03519200161099434,0.01581599935889244,-0.007019000127911568
-33.431182861328125,-53.32939147949219,86.73274993896484,-0.015588000416755676,0.017520999535918236,-0.04223199933767319,0.0017600000137463212,-0.007019000127911568
-28.22679328918457,-57.73130798339844,86.22627258300781,-0.015588000416755676,0.017520999535918236,-0.04223199933767319,0.0017600000137463212,4.999999873689376e-06
-23.084733963012695,-61.720298767089844,85.09642791748047,-0.03897000104188919,0.024529000744223595,-0.04223199933767319,0.0017600000137463212,4.999999873689376e-06
-18.051748275756836,-65.1561279296875,83.70166015625,-0.007794000208377838,0.017520999535918236,-0.04223199933767319,0.0017600000137463212,4.999999873689376e-06
-12.808404922485352,-68.65428924560547,82.11988830566406,-0.007794000208377838,0.024529000744223595,-0.03519200161099434,0.0017600000137463212,-0.014042999595403671
-7.198884963989258,-72.11349487304688,79.8602066040039,-0.023382000625133514,0.024529000744223595,-0.03519200161099434,-0.005268000066280365,-0.021067000925540924
-1.6594840288162231,-75.22989654541016,77.10962677001953,-0.007794000208377838,0.024529000744223595,-0.04223199933767319,0.0017600000137463212,-0.007019000127911568
3.420248031616211,-77.88662719726562,74.17984008789062,0.0,0.024529000744223595,-0.04223199933767319,-0.012295999564230442,-0.014042999595403671
8.468815803527832,-80.4109115600586,71.4604263305664,0.0,0.024529000744223595,-0.03519200161099434,-0.012295999564230442,4.999999873689376e-06
14.023798942565918,-82.73262786865234,67.97740936279297,-0.007794000208377838,0.017520999535918236,-0.021112000569701195,-0.012295999564230442,4.999999873689376e-06
19.516454696655273,-84.1427993774414,64.05802917480469,0.007794000208377838,0.024529000744223595,-0.03519200161099434,-0.01932400092482567,-0.007019000127911568
24.455947875976562,-85.07772064208984,60.084110260009766,-0.007794000208377838,0.024529000744223595,-0.028152000159025192,-0.01932400092482567,4.999999873689376e-06
29.831737518310547,-85.84902954101562,55.930973052978516,-0.023382000625133514,0.031537000089883804,-0.021112000569701195,-0.012295999564230442,4.999999873689376e-06
35.30881118774414,-86.46451568603516,51.318111419677734,-0.007794000208377838,0.024529000744223595,-0.021112000569701195,-0.012295999564230442,-0.007019000127911568
40.552154541015625,-86.6203384399414,46.25331115722656,-0.015588000416755676,0.024529000744223595,-0.021112000569701195,-0.02635199949145317,-0.007019000127911568
45.22675323486328,-86.50347137451172,41.26642990112305,0.0,0.024529000744223595,-0.021112000569701195,-0.02635199949145317,-0.007019000127911568
49.62087631225586,-86.72161865234375,36.7003173828125,-0.015588000416755676,0.024529000744223595,-0.021112000569701195,-0.02635199949145317,-0.007019000127911568
54.16303253173828,-86.65928649902344,31.884862899780273,0.0,0.024529000744223595,-0.014072000049054623,-0.03338000178337097,-0.021067000925540924
58.346797943115234,-85.82565307617188,26.734350204467773,-0.015588000416755676,0.024529000744223595,-0.014072000049054623,-0.03338000178337097,-0.007019000127911568
62.25788116455078,-84.47001647949219,21.583837509155273,-0.007794000208377838,0.024529000744223595,-0.021112000569701195,-0.03338000178337097,-0.007019000127911568
65.91185760498047,-82.98194122314453,16.674877166748047,0.023382000625133514,0.024529000744223595,-0.014072000049054623,-0.03338000178337097,4.999999873689376e-06
69.66712188720703,-81.0731430053711,11.415278434753418,-0.031176000833511353,0.024529000744223595,7.999999979801942e-06,-0.012295999564230442,0.014053000137209892
73.13411712646484,-78.6033935546875,5.766077995300293,0.0,0.017520999535918236,7.999999979801942e-06,-0.02635199949145317,4.999999873689376e-06
76.18818664550781,-76.00120544433594,0.23375800251960754,0.0,0.024529000744223595,-0.014072000049054623,-0.040408000349998474,-0.014042999595403671
78.93840789794922,-73.63273620605469,-4.916753768920898,0.015588000416755676,0.024529000744223595,7.999999979801942e-06,-0.040408000349998474,4.999999873689376e-06
81.37699127197266,-70.92926025390625,-10.15297794342041,0.015588000416755676,0.031537000089883804,-0.014072000049054623,-0.040408000349998474,-0.021067000925540924
83.26241302490234,-67.39994049072266,-15.76321792602539,-0.031176000833511353,0.024529000744223595,7.999999979801942e-06,-0.040408000349998474,-0.007019000127911568
84.42327880859375,-63.3875732421875,-21.100738525390625,0.023382000625133514,0.017520999535918236,7.999999979801942e-06,-0.040408000349998474,4.999999873689376e-06
