17-110kVⅡ母电压Ua_17,18-110kVⅡ母电压Ub_18,19-110kVⅡ母电压Uc_19,20-110kVⅡ母电压3Uo_20,25-110kV松抚大铺斗线电流１Ia_25,26-110kV松抚大铺斗线电流１Ib_26,27-110kV松抚大铺斗线电流１Ic_27,28-110kV松抚大铺斗线电流１3Io_28
3.8759384155273438,-75.8328857421875,71.95809173583984,0.06337600946426392,0.5635594129562378,-0.8109736442565918,0.24670638144016266,0.0
9.181526184082031,-77.89270782470703,68.631103515625,-0.09506401419639587,0.5635594129562378,-0.7757139205932617,0.17621885240077972,0.035287417471408844
14.360033988952637,-79.66731262207031,65.05062103271484,-0.3168800473213196,0.5987818837165833,-0.7757139205932617,0.17621885240077972,0.035287417471408844
19.4432315826416,-80.99827575683594,61.248348236083984,-0.5386960506439209,0.6340043544769287,-0.7757139205932617,0.1057313084602356,0.035287417471408844
24.27227020263672,-82.07571411132812,57.38269805908203,-0.6971361041069031,0.6340043544769287,-0.7404541969299316,0.1057313084602356,0.035287417471408844
29.005998611450195,-82.93132781982422,53.453678131103516,-0.7288240790367126,0.6692268252372742,-0.7051944732666016,0.035243768244981766,0.0
33.580875396728516,-83.47004699707031,49.46128845214844,-0.6337600946426392,0.6692268252372742,-0.7051944732666016,0.0,0.035287417471408844
38.15575408935547,-83.78694152832031,45.40552520751953,-0.4436320662498474,0.7044492959976196,-0.6699347496032715,-0.07048753648996353,0.0
42.667091369628906,-83.94538879394531,41.12796401977539,-0.2218160331249237,0.7044492959976196,-0.5994153022766113,-0.14097507297992706,0.035287417471408844
47.24197006225586,-83.91370391845703,36.69197463989258,0.0,0.7748942375183105,-0.5641555786132812,-0.17621885240077972,0.0
51.72153854370117,-83.62849426269531,31.907442092895508,0.09506401419639587,0.8101166486740112,-0.5641555786132812,-0.24670638144016266,0.035287417471408844
56.16933822631836,-83.05809020996094,26.932796478271484,0.1584400236606598,0.8101166486740112,-0.4936361312866211,-0.35243770480155945,0.0
60.426517486572266,-82.10740661621094,21.768035888671875,0.09506401419639587,0.8453391194343567,-0.42311668395996094,-0.4229252338409424,0.035287417471408844
64.36599731445312,-80.80813598632812,16.38147735595703,-0.06337600946426392,0.8101166486740112,-0.42311668395996094,-0.4229252338409424,0.0
68.08308410644531,-79.03352355957031,10.8364896774292,-0.2218160331249237,0.8453391194343567,-0.3525972366333008,-0.528656542301178,0.035287417471408844
71.35539245605469,-76.81526184082031,5.22813081741333,-0.3168800473213196,0.8101166486740112,-0.3173375129699707,-0.528656542301178,-0.035287417471408844
74.21469116210938,-74.05828094482422,-0.31685641407966614,-0.2851920425891876,0.7748942375183105,-0.2820777893066406,-0.5639002919197083,0.035287417471408844
76.56566619873047,-70.95271301269531,-5.703415393829346,-0.12675201892852783,0.7748942375183105,-0.24681806564331055,-0.5639002919197083,0.0
78.5036392211914,-67.46687316894531,-10.899861335754395,0.12675201892852783,0.7396717667579651,-0.1410388946533203,-0.5991441011428833,0.0
79.996826171875,-63.82258224487305,-15.937877655029297,0.3802560567855835,0.7396717667579651,-0.1762986183166504,-0.6343878507614136,0.0
81.20408630371094,-60.01984786987305,-20.785781860351562,0.6337600946426392,0.7396717667579651,-0.1410388946533203,-0.6696316003799438,0.035287417471408844
82.15718841552734,-56.21710968017578,-25.53862762451172,0.760512113571167,0.7396717667579651,-0.10577917098999023,-0.6696316003799438,0.0
82.88789367675781,-52.224239349365234,-30.22810173034668,0.6971361041069031,0.7044492959976196,-0.03525972366333008,-0.6696316003799438,0.0
83.42798614501953,-48.199676513671875,-34.91757583618164,0.5703840851783752,0.7044492959976196,0.0,-0.7048754096031189,0.0
83.74568939208984,-44.016666412353516,-39.57536697387695,0.2851920425891876,0.6692268252372742,0.07051944732666016,-0.7401191592216492,0.035287417471408844
83.87276458740234,-39.64352035522461,-44.16978454589844,0.03168800473213196,0.5987818837165833,0.1410388946533203,-0.7401191592216492,0.0
83.74568939208984,-35.080238342285156,-48.73251724243164,-0.09506401419639587,0.5635594129562378,0.24681806564331055,-0.7753629088401794,0.0
83.36444854736328,-30.295127868652344,-53.16850662231445,-0.19012802839279175,0.5283369421958923,0.24681806564331055,-0.8106067180633545,0.0
82.63373565673828,-25.351572036743164,-57.446067810058594,-0.1584400236606598,0.42266955971717834,0.3173375129699707,-0.8106067180633545,0.0
81.55355834960938,-20.12281036376953,-61.47014617919922,-0.03168800473213196,0.3874471187591553,0.42311668395996094,-0.8458504676818848,-0.035287417471408844
