1-220kV母线Ⅰ电压Ua_1,2-220kV母线Ⅰ电压Ub_2,3-220kV母线Ⅰ电压Uc_3,4-220kV母线Ⅰ电压3Uo_4,41-220kV瑞达Ⅰ线路电流Ia_41,42-220kV瑞达Ⅰ线路电流Ib_42,43-220kV瑞达Ⅰ线路电流Ic_43,44-220kV瑞达Ⅰ线路电流3Io_44
-3.9467618465423584,-69.80207824707031,73.88590240478516,0.28553327918052673,0.014209456741809845,-0.17800185084342957,0.16374756395816803,0.0
1.241320252418518,-72.4355239868164,71.28450775146484,0.15862959623336792,0.02841891348361969,-0.18512192368507385,0.14950864017009735,-0.007106075529009104
6.3657450675964355,-74.68822479248047,68.36587524414062,0.15862959623336792,0.042628370225429535,-0.18512192368507385,0.13526973128318787,-0.007106075529009104
11.553827285766602,-76.71883392333984,65.12999725341797,-0.0317259207367897,0.04973309859633446,-0.19936206936836243,0.13526973128318787,0.0
16.93288230895996,-78.5907974243164,61.513423919677734,-0.2538073658943176,0.07104728370904922,-0.19224199652671814,0.12103080749511719,-0.007106075529009104
22.15279197692871,-80.17720794677734,57.80168151855469,-0.38071101903915405,0.07815201580524445,-0.19224199652671814,0.11391135305166245,-0.007106075529009104
27.213560104370117,-81.35115051269531,53.836143493652344,-0.539340615272522,0.09236147254705429,-0.19936206936836243,0.1067918911576271,-0.007106075529009104
32.11518478393555,-82.11263275146484,49.80715560913086,-0.38071101903915405,0.09946619719266891,-0.19936206936836243,0.09255297482013702,0.0
36.88949203491211,-82.55682373046875,45.49264907836914,-0.34898510575294495,0.10657092928886414,-0.19936206936836243,0.08543351292610168,0.0
41.60014343261719,-82.52510070800781,40.670555114746094,-0.44416287541389465,0.11367565393447876,-0.19224199652671814,0.0711945965886116,0.0
46.151649475097656,-82.27127075195312,36.070533752441406,-0.09517775475978851,0.1278851181268692,-0.18512192368507385,0.05695567652583122,0.0
50.32121276855469,-81.79534912109375,31.407060623168945,0.0,0.14209456741809845,-0.17800185084342957,0.04271675646305084,0.0
54.20431900024414,-80.9069595336914,26.743587493896484,0.0317259207367897,0.14209456741809845,-0.18512192368507385,0.0355972982943058,-0.007106075529009104
57.928279876708984,-79.85992431640625,21.921493530273438,0.0317259207367897,0.14919929206371307,-0.18512192368507385,0.02847783826291561,-0.007106075529009104
61.270294189453125,-78.36869812011719,17.06767463684082,-0.0634518414735794,0.1563040316104889,-0.17800185084342957,0.007119459565728903,-0.007106075529009104
64.45317077636719,-76.68710327148438,12.118683815002441,-0.19035550951957703,0.16340875625610352,-0.163761705160141,-0.007119459565728903,0.0
67.73152923583984,-74.84687042236328,7.074519634246826,-0.19035550951957703,0.17051348090171814,-0.163761705160141,-0.007119459565728903,0.0
70.53245544433594,-72.53070831298828,1.9034582376480103,-0.2538073658943176,0.17761820554733276,-0.163761705160141,-0.02135837823152542,0.0
73.07875061035156,-69.92899322509766,-3.2676031589508057,-0.2538073658943176,0.17761820554733276,-0.1566416323184967,-0.04271675646305084,-0.007106075529009104
75.14762115478516,-66.88308715820312,-8.311767578125,-0.0317259207367897,0.18472294509410858,-0.14240148663520813,-0.04983621463179588,-0.007106075529009104
77.12100219726562,-63.55162048339844,-13.546277046203613,-0.0317259207367897,0.1918276697397232,-0.12816134095191956,-0.06407513469457626,-0.007106075529009104
78.90340423583984,-59.80769348144531,-18.875959396362305,0.28553327918052673,0.1918276697397232,-0.12104126065969467,-0.07831405103206635,-0.007106075529009104
80.3675308227539,-56.06376266479492,-24.110469818115234,0.34898510575294495,0.1918276697397232,-0.1068011149764061,-0.07831405103206635,-0.007106075529009104
81.38604736328125,-51.90736770629883,-29.0911865234375,0.47588878870010376,0.19893239438533783,-0.09968103468418121,-0.09255297482013702,0.0
81.99079132080078,-47.87788391113281,-33.91328048706055,0.41243696212768555,0.1918276697397232,-0.08544088900089264,-0.1067918911576271,0.0
82.34091186523438,-43.40420150756836,-38.67192459106445,0.34898510575294495,0.1918276697397232,-0.07832081615924835,-0.11391135305166245,-0.007106075529009104
82.18177032470703,-38.676700592041016,-43.303672790527344,0.2538073658943176,0.1918276697397232,-0.06408067047595978,-0.12103080749511719,-0.007106075529009104
