1-110kVⅠ段母线Ua_1,2-110kVⅠ段母线Ub_2,3-110kVⅠ段母线Uc_3,4-110kVⅠ段母线3Uo_4,25-110kV绿锡线路电流Ia_25,26-110kV绿锡线路电流Ib_26,27-110kV绿锡线路电流Ic_27,28-110kV绿锡线路电流3Io_28
-84.30144500732422,45.80085754394531,38.547996520996094,0.06336115300655365,4.798989772796631,-2.4359540939331055,-2.364495277404785,0.03526286408305168
-85.25472259521484,41.52484130859375,43.584259033203125,-0.285125195980072,4.763703346252441,-2.15352463722229,-2.611532211303711,0.0
-84.46031951904297,36.52032470703125,47.86033248901367,-0.22176402807235718,4.728416442871094,-1.800487756729126,-2.8585689067840576,0.0
-84.07901000976562,31.515804290771484,52.57984924316406,0.06336115300655365,4.693129539489746,-1.5533620119094849,-3.1056058406829834,0.0
-83.47527313232422,26.606306076049805,56.60252380371094,-0.4752086400985718,4.5872697830200195,-1.2709325551986694,-3.3173515796661377,0.0
-81.82292175292969,21.601787567138672,60.023380279541016,-0.285125195980072,4.516696453094482,-0.9531994462013245,-3.529097557067871,0.0
-80.80609130859375,16.31220054626465,64.10940551757812,-0.570250391960144,4.37554931640625,-0.670769989490509,-3.7761342525482178,-0.07052572816610336
-78.7088851928711,10.990938186645508,67.43524169921875,-0.4752086400985718,4.269689559936523,-0.3883405029773712,-3.9172983169555664,-0.03526286408305168
-76.16681671142578,5.764699935913086,70.34930419921875,0.031680576503276825,4.128542900085449,-0.07060736417770386,-4.093752861022949,-0.07052572816610336
-74.16493225097656,0.2850675582885742,73.61178588867188,-0.44352805614471436,3.9521093368530273,0.2471257746219635,-4.234917163848877,-0.07052572816610336
-71.05089569091797,-4.941171169281006,75.92403411865234,0.031680576503276825,3.7756757736206055,0.6001626253128052,-4.41137170791626,-0.07052572816610336
-67.80975341796875,-10.294106483459473,78.33130645751953,0.6019309759140015,3.6345291137695312,0.8472883701324463,-4.4819536209106445,-0.07052572816610336
-64.72749328613281,-15.615367889404297,80.54853057861328,0.4752086400985718,3.422808885574341,1.1297178268432617,-4.587826728820801,-0.07052572816610336
-60.91438674926758,-20.429841995239258,81.6254653930664,0.6336115002632141,3.175801992416382,1.4827547073364258,-4.693699836730957,-0.07052572816610336
-57.2283821105957,-25.94114875793457,83.3042221069336,0.4118475019931793,2.9640820026397705,1.800487756729126,-4.799572467803955,-0.07052572816610336
-52.9068603515625,-31.167387008666992,84.41282653808594,0.7603338360786438,2.7170751094818115,2.0476136207580566,-4.799572467803955,-0.10578858852386475
-48.33113098144531,-35.72846984863281,84.2861328125,0.5385698080062866,2.4700682163238525,2.2594356536865234,-4.834863662719727,-0.07052572816610336
-44.20026779174805,-40.79633712768555,84.85627746582031,-0.1267223060131073,2.2230615615844727,2.5771687030792236,-4.834863662719727,-0.07052572816610336
-39.52920913696289,-45.4207649230957,84.88794708251953,0.09504172950983047,1.9407678842544556,2.8242945671081543,-4.834863662719727,-0.07052572816610336
-34.476844787597656,-49.85515213012695,84.34947967529297,0.22176402807235718,1.6584744453430176,3.071420431137085,-4.834863662719727,-0.07052572816610336
-29.646907806396484,-54.28953552246094,84.0327377319336,0.285125195980072,1.4114675521850586,3.247938871383667,-4.72899055480957,-0.10578858852386475
-24.816972732543945,-58.09043502807617,82.89244842529297,0.1267223060131073,1.0938873291015625,3.459760904312134,-4.693699836730957,-0.10578858852386475
-19.85993194580078,-62.01803207397461,81.72048950195312,-0.1267223060131073,0.8115938901901245,3.7068865299224854,-4.623117923736572,-0.14105145633220673
-14.553359031677246,-65.6922378540039,80.51685333251953,0.6336115002632141,0.4940136671066284,3.8834049701690674,-4.517244815826416,-0.14105145633220673
-9.278560638427734,-68.637939453125,78.26795959472656,0.7286532521247864,0.21172013878822327,4.0599236488342285,-4.3760809898376465,-0.14105145633220673
-4.226193904876709,-71.61531066894531,75.7339859008789,-0.031680576503276825,-0.10586006939411163,4.201138019561768,-4.234917163848877,-0.14105145633220673
1.1757080554962158,-74.81439971923828,73.42173767089844,-0.1267223060131073,-0.3881535828113556,4.37765645980835,-4.058462142944336,-0.14105145633220673
6.5140581130981445,-76.93656921386719,70.25428009033203,-0.22176402807235718,-0.7057337760925293,4.483567714691162,-3.9172983169555664,-0.14105145633220673
11.915959358215332,-79.34380340576172,67.02346801757812,-0.4118475019931793,-0.9527406096458435,4.589478492736816,-3.7408432960510254,-0.10578858852386475
17.190757751464844,-81.37095642089844,63.760986328125,-0.44352805614471436,-1.1997474431991577,4.660086154937744,-3.4938066005706787,-0.14105145633220673
22.020692825317383,-82.51122283935547,60.023380279541016,-0.696972668170929,-1.5526143312454224,4.730693340301514,-3.2820606231689453,-0.14105145633220673
27.263715744018555,-84.0632553100586,56.22242736816406,-0.8870561122894287,-1.7996212244033813,4.801301002502441,-3.070314884185791,-0.07052572816610336
32.379634857177734,-84.53836822509766,51.94635772705078,-0.285125195980072,-2.0819146633148193,4.801301002502441,-2.8585689067840576,-0.10578858852386475
36.637603759765625,-84.63339233398438,47.258514404296875,-1.2989035844802856,-2.364208221435547,4.871908187866211,-2.5762412548065186,-0.10578858852386475
41.817073822021484,-85.14018249511719,42.82406997680664,-0.7286532521247864,-2.6465017795562744,4.871908187866211,-2.3292043209075928,-0.10578858852386475
46.583457946777344,-84.79176330566406,37.9461784362793,-0.31680575013160706,-2.8582217693328857,4.801301002502441,-2.0468764305114746,-0.07052572816610336
51.032081604003906,-84.28498077392578,32.81489562988281,-0.5385698080062866,-3.1052286624908447,4.765996932983398,-1.7645487785339355,-0.07052572816610336
55.32183074951172,-83.74652099609375,27.715282440185547,-1.140500783920288,-3.2816622257232666,4.695389747619629,-1.5175119638442993,-0.07052572816610336
58.88072967529297,-82.54290008544922,23.090789794921875,-0.7920144200325012,-3.5286688804626465,4.624782562255859,-1.1646021604537964,-0.07052572816610336
62.91626739501953,-81.24425506591797,18.212900161743164,0.09504172950983047,-3.7051024436950684,4.518871307373047,-0.8469833731651306,-0.07052572816610336
66.76114654541016,-79.5655288696289,12.669842720031738,-0.09504172950983047,-3.8462491035461426,4.412960052490234,-0.564655601978302,-0.07052572816610336
69.30322265625,-77.25331115722656,7.5385565757751465,-0.6652920842170715,-4.0226826667785645,4.271745681762695,-0.282327800989151,-0.03526286408305168
72.4808120727539,-74.94109344482422,1.9321510791778564,-0.7603338360786438,-4.199116230010986,4.130530834197998,0.0,-0.07052572816610336
75.65840148925781,-72.37548828125,-3.1991353034973145,0.2534446120262146,-4.3402628898620605,3.954012393951416,0.35290974378585815,-0.07052572816610336
77.27896881103516,-68.89132690429688,-8.267072677612305,0.31680575013160706,-4.446123123168945,3.742190361022949,0.6352375745773315,-0.03526286408305168
79.69393920898438,-65.78726196289062,-13.778454780578613,0.285125195980072,-4.551982879638672,3.565671920776367,0.9528563022613525,-0.07052572816610336
81.44161224365234,-62.68319320678711,-18.497970581054688,0.5068892240524292,-4.5872697830200195,3.3538498878479004,1.2351840734481812,-0.03526286408305168
82.23600769042969,-58.787269592285156,-23.344186782836914,0.2534446120262146,-4.693129539489746,3.1067240238189697,1.5528029203414917,-0.03526286408305168
83.85658264160156,-54.85966873168945,-28.792219161987305,0.3801669180393219,-4.763703346252441,2.894901990890503,1.8351306915283203,0.0
84.01545715332031,-50.4886360168457,-33.353363037109375,0.3484863340854645,-4.798989772796631,2.6477761268615723,2.082167625427246,0.0
84.11078643798828,-45.92755126953125,-38.29460144042969,-0.1267223060131073,-4.798989772796631,2.365346670150757,2.364495277404785,0.0
85.03228759765625,-41.493167877197266,-43.39421463012695,0.285125195980072,-4.763703346252441,2.1182210445404053,2.6468231678009033,0.0
84.42854309082031,-36.4886474609375,-47.82865905761719,0.19008345901966095,-4.657843112945557,1.800487756729126,2.9291508197784424,0.0
84.11078643798828,-31.452455520629883,-52.706546783447266,-0.06336115300655365,-4.693129539489746,1.5533620119094849,3.140896797180176,0.0
83.15750885009766,-26.542957305908203,-56.475826263427734,0.19008345901966095,-4.551982879638672,1.2356288433074951,3.35264253616333,0.03526286408305168
81.53694152832031,-21.53843879699707,-60.2451057434082,-0.4752086400985718,-4.446123123168945,0.9178957343101501,3.6702613830566406,0.14105145633220673
49.63394546508789,-6.04976749420166,-54.38530349731445,-19.73699951171875,2.7170751094818115,-0.42364418506622314,2.5762412548065186,4.901537895202637
53.00218963623047,-7.2217116355896,-68.132080078125,-43.05390167236328,5.751730442047119,-1.341539978981018,2.0115854740142822,6.453104019165039
44.35914611816406,-10.769219398498535,-75.06881713867188,-74.25926971435547,7.939505100250244,-1.3768435716629028,2.6821141242980957,9.168344497680664
64.50505828857422,4.339362144470215,-68.1954345703125,2.6928489208221436,9.844985961914062,-1.1297178268432617,3.5643885135650635,12.165688514709473
57.60969161987305,10.83256721496582,-65.85150909423828,5.955948352813721,12.068047523498535,-1.7651841640472412,3.2114787101745605,13.470414161682129
42.230159759521484,17.579166412353516,-74.56202697753906,-26.548322677612305,14.820409774780273,-3.636279344558716,1.7292578220367432,12.906208038330078
55.9891242980957,22.456989288330078,-75.2271957397461,5.290656089782715,16.26716423034668,-3.389153480529785,2.3997862339019775,15.233556747436523
50.1105842590332,13.46152400970459,-85.86986541748047,-39.37895584106445,17.855064392089844,-3.459760904312134,2.5762412548065186,16.890911102294922
45.661956787109375,32.30765914916992,-75.98738098144531,4.055113792419434,19.231245040893555,-4.165834426879883,2.2939133644104004,17.45511817932129
44.89933776855469,41.17642593383789,-77.76116180419922,14.16121768951416,20.995580673217773,-5.26024866104126,1.6233848333358765,17.349328994750977
40.768470764160156,30.34385871887207,-90.49435424804688,-33.73981475830078,21.948320388793945,-5.401463508605957,1.9410035610198975,18.477741241455078
40.3236083984375,45.357418060302734,-79.69331359863281,10.45458984375,22.90106201171875,-5.26024866104126,2.3292043209075928,19.95878028869629
23.990798950195312,47.73298263549805,-81.91053771972656,-18.05792808532715,23.6773681640625,-5.789803981781006,1.905712604522705,19.85299301147461
29.996442794799805,55.65152359008789,-79.69331359863281,10.296187400817871,24.27724266052246,-6.248751640319824,1.7645487785339355,19.747203826904297
27.263715744018555,56.38003158569336,-84.63455200195312,-1.9325151443481445,24.806543350219727,-6.637092113494873,1.6586757898330688,19.85299301147461
21.512279510498047,56.886817932128906,-84.5395278930664,-10.834756851196289,24.912403106689453,-6.531181335449219,2.0115854740142822,20.381935119628906
21.925365447998047,64.01350402832031,-79.15484619140625,11.531729698181152,24.98297691345215,-6.637092113494873,1.9762946367263794,20.31140899658203
15.951498031616211,67.18092346191406,-79.40824127197266,6.272754192352295,25.01826286315918,-7.09604024887085,1.5528029203414917,19.500364303588867
12.170166969299316,67.18092346191406,-79.09149932861328,0.6019309759140015,24.70068359375,-7.307862281799316,1.446929931640625,18.83036994934082
8.039300918579102,70.60173797607422,-76.84259796142578,2.8195712566375732,24.065523147583008,-7.09604024887085,1.8351306915283203,18.759843826293945
4.353297233581543,73.35739135742188,-75.67063903808594,3.5799050331115723,23.465648651123047,-7.201951026916504,1.6586757898330688,17.984060287475586
-0.9215008616447449,76.14471435546875,-69.14566802978516,10.517951011657715,22.75991439819336,-7.343165874481201,1.4116389751434326,16.855648040771484
-7.022472381591797,77.22163391113281,-69.3357162475586,1.2355424165725708,21.771886825561523,-7.343165874481201,1.4116389751434326,15.86828899383545
-6.545834064483643,78.7103271484375,-66.64337158203125,9.599214553833008,20.64271354675293,-7.131343841552734,1.4822208881378174,14.986717224121094
-13.568305969238281,80.13565826416016,-61.828834533691406,8.173588752746582,19.407678604125977,-6.990128993988037,1.5175119638442993,13.964094161987305
-16.11037826538086,81.75104522705078,-59.1998405456543,11.183243751525879,17.996212005615234,-6.919521808624268,1.3057661056518555,12.342001914978027
-16.17392921447754,80.1673355102539,-55.8106575012207,14.16121768951416,16.58474349975586,-6.707699775695801,1.1646021604537964,11.002013206481934
-22.306676864624023,79.81891632080078,-52.13640594482422,9.219047546386719,14.961556434631348,-6.460573673248291,1.270475149154663,9.732550621032715
-26.0880069732666,80.23068237304688,-47.923683166503906,10.92979907989502,13.161934852600098,-6.107536792755127,1.2351840734481812,8.286772727966309
-29.488027572631836,79.78724670410156,-42.127227783203125,14.16121768951416,11.362314224243164,-5.860411167144775,1.0234382152557373,6.488367080688477
-34.50861740112305,79.3121337890625,-37.407711029052734,12.735591888427734,9.456832885742188,-5.577981948852539,0.9175653457641602,4.760486602783203
-37.68620681762695,78.14019012451172,-33.06829071044922,12.67223072052002,7.304344654083252,-5.083730220794678,0.9881473183631897,3.20892071723938
-40.80024719238281,76.49313354492188,-29.045616149902344,11.563410758972168,5.222430229187012,-4.624782562255859,0.9528563022613525,1.5163031816482544
-44.2320442199707,76.14471435546875,-22.96409034729004,15.555163383483887,3.1052286624908447,-4.271745681762695,0.8469833731651306,-0.3878915011882782
-47.63206100463867,74.21259307861328,-18.054527282714844,14.668107032775879,0.8821672201156616,-3.812797784805298,0.8116924166679382,-2.1510345935821533
-48.52178955078125,70.88680267333984,-14.063526153564453,14.41466236114502,-1.305607557296753,-3.389153480529785,0.8469833731651306,-3.8789150714874268
-52.20779037475586,68.89132690429688,-8.077025413513184,14.921551704406738,-3.563955545425415,-2.894901990890503,0.8116924166679382,-5.606795310974121
-55.63958740234375,66.4524154663086,-2.9774131774902344,13.559287071228027,-5.892877101898193,-2.365346670150757,0.7764014601707458,-7.475727081298828
-55.766693115234375,62.271427154541016,1.9955003261566162,14.731468200683594,-8.186511993408203,-1.906398892402649,0.7411104440689087,-9.379921913146973
-59.77045440673828,59.57912063598633,7.7919535636901855,13.147439002990723,-10.480146408081055,-1.4121472835540771,0.8116924166679382,-11.143065452575684
-61.8676643371582,56.53840255737305,12.574819564819336,12.577188491821289,-12.950215339660645,-0.9178957343101501,0.8822743892669678,-12.976734161376953
-62.21719741821289,52.7691764831543,17.389360427856445,13.781050682067871,-15.243849754333496,-0.42364418506622314,0.8116924166679382,-14.880928993225098
-64.56861114501953,49.53841018676758,22.488971710205078,12.957355499267578,-17.60805892944336,0.07060736417770386,0.8469833731651306,-16.714597702026367
-64.18730163574219,45.357418060302734,27.05011558532715,14.28794002532959,-20.007553100585938,0.6354662775993347,0.9175653457641602,-18.407215118408203
