5-500kV阿太乙线线路电压Ua_5,6-500kV阿太乙线线路电压Ub_6,7-500kV阿太乙线线路电压Uc_7,8-500kV阿太乙线线路电压3Uo_8,13-500kV阿太乙线线路电流Ia_13,14-500kV阿太乙线线路电流Ib_14,15-500kV阿太乙线线路电流Ic_15,16-500kV阿太乙线线路电流3Io_16
65.16050720214844,-83.4974365234375,18.507389068603516,0.31801095604896545,0.13597488403320312,-0.12170683592557907,-0.021495036780834198,0.0
68.72222900390625,-81.68504333496094,13.16504955291748,0.3498120605945587,0.13597488403320312,-0.11454761028289795,-0.02866004966199398,0.0
71.93414306640625,-79.4910888671875,7.695511817932129,0.2862098515033722,0.14313146471977234,-0.10738838464021683,-0.02866004966199398,0.0
74.85984802246094,-76.97917175292969,2.2577741146087646,0.2862098515033722,0.14313146471977234,-0.1002291589975357,-0.042990073561668396,0.0
77.53114318847656,-74.085693359375,-3.211763381958008,0.4770164489746094,0.14313146471977234,-0.09306993335485458,-0.05015508830547333,0.007173452060669661
79.97982788085938,-70.90605163574219,-8.649500846862793,0.6996241211891174,0.14313146471977234,-0.08591070771217346,-0.0644851103425026,0.0
82.23770904541016,-67.66281127929688,-14.087239265441895,0.858629584312439,0.15028803050518036,-0.07875148206949234,-0.07165012508630753,0.0
84.05037689208984,-63.97442626953125,-19.365978240966797,1.1130383014678955,0.14313146471977234,-0.07159225642681122,-0.07881513983011246,0.0
85.44962310791016,-60.12705993652344,-24.549320220947266,1.303844928741455,0.14313146471977234,-0.0644330307841301,-0.08598014712333679,0.0
86.5308609008789,-55.961727142333984,-29.70086097717285,1.3674471378326416,0.14313146471977234,-0.057273805141448975,-0.10031017661094666,0.007173452060669661
87.16688537597656,-51.47842788696289,-34.88420104980469,1.2720438241958618,0.13597488403320312,-0.04295535385608673,-0.10747518390417099,0.0
87.5167007446289,-47.02692794799805,-39.84494400024414,1.0812373161315918,0.13597488403320312,-0.03579612821340561,-0.10747518390417099,0.0
87.54850006103516,-42.25746154785156,-44.710289001464844,0.8904306888580322,0.13597488403320312,-0.021477676928043365,-0.10747518390417099,0.0
87.23048400878906,-37.36081314086914,-49.4802360534668,0.6042208075523376,0.13597488403320312,-0.014318451285362244,-0.12180521339178085,0.0
86.65806579589844,-32.305179595947266,-54.091182708740234,0.3498120605945587,0.1288183182477951,-0.007159225642681122,-0.1289702206850052,0.0
85.73583221435547,-27.09056282043457,-58.415931701660156,0.22260767221450806,0.12166173756122589,0.0,-0.13613523542881012,0.007173452060669661
84.40018463134766,-21.971336364746094,-62.35908508300781,0.12720438838005066,0.12166173756122589,0.014318451285362244,-0.13613523542881012,0.0
82.90553283691406,-16.661333084106445,-66.11144256591797,0.190806582570076,0.11450516432523727,0.021477676928043365,-0.13613523542881012,0.0
81.06106567382812,-11.255938529968262,-69.57760620117188,0.2544087767601013,0.11450516432523727,0.028636902570724487,-0.14330025017261505,0.0
78.73958587646484,-5.977729797363281,-72.59857177734375,0.2862098515033722,0.10019202530384064,0.04295535385608673,-0.14330025017261505,0.0
76.06829071044922,-0.44515010714530945,-75.3651351928711,0.3498120605945587,0.09303545206785202,0.04295535385608673,-0.14330025017261505,0.0
73.04718780517578,5.023836612701416,-77.94091033935547,0.190806582570076,0.09303545206785202,0.05011457949876785,-0.14330025017261505,0.0
69.77166748046875,10.492823600769043,-80.26228332519531,-0.12720438838005066,0.07872230559587479,0.0644330307841301,-0.15046526491641998,0.007173452060669661
66.20994567871094,15.961810111999512,-82.39286041259766,-0.4452153444290161,0.07156573235988617,0.07159225642681122,-0.15046526491641998,0.0
62.36200714111328,21.367204666137695,-84.07823944091797,-0.7314252257347107,0.06440915912389755,0.07875148206949234,-0.15046526491641998,0.0
58.25966262817383,26.64541244506836,-85.35022735595703,-0.8268284797668457,0.05725258216261864,0.08591070771217346,-0.15046526491641998,0.0
53.99831008911133,31.828231811523438,-86.30421447753906,-0.858629584312439,0.0429394394159317,0.09306993335485458,-0.14330025017261505,0.0
49.57795333862305,36.82027053833008,-86.8130111694336,-0.7950273752212524,0.035782866179943085,0.1002291589975357,-0.15046526491641998,0.0
45.093997955322266,41.58973693847656,-87.0038070678711,-0.5406186580657959,0.02862629108130932,0.10738838464021683,-0.14330025017261505,0.0
40.387428283691406,46.454593658447266,-87.03560638427734,-0.381613165140152,0.02146971970796585,0.11454761028289795,-0.13613523542881012,-0.007173452060669661
35.55365753173828,51.0650749206543,-86.78120422363281,-0.2862098515033722,0.01431314554065466,0.12170683592557907,-0.13613523542881012,0.0
30.529081344604492,55.54837417602539,-86.20881652832031,-0.2862098515033722,0.00715657277032733,0.12170683592557907,-0.1289702206850052,0.007173452060669661
25.345497131347656,59.681907653808594,-85.2230224609375,-0.3498120605945587,-0.00715657277032733,0.13602527976036072,-0.1289702206850052,0.007173452060669661
20.16191291809082,63.4656867980957,-83.85564422607422,-0.4770164489746094,-0.01431314554065466,0.13602527976036072,-0.12180521339178085,0.0
14.851125717163086,67.02688598632812,-82.20205688476562,-0.5724197030067444,-0.02862629108130932,0.13602527976036072,-0.11464019864797592,0.0
9.47673511505127,70.30191802978516,-80.10328674316406,-0.5406186580657959,-0.035782866179943085,0.13602527976036072,-0.10747518390417099,0.007173452060669661
4.038743019104004,73.35437774658203,-77.62290954589844,-0.41341423988342285,-0.05009601265192032,0.13602527976036072,-0.10031017661094666,0.007173452060669661
-1.5264540910720825,76.18425750732422,-74.76094818115234,-0.15900547802448273,-0.05009601265192032,0.14318451285362244,-0.09314516186714172,0.007173452060669661
