220kV II段电压_25,220kV II段电压_26,220kV II段电压_27,220kV II段电压_28,220kV木东线_5,220kV木东线_6,220kV木东线_7,220kV木东线_8
85.7764892578125,-43.75764465332031,-41.77323532104492,0.227510005235672,0.3652310073375702,0.03473399952054024,-0.4087130129337311,0.0
85.4767837524414,-38.75004577636719,-46.43669128417969,0.227510005235672,0.31740298867225647,0.07381200045347214,-0.4434970021247864,0.004387999884784222
84.92017364501953,-33.7424430847168,-50.886226654052734,0.1019899994134903,0.3217509984970093,0.10420600324869156,-0.4087130129337311,-0.004387999884784222
84.1280746459961,-28.413843154907227,-55.31437301635742,0.29027000069618225,0.2913149893283844,0.11288999766111374,-0.4434970021247864,-0.008775999769568443
82.99345397949219,-22.956844329833984,-59.61416244506836,0.38440999388694763,0.2913149893283844,0.11288999766111374,-0.43914899230003357,-0.02632799930870533
81.68756866455078,-17.64964485168457,-63.55029296875,0.478549987077713,0.26522698998451233,0.18236200511455536,-0.43045300245285034,0.0
80.1247787475586,-12.299644470214844,-67.25110626220703,0.6040700078010559,0.26957499980926514,0.18670399487018585,-0.4434970021247864,0.004387999884784222
78.34791564941406,-6.992444038391113,-70.82357025146484,0.5726900100708008,0.2217469960451126,0.22144000232219696,-0.43480101227760315,0.0
75.9502182006836,-1.6852439641952515,-73.79705810546875,0.38440999388694763,0.217399001121521,0.23880800604820251,-0.43480101227760315,0.013163999654352665
73.70237731933594,3.2795560359954834,-76.64219665527344,0.29027000069618225,0.16522300243377686,0.26486000418663025,-0.4434970021247864,0.0
70.91934204101562,8.372756004333496,-79.10227966308594,-0.02353000082075596,0.12174300104379654,0.2865700125694275,-0.43480101227760315,-0.008775999769568443
12.175788879394531,3.878756046295166,-90.31168365478516,-129.8112030029297,1.1391750574111938,0.2822279930114746,-0.46958500146865845,0.947808027267456
26.133804321289062,15.220755577087402,-84.25775146484375,-74.70793151855469,1.6218030452728271,0.46893399953842163,-0.382625013589859,1.6981559991836548
