220kVII母电压_A相_5,220kVII母电压_B相_6,220kVII母电压_C相_7,220kVII母电压_3U0_8,东果I回246_A相_21,东果I回246_B相_22,东果I回246_C相_23,东果I回246_3I0_24
8.785672187805176,-79.88886260986328,71.54448699951172,0.30591481924057007,0.03715990111231804,0.00928790494799614,-0.009304674342274666,0.037186186760663986
30.203937530517578,-86.19480895996094,55.56309509277344,-0.8259699940681458,0.027869926765561104,0.02786371484398842,-0.01860934868454933,0.027889641001820564
50.31608581542969,-85.61412811279297,35.53797149658203,0.3212105631828308,-0.00928997527807951,0.05572742968797684,-0.009304674342274666,0.027889641001820564
66.62213134765625,-81.45771026611328,14.820219993591309,-0.26002758741378784,-0.06502982974052429,0.0928790494799614,-0.027914023026823997,0.018593093380331993
79.56084442138672,-71.15834045410156,-8.219874382019043,0.2141403704881668,-0.06502982974052429,0.12074276059865952,0.0,0.037186186760663986
85.73428344726562,-55.31707763671875,-29.96638298034668,0.810674250125885,-0.07431980222463608,0.13003066182136536,-0.027914023026823997,0.009296546690165997
85.21388244628906,-35.18695831298828,-50.04243469238281,-0.12236592918634415,-0.08360977470874786,0.12074276059865952,0.03721869736909866,0.009296546690165997
81.11185455322266,-14.15017032623291,-66.60441589355469,0.2141403704881668,-0.10218972712755203,0.13003066182136536,0.06513272225856781,0.0
70.81598663330078,8.496213912963867,-79.68287658691406,-0.7341955900192261,-0.10218972712755203,0.10216695070266724,0.06513272225856781,-0.009296546690165997
55.08137130737305,30.34798812866211,-85.957275390625,-1.116589069366455,-0.1207696795463562,0.08359114080667496,0.08374206721782684,0.018593093380331993
35.091670989990234,50.345672607421875,-85.6517105102539,-0.5965338945388794,-0.05573985353112221,0.0464395247399807,0.11165609210729599,0.018593093380331993
14.275442123413086,66.88986206054688,-81.36351776123047,-0.30591481924057007,-0.07431980222463608,0.0464395247399807,0.09304673969745636,0.0
-8.581591606140137,80.0824203491211,-71.3000259399414,0.04588722437620163,-0.03715990111231804,0.0,0.10235141962766647,0.037186186760663986
-30.071285247802734,85.89937591552734,-55.26770782470703,0.9483359456062317,-0.01857995055615902,-0.03715161979198456,0.08374206721782684,-0.027889641001820564
