110kV II母电压A相_5,110kV II母电压B相_6,110kV II母电压C相_7,110kV II母电压3U0_8,110kV响平格凤线194A相_9,110kV响平格凤线194B相_10,110kV响平格凤线194C相_11,110kV响平格凤线1943I0_12
31.717010498046875,-86.45924377441406,54.11635208129883,-0.7641059756278992,-1.235437035560608,2.5546560287475586,-1.3698879480361938,0.03709999844431877
51.20402526855469,-82.96016693115234,31.916902542114258,0.5613840222358704,-1.6905980110168457,2.388047933578491,-0.731224000453949,0.04637499898672104
67.3272705078125,-79.75182342529297,12.253347396850586,0.01559399999678135,-1.9135340452194214,2.1566479206085205,-0.25916799902915955,0.03709999844431877
79.80643463134766,-69.50379943847656,-10.14356803894043,0.5613840222358704,-2.145759105682373,1.8141759634017944,0.33321601152420044,0.018549999222159386
86.8558120727539,-54.3342399597168,-32.0520133972168,1.0759860277175903,-2.2293601036071777,1.4439359903335571,0.7960159778594971,0.018549999222159386
83.42974853515625,-32.156150817871094,-51.3414192199707,0.2027219980955124,-2.164336919784546,0.8885759711265564,1.2773280143737793,0.009274999611079693
80.4189682006836,-13.965134620666504,-66.4632339477539,0.3742560148239136,-1.876378059387207,0.34247198700904846,1.5179840326309204,0.0
69.51787567138672,8.721719741821289,-78.67501068115234,-0.3118799924850464,-1.458372950553894,-0.4350320100784302,1.869711995124817,-0.018549999222159386
54.13174819946289,32.03155517578125,-86.90626525878906,-0.7173240184783936,-1.0032119750976562,-1.0644400119781494,2.091856002807617,-0.018549999222159386
32.21534729003906,51.83193588256836,-84.5262680053711,-0.2806920111179352,-0.40871599316596985,-1.6475679874420166,2.119623899459839,-0.018549999222159386
12.645276069641113,66.30583953857422,-79.41291046142578,-0.3274739980697632,0.06502299755811691,-2.0363199710845947,2.0455760955810547,-0.027824999764561653
-9.177687644958496,77.40526580810547,-68.4275131225586,0.0467820018529892,0.6502299904823303,-2.2862319946289062,1.6753360033035278,-0.009274999611079693
-32.22572708129883,85.98162078857422,-53.6590576171875,0.5769780278205872,1.1704139709472656,-2.425071954727173,1.249559998512268,-0.018549999222159386
-51.80617904663086,83.81157684326172,-32.46773147583008,-0.4834139943122864,1.6998870372772217,-2.3787920475006104,0.7034559845924377,-0.03709999844431877
-67.18192291259766,79.0042495727539,-11.983128547668457,0.1091580018401146,1.9228229522705078,-2.230695962905884,0.34247198700904846,-0.03709999844431877
-79.84796142578125,69.05733489990234,10.153961181640625,-0.6237599849700928,2.0435800552368164,-1.8141759634017944,-0.2221439927816391,-0.03709999844431877
-86.70008087158203,53.88777160644531,32.08319091796875,-0.8420760035514832,2.127181053161621,-1.4531919956207275,-0.6664320230484009,-0.027824999764561653
-84.24993133544922,32.03155517578125,51.663604736328125,-0.4834139943122864,2.117892026901245,-0.8978319764137268,-1.203279972076416,0.0
-80.48126220703125,13.27985668182373,66.9101333618164,-0.1403460055589676,1.9135340452194214,-0.16660800576210022,-1.7586400508880615,0.0
-69.69436645507812,-9.095507621765137,78.7581558227539,0.2339099943637848,1.486240029335022,0.5831279754638672,-2.0826001167297363,0.0
-53.95525360107422,-31.543554306030273,85.82539367675781,0.779699981212616,0.9660559892654419,0.9811360239982605,-1.999295949935913,0.018549999222159386
-32.3814582824707,-51.88385009765625,84.43273162841797,0.4678199887275696,0.436583012342453,1.4531919956207275,-1.9437600374221802,0.018549999222159386
-12.19884967803955,-66.87689971923828,79.18426513671875,0.4054439961910248,-0.009289000183343887,1.9252480268478394,-1.9530160427093506,0.027824999764561653
9.561821937561035,-78.09054565429688,68.50025939941406,0.2027219980955124,-0.6316519975662231,2.304744005203247,-1.7308720350265503,0.03709999844431877
31.83121109008789,-85.76358032226562,53.32648468017578,-0.6705420017242432,-1.1239689588546753,2.3787920475006104,-1.2773280143737793,0.03709999844431877
51.9515266418457,-83.8842544555664,32.07279968261719,0.5925719738006592,-1.6255749464035034,2.323256015777588,-0.7219679951667786,0.055649999529123306
67.62834930419922,-79.50263214111328,11.567408561706543,-0.1559399962425232,-1.9785569906234741,2.202928066253662,-0.25916799902915955,0.03709999844431877
