1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,9-220kV尖铝II回263电流Ia_9,10-220kV尖铝II回263电流Ib_10,11-220kV尖铝II回263电流Ic_11,12-220kV尖铝II回263电流3Io_12
52.3731803894043,-81.4659652709961,28.920007705688477,-0.2855145335197449,0.38887453079223633,-0.953563928604126,0.4949283301830292,0.0
56.8886604309082,-80.92687225341797,23.878032684326172,-0.19034302234649658,0.4595790207386017,-0.9888811111450195,0.4595763087272644,0.0
60.86355209350586,-79.84869384765625,18.994609832763672,0.09517151117324829,0.49493125081062317,-0.953563928604126,0.38887226581573486,0.035373397171497345
63.72547149658203,-77.85089111328125,14.26974105834961,0.2855145335197449,0.5656356811523438,-0.9182467460632324,0.3535202443599701,0.0
66.49199676513672,-75.7579574584961,9.38631820678711,0.22206686437129974,0.6363401412963867,-0.953563928604126,0.28281620144844055,0.0
69.60831451416016,-73.98213195800781,4.376053810119629,0.0,0.6716923713684082,-0.953563928604126,0.21211214363574982,0.0
72.69283294677734,-71.98432922363281,-0.7927634119987488,-0.12689535319805145,0.7070446014404297,-0.8829295635223389,0.21211214363574982,0.0
74.91876983642578,-69.0986099243164,-5.866448879241943,0.0,0.7423968315124512,-0.9182467460632324,0.14140810072422028,0.0
76.794921875,-65.57867431640625,-11.162108421325684,0.0,0.7423968315124512,-0.8829295635223389,0.10605607181787491,0.035373397171497345
78.73466491699219,-62.02702331542969,-16.774873733520508,-0.12689535319805145,0.8131012916564941,-0.8476123809814453,0.0,-0.035373397171497345
80.51541900634766,-58.538795471191406,-22.165664672851562,-0.2537907063961029,0.8131012916564941,-0.8476123809814453,-0.07070405036211014,-0.035373397171497345
81.59658813476562,-54.67003631591797,-26.890533447265625,0.0,0.8484535217285156,-0.7769780158996582,-0.10605607181787491,0.0
82.07357788085938,-50.29389572143555,-31.58369255065918,0.3489622175693512,0.8838058114051819,-0.7416608333587646,-0.17676012217998505,0.0
82.39157104492188,-45.75920104980469,-36.37198257446289,0.3489622175693512,0.8838058114051819,-0.7416608333587646,-0.21211214363574982,0.0
82.32797241210938,-41.47819519042969,-40.779747009277344,0.19034302234649658,0.9191580414772034,-0.6710264682769775,-0.28281620144844055,0.0
81.88278198242188,-37.038631439208984,-44.711856842041016,0.15861918032169342,0.9191580414772034,-0.635709285736084,-0.3535202443599701,0.0
81.40579223632812,-32.09169006347656,-49.151329040527344,0.19034302234649658,0.9545102715492249,-0.5650749206542969,-0.38887226581573486,-0.035373397171497345
80.83341217041016,-27.113039016723633,-53.62251663208008,0.09517151117324829,0.9191580414772034,-0.5650749206542969,-0.4595763087272644,-0.035373397171497345
80.0384292602539,-22.419788360595703,-57.68146514892578,-0.15861918032169342,0.9545102715492249,-0.4591233730316162,-0.4595763087272644,0.0
78.32128143310547,-17.59969139099121,-60.9793586730957,-0.4441337287425995,0.9191580414772034,-0.42380619049072266,-0.5656324028968811,0.0
76.6041259765625,-12.557618141174316,-64.30896759033203,-0.5075814127922058,0.9545102715492249,-0.35317182540893555,-0.6009843945503235,0.0
75.01416778564453,-7.674099922180176,-67.6385726928711,-0.5393052101135254,0.9545102715492249,-0.28253746032714844,-0.671688437461853,0.0
73.16981506347656,-2.854004144668579,-70.6193618774414,-0.5075814127922058,0.9191580414772034,-0.24722027778625488,-0.7070404887199402,0.0
70.49868774414062,2.1563587188720703,-73.06107330322266,-0.6979244351387024,0.8838058114051819,-0.17658591270446777,-0.7423924803733826,0.0
67.38237762451172,7.674099922180176,-75.40765380859375,-0.666200578212738,0.8838058114051819,-0.14126873016357422,-0.7777445316314697,0.0
64.36145782470703,13.064996719360352,-77.849365234375,-0.7613720893859863,0.8484535217285156,-0.07063436508178711,-0.8130965828895569,0.0
60.76815414428711,18.61444854736328,-79.84712982177734,-0.7930959463119507,0.8131012916564941,0.035317182540893555,-0.8484485745429993,-0.035373397171497345
56.60246658325195,24.005346298217773,-81.11554718017578,-0.7930959463119507,0.7777490615844727,0.07063436508178711,-0.8484485745429993,-0.035373397171497345
52.5639762878418,28.698596954345703,-81.71804809570312,-0.8565436005592346,0.7070446014404297,0.10595154762268066,-0.9191526174545288,-0.035373397171497345
48.65268325805664,33.2650032043457,-82.41567993164062,-0.888267457485199,0.7070446014404297,0.17658591270446777,-0.954504668712616,0.0
44.423397064208984,37.894832611083984,-82.76449584960938,-0.8248197436332703,0.6363401412963867,0.24722027778625488,-0.8838006258010864,0.0
39.90791702270508,42.429527282714844,-82.63765716552734,-0.5710290670394897,0.6009879112243652,0.24722027778625488,-0.9191526174545288,-0.035373397171497345
35.16984558105469,46.61540222167969,-82.06686401367188,-0.41240987181663513,0.5656356811523438,0.35317182540893555,-0.9191526174545288,0.0
30.30457878112793,50.991539001464844,-81.5912094116211,-0.47585755586624146,0.49493125081062317,0.3884890079498291,-0.9898566603660583,-0.035373397171497345
25.280315399169922,55.43110275268555,-80.98870849609375,-0.38068604469299316,0.4595790207386017,0.42380619049072266,-0.954504668712616,-0.035373397171497345
20.38324737548828,59.331573486328125,-79.91055297851562,-0.2855145335197449,0.38887453079223633,0.5297577381134033,-0.9898566603660583,-0.035373397171497345
15.70877456665039,62.56611251831055,-78.26160430908203,-0.06344767659902573,0.35352230072021484,0.5650749206542969,-0.9191526174545288,-0.035373397171497345
10.9071044921875,65.76893615722656,-76.67607116699219,0.0,0.2828178405761719,0.5650749206542969,-0.954504668712616,-0.035373397171497345
5.7238450050354,69.03518676757812,-74.77344512939453,-0.03172383829951286,0.24746562540531158,0.635709285736084,-0.954504668712616,-0.035373397171497345
0.6677818894386292,71.85748291015625,-72.58541870117188,-0.03172383829951286,0.17676115036010742,0.6710264682769775,-0.9191526174545288,0.0
-4.165687084197998,74.20410919189453,-70.04857635498047,0.03172383829951286,0.14140892028808594,0.7063436508178711,-0.8838006258010864,-0.035373397171497345
-9.380745887756348,76.45559692382812,-66.97264862060547,0.22206686437129974,0.07070446014404297,0.7416608333587646,-0.9191526174545288,-0.035373397171497345
-14.977394104003906,78.54853820800781,-63.3259391784668,0.38068604469299316,0.0,0.7769780158996582,-0.8484485745429993,-0.035373397171497345
-20.224252700805664,80.35607147216797,-59.86949157714844,0.47585755586624146,-0.07070446014404297,0.8122951984405518,-0.8130965828895569,-0.035373397171497345
-25.343914031982422,81.62451934814453,-56.0959358215332,0.3489622175693512,-0.07070446014404297,0.8476123809814453,-0.7777445316314697,-0.035373397171497345
-30.20918083190918,82.5124282836914,-51.941856384277344,0.5393052101135254,-0.14140892028808594,0.8476123809814453,-0.7777445316314697,0.0
-34.91545486450195,82.76612091064453,-47.438961029052734,0.666200578212738,-0.2121133804321289,0.8829295635223389,-0.7070404887199402,0.0
-39.208335876464844,82.67098999023438,-43.0946159362793,0.5710290670394897,-0.24746562540531158,0.8829295635223389,-0.671688437461853,-0.035373397171497345
-43.5648193359375,82.3221664428711,-38.56001281738281,0.31723836064338684,-0.35352230072021484,0.9182467460632324,-0.6363364458084106,0.0
-47.730506896972656,81.78307342529297,-33.898563385009766,0.2537907063961029,-0.38887453079223633,0.9182467460632324,-0.5656324028968811,-0.035373397171497345
-52.34138107299805,81.43424987792969,-28.920007705688477,0.15861918032169342,-0.4595790207386017,0.9182467460632324,-0.530280351638794,0.0
-56.85686111450195,80.8951644897461,-23.94145393371582,0.09517151117324829,-0.49493125081062317,0.953563928604126,-0.4595763087272644,-0.035373397171497345
-60.73635482788086,79.72184753417969,-18.994609832763672,-0.12689535319805145,-0.5302834510803223,0.9182467460632324,-0.38887226581573486,-0.035373397171497345
-63.4710807800293,77.72404479980469,-14.364872932434082,-0.2537907063961029,-0.6009879112243652,0.953563928604126,-0.3535202443599701,0.0
-49.41585922241211,80.0389633178711,-6.4055280685424805,43.017520904541016,-2.4393038749694824,0.953563928604126,-0.28281620144844055,-1.7686699628829956
-24.10374641418457,82.3221664428711,3.171053647994995,105.22796630859375,-4.348324298858643,1.0595154762268066,-0.14140810072422028,-3.4312195777893066
-26.838472366333008,84.92247772216797,14.333162307739258,123.46916961669922,-5.514947891235352,0.8829295635223389,-0.28281620144844055,-4.846155643463135
-34.8200569152832,81.43424987792969,18.487241744995117,112.49272155761719,-7.459321022033691,0.7063436508178711,-0.38887226581573486,-7.110053062438965
-24.10374641418457,75.12373352050781,20.960664749145508,123.9133071899414,-9.651159286499023,0.9182467460632324,-0.14140810072422028,-8.87872314453125
-24.10374641418457,69.00347900390625,25.622112274169922,121.88298034667969,-11.418770790100098,0.8476123809814453,-0.07070405036211014,-10.612019538879395
-22.73638343811035,69.44743347167969,33.67658996582031,138.7600555419922,-13.504551887512207,0.8476123809814453,-0.07070405036211014,-12.699049949645996
-22.291196823120117,61.361087799072266,34.50106430053711,127.05396270751953,-15.590333938598633,0.9182467460632324,0.07070405036211014,-14.538466453552246
-22.86358070373535,57.14350509643555,39.92356491088867,128.164306640625,-17.287240982055664,0.9888811111450195,0.14140810072422028,-16.13027000427246
-29.159809112548828,51.372074127197266,42.872642517089844,112.68306732177734,-19.12555694580078,0.9888811111450195,0.21211214363574982,-17.89893913269043
-32.88031005859375,44.141929626464844,44.680145263671875,96.94804382324219,-20.822463989257812,1.0595154762268066,0.28281620144844055,-19.49074363708496
-36.950599670410156,36.30927658081055,46.4559326171875,79.4047622680664,-22.62542724609375,1.1301498413085938,0.4949283301830292,-21.011798858642578
-37.23678970336914,30.252443313598633,48.70738220214844,72.1717300415039,-24.39303970336914,1.2361013889312744,0.6009843945503235,-22.568227767944336
-35.58323669433594,25.400636672973633,52.10041046142578,72.48896789550781,-25.877832412719727,1.2007842063903809,0.7423924803733826,-23.912418365478516
-34.66106033325195,21.91240882873535,57.522911071777344,77.37443542480469,-27.362627029418945,1.342052936553955,0.9191526174545288,-25.04436683654785
-32.7213134765625,19.153539657592773,62.755149841308594,85.01988220214844,-28.706012725830078,1.4126873016357422,0.954504668712616,-26.353181838989258
-30.558971405029297,14.777399063110352,64.81633758544922,84.82953643798828,-29.872634887695312,1.4126873016357422,1.1312648057937622,-27.343637466430664
-36.728004455566406,8.371745109558105,65.41883850097656,64.3993911743164,-30.261510848999023,1.4126873016357422,1.2726728916168213,-27.520503997802734
-48.23929214477539,1.5221354961395264,66.02133178710938,33.595542907714844,-30.190805435180664,1.3773701190948486,1.4494329690933228,-27.414384841918945
-59.686981201171875,-6.310520172119141,65.26028442382812,-1.1737819910049438,-29.58981704711914,1.3773701190948486,1.6261931657791138,-26.60079574584961
-49.44765853881836,-7.103299140930176,70.65106964111328,24.1418399810791,-30.36756706237793,1.3773701190948486,1.6968971490859985,-27.237516403198242
-35.0744514465332,-12.430773735046387,70.27054595947266,38.925148010253906,-31.251373291015625,1.3067357540130615,1.8736572265625,-28.051105499267578
-33.516292572021484,-9.640192031860352,82.63765716552734,68.77727508544922,-31.32207679748535,1.0948326587677002,1.8029532432556152,-28.369464874267578
-42.51544952392578,-18.04364776611328,82.25712585449219,37.751365661621094,-31.958417892456055,0.8829295635223389,1.6968971490859985,-29.324546813964844
-35.51963806152344,-24.227323532104492,81.27410125732422,37.2437858581543,-32.8775749206543,0.9888811111450195,1.9797133207321167,-29.92589569091797
-33.611690521240234,-28.825441360473633,82.95475769042969,35.27690505981445,-33.195743560791016,0.8122951984405518,1.9443613290786743,-30.421123504638672
-29.00081443786621,-29.554798126220703,88.34555053710938,51.614681243896484,-33.76137924194336,0.5650749206542969,1.8736572265625,-31.376205444335938
-20.31964874267578,-35.5482063293457,87.64791870117188,55.13602828979492,-34.46842575073242,0.49444055557250977,1.8383052349090576,-32.08367156982422
-11.988275527954102,-36.436119079589844,90.50186920166016,72.9648208618164,-34.64518737792969,0.42380619049072266,1.8383052349090576,-32.402034759521484
-10.557313919067383,-39.76579284667969,90.02620697021484,68.55521392822266,-34.78659439086914,0.24722027778625488,1.8736572265625,-32.6496467590332
-11.288694381713867,-46.04460144042969,87.52108001708984,52.153987884521484,-34.751243591308594,0.07063436508178711,1.7676012516021729,-32.93263244628906
-14.405009269714355,-53.306453704833984,83.93778991699219,28.1390438079834,-34.78659439086914,0.07063436508178711,1.7676012516021729,-32.89726257324219
-16.090364456176758,-60.56830978393555,78.51528930664062,3.299278974533081,-34.751243591308594,0.07063436508178711,1.6968971490859985,-33.003379821777344
-15.74057388305664,-66.14947509765625,74.64659881591797,-12.562639236450195,-34.46842575073242,-0.035317182540893555,1.6968971490859985,-32.826515197753906
-17.266931533813477,-71.73063659667969,71.60238647460938,-29.97902488708496,-33.97349548339844,-0.07063436508178711,1.7676012516021729,-32.26054000854492
-17.04433822631836,-75.44084167480469,69.25580596923828,-40.25754928588867,-33.47856140136719,-0.035317182540893555,1.6968971490859985,-31.8360595703125
-13.578231811523438,-80.0389633178711,65.51396942138672,-48.37885284423828,-32.84222412109375,0.0,1.6968971490859985,-31.163963317871094
-7.981583595275879,-83.14665222167969,62.31120300292969,-49.679527282714844,-31.923065185546875,0.0,1.6968971490859985,-30.27962875366211
-2.512131929397583,-86.15921020507812,58.981597900390625,-51.07537841796875,-31.03925895690918,0.0,1.6968971490859985,-29.324546813964844
4.165687084197998,-87.96675109863281,55.93738555908203,-47.93471908569336,-29.97869300842285,0.07063436508178711,1.7676012516021729,-28.157224655151367
9.412545204162598,-88.56925964355469,51.973567962646484,-46.76093673706055,-28.6706600189209,0.14126873016357422,1.6615451574325562,-26.919157028198242
10.970703125,-89.33032989501953,47.21698760986328,-53.67673110961914,-27.327274322509766,0.10595154762268066,1.6968971490859985,-25.610340118408203
11.256895065307617,-90.09140014648438,42.555538177490234,-62.4642333984375,-25.948537826538086,0.17658591270446777,1.6615451574325562,-24.160030364990234
11.3840913772583,-89.99626159667969,37.640403747558594,-70.5538101196289,-24.463743209838867,0.17658591270446777,1.5554890632629395,-22.7097225189209
9.984929084777832,-89.67915344238281,32.471588134765625,-81.33992004394531,-22.837541580200195,0.14126873016357422,1.5554890632629395,-21.117919921875
7.981583595275879,-90.37680053710938,27.11250877380371,-95.1715087890625,-21.069929122924805,0.10595154762268066,1.4140809774398804,-19.52611541748047
