1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,9-220kV草水Ⅰ回线电流Ia_9,10-220kV草水Ⅰ回线电流Ib_10,11-220kV草水Ⅰ回线电流Ic_11,12-220kV草水Ⅰ回线电流3Io_12
-72.62907409667969,76.10286712646484,-3.70770001411438,-0.5068693161010742,0.4589357376098633,-0.49392956495285034,0.0,0.0
-75.3943862915039,73.59989929199219,1.5844871997833252,-0.47519001364707947,0.4589357376098633,-0.4586488902568817,0.0,0.0
-77.87362670898438,70.78009796142578,6.781605243682861,-0.6335866451263428,0.4942384660243988,-0.4233681857585907,-0.070531465113163,0.03530982881784439
-79.90787506103516,67.58010864257812,12.073792457580566,-0.696945309638977,0.4589357376098633,-0.4233681857585907,-0.070531465113163,0.0
-81.65605926513672,63.99991226196289,17.270910263061523,-0.8870213627815247,0.5295412540435791,-0.38808751106262207,-0.141062930226326,0.03530982881784439
-83.14996337890625,60.324668884277344,22.436338424682617,-0.8553420305252075,0.5295412540435791,-0.38808751106262207,-0.141062930226326,-0.03530982881784439
-84.35779571533203,56.364280700683594,27.475008010864258,-1.172135353088379,0.5295412540435791,-0.35280683636665344,-0.141062930226326,0.0
-85.12064361572266,52.087059020996094,32.51367950439453,-1.2354940176010132,0.4942384660243988,-0.3175261616706848,-0.2115943878889084,0.0
-85.62920379638672,47.61973571777344,37.58403778076172,-1.0770972967147827,0.5295412540435791,-0.2822454571723938,-0.282125860452652,0.0
-85.75634765625,42.962318420410156,42.43256759643555,-1.0770972967147827,0.5295412540435791,-0.2822454571723938,-0.282125860452652,0.0
-85.72455596923828,38.33658218383789,46.964202880859375,-0.9820593595504761,0.5295412540435791,-0.21168409287929535,-0.282125860452652,0.03530982881784439
-85.40670776367188,33.425697326660156,51.527523040771484,-0.8870213627815247,0.4942384660243988,-0.17640341818332672,-0.317391574382782,0.0
-84.48493957519531,28.29302978515625,55.8690185546875,-0.7286246418952942,0.5295412540435791,-0.17640341818332672,-0.3526573181152344,0.0
-83.21353149414062,23.128681182861328,59.830238342285156,-0.5385486483573914,0.4942384660243988,-0.10584204643964767,-0.3879230320453644,-0.03530982881784439
-81.75141143798828,17.869281768798828,63.664695739746094,-0.4118313193321228,0.4942384660243988,-0.07056136429309845,-0.3879230320453644,0.03530982881784439
-79.7807388305664,12.388101577758789,67.18225860595703,-0.47519001364707947,0.4942384660243988,-0.07056136429309845,-0.4231887757778168,0.0
-77.65113067626953,7.06533670425415,70.44630432128906,-0.2534346580505371,0.4589357376098633,-0.035280682146549225,-0.4231887757778168,0.0
-75.36260223388672,1.7742550373077393,73.45682525634766,-0.28511399030685425,0.4589357376098633,0.0,-0.45845451951026917,0.0
-72.66085815429688,-3.6118762493133545,76.02369689941406,-0.28511399030685425,0.42363297939300537,0.07056136429309845,-0.45845451951026917,0.0
-69.73662567138672,-8.80790901184082,78.33705139160156,-0.12671732902526855,0.42363297939300537,0.07056136429309845,-0.49372023344039917,0.03530982881784439
-66.43096923828125,-14.098990440368652,80.39688110351562,0.09503799676895142,0.35302749276161194,0.10584204643964767,-0.49372023344039917,0.0
-62.77567672729492,-19.231657028198242,81.98136901855469,0.22175534069538116,0.35302749276161194,0.10584204643964767,-0.49372023344039917,0.0
-59.120384216308594,-24.237590789794922,83.40740966796875,0.47519001364707947,0.31772473454475403,0.17640341818332672,-0.5289859771728516,0.03530982881784439
-55.115455627441406,-29.27520751953125,84.51654815673828,0.44351068139076233,0.31772473454475403,0.17640341818332672,-0.5289859771728516,0.0
-50.76089096069336,-34.24945831298828,85.1820297241211,0.6335866451263428,0.2824219763278961,0.24696478247642517,-0.5289859771728516,0.0
-46.27918243408203,-39.09697723388672,85.62568664550781,0.6335866451263428,0.2471192330121994,0.2822454571723938,-0.49372023344039917,0.0
-41.6385498046875,-43.881126403808594,85.78414154052734,0.6019073128700256,0.2471192330121994,0.3175261616706848,-0.5289859771728516,0.0
-36.902565002441406,-48.570228576660156,85.65737915039062,0.44351068139076233,0.17651374638080597,0.3175261616706848,-0.5289859771728516,0.0
-32.00764846801758,-53.03755187988281,85.11865234375,0.3167933225631714,0.17651374638080597,0.35280683636665344,-0.49372023344039917,0.03530982881784439
-26.826669692993164,-57.18804168701172,84.07289123535156,0.22175534069538116,0.14121098816394806,0.35280683636665344,-0.5289859771728516,0.03530982881784439
-21.61390495300293,-61.08506393432617,82.71023559570312,0.19007599353790283,0.10590824484825134,0.38808751106262207,-0.49372023344039917,0.03530982881784439
-16.21042823791504,-64.95040893554688,81.12574768066406,0.06335866451263428,0.07060549408197403,0.38808751106262207,-0.49372023344039917,0.0
-10.711596488952637,-68.435546875,79.16098022460938,0.1583966612815857,0.035302747040987015,0.4233681857585907,-0.49372023344039917,0.03530982881784439
-5.3081207275390625,-71.57218170166016,77.0060806274414,0.28511399030685425,0.0,0.4586488902568817,-0.45845451951026917,0.0
0.0,-74.42366027832031,74.59765625,0.22175534069538116,-0.035302747040987015,0.4233681857585907,-0.45845451951026917,0.0
5.339905738830566,-76.989990234375,71.9040298461914,0.2534346580505371,-0.10590824484825134,0.4586488902568817,-0.3879230320453644,0.0
10.616241455078125,-79.17613220214844,68.83012390136719,0.2534346580505371,-0.07060549408197403,0.49392956495285034,-0.4231887757778168,0.0
15.860791206359863,-81.17216491699219,65.47101593017578,0.1583966612815857,-0.14121098816394806,0.49392956495285034,-0.3879230320453644,0.03530982881784439
20.978200912475586,-82.62959289550781,61.76331329345703,-0.06335866451263428,-0.17651374638080597,0.5292102694511414,-0.3526573181152344,0.0
26.032041549682617,-83.96028137207031,57.73871612548828,-0.6335866451263428,-0.17651374638080597,0.5292102694511414,-0.3526573181152344,0.0
31.085880279541016,-84.91077423095703,53.714115142822266,-0.5068693161010742,-0.2471192330121994,0.5292102694511414,-0.317391574382782,0.03530982881784439
34.90009689331055,-85.25929260253906,49.43600082397461,0.3167933225631714,-0.2471192330121994,0.49392956495285034,-0.282125860452652,0.03530982881784439
41.098201751708984,-87.0335464477539,44.0804328918457,-4.1499924659729,-0.2824219763278961,0.5292102694511414,-0.24686011672019958,0.03530982881784439
45.484554290771484,-85.63948822021484,39.675559997558594,0.12671732902526855,-0.31772473454475403,0.5292102694511414,-0.2115943878889084,0.0
50.02983093261719,-84.56226348876953,35.96786117553711,3.6431233882904053,-0.35302749276161194,0.5292102694511414,-0.2115943878889084,0.0
54.702247619628906,-84.53057861328125,30.739051818847656,2.1541945934295654,-0.31772473454475403,0.49392956495285034,-0.141062930226326,0.03530982881784439
58.03969192504883,-83.54840087890625,24.908138275146484,-2.027477264404297,-0.38833022117614746,0.5292102694511414,-0.141062930226326,0.03530982881784439
61.85390853881836,-83.26325225830078,18.823707580566406,-4.308389186859131,-0.42363297939300537,0.49392956495285034,-0.070531465113163,0.0
66.49453735351562,-81.61573028564453,14.197005271911621,-1.6790046691894531,-0.4589357376098633,0.49392956495285034,-0.070531465113163,0.0
69.51412963867188,-77.52861022949219,9.570302963256836,4.118313312530518,-0.4589357376098633,0.4586488902568817,0.0,0.0
72.5972900390625,-75.91276550292969,3.992907762527466,1.3622113466262817,-0.4589357376098633,0.4586488902568817,0.0,0.0
75.26724243164062,-74.26524353027344,-1.6478667259216309,-1.172135353088379,-0.4942384660243988,0.4233681857585907,0.070531465113163,0.03530982881784439
77.46041870117188,-71.35039520263672,-7.352020740509033,-2.344270706176758,-0.4942384660243988,0.4233681857585907,0.1057971939444542,0.03530982881784439
79.84430694580078,-69.00584411621094,-12.612518310546875,-2.9778573513031006,-0.4942384660243988,0.4233681857585907,0.141062930226326,0.03530982881784439
-117.12828826904297,-5.481180667877197,1.362658977508545,-189.25233459472656,1.6945319175720215,0.5292102694511414,0.317391574382782,2.6482369899749756
147.57846069335938,-79.30286407470703,-18.728639602661133,58.48004913330078,-0.38833022117614746,0.10584204643964767,0.1057971939444542,-0.17654913663864136
100.4093017578125,-53.829627990722656,-23.00675392150879,0.7286246418952942,-0.35302749276161194,0.4586488902568817,0.3879230320453644,0.5649572610855103
1.5574724674224854,-78.79592895507812,-71.61882019042969,-190.64622497558594,-0.670752227306366,0.5292102694511414,0.5289859771728516,0.3177884519100189
-0.9853397607803345,-83.92859649658203,-62.048519134521484,-252.86444091796875,-0.8472659587860107,0.49392956495285034,0.7405803799629211,0.4590277671813965
-26.349891662597656,-19.168291091918945,-14.197005271911621,-96.65364837646484,-0.8472659587860107,0.6350523233413696,0.8463775515556335,0.7061965465545654
11.12480354309082,-52.752403259277344,-43.41495132446289,-164.51077270507812,-0.9178714752197266,0.7408943176269531,0.9874404668807983,0.8121260404586792
19.32537269592285,-21.35442543029785,-44.36564254760742,-81.70100402832031,-0.7060549855232239,0.9172977805137634,1.2343006134033203,1.4830127954483032
31.340160369873047,-47.36627197265625,-89.65028381347656,-170.6565704345703,-0.5648439526557922,0.9878591299057007,1.3753634691238403,1.800801157951355
20.406068801879883,-30.827680587768555,-73.77372741699219,-138.62876892089844,-0.5648439526557922,1.0231398344039917,1.4458949565887451,1.9773503541946411
5.2763352394104,0.2217818796634674,-37.900936126708984,-58.76516342163086,-0.35302749276161194,1.1289818286895752,1.5869579315185547,2.3657584190368652
9.53554630279541,-33.61579513549805,-75.54834747314453,-175.12335205078125,-0.2471192330121994,1.1642625331878662,1.6574894189834595,2.5776174068450928
20.914630889892578,3.9920737743377686,-58.594337463378906,-58.60676574707031,-0.2471192330121994,1.2701046466827393,1.8338180780410767,2.8954057693481445
22.122467041015625,-10.170283317565918,-90.4742202758789,-136.22113037109375,-0.10590824484825134,1.5170693397521973,2.045412302017212,3.4956729412078857
17.513620376586914,6.938604354858398,-85.46723937988281,-106.18912506103516,-0.035302747040987015,1.4465080499649048,2.0101466178894043,3.4956729412078857
11.951217651367188,12.863348960876465,-73.36175537109375,-84.6788558959961,0.0,1.4817886352539062,2.151209592819214,3.672222137451172
