220kVⅡ电压_A相_5,220kVⅡ电压_B相_6,220kVⅡ电压_C相_7,220kVⅡ电压_3U0_8,那蔓线276_A相_17,那蔓线276_B相_18,那蔓线276_C相_19,那蔓线276_3I0_20
-1.3475019931793213,-73.97210693359375,75.94425201416016,0.09346632659435272,-0.5293273329734802,4.150043487548828,-3.443216323852539,0.04703604429960251
21.394184112548828,-83.75902557373047,62.47127914428711,-0.24924352765083313,-1.663600206375122,4.459188938140869,-2.603407382965088,0.037628836929798126
41.87621307373047,-86.05023956298828,44.15678405761719,-0.2959766983985901,-2.703350305557251,4.4779253005981445,-1.5769743919372559,0.05644325539469719
59.6943359375,-82.96072387695312,22.947784423828125,-0.2959766983985901,-3.563507318496704,4.1687798500061035,-0.4385668635368347,0.028221627697348595
73.9052963256836,-75.54796600341797,1.416015625,-0.10904404520988464,-4.130643844604492,3.5785930156707764,0.7558279633522034,0.009407209232449532
83.43109893798828,-61.904335021972656,-21.208999633789062,0.3894430100917816,-4.442568778991699,2.7729411125183105,1.884904384613037,0.0
85.68038940429688,-43.80268096923828,-41.605873107910156,0.5296425223350525,-4.489830017089844,1.7330882549285889,2.9393310546875,0.0
82.61223602294922,-22.891437530517578,-60.05572509765625,-0.3115544021129608,-4.187357425689697,0.580818772315979,3.7604775428771973,0.009407209232449532
75.01439666748047,-1.1507923603057861,-74.39288330078125,-0.20251037180423737,-3.601316452026367,-0.6089228987693787,4.329681396484375,0.0
61.7155876159668,21.854686737060547,-83.66986846923828,-0.34270983934402466,-2.760064125061035,-1.7330882549285889,4.618948936462402,-0.009407209232449532
43.04750442504883,42.19572067260742,-86.21036529541016,-0.9658186435699463,-1.7392184734344482,-2.810413360595703,4.684267044067383,0.018814418464899063
22.85570526123047,60.23516845703125,-83.51368713378906,-0.7009974122047424,-0.5765887498855591,-3.5973289012908936,4.339012622833252,0.028221627697348595
1.4200596809387207,74.35569763183594,-75.90260314941406,-0.01557772047817707,0.5576841831207275,-4.187515735626221,3.7511463165283203,0.04703604429960251
-21.446012496948242,83.95600128173828,-62.27345275878906,0.17135491967201233,1.7297661304473877,-4.50602912902832,2.920668601989746,0.037628836929798126
-41.96950149536133,86.1642837524414,-44.05266571044922,0.10904404520988464,2.760064125061035,-4.534133434295654,1.9035667181015015,0.07525767385959625
-59.818721771240234,83.35469055175781,-23.051902770996094,0.3894430100917816,3.563507318496704,-4.224987983703613,0.7278343439102173,0.09407208859920502
-74.22662353515625,75.82788848876953,-1.2806612253189087,0.1401994824409485,4.206262111663818,-3.6254332065582275,-0.4665604829788208,0.09407208859920502
-83.73169708251953,62.018375396728516,21.438060760498047,-0.40502074360847473,4.508734703063965,-2.7729411125183105,-1.5956368446350098,0.08466488122940063
-85.68038940429688,43.83378601074219,41.73081588745117,-0.5452201962471008,4.5370917320251465,-1.77992844581604,-2.612738609313965,0.08466488122940063
-82.59150695800781,23.109153747558594,60.014076232910156,0.2336658090353012,4.206262111663818,-0.618290901184082,-3.415222644805908,0.09407208859920502
-75.42900848388672,1.3685097694396973,73.99723052978516,-0.18693265318870544,3.6296732425689697,0.5527145862579346,-4.021751403808594,0.09407208859920502
-61.58083724975586,-21.55402946472168,83.57616424560547,0.48290932178497314,2.7695162296295166,1.7049840688705444,-4.367006301879883,0.08466488122940063
-42.96458053588867,-42.04020690917969,85.9084243774414,0.9035077691078186,1.7675752639770508,2.735468864440918,-4.357675075531006,0.10347930341959
-22.679494857788086,-59.87230682373047,83.17009735107422,0.560797929763794,0.6333023905754089,3.5785930156707764,-4.049745082855225,0.09407208859920502
-1.2542133331298828,-74.28312683105469,75.71519470214844,0.01557772047817707,-0.538779616355896,4.1406755447387695,-3.433885097503662,0.04703604429960251
21.83989715576172,-83.96636962890625,62.22139358520508,-0.17135491967201233,-1.7014093399047852,4.431085109710693,-2.584745168685913,0.018814418464899063
42.2390022277832,-85.9569320678711,43.844425201416016,-0.18693265318870544,-2.722254991531372,4.459188938140869,-1.5769743919372559,0.04703604429960251
59.818721771240234,-82.83631134033203,22.625015258789062,-0.2959766983985901,-3.563507318496704,4.159411907196045,-0.42923563718795776,0.028221627697348595
74.36137390136719,-75.40281677246094,1.1765424013137817,-0.03115544095635414,-4.140096187591553,3.587960958480835,0.7744904160499573,0.0
83.36891174316406,-61.9354362487793,-21.66712188720703,0.40502074360847473,-4.470925807952881,2.7261009216308594,1.9222291707992554,0.018814418464899063
85.64929962158203,-43.48128890991211,-42.01193618774414,0.4361761808395386,-4.489830017089844,1.7330882549285889,2.929999828338623,0.0
82.71588897705078,-22.445634841918945,-60.27437210083008,-0.1557772010564804,-4.187357425689697,0.5433465838432312,3.7511463165283203,-0.009407209232449532
75.13877868652344,-0.6220499277114868,-74.35123443603516,0.2180880904197693,-3.582411766052246,-0.5995548367500305,4.339012622833252,-0.018814418464899063
61.34243392944336,21.958362579345703,-83.88851928710938,-0.5140647888183594,-2.741159439086914,-1.7611923217773438,4.665604591369629,0.009407209232449532
43.00604248046875,42.65188980102539,-86.199951171875,-0.8879300951957703,-1.7108615636825562,-2.7729411125183105,4.665604591369629,0.018814418464899063
22.513647079467773,60.62913131713867,-83.41998291015625,-0.5452201962471008,-0.5671364665031433,-3.61606502532959,4.320350170135498,0.018814418464899063
0.943251371383667,74.62525939941406,-75.73601531982422,-0.06231088191270828,0.5671364665031433,-4.159411907196045,3.7231526374816895,0.037628836929798126
-21.756973266601562,84.02857971191406,-62.1589241027832,0.1401994824409485,1.7392184734344482,-4.515397548675537,2.8740124702453613,0.037628836929798126
