35kV I母电压_A相_5,35kV I母电压_B相_6,35kV I母电压_C相_7,35kV I母电压_3U0_8,35kV I母接地变电流_A相_73,35kV I母接地变电流_B相_74,35kV I母接地变电流_C相_75,35kV I母接地变电流_3I0_76
80.3537368774414,-17.924898147583008,-62.330848693847656,0.8411616086959839,0.037318192422389984,0.03739065304398537,0.037361931055784225,0.07472600042819977
70.46548461914062,4.377252101898193,-74.58702850341797,0.8723157644271851,0.04664773866534233,0.046738315373659134,0.009340482763946056,0.06538525223731995
55.90864944458008,26.15953826904297,-81.28166961669922,1.0903946161270142,0.037318192422389984,0.03739065304398537,0.018680965527892113,0.07472600042819977
38.887550354003906,45.394493103027344,-83.23600769042969,1.1215487718582153,0.055977288633584976,0.046738315373659134,0.037361931055784225,0.09340750426054001
17.312238693237305,62.88270950317383,-80.11738586425781,0.38942667841911316,0.055977288633584976,0.046738315373659134,0.046702414751052856,0.09340750426054001
-4.200687408447266,73.67507934570312,-70.67835998535156,-0.5607743859291077,0.055977288633584976,0.03739065304398537,0.028021449223160744,0.09340750426054001
-27.065319061279297,80.65164947509766,-56.322303771972656,-1.6667461395263672,0.04664773866534233,0.046738315373659134,0.0,0.06538525223731995
-47.15375518798828,82.79348754882812,-39.13869857788086,-2.2430975437164307,0.037318192422389984,0.046738315373659134,0.0,0.046703752130270004
-63.89411544799805,79.12324523925781,-18.784496307373047,-2.383291244506836,0.018659096211194992,0.03739065304398537,-0.009340482763946056,0.009340750053524971
-75.31083679199219,69.2978286743164,3.5240423679351807,-1.8536709547042847,0.018659096211194992,0.0280429907143116,-0.009340482763946056,0.009340750053524971
-82.33970642089844,55.44865798950195,25.801395416259766,-1.1527029275894165,0.009329548105597496,0.018695326521992683,0.0,-0.037363000214099884
-84.04493713378906,38.51150131225586,45.10566329956055,-0.8411616086959839,0.009329548105597496,0.018695326521992683,-0.009340482763946056,-0.028022250160574913
-79.87544250488281,17.467418670654297,62.4348030090332,-0.5763514637947083,0.009329548105597496,0.0,-0.018680965527892113,-0.056044500321149826
-70.56946563720703,-3.9717583656311035,73.77619171142578,-0.965778112411499,0.0,0.0,-0.009340482763946056,-0.06538525223731995
-55.971038818359375,-26.242717742919922,80.66834259033203,-1.339627742767334,0.018659096211194992,-0.009347663260996342,-0.018680965527892113,-0.08406674861907959
-38.471641540527344,-46.02872848510742,83.00730895996094,-1.1838570833206177,-0.009329548105597496,-0.018695326521992683,-0.018680965527892113,-0.09340750426054001
-17.977693557739258,-62.52920150756836,79.73275756835938,-0.6386597156524658,-0.009329548105597496,0.009347663260996342,0.009340482763946056,-0.07472600042819977
4.803756237030029,-73.97660064697266,70.0962142944336,0.6075056195259094,0.009329548105597496,0.009347663260996342,0.009340482763946056,-0.056044500321149826
27.127704620361328,-80.83879852294922,56.301513671875,1.7446315288543701,0.0,0.0,0.0,-0.056044500321149826
46.52988815307617,-82.76229095458984,39.75202941894531,2.570215940475464,0.009329548105597496,0.018695326521992683,0.018680965527892113,-0.037363000214099884
63.88371658325195,-78.95689392089844,18.493425369262695,2.7259867191314697,0.027988644316792488,0.009347663260996342,0.009340482763946056,-0.018681500107049942
74.79094696044922,-69.47457885742188,-2.7755730152130127,2.3677141666412354,0.027988644316792488,0.018695326521992683,0.0,0.0
82.31890869140625,-55.88534164428711,-25.032135009765625,1.713477373123169,0.04664773866534233,0.0280429907143116,0.009340482763946056,0.028022250160574913
83.76419830322266,-37.8980598449707,-45.54227066040039,0.9969322681427002,0.06530683487653732,0.0280429907143116,0.028021449223160744,0.06538525223731995
80.43692016601562,-18.1744327545166,-62.18531036376953,0.8723157644271851,0.04664773866534233,0.046738315373659134,0.028021449223160744,0.07472600042819977
70.87100219726562,4.0965256690979,-74.7325668334961,0.919046938419342,0.055977288633584976,0.06543364375829697,0.028021449223160744,0.09340750426054001
56.00223159790039,25.92040252685547,-81.12574005126953,1.137125849723816,0.055977288633584976,0.0280429907143116,0.028021449223160744,0.09340750426054001
39.11629867553711,45.06178283691406,-83.16323852539062,1.1059716939926147,0.06530683487653732,0.0560859814286232,0.028021449223160744,0.09340750426054001
17.582578659057617,62.5707893371582,-80.0654067993164,0.42058080434799194,0.04664773866534233,0.0560859814286232,0.028021449223160744,0.08406674861907959
-4.33585786819458,73.99739074707031,-70.82389068603516,-0.5451973080635071,0.037318192422389984,0.07478130608797073,0.046702414751052856,0.08406674861907959
-26.805376052856445,80.7036361694336,-56.644561767578125,-1.635591983795166,0.037318192422389984,0.0280429907143116,0.009340482763946056,0.07472600042819977
-46.831424713134766,82.4919662475586,-39.159488677978516,-2.2430975437164307,0.037318192422389984,0.03739065304398537,0.0,0.056044500321149826
-63.75894546508789,79.08165740966797,-18.898845672607422,-2.3988683223724365,0.037318192422389984,0.046738315373659134,0.028021449223160744,0.037363000214099884
-74.9989013671875,69.37060546875,3.0562491416931152,-1.9004021883010864,0.018659096211194992,0.0280429907143116,0.009340482763946056,0.009340750053524971
-82.06936645507812,55.57342529296875,25.333600997924805,-1.1838570833206177,0.018659096211194992,0.018695326521992683,-0.009340482763946056,-0.028022250160574913
-84.05533599853516,38.46990966796875,45.178428649902344,-0.8100074529647827,0.009329548105597496,0.009347663260996342,-0.018680965527892113,-0.056044500321149826
-80.11459350585938,17.810529708862305,62.32045364379883,-0.6075056195259094,0.0,0.0,-0.028021449223160744,-0.07472600042819977
-70.48628234863281,-3.587059259414673,73.2979965209961,-0.9813551902770996,0.018659096211194992,0.0,0.009340482763946056,-0.06538525223731995
-56.220584869384766,-26.325895309448242,81.01139068603516,-1.339627742767334,-0.009329548105597496,-0.009347663260996342,-0.028021449223160744,-0.09340750426054001
-38.86675262451172,-45.696014404296875,82.99691009521484,-1.261742353439331,-0.027988644316792488,-0.0280429907143116,-0.018680965527892113,-0.09340750426054001
-17.780136108398438,-62.40443420410156,79.33773040771484,-0.6542367935180664,0.009329548105597496,0.0,0.0,-0.07472600042819977
4.325459957122803,-73.99739074707031,70.57440185546875,0.5607743859291077,0.009329548105597496,0.009347663260996342,0.0,-0.037363000214099884
27.117307662963867,-81.02594757080078,56.53021240234375,1.7446315288543701,-0.009329548105597496,-0.009347663260996342,0.009340482763946056,-0.06538525223731995
46.32193374633789,-82.56474304199219,39.81439971923828,2.570215940475464,0.0,0.018695326521992683,-0.009340482763946056,-0.056044500321149826
63.5093994140625,-78.9153060913086,18.857263565063477,2.7259867191314697,0.018659096211194992,0.009347663260996342,0.009340482763946056,-0.037363000214099884
74.9989013671875,-69.83848571777344,-2.5676651000976562,2.383291244506836,0.018659096211194992,0.0,0.0,-0.018681500107049942
82.15254974365234,-55.708587646484375,-25.01134490966797,1.6823232173919678,0.027988644316792488,0.018695326521992683,0.018680965527892113,0.009340750053524971
83.87857055664062,-38.261966705322266,-45.27198791503906,0.9969322681427002,0.06530683487653732,0.009347663260996342,0.018680965527892113,0.037363000214099884
80.42652130126953,-18.122446060180664,-62.22689437866211,0.8411616086959839,0.055977288633584976,0.03739065304398537,0.037361931055784225,0.07472600042819977
70.83980560302734,3.9405665397644043,-74.524658203125,0.919046938419342,0.055977288633584976,0.0560859814286232,0.018680965527892113,0.07472600042819977
56.61569595336914,25.598087310791016,-81.41680908203125,1.0748176574707031,0.055977288633584976,0.046738315373659134,0.018680965527892113,0.08406674861907959
38.91874313354492,45.290523529052734,-83.18402862548828,1.1215487718582153,0.055977288633584976,0.03739065304398537,0.028021449223160744,0.10274825245141983
17.863317489624023,62.39403533935547,-80.13817596435547,0.38942667841911316,0.04664773866534233,0.07478130608797073,0.046702414751052856,0.10274825245141983
-3.909550428390503,73.58150482177734,-70.77191925048828,-0.4828890562057495,0.055977288633584976,0.046738315373659134,0.0,0.08406674861907959
-26.9405460357666,80.89078521728516,-56.65495681762695,-1.6511690616607666,0.055977288633584976,0.0560859814286232,0.009340482763946056,0.056044500321149826
-46.50909423828125,82.51275634765625,-39.512935638427734,-2.2586746215820312,0.055977288633584976,0.03739065304398537,0.018680965527892113,0.056044500321149826
-52.48779296875,84.15552520751953,-14.241704940795898,9.595473289489746,0.2239091545343399,0.2243439257144928,0.22417159378528595,0.5791264772415161
-32.815269470214844,106.9255599975586,41.31134033203125,65.31464385986328,2.3603756427764893,2.4023494720458984,2.3818230628967285,7.126992225646973
-13.621040344238281,126.08773040771484,94.89965057373047,117.71589660644531,5.989569664001465,6.1320672035217285,6.015270709991455,18.186439514160156
-1.414092779159546,119.87016296386719,124.817626953125,138.33993530273438,8.79776382446289,9.085928916931152,8.761372566223145,26.6865234375
-4.28386926651001,94.90631103515625,139.85977172851562,131.09658813476562,9.581445693969727,9.758960723876953,9.583334922790527,28.946985244750977
-7.351202487945557,60.62649917602539,138.9033966064453,109.2575454711914,8.975025177001953,9.113971710205078,9.050928115844727,27.134878158569336
