17-110kV_II母电压Ua_17,18-110kV_II母电压Ub_18,19-110kV_II母电压Uc_19,20-110kV_II母电压3Uo_20,29-156_景大线电流Ia_29,30-156_景大线电流Ib_30,31-156_景大线电流Ic_31,32-156_景大线电流3Io_32
-79.52814483642578,12.182506561279297,67.09701538085938,-0.3107782304286957,0.03453091159462929,-0.10359273850917816,0.05179636925458908,0.0
-74.02737426757812,-0.7458677291870117,74.52462005615234,-0.031077822670340538,0.06906182318925858,-0.10359273850917816,0.03453091159462929,0.0
-66.28899383544922,-13.829630851745605,79.9632339477539,0.2797003984451294,0.06906182318925858,-0.10359273850917816,0.03453091159462929,0.0
-56.90349197387695,-26.63369369506836,83.25748443603516,0.3418560326099396,0.06906182318925858,-0.08632728457450867,0.017265455797314644,0.017265455797314644
-46.088409423828125,-39.00266647338867,84.56275177001953,0.2486225813627243,0.08632728457450867,-0.08632728457450867,0.0,0.017265455797314644
-34.06129455566406,-50.7190055847168,84.03443145751953,0.15538911521434784,0.08632728457450867,-0.06906182318925858,-0.017265455797314644,0.0
-21.5058536529541,-61.13007736206055,81.70359802246094,0.09323346614837646,0.10359273850917816,-0.05179636925458908,-0.03453091159462929,0.017265455797314644
-8.888257026672363,-69.70755767822266,77.53916931152344,-0.062155645340681076,0.08632728457450867,-0.05179636925458908,-0.03453091159462929,0.017265455797314644
3.977961301803589,-76.51359558105469,71.19928741455078,-0.2797003984451294,0.10359273850917816,-0.03453091159462929,-0.05179636925458908,0.017265455797314644
17.12388038635254,-81.42389678955078,62.746124267578125,-0.43508949875831604,0.08632728457450867,-0.017265455797314644,-0.06906182318925858,0.0
29.89686393737793,-84.06550598144531,52.67690658569336,-0.40401169657707214,0.08632728457450867,0.0,-0.06906182318925858,0.0
42.14152526855469,-84.65599060058594,41.17811584472656,-0.18646693229675293,0.06906182318925858,0.017265455797314644,-0.08632728457450867,0.0
53.51601028442383,-83.53718566894531,28.871295928955078,-0.09323346614837646,0.06906182318925858,0.017265455797314644,-0.08632728457450867,0.0
63.460914611816406,-80.67802429199219,16.284778594970703,0.0,0.05179636925458908,0.05179636925458908,-0.06906182318925858,0.0
71.54114532470703,-75.7988052368164,3.6361052989959717,0.2486225813627243,0.017265455797314644,0.08632728457450867,-0.06906182318925858,0.0
77.7567138671875,-68.71306610107422,-9.23011302947998,0.4972451627254486,0.0,0.08632728457450867,-0.10359273850917816,0.0
82.07653045654297,-59.79372787475586,-22.282798767089844,0.5904785990715027,0.0,0.06906182318925858,-0.08632728457450867,0.0
84.37628936767578,-49.32050323486328,-34.900394439697266,0.5283229947090149,-0.03453091159462929,0.10359273850917816,-0.08632728457450867,0.0
84.56275177001953,-37.57308578491211,-46.83427810668945,0.4661673307418823,-0.03453091159462929,0.10359273850917816,-0.06906182318925858,0.0
82.977783203125,-24.986568450927734,-57.68043899536133,0.40401169657707214,-0.05179636925458908,0.10359273850917816,-0.06906182318925858,0.017265455797314644
79.59030151367188,-12.275739669799805,-67.0037841796875,0.2797003984451294,-0.05179636925458908,0.08632728457450867,-0.03453091159462929,-0.017265455797314644
74.08953094482422,0.6526342630386353,-74.43138122558594,0.062155645340681076,-0.06906182318925858,0.10359273850917816,-0.03453091159462929,-0.017265455797314644
66.35115051269531,13.767475128173828,-79.87000274658203,-0.21754474937915802,-0.08632728457450867,0.10359273850917816,-0.017265455797314644,0.0
56.9345703125,26.602615356445312,-83.22640991210938,-0.3107782304286957,-0.08632728457450867,0.08632728457450867,0.0,-0.017265455797314644
46.088409423828125,38.971588134765625,-84.56275177001953,-0.21754474937915802,-0.10359273850917816,0.08632728457450867,0.0,-0.017265455797314644
34.092369079589844,50.68792724609375,-84.06550598144531,-0.12431129068136215,-0.12085819989442825,0.08632728457450867,0.017265455797314644,-0.017265455797314644
21.536930084228516,61.13007736206055,-81.70359802246094,-0.031077822670340538,-0.12085819989442825,0.06906182318925858,0.03453091159462929,-0.017265455797314644
8.95041275024414,69.73863220214844,-77.53916931152344,0.09323346614837646,-0.10359273850917816,0.05179636925458908,0.03453091159462929,-0.017265455797314644
-3.9158055782318115,76.51359558105469,-71.2303695678711,0.2797003984451294,-0.08632728457450867,0.03453091159462929,0.05179636925458908,-0.017265455797314644
-17.03064727783203,81.39281463623047,-62.80827713012695,0.4972451627254486,-0.10359273850917816,0.017265455797314644,0.05179636925458908,0.0
-29.803630828857422,84.03443145751953,-52.707984924316406,0.40401169657707214,-0.10359273850917816,0.0,0.08632728457450867,0.0
-42.017215728759766,84.65599060058594,-41.24026870727539,0.18646693229675293,-0.08632728457450867,-0.03453091159462929,0.10359273850917816,0.0
-53.453853607177734,83.53718566894531,-28.871295928955078,0.09323346614837646,-0.06906182318925858,-0.03453091159462929,0.10359273850917816,-0.017265455797314644
-63.42983627319336,80.67802429199219,-16.253700256347656,0.031077822670340538,-0.06906182318925858,-0.03453091159462929,0.10359273850917816,0.017265455797314644
-71.54114532470703,75.82988739013672,-3.6671829223632812,-0.21754474937915802,-0.03453091159462929,-0.05179636925458908,0.10359273850917816,0.0
-77.7567138671875,68.77522277832031,9.23011302947998,-0.4972451627254486,-0.03453091159462929,-0.06906182318925858,0.10359273850917816,0.0
-82.07653045654297,59.824806213378906,22.251720428466797,-0.5594007968902588,-0.017265455797314644,-0.06906182318925858,0.10359273850917816,0.0
-84.31413269042969,49.32050323486328,34.900394439697266,-0.4972451627254486,-0.017265455797314644,-0.08632728457450867,0.10359273850917816,0.017265455797314644
-84.56275177001953,37.57308578491211,46.77212142944336,-0.4661673307418823,0.017265455797314644,-0.08632728457450867,0.08632728457450867,0.0
-82.94670867919922,24.95549201965332,57.64936065673828,-0.40401169657707214,0.017265455797314644,-0.10359273850917816,0.06906182318925858,0.017265455797314644
-79.52814483642578,12.244662284851074,67.0037841796875,-0.3107782304286957,0.03453091159462929,-0.10359273850917816,0.06906182318925858,-0.017265455797314644
-74.0584487915039,-0.6526342630386353,74.49353790283203,-0.062155645340681076,0.05179636925458908,-0.08632728457450867,0.03453091159462929,0.0
-66.3822250366211,-13.767475128173828,79.90107727050781,0.21754474937915802,0.06906182318925858,-0.08632728457450867,0.03453091159462929,0.017265455797314644
-56.96564865112305,-26.54046058654785,83.25748443603516,0.3418560326099396,0.10359273850917816,-0.06906182318925858,0.017265455797314644,0.017265455797314644
-46.15056610107422,-38.90943145751953,84.56275177001953,0.21754474937915802,0.06906182318925858,-0.06906182318925858,0.0,0.017265455797314644
-34.12344741821289,-50.6568489074707,84.00335693359375,0.12431129068136215,0.08632728457450867,-0.06906182318925858,-0.03453091159462929,0.017265455797314644
-21.536930084228516,-61.06792068481445,81.70359802246094,0.031077822670340538,0.10359273850917816,-0.05179636925458908,-0.017265455797314644,0.0
-8.981490135192871,-69.67647552490234,77.53916931152344,-0.031077822670340538,0.10359273850917816,-0.03453091159462929,-0.05179636925458908,0.017265455797314644
3.884727716445923,-76.42036437988281,71.19928741455078,-0.2797003984451294,0.08632728457450867,-0.03453091159462929,-0.05179636925458908,0.017265455797314644
16.999568939208984,-81.36174011230469,62.80827713012695,-0.4661673307418823,0.08632728457450867,0.0,-0.06906182318925858,0.017265455797314644
29.803630828857422,-84.03443145751953,52.73906326293945,-0.40401169657707214,0.08632728457450867,0.017265455797314644,-0.06906182318925858,0.017265455797314644
42.017215728759766,-84.68706512451172,41.302425384521484,-0.18646693229675293,0.06906182318925858,0.017265455797314644,-0.08632728457450867,0.017265455797314644
53.39169692993164,-83.53718566894531,28.96453094482422,-0.09323346614837646,0.06906182318925858,0.03453091159462929,-0.06906182318925858,0.017265455797314644
63.39875793457031,-80.67802429199219,16.37801170349121,0.0,0.05179636925458908,0.03453091159462929,-0.08632728457450867,0.017265455797314644
71.51007080078125,-75.82988739013672,3.7293386459350586,0.21754474937915802,0.03453091159462929,0.05179636925458908,-0.08632728457450867,0.0
77.72563171386719,-68.77522277832031,-9.19903564453125,0.4972451627254486,0.017265455797314644,0.06906182318925858,-0.08632728457450867,0.0
82.01437377929688,-59.824806213378906,-22.189565658569336,0.5904785990715027,0.0,0.08632728457450867,-0.08632728457450867,0.0
84.34520721435547,-49.35158157348633,-34.83823776245117,0.5594007968902588,-0.017265455797314644,0.10359273850917816,-0.06906182318925858,0.0
84.56275177001953,-37.604164123535156,-46.77212142944336,0.4661673307418823,-0.03453091159462929,0.10359273850917816,-0.08632728457450867,0.0
83.00886535644531,-25.11087989807129,-57.58720397949219,0.40401169657707214,-0.05179636925458908,0.12085819989442825,-0.06906182318925858,0.0
79.65245819091797,-12.43112850189209,-66.9416275024414,0.2797003984451294,-0.05179636925458908,0.12085819989442825,-0.03453091159462929,0.017265455797314644
74.12060546875,0.4972451627254486,-74.33815002441406,0.09323346614837646,-0.06906182318925858,0.12085819989442825,-0.03453091159462929,0.0
66.44438171386719,13.67424201965332,-79.77677154541016,-0.15538911521434784,-0.10359273850917816,0.10359273850917816,-0.017265455797314644,-0.017265455797314644
56.996726989746094,26.509382247924805,-83.19532775878906,-0.3418560326099396,-0.10359273850917816,0.10359273850917816,0.0,0.0
46.15056610107422,38.90943145751953,-84.56275177001953,-0.21754474937915802,-0.10359273850917816,0.08632728457450867,0.0,0.0
34.15452575683594,50.625770568847656,-84.03443145751953,-0.062155645340681076,-0.08632728457450867,0.08632728457450867,0.017265455797314644,0.0
21.59908676147461,61.036842346191406,-81.73467254638672,0.0,-0.10359273850917816,0.05179636925458908,0.03453091159462929,0.0
9.043645858764648,69.64540100097656,-77.57024383544922,0.062155645340681076,-0.10359273850917816,0.05179636925458908,0.05179636925458908,-0.017265455797314644
-3.8225722312927246,76.42036437988281,-71.2303695678711,0.2797003984451294,-0.08632728457450867,0.03453091159462929,0.05179636925458908,0.0
-16.93741226196289,81.33065795898438,-62.83935546875,0.4972451627254486,-0.08632728457450867,0.017265455797314644,0.06906182318925858,-0.017265455797314644
-29.710397720336914,84.00335693359375,-52.80121994018555,0.40401169657707214,-0.08632728457450867,0.017265455797314644,0.08632728457450867,0.0
-41.95505905151367,84.65599060058594,-41.33350372314453,0.18646693229675293,-0.08632728457450867,-0.017265455797314644,0.10359273850917816,0.0
-53.32954406738281,83.5682601928711,-28.995607376098633,0.12431129068136215,-0.06906182318925858,-0.017265455797314644,0.10359273850917816,0.017265455797314644
-63.367679595947266,80.7712631225586,-16.409090042114258,0.0,-0.05179636925458908,-0.03453091159462929,0.10359273850917816,0.0
-71.54114532470703,75.89204406738281,-3.791494369506836,-0.2797003984451294,-0.03453091159462929,-0.05179636925458908,0.10359273850917816,0.017265455797314644
-77.72563171386719,68.8062973022461,9.136879920959473,-0.4972451627254486,-0.03453091159462929,-0.06906182318925858,0.10359273850917816,0.017265455797314644
-82.01437377929688,59.886962890625,22.15848731994629,-0.5594007968902588,-0.017265455797314644,-0.08632728457450867,0.10359273850917816,0.017265455797314644
-84.31413269042969,49.41373825073242,34.807159423828125,-0.4972451627254486,0.017265455797314644,-0.08632728457450867,0.08632728457450867,0.017265455797314644
-84.59383392333984,37.6352424621582,46.74104309082031,-0.43508949875831604,0.017265455797314644,-0.10359273850917816,0.08632728457450867,0.0
-82.977783203125,25.11087989807129,57.525047302246094,-0.40401169657707214,0.03453091159462929,-0.10359273850917816,0.06906182318925858,0.017265455797314644
-79.59030151367188,12.368972778320312,66.97270965576172,-0.2797003984451294,0.05179636925458908,-0.08632728457450867,0.03453091159462929,0.017265455797314644
-74.12060546875,-0.5594007968902588,74.40030670166016,-0.062155645340681076,0.06906182318925858,-0.10359273850917816,0.03453091159462929,0.017265455797314644
-66.4754638671875,-13.643163681030273,79.87000274658203,0.21754474937915802,0.06906182318925858,-0.10359273850917816,0.03453091159462929,0.017265455797314644
-57.05887985229492,-26.478303909301758,83.25748443603516,0.3418560326099396,0.08632728457450867,-0.08632728457450867,0.017265455797314644,0.017265455797314644
-46.21272277832031,-38.8472785949707,84.56275177001953,0.2797003984451294,0.08632728457450867,-0.06906182318925858,0.0,0.0
-34.21668243408203,-50.594696044921875,84.06550598144531,0.12431129068136215,0.10359273850917816,-0.05179636925458908,-0.017265455797314644,0.017265455797314644
-21.630165100097656,-61.00576400756836,81.7657470703125,0.031077822670340538,0.08632728457450867,-0.06906182318925858,-0.017265455797314644,0.017265455797314644
-9.105801582336426,-69.61431884765625,77.601318359375,-0.062155645340681076,0.08632728457450867,-0.03453091159462929,-0.03453091159462929,0.017265455797314644
3.7604165077209473,-76.35820770263672,71.26144409179688,-0.3107782304286957,0.10359273850917816,-0.017265455797314644,-0.05179636925458908,0.017265455797314644
16.87525749206543,-81.33065795898438,62.83935546875,-0.5594007968902588,0.10359273850917816,-0.017265455797314644,-0.06906182318925858,0.017265455797314644
29.617164611816406,-84.06550598144531,52.73906326293945,-0.7147899270057678,0.10359273850917816,0.017265455797314644,-0.05179636925458908,0.05179636925458908
39.77961349487305,-84.50059509277344,41.053802490234375,-4.785984516143799,0.58702552318573,-0.05179636925458908,0.0,0.5524945855140686
44.28589630126953,-82.23191833496094,30.269798278808594,-12.71082878112793,2.952393054962158,-0.12085819989442825,-0.017265455797314644,2.7452075481414795
50.03529357910156,-80.21186065673828,18.118370056152344,-20.07627296447754,5.922051429748535,-0.017265455797314644,-0.10359273850917816,5.68033504486084
55.94007873535156,-73.99629211425781,6.681731700897217,-18.926393508911133,9.28881549835205,0.03453091159462929,-0.10359273850917816,9.098896026611328
60.570674896240234,-66.4754638671875,-6.153409004211426,-20.200584411621094,13.139012336730957,0.08632728457450867,-0.08632728457450867,12.966358184814453
62.62181091308594,-56.96564865112305,-18.802082061767578,-22.31387710571289,17.14459800720215,0.12085819989442825,-0.10359273850917816,17.0064754486084
