1-220kV I段母线电压Ua_1,2-220kV I段母线电压Ub_2,3-220kV I段母线电压Uc_3,4-220kV I段母线电压3Uo_4,21-户潞线线路电流Ia_21,22-户潞线线路电流Ib_22,23-户潞线线路电流Ic_23,24-户潞线线路电流3Io_24
-50.34074783325195,-32.892887115478516,83.23334503173828,0.031628455966711044,0.9512722492218018,0.0,-0.987353503704071,0.0
-48.15201950073242,-35.26496887207031,83.4547119140625,0.031628455966711044,0.9512722492218018,0.07057642191648483,-1.0226161479949951,0.0
-45.93157196044922,-37.70030975341797,83.64445495605469,0.031628455966711044,0.9160399436950684,0.14115284383296967,-0.987353503704071,0.0
-43.5842399597168,-40.072391510009766,83.67607879638672,0.031628455966711044,0.880807638168335,0.14115284383296967,-1.0578787326812744,0.0
-41.173465728759766,-42.38121795654297,83.67607879638672,0.031628455966711044,0.8455753326416016,0.2117292732000351,-1.0578787326812744,0.035229265689849854
-38.79441452026367,-44.69004821777344,83.58120727539062,0.0,0.8455753326416016,0.2117292732000351,-1.0578787326812744,0.0
-36.3202018737793,-46.93561935424805,83.39146423339844,0.031628455966711044,0.8103430271148682,0.2470174878835678,-1.0931414365768433,0.0
-33.909427642822266,-49.11793518066406,83.13847351074219,0.031628455966711044,0.7751107215881348,0.2470174878835678,-1.0931414365768433,0.0
-31.498653411865234,-51.331878662109375,82.91710662841797,0.0,0.7751107215881348,0.35288211703300476,-1.1284040212631226,0.0
-29.024438858032227,-53.45094299316406,82.53762817382812,0.06325691193342209,0.7751107215881348,0.35288211703300476,-1.0931414365768433,-0.035229265689849854
-26.55022430419922,-55.411865234375,82.09489440917969,0.06325691193342209,0.7751107215881348,0.3881703317165375,-1.0931414365768433,0.035229265689849854
-24.266334533691406,-57.341156005859375,81.65216827392578,0.0,0.704646110534668,0.3881703317165375,-1.1284040212631226,0.0
-21.855562210083008,-59.175567626953125,81.14618682861328,0.0,0.6694138050079346,0.4587467610836029,-1.0931414365768433,0.035229265689849854
-19.444787979125977,-60.85184097290039,80.45046997070312,0.06325691193342209,0.6341814994812012,0.4940349757671356,-1.1636666059494019,0.0
-17.12917709350586,-62.49648666381836,79.78636932373047,0.0,0.6341814994812012,0.4940349757671356,-1.1284040212631226,0.0
-14.686683654785156,-64.17276000976562,79.05902862548828,0.031628455966711044,0.5989491939544678,0.5293232202529907,-1.1284040212631226,0.035229265689849854
-12.212469100952148,-65.75414276123047,78.1419448852539,0.031628455966711044,0.5637168884277344,0.5646113753318787,-1.1636666059494019,0.0
-9.73825454711914,-67.17739868164062,77.0983657836914,0.031628455966711044,0.528484582901001,0.5646113753318787,-1.1284040212631226,0.0
-7.20059871673584,-68.69552612304688,76.08641052246094,0.06325691193342209,0.528484582901001,0.5998995900154114,-1.1284040212631226,0.0
-4.567780494689941,-70.15040588378906,74.88471221923828,0.031628455966711044,0.4580199718475342,0.6351878046989441,-1.0931414365768433,0.0
-1.9666833877563477,-71.57365417480469,73.74626159667969,0.031628455966711044,0.4227876663208008,0.6704760193824768,-1.0931414365768433,0.0
0.6978553533554077,-72.99691009521484,72.44969177246094,0.031628455966711044,0.4227876663208008,0.6704760193824768,-1.0931414365768433,0.0
3.3941147327423096,-74.29364776611328,71.08988189697266,0.031628455966711044,0.352323055267334,0.7410524487495422,-1.0931414365768433,0.0
6.058653354644775,-75.55875396728516,69.66681671142578,0.0,0.352323055267334,0.7410524487495422,-1.1284040212631226,0.0
8.754913330078125,-76.792236328125,68.14888000488281,0.0,0.2818584442138672,0.776340663433075,-1.1284040212631226,0.0
11.451171875,-77.93083953857422,66.59932708740234,0.031628455966711044,0.2466261386871338,0.8116288781166077,-1.0931414365768433,0.0
14.115711212158203,-79.03781127929688,65.01814270019531,0.031628455966711044,0.2113938331604004,0.8469170928001404,-1.0578787326812744,-0.035229265689849854
16.780250549316406,-80.01827239990234,63.31047058105469,0.0,0.176161527633667,0.8469170928001404,-1.0578787326812744,0.035229265689849854
19.38134765625,-80.77733612060547,61.5079231262207,0.0,0.1409292221069336,0.8822053074836731,-1.0578787326812744,0.035229265689849854
21.855562210083008,-81.47315216064453,59.705379486083984,0.0,0.1056969165802002,0.9174935221672058,-1.0226161479949951,0.0
24.393217086791992,-82.20059204101562,57.93445587158203,0.0,0.0704646110534668,0.9174935221672058,-1.0226161479949951,0.0
26.835710525512695,-82.7382583618164,55.973793029785156,0.0,0.0352323055267334,0.9527817368507385,-1.0226161479949951,0.035229265689849854
29.246484756469727,-83.08616638183594,53.886634826660156,0.0,0.0,0.9527817368507385,-1.0226161479949951,0.0
31.68897819519043,-83.27593231201172,51.67298126220703,0.0,0.0,0.9880699515342712,-0.952090859413147,0.0
34.03630828857422,-83.49732971191406,49.459327697753906,-0.031628455966711044,-0.0704646110534668,0.9880699515342712,-0.952090859413147,-0.035229265689849854
36.38364028930664,-83.5289535522461,47.182430267333984,0.0,-0.0704646110534668,1.0233582258224487,-0.9168282747268677,0.0
38.69925308227539,-83.4656982421875,44.74740982055664,0.0,-0.1409292221069336,1.0233582258224487,-0.9168282747268677,0.035229265689849854
41.014862060546875,-83.4656982421875,42.407264709472656,0.0,-0.176161527633667,1.0586464405059814,-0.8815656304359436,0.0
43.3621940612793,-83.30756378173828,39.94062042236328,-0.031628455966711044,-0.2113938331604004,1.0586464405059814,-0.8815656304359436,0.0
45.61436462402344,-83.1177978515625,37.44235610961914,-0.031628455966711044,-0.2466261386871338,1.0586464405059814,-0.8463029861450195,0.0
47.80309295654297,-82.86477661132812,35.038963317871094,0.0,-0.2466261386871338,1.0939346551895142,-0.8463029861450195,0.035229265689849854
49.9918212890625,-82.67500305175781,32.63556671142578,-0.06325691193342209,-0.3170907497406006,1.0939346551895142,-0.8110404014587402,0.0
52.11710739135742,-82.3903579711914,30.200550079345703,-0.06325691193342209,-0.3170907497406006,1.0939346551895142,-0.7757777571678162,0.0
54.21067428588867,-82.04244995117188,27.797155380249023,-0.031628455966711044,-0.352323055267334,1.1292227506637573,-0.7757777571678162,0.0
56.1773567199707,-81.59966278076172,25.457008361816406,-0.06325691193342209,-0.4227876663208008,1.0939346551895142,-0.7405151128768921,0.035229265689849854
58.01715850830078,-81.1884994506836,23.116859436035156,-0.031628455966711044,-0.4227876663208008,1.1292227506637573,-0.7052525281906128,0.0
59.82523727416992,-80.65082550048828,20.80833625793457,-0.031628455966711044,-0.4932522773742676,1.1292227506637573,-0.6699898838996887,0.0
61.53815460205078,-80.0499038696289,18.40494155883789,-0.031628455966711044,-0.4932522773742676,1.1292227506637573,-0.6347272396087646,0.0
63.25107192993164,-79.3857192993164,16.064794540405273,-0.031628455966711044,-0.528484582901001,1.0939346551895142,-0.5994646549224854,0.0
