1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,5-220kV徐镇线路电流Ia_5,6-220kV徐镇线路电流Ib_6,7-220kV徐镇线路电流Ic_7,8-220kV徐镇线路电流3Io_8
-81.23628997802734,13.39704704284668,67.25279235839844,-0.5608826279640198,-0.2761531174182892,-0.03456709906458855,0.2766340672969818,0.0
-79.14851379394531,8.007072448730469,70.7120361328125,-0.2181210219860077,-0.24163396656513214,-0.03456709906458855,0.2766340672969818,0.0
-76.65564727783203,2.804033041000366,73.8596420288086,0.4362420439720154,-0.24163396656513214,-0.0691341981291771,0.2766340672969818,0.0
-74.19393920898438,-2.492473840713501,76.7579345703125,0.5297224521636963,-0.24163396656513214,-0.0691341981291771,0.2766340672969818,0.0
-71.32714080810547,-7.570888996124268,79.46923828125,1.3398863077163696,-0.2071148306131363,-0.10370130091905594,0.2766340672969818,0.0
-68.05525207519531,-12.929707527160645,81.52608489990234,1.1217652559280396,-0.2071148306131363,-0.10370130091905594,0.2766340672969818,0.03454866260290146
-64.40943908691406,-17.976966857910156,83.14663696289062,1.5268471240997314,-0.2071148306131363,-0.1382683962583542,0.2420547902584076,0.06909732520580292
59.54834747314453,-13.459358215332031,92.93225860595703,230.67855834960938,-4.522006988525391,0.0691341981291771,0.5878473520278931,3.869450330734253
-47.27098083496094,-46.297698974609375,54.631202697753906,-59.82748031616211,-1.5878803730010986,-0.03456709906458855,0.10373777151107788,1.4855924844741821
-100.08859252929688,-71.78324127197266,63.201416015625,-183.72021484375,-1.3117272853851318,0.10370130091905594,1.071956992149353,0.10364598780870438
-7.385117053985596,-48.07358932495117,71.27299499511719,37.23637390136719,-3.2447991371154785,0.17283549904823303,0.3457925617694855,2.694795846939087
-22.342315673828125,-61.25254440307617,76.78910064697266,-12.058976173400879,-3.728066921234131,-0.10370130091905594,0.2766340672969818,3.523963689804077
-52.94225311279297,-30.314712524414062,103.65281677246094,35.24212646484375,-3.037684202194214,-0.5530735850334167,0.5878473520278931,2.9711849689483643
11.498346328735352,-33.74186325073242,99.57027435302734,129.6885223388672,-4.004220008850098,0.8641775250434875,1.0373777151107788,2.0729198455810547
13.30567455291748,-82.50088500976562,55.22332763671875,-21.282379150390625,-3.8316242694854736,-0.6913419961929321,-0.1383170336484909,4.664069652557373
-30.00788116455078,-61.93797302246094,95.26959228515625,6.792911529541016,-4.14229679107666,-0.17283549904823303,0.17289628088474274,4.076742172241211
-20.005252838134766,-67.70182037353516,69.0603256225586,-29.85141944885254,-4.556526184082031,0.48393940925598145,1.383170247077942,2.6602470874786377
14.3963041305542,-84.27677154541016,72.76889038085938,3.6768972873687744,-4.004220008850098,-0.10370130091905594,0.20747554302215576,3.869450330734253
-17.20077896118164,-65.42743682861328,89.00554656982422,12.058976173400879,-4.1077775955200195,-0.17283549904823303,0.3457925617694855,3.9385476112365723
-15.767380714416504,-74.21340942382812,68.87333679199219,-38.015377044677734,-4.694602966308594,0.24196970462799072,0.829902172088623,3.6276097297668457
34.80664825439453,-85.33607482910156,70.52505493164062,32.624671936035156,-4.383930683135986,0.34567099809646606,0.7261644005775452,3.2475743293762207
14.645590782165527,-71.12896728515625,84.3932113647461,48.20474624633789,-3.451913833618164,-0.3802381157875061,0.20747554302215576,3.5930609703063965
-22.747406005859375,-78.07674407958984,64.01168823242188,-64.31453704833984,-3.5209522247314453,-0.10370130091905594,0.5532681345939636,3.0402824878692627
15.673897743225098,-89.41749572753906,54.631202697753906,-31.658708572387695,-3.382875680923462,0.2765367925167084,0.4149510860443115,2.694795846939087
23.838035583496094,-77.54708862304688,73.17402648925781,32.21958923339844,-2.830569267272949,-0.3802381157875061,0.5532681345939636,2.5911498069763184
-10.096109390258789,-90.13408660888672,47.432228088378906,-90.45790100097656,-2.416339635848999,0.03456709906458855,0.31121331453323364,2.0383710861206055
19.163911819458008,-82.12701416015625,57.809974670410156,-8.756000518798828,-1.898552656173706,0.24196970462799072,0.20747554302215576,1.4164952039718628
33.061641693115234,-81.78429412841797,57.342506408691406,14.42714786529541,-1.346246361732483,-0.24196970462799072,0.4149510860443115,1.1401058435440063
9.348249435424805,-84.43254852294922,38.145233154296875,-64.15873718261719,-0.9320167303085327,-0.20740260183811188,0.31121331453323364,0.7600706219673157
19.600162506103516,-79.44760131835938,47.30756759643555,-21.313539505004883,-0.1380765587091446,-0.17283549904823303,0.1383170336484909,0.13819465041160583
31.628244400024414,-79.82147216796875,39.298316955566406,-15.237311363220215,0.4832679331302643,-0.20740260183811188,0.20747554302215576,-0.5182299613952637
26.45554542541504,-81.87776184082031,22.687686920166016,-56.36870193481445,0.8974975943565369,-0.24196970462799072,0.06915851682424545,-0.7600706219673157
32.06449508666992,-76.5189437866211,32.037010192871094,-21.188899993896484,1.518842101097107,-0.3111039102077484,0.06915851682424545,-1.3128491640090942
36.86326217651367,-80.94308471679688,20.693164825439453,-40.53934860229492,2.2782630920410156,-0.24196970462799072,0.10373777151107788,-2.142017126083374
35.4921875,-76.45663452148438,7.417128562927246,-57.39698791503906,3.0722033977508545,-0.3111039102077484,-0.1383170336484909,-2.694795846939087
33.31092834472656,-64.30582427978516,21.65926170349121,-16.577198028564453,3.5899903774261475,-0.3802381157875061,-0.10373777151107788,-3.143928289413452
37.081390380859375,-67.7952880859375,5.297948837280273,-43.87348556518555,4.2803730964660645,-0.41480520367622375,-0.10373777151107788,-3.8003530502319336
