220kV I母电压A相_1,220kV I母电压B相_2,220kV I母电压C相_3,220kV I母电压3U0_4,虹花I回线A相_25,虹花I回线B相_26,虹花I回线C相_27,虹花I回线3I0_28
-65.01766204833984,79.27145385742188,-15.432120323181152,-2.21150803565979,0.34779998660087585,-0.3659760057926178,0.08474399894475937,0.018912000581622124
-76.52641296386719,70.40351867675781,6.183239936828613,0.07786999642848969,0.3853999972343445,-0.35659199953079224,-0.028248000890016556,0.02836799994111061
-83.37313079833984,55.56478500366211,27.320568084716797,-0.8254219889640808,0.4230000078678131,-0.2909039855003357,-0.14124000072479248,0.009456000290811062
-83.6240005493164,35.49251174926758,47.05497741699219,-1.6352699995040894,0.4230000078678131,-0.19706399738788605,-0.20715199410915375,0.009456000290811062
-79.89228057861328,15.918671607971191,64.1394271850586,0.5762379765510559,0.4041999876499176,-0.08445599675178528,-0.26364800333976746,0.009456000290811062
-70.23370361328125,-6.60422420501709,75.6849365234375,-1.1680500507354736,0.34779998660087585,0.03753599897027016,-0.3483920097351074,0.009456000290811062
-55.36954116821289,-28.088720321655273,82.95933532714844,-0.26475799083709717,0.28200000524520874,0.12199199944734573,-0.38605600595474243,-0.018912000581622124
-35.352046966552734,-47.09143829345703,83.82186889648438,2.382822036743164,0.18799999356269836,0.24398399889469147,-0.39547199010849,0.009456000290811062
-15.439081192016602,-64.73385620117188,79.4052734375,-1.3393640518188477,0.08460000157356262,0.32844001054763794,-0.357807993888855,0.018912000581622124
6.4913129806518555,-76.60276794433594,70.35384368896484,0.4049240052700043,-0.028200000524520874,0.3941279947757721,-0.3483920097351074,0.018912000581622124
28.14992904663086,-83.94425964355469,55.82582473754883,0.07786999642848969,-0.1597999930381775,0.4222800135612488,-0.273063987493515,0.018912000581622124
47.341636657714844,-83.6015853881836,35.6341667175293,-1.0123100280761719,-0.23499999940395355,0.4504320025444031,-0.18831999599933624,0.02836799994111061
64.75633239746094,-79.97756958007812,15.920543670654297,1.2614940404891968,-0.30079999566078186,0.4410479962825775,-0.07532799988985062,0.03782400116324425
76.1919174194336,-70.60081481933594,-6.193632125854492,-0.45164600014686584,-0.36660000681877136,0.40351200103759766,0.028248000890016556,0.02836799994111061
82.95500946044922,-55.54401779174805,-27.434879302978516,0.2180359959602356,-0.3853999972343445,0.32844001054763794,0.11299200356006622,0.009456000290811062
84.51250457763672,-36.15708923339844,-46.69125747680664,2.616431951522827,-0.4041999876499176,0.22521600127220154,0.22598400712013245,0.02836799994111061
79.57868957519531,-15.5656156539917,-64.49275207519531,-1.183624029159546,-0.36660000681877136,0.1313759982585907,0.30131199955940247,0.018912000581622124
69.96192932128906,6.458847999572754,-76.04865264892578,0.37377598881721497,-0.3384000062942505,0.0,0.357807993888855,0.02836799994111061
55.9130973815918,27.40337562561035,-83.208740234375,0.04672199860215187,-0.2632000148296356,-0.09384000301361084,0.39547199010849,0.02836799994111061
