110kV I母_1,110kV I母_2,110kV I母_3,110kV I母_4,110kV东迁线 I回_17,110kV东迁线 I回_18,110kV东迁线 I回_19,110kV东迁线 I回_20
-82.49516296386719,33.50455093383789,48.73100280761719,-0.2567720115184784,-0.2896299958229065,0.07350499927997589,0.2377849966287613,2.099999983329326e-05
-81.74284362792969,28.550920486450195,53.18661880493164,0.20230700075626373,-0.33285999298095703,0.06053600087761879,0.2766920030117035,-0.0043020001612603664
-80.57728576660156,23.581396102905273,57.1654167175293,0.4435180127620697,-0.3155680000782013,0.06918200105428696,0.27236899733543396,-0.008624999783933163
-79.59715270996094,18.378759384155273,61.33494186401367,0.4357370138168335,-0.293953001499176,0.043244000524282455,0.28533801436424255,0.03892799839377403
-78.35212707519531,13.101951599121094,64.94818115234375,-0.30345800518989563,-0.2809840142726898,-0.008631999604403973,0.2766920030117035,0.02595899999141693
-76.7309341430664,7.904613971710205,68.31240844726562,-0.6224790215492249,-0.2896299958229065,0.004337000194936991,0.3069530129432678,0.03892799839377403
-74.59054565429688,2.8079380989074707,71.48590850830078,-0.2567720115184784,-0.255046010017395,-0.03889299929141998,0.31992200016975403,0.017312999814748764
-72.14816284179688,-2.2675459384918213,74.27265930175781,-0.07780899852514267,-0.2507230043411255,-0.030246999114751816,0.31127598881721497,0.030282000079751015
-69.50446319580078,-7.337731838226318,76.67794799804688,-0.02334200032055378,-0.255046010017395,-0.06915400177240372,0.31992200016975403,0.02595899999141693
-66.37864685058594,-12.21718978881836,78.80245208740234,0.35014599561691284,-0.19452400505542755,-0.09076900035142899,0.3415369987487793,-0.008624999783933163
-63.0938835144043,-17.244991302490234,80.65145111083984,0.6613860130310059,-0.17723199725151062,-0.11238399893045425,0.31127598881721497,-0.008624999783933163
-59.464752197265625,-22.24100685119629,82.16667938232422,0.8092250227928162,-0.17290900647640228,-0.142645001411438,0.33721399307250977,0.004344000015407801
-55.58661651611328,-27.221126556396484,83.12031555175781,0.529109001159668,-0.13832500576972961,-0.142645001411438,0.33721399307250977,0.03892799839377403
-51.247554779052734,-32.164161682128906,83.55475616455078,0.2878980040550232,-0.12535600364208221,-0.16425999999046326,0.3285680115222931,0.02595899999141693
