17-110kVII母电压Ua_17,18-110kVII母电压Ub_18,19-110kVII母电压Uc_19,20-110kVII母电压3Uo_20,33-110kV162断路器木糯线电流Ia_33,34-110kV162断路器木糯线电流Ib_34,35-110kV162断路器木糯线电流Ic_35,36-110kV162断路器木糯线电流3Io_36
-53.76463317871094,83.41287231445312,-29.306386947631836,0.18646693229675293,-0.12085819989442825,0.08632728457450867,0.05179636925458908,0.017265455797314644
-63.67845916748047,80.74018096923828,-16.906335830688477,0.09323346614837646,-0.12085819989442825,0.06906182318925858,0.06906182318925858,0.0
-71.54114532470703,75.61234283447266,-4.257661819458008,-0.18646693229675293,-0.10359273850917816,0.05179636925458908,0.08632728457450867,0.017265455797314644
-77.44593048095703,68.30905151367188,8.608556747436523,-0.43508949875831604,-0.10359273850917816,0.017265455797314644,0.10359273850917816,0.017265455797314644
-81.42389678955078,59.26540756225586,21.381542205810547,-0.5283229947090149,-0.10359273850917816,-0.017265455797314644,0.10359273850917816,0.0
-83.41287231445312,48.605712890625,33.90590286254883,-0.4972451627254486,-0.08632728457450867,-0.03453091159462929,0.13812364637851715,0.017265455797314644
-83.7236557006836,36.82722091674805,46.02625274658203,-0.37293386459350586,-0.06906182318925858,-0.03453091159462929,0.13812364637851715,0.017265455797314644
-82.54269409179688,24.582557678222656,57.121036529541016,-0.2797003984451294,-0.05179636925458908,-0.05179636925458908,0.13812364637851715,0.017265455797314644
-79.24844360351562,12.089272499084473,66.4754638671875,-0.15538911521434784,-0.03453091159462929,-0.06906182318925858,0.15538911521434784,0.03453091159462929
-73.4990463256836,-0.8701789975166321,73.84090423583984,0.062155645340681076,0.0,-0.08632728457450867,0.13812364637851715,0.03453091159462929
-65.63636016845703,-13.860708236694336,79.15521240234375,0.3107782304286957,0.0,-0.10359273850917816,0.12085819989442825,0.05179636925458908
-56.06439208984375,-26.54046058654785,82.3873062133789,0.40401169657707214,0.03453091159462929,-0.10359273850917816,0.12085819989442825,0.03453091159462929
-45.062843322753906,-38.971588134765625,83.7236557006836,0.3107782304286957,0.03453091159462929,-0.12085819989442825,0.10359273850917816,0.03453091159462929
-33.19111251831055,-50.81224060058594,83.5993423461914,0.21754474937915802,0.06906182318925858,-0.12085819989442825,0.10359273850917816,0.03453091159462929
-20.94645118713379,-61.22330856323242,81.7657470703125,0.21754474937915802,0.08632728457450867,-0.13812364637851715,0.10359273850917816,0.03453091159462929
-8.422089576721191,-69.70755767822266,77.6634750366211,0.21754474937915802,0.08632728457450867,-0.12085819989442825,0.06906182318925858,0.03453091159462929
4.413050651550293,-76.26497650146484,71.168212890625,-0.21754474937915802,0.12085819989442825,-0.10359273850917816,0.05179636925458908,0.05179636925458908
17.217113494873047,-80.83341217041016,62.71504592895508,-0.6837120652198792,0.13812364637851715,-0.08632728457450867,0.017265455797314644,0.06906182318925858
29.02668571472168,-83.16425323486328,52.707984924316406,-1.8335914611816406,0.43163642287254333,-0.08632728457450867,0.0,0.36257457733154297
26.63369369506836,-81.51712799072266,43.633262634277344,-20.38705062866211,5.835724353790283,-0.22445093095302582,-0.13812364637851715,5.628539085388184
27.534950256347656,-78.16072082519531,33.59512710571289,-30.207643508911133,12.172146797180176,-0.517963707447052,-0.43163642287254333,11.395201683044434
32.41416931152344,-73.18827056884766,23.650222778320312,-30.083332061767578,18.43950843811035,-0.7769455313682556,-0.7251491546630859,17.196393966674805
37.57308578491211,-66.16468048095703,12.244662284851074,-28.71590805053711,24.53421401977539,-1.0186619758605957,-0.966865599155426,22.842199325561523
40.61871337890625,-57.121036529541016,0.6526342630386353,-28.280818939208984,31.66484832763672,-1.3639711141586304,-1.2258474826812744,29.403072357177734
42.73200607299805,-47.36260223388672,-11.529871940612793,-28.871295928955078,38.9336051940918,-1.6920148134231567,-1.5193601846694946,36.10206985473633
45.218231201171875,-38.816200256347656,-24.675790786743164,-32.693870544433594,46.49587631225586,-1.985527515411377,-1.847403883934021,43.094581604003906
44.06835174560547,-26.602615356445312,-35.24224853515625,-31.761533737182617,53.40205764770508,-2.24450945854187,-2.2790403366088867,49.361942291259766
42.887393951416016,-13.021607398986816,-44.47236251831055,-26.13644790649414,59.60035705566406,-2.4689602851867676,-2.5725531578063965,55.059539794921875
42.23476028442383,-0.43508949875831604,-53.14307403564453,-20.355974197387695,65.14257049560547,-2.693411350250244,-2.8488004207611084,60.08378982543945
40.339012145996094,10.628615379333496,-61.75163269042969,-19.454715728759766,69.94236755371094,-2.8488004207611084,-3.0387203693389893,64.50374603271484
37.29338836669922,21.381542205810547,-69.39677429199219,-19.361482620239258,73.77529907226562,-3.0387203693389893,-3.2113749980926514,67.99137115478516
34.12344741821289,32.28985595703125,-74.61785125732422,-14.575498580932617,76.6068344116211,-3.159578561782837,-3.332233190536499,70.5466537475586
30.79812240600586,42.57661437988281,-77.6634750366211,-7.5208330154418945,78.26431274414062,-3.245905876159668,-3.3840296268463135,72.0660171508789
25.981060028076172,52.30397415161133,-78.7511978149414,-0.8701789975166321,78.71321868896484,-3.263171434402466,-3.3840296268463135,72.48038482666016
20.573518753051758,59.98019790649414,-78.93766784667969,2.5794591903686523,77.60823059082031,-3.245905876159668,-3.314967632293701,71.4444580078125
15.383522033691406,65.35665893554688,-77.41485595703125,5.500774383544922,75.03567504882812,-3.159578561782837,-3.1941094398498535,69.04456329345703
9.75843620300293,70.17372131347656,-72.9085693359375,12.15142822265625,70.66751098632812,-3.0214548110961914,-3.0387203693389893,64.90084838867188
4.226583957672119,73.59228515625,-66.59976959228516,19.454715728759766,63.53688049316406,-2.866065740585327,-2.7624731063842773,58.13279342651367
-2.3619143962860107,75.14617156982422,-58.76816177368164,24.24070167541504,50.69137954711914,-2.6416149139404297,-2.4689602851867676,45.61533737182617
-8.826101303100586,74.77323913574219,-50.252838134765625,27.09986114501953,31.060556411743164,-2.2963056564331055,-2.1236512660980225,26.347087860107422
-15.35244369506836,73.74767303466797,-40.12146759033203,31.699378967285156,11.084423065185547,-1.9509966373443604,-1.6920148134231567,6.975244522094727
-20.63567352294922,70.73312377929688,-29.119918823242188,36.54751968383789,-1.899200201034546,-1.5538910627365112,-1.260378360748291,-4.834327697753906
-25.42165756225586,65.07695770263672,-17.18603515625,39.40667724609375,-7.82125186920166,-1.1049891710281372,-0.7942110300064087,-9.409673690795898
-29.461774826049805,57.121036529541016,-4.879218101501465,40.090389251708984,-10.911768913269043,-0.673352837562561,-0.3107782304286957,-11.498794555664062
-32.911415100097656,47.23828887939453,7.67622184753418,39.00266647338867,-13.98501968383789,-0.258981853723526,0.13812364637851715,-13.691507339477539
-35.73949432373047,36.57859802246094,20.418128967285156,37.759552001953125,-17.714359283447266,0.17265456914901733,0.58702552318573,-16.661165237426758
-37.6352424621582,25.483814239501953,32.84925842285156,36.796142578125,-21.90986442565918,0.5697600841522217,0.9841310381889343,-20.13152313232422
-38.41218948364258,14.109331130981445,44.099430084228516,35.24224853515625,-26.588804244995117,0.9323346614837646,1.346705675125122,-24.137107849121094
-37.728477478027344,2.0511362552642822,53.26738739013672,31.326444625854492,-31.733909606933594,1.260378360748291,1.6747492551803589,-28.67792320251465
-35.70841598510742,-10.007059097290039,60.88145446777344,27.006628036499023,-37.03440475463867,1.5193601846694946,1.9509966373443604,-33.46045684814453
-32.569557189941406,-21.754474639892578,67.15917205810547,22.904354095458984,-41.86873245239258,1.76107656955719,2.1927130222320557,-37.8631477355957
-28.871295928955078,-33.00464630126953,71.94515991210938,17.962980270385742,-45.77072525024414,1.933731198310852,2.3826329708099365,-41.38529968261719
-24.924413681030273,-43.57110595703125,75.23941040039062,11.996039390563965,-48.48140335083008,2.0373239517211914,2.4689602851867676,-43.8542594909668
-20.63567352294922,-53.049842834472656,77.19731140136719,6.277719974517822,-49.91443634033203,2.1236512660980225,2.503491163253784,-45.13190460205078
-16.098312377929688,-60.63283157348633,77.63240051269531,1.5538910627365112,-50.10435485839844,2.140916585922241,2.4862258434295654,-45.339088439941406
-11.063704490661621,-66.3822250366211,75.61234283447266,-3.232093572616577,-49.05116271972656,2.0891201496124268,2.417163848876953,-44.33769226074219
-5.656163692474365,-70.4844970703125,71.29252624511719,-8.577479362487793,-46.63399887084961,1.985527515411377,2.2963056564331055,-42.144981384277344
0.0,-73.28150177001953,65.04588317871094,-14.295798301696777,-42.93918991088867,1.8301384449005127,2.071854829788208,-38.74368667602539
5.81155252456665,-74.52462005615234,57.462894439697266,-19.51687240600586,-38.01853561401367,1.6056874990463257,1.847403883934021,-34.23740005493164
11.747416496276855,-74.43138122558594,48.792179107666016,-23.929922103881836,-31.906564712524414,1.3294401168823242,1.536625623703003,-28.66065788269043
17.527891159057617,-72.9085693359375,39.28236770629883,-27.97003936767578,-24.72413444519043,1.0531928539276123,1.1913164854049683,-22.06525421142578
22.748966217041016,-69.58324432373047,28.746986389160156,-31.543989181518555,-16.678430557250977,0.7078837156295776,0.7942110300064087,-14.692903518676758
27.566028594970703,-63.989234924316406,17.061723709106445,-34.12344741821289,-7.959375381469727,0.34530913829803467,0.37984004616737366,-6.733528137207031
32.13446807861328,-56.43732452392578,4.630595684051514,-34.807159423828125,1.1049891710281372,-0.03453091159462929,-0.017265455797314644,1.5193601846694946
36.20566177368164,-47.549068450927734,-8.173467636108398,-34.58961486816406,9.858575820922852,-0.41437095403671265,-0.43163642287254333,9.496001243591309
38.90943145751953,-37.479854583740234,-20.79106330871582,-34.558536529541016,18.197792053222656,-0.7596800923347473,-0.8287419080734253,17.11006736755371
40.24578094482422,-26.758005142211914,-32.66279220581055,-34.30991744995117,26.260759353637695,-1.1049891710281372,-1.2085819244384766,24.482418060302734
40.61871337890625,-15.756455421447754,-43.291404724121094,-32.94248962402344,34.030216217041016,-1.4330328702926636,-1.5538910627365112,31.59578514099121
39.87284469604492,-4.226583957672119,-52.36613082885742,-29.959020614624023,41.212646484375,-1.709280252456665,-1.899200201034546,38.15665817260742
38.03925323486328,7.707299709320068,-60.166664123535156,-25.88782501220703,47.48000717163086,-1.985527515411377,-2.1927130222320557,43.871524810791016
35.304405212402344,19.57902717590332,-66.75516510009766,-21.319385528564453,52.6251106262207,-2.2099783420562744,-2.417163848876953,48.56772994995117
31.82369041442871,30.891355514526367,-71.97623443603516,-16.595556259155273,56.47530746459961,-2.3998985290527344,-2.5898184776306152,52.0380859375
27.690340042114258,41.73751449584961,-75.73665618896484,-11.374483108520508,58.89247131347656,-2.520756721496582,-2.693411350250244,54.17900466918945
23.090822219848633,51.65134048461914,-77.78778839111328,-5.594007968902588,59.75574493408203,-2.5725531578063965,-2.7279422283172607,54.921417236328125
18.14944839477539,59.79372787475586,-77.91210174560547,-0.031077822670340538,58.82341003417969,-2.5725531578063965,-2.6761457920074463,53.97181701660156
12.835140228271484,65.97821807861328,-75.76773071289062,5.283229827880859,55.19766616821289,-2.5552875995635986,-2.5898184776306152,50.39786911010742
7.303287982940674,70.45342254638672,-71.696533203125,10.473225593566895,46.89297866821289,-2.434429407119751,-2.434429407119751,42.19677734375
1.6160467863082886,73.28150177001953,-65.88497924804688,15.601066589355469,32.26913833618164,-2.261774778366089,-2.1927130222320557,27.67652702331543
-4.040116786956787,74.55569458007812,-58.64384841918945,20.48028564453125,15.003682136535645,-2.0200583934783936,-1.933731198310852,10.704583168029785
-9.78951358795166,74.43138122558594,-50.19068145751953,25.079801559448242,2.0200583934783936,-1.7265456914901733,-1.6056874990463257,-1.5538910627365112
-15.35244369506836,72.81533813476562,-40.77410125732422,29.057764053344727,-4.575345993041992,-1.398501992225647,-1.2085819244384766,-7.009775638580322
-20.48028564453125,69.14815521240234,-30.269798278808594,32.16554641723633,-7.596800804138184,-1.0186619758605957,-0.8287419080734253,-9.047099113464355
-25.048725128173828,63.274444580078125,-18.677770614624023,34.40314865112305,-9.96216869354248,-0.6388218998908997,-0.41437095403671265,-10.635520935058594
-29.02668571472168,55.536067962646484,-6.3398756980896,35.61518478393555,-12.897295951843262,-0.2417163997888565,0.017265455797314644,-12.810968399047852
-32.60063552856445,46.30595397949219,6.433109283447266,35.61518478393555,-16.50577735900879,0.15538911521434784,0.44890186190605164,-15.677034378051758
-35.49087142944336,35.8948860168457,19.237171173095703,34.900394439697266,-20.701282501220703,0.5352291464805603,0.8460074067115784,-19.130126953125
-37.35554122924805,25.079801559448242,31.60614585876465,34.30991744995117,-25.414752960205078,0.880538284778595,1.2085819244384766,-23.170242309570312
-38.194644927978516,14.109331130981445,42.66984939575195,33.12895965576172,-30.78430938720703,1.2258474826812744,1.5538910627365112,-27.935508728027344
-37.82170867919922,2.89023756980896,52.05535125732422,30.518421173095703,-36.620033264160156,1.5538910627365112,1.8819347620010376,-33.16694259643555
-36.267818450927734,-8.515323638916016,59.85588455200195,26.820159912109375,-42.421226501464844,1.8301384449005127,2.175447463989258,-38.43290710449219
-33.71943664550781,-19.858728408813477,66.16468048095703,22.4071102142334,-47.531803131103516,2.071854829788208,2.3998985290527344,-43.111846923828125
-30.39410972595215,-30.86027717590332,71.04389953613281,17.43465805053711,-51.6409797668457,2.2272439002990723,2.5898184776306152,-46.8066520690918
-26.38507080078125,-41.45781326293945,74.58677673339844,12.058195114135742,-54.437984466552734,2.34810209274292,2.693411350250244,-49.361942291259766
-21.785552978515625,-51.24732971191406,76.73114013671875,6.588498115539551,-55.922813415527344,2.3998985290527344,2.7624731063842773,-50.70864486694336
-16.87525749206543,-59.545108795166016,77.0108413696289,1.0255681276321411,-56.00914001464844,2.434429407119751,2.7279422283172607,-50.760440826416016
-11.59202766418457,-65.91606140136719,74.8043212890625,-4.599517822265625,-54.73149871826172,2.3653676509857178,2.6416149139404297,-49.58639144897461
-5.904786109924316,-70.36019134521484,70.51557922363281,-10.03813648223877,-52.05535125732422,2.24450945854187,2.4862258434295654,-47.15196228027344
-0.062155645340681076,-73.21934509277344,64.54863739013672,-15.165977478027344,-48.08429718017578,2.071854829788208,2.2790403366088867,-43.508949279785156
5.718319416046143,-74.40030670166016,57.214271545410156,-20.045194625854492,-42.904659271240234,1.8301384449005127,2.0373239517211914,-38.76095199584961
11.436638832092285,-74.27599334716797,48.667869567871094,-24.644712448120117,-36.58550262451172,1.5711565017700195,1.7265456914901733,-32.97702407836914
