17-220kVⅡ母电压Ua_17,18-220kVⅡ母电压Ub_18,19-220kVⅡ母电压Uc_19,20-220kVⅡ母电压3Uo_20,5-砚马Ⅱ回266电流Ia_5,6-砚马Ⅱ回266电流Ib_6,7-砚马Ⅱ回266电流Ic_7,8-砚马Ⅱ回266电流3Io_8
-24.040285110473633,-58.44975662231445,82.632080078125,0.3488134443759918,-0.04673360288143158,-0.20835556089878082,0.2690420150756836,0.01794806309044361
-19.015993118286133,-62.1583366394043,81.33203887939453,0.2536824941635132,-0.03235403075814247,-0.21913257241249084,0.25828033685684204,0.014358451589941978
-13.800904273986816,-65.8669204711914,79.8100357055664,0.3488134443759918,-0.014379570260643959,-0.22272491455078125,0.25469309091567993,0.014358451589941978
-8.458619117736816,-69.3536148071289,77.970947265625,0.3488134443759918,0.0,-0.23350192606449127,0.24393141269683838,0.014358451589941978
-3.084533929824829,-72.55503845214844,75.71965026855469,0.1902618706226349,0.014379570260643959,-0.2406865954399109,0.24034418165683746,0.010768838226795197
2.225952386856079,-75.40779113769531,73.27810668945312,0.1268412470817566,0.03235403075814247,-0.2550559341907501,0.23316973447799683,0.014358451589941978
7.568238258361816,-78.07036590576172,70.6146011352539,0.22197218239307404,0.05032849684357643,-0.2586482763290405,0.22240805625915527,0.010768838226795197
12.878724098205566,-80.28917694091797,67.44375610351562,0.1268412470817566,0.06830295920372009,-0.2586482763290405,0.2080591470003128,0.010768838226795197
18.252809524536133,-82.00082397460938,63.7338752746582,0.03171031177043915,0.0826825276017189,-0.26583296060562134,0.19729746878147125,0.010768838226795197
23.436098098754883,-83.52229309082031,59.92886734008789,-0.1902618706226349,0.09706209599971771,-0.26942530274391174,0.1865357905626297,0.010768838226795197
28.428592681884766,-84.66339874267578,56.06044387817383,-0.2536824941635132,0.11144166439771652,-0.26942530274391174,0.17218688130378723,0.007179225794970989
33.548282623291016,-85.5826187133789,51.811519622802734,-0.3805237412452698,0.12941612303256989,-0.26942530274391174,0.15425074100494385,0.0035896128974854946
38.381778717041016,-85.99468231201172,47.372344970703125,-0.2853928208351135,0.14020080864429474,-0.26942530274391174,0.13631461560726166,0.0035896128974854946
43.119876861572266,-86.15316772460938,42.93316650390625,-0.03171031177043915,0.15458038449287415,-0.27301764488220215,0.12196570634841919,0.0035896128974854946
