1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,25-220kV保紫242线路电流Ia_21,26-220kV保紫242线路电流Ib_22,27-220kV保紫242线路电流Ic_23,28-220kV保紫242线路电流3Io_24
33.133235931396484,-86.33843994140625,53.042625427246094,-0.2799595296382904,-0.010362925007939339,-0.02935495786368847,0.036263711750507355,-0.0017284126952290535
38.35866165161133,-87.01514434814453,48.532989501953125,-0.2099696397781372,-0.005181462503969669,-0.03108171932399273,0.03453686833381653,-0.0017284126952290535
43.273048400878906,-86.90625,43.51019287109375,-0.2332995980978012,-0.005181462503969669,-0.0345352441072464,0.03453686833381653,-0.003456825390458107
47.86862564086914,-86.56401062011719,38.53404235839844,-0.2255229353904724,-0.0017271542456001043,-0.03280848264694214,0.03453686833381653,-0.0017284126952290535
52.650821685791016,-86.4395523071289,33.72895050048828,-0.0777665302157402,0.0017271542456001043,-0.03626200556755066,0.0328100249171257,-0.0017284126952290535
57.051998138427734,-85.91063690185547,28.799453735351562,-0.0933198407292366,0.0034543084912002087,-0.03971553221344948,0.0328100249171257,0.0
61.04104995727539,-84.81390380859375,23.613374710083008,-0.2721828520298004,0.005181462503969669,-0.03798876702785492,0.0328100249171257,-0.0017284126952290535
64.85125732421875,-83.1882553100586,18.186264038085938,-0.2644062042236328,0.006908616982400417,-0.03971553221344948,0.031083183363080025,0.0
68.41262817382812,-81.45370483398438,12.922433853149414,-0.1322031021118164,0.010362925007939339,-0.03626200556755066,0.0293563399463892,0.0017284126952290535
71.86514282226562,-79.57137298583984,7.54974889755249,-0.2566295564174652,0.010362925007939339,-0.03798876702785492,0.025902653113007545,0.0
74.9599609375,-77.07455444335938,2.0371103286743164,-0.1088731437921524,0.012090079486370087,-0.03798876702785492,0.025902653113007545,0.0
77.46381378173828,-74.13438415527344,-3.265596866607666,0.1399797648191452,0.015544387511909008,-0.03971553221344948,0.022448966279625893,0.0017284126952290535
79.8354721069336,-70.85974884033203,-8.8248872756958,0.2566295564174652,0.01899869553744793,-0.03798876702785492,0.020722122862935066,0.0
81.88053894042969,-67.34397888183594,-14.407502174377441,0.2410762459039688,0.01727154292166233,-0.03798876702785492,0.017268434166908264,0.0017284126952290535
83.27243041992188,-63.84377670288086,-19.39142608642578,0.0699898824095726,0.01899869553744793,-0.03626200556755066,0.013814748264849186,-0.0017284126952290535
84.50102996826172,-60.22689437866211,-24.25872039794922,0.0311066135764122,0.020725850015878677,-0.0345352441072464,0.015541591681540012,0.0
85.69075012207031,-56.37666702270508,-29.18044090270996,0.2488529086112976,0.024180158972740173,-0.03626200556755066,0.008634217083454132,0.0017284126952290535
86.48389434814453,-51.904178619384766,-34.366519927978516,0.3499493896961212,0.029361620545387268,-0.03626200556755066,0.008634217083454132,0.0
86.77938079833984,-46.8872184753418,-39.8325080871582,0.0933198407292366,0.02763446792960167,-0.0345352441072464,0.006907374132424593,-0.0017284126952290535
86.63163757324219,-41.971370697021484,-44.622047424316406,0.0388832651078701,0.031088775023818016,-0.0345352441072464,0.0017268435331061482,0.0
86.60053253173828,-37.3588752746582,-49.131683349609375,0.1477564126253128,0.032815929502248764,-0.03280848264694214,0.0,0.0
86.42168426513672,-32.34968948364258,-53.944549560546875,0.2332995980978012,0.03454308584332466,-0.03280848264694214,-0.0017268435331061482,0.0
85.1308822631836,-26.757137298583984,-58.485286712646484,-0.2410762459039688,0.03627023845911026,-0.02935495786368847,-0.0051805307157337666,0.0017284126952290535
83.69233703613281,-21.117916107177734,-62.388450622558594,0.3266194462776184,0.03627023845911026,-0.03108171932399273,-0.006907374132424593,0.0
82.09049224853516,-16.09317398071289,-65.95728302001953,0.0622132271528244,0.03454308584332466,-0.02762819454073906,-0.010361061431467533,0.0
80.27870178222656,-11.208440780639648,-69.34728240966797,-0.5054824352264404,0.03799739107489586,-0.0259014330804348,-0.01208790484815836,0.0
-38.29645538330078,-2.2712454795837402,-55.94278335571289,-133.18296813964844,0.10708355903625488,-0.02244790829718113,-0.01208790484815836,0.07086492329835892
-10.769662857055664,-7.614894866943359,-81.02568054199219,-175.4257354736328,0.29707053303718567,0.02935495786368847,0.036263711750507355,0.36642348766326904
81.71724700927734,35.445430755615234,-49.022830963134766,116.93753051757812,0.2901619076728821,0.086338110268116,0.08979586511850357,0.47185665369033813
31.42253303527832,16.36541175842285,-74.33120727539062,-45.58674240112305,0.369610995054245,0.05352962762117386,0.05180530622601509,0.4753134846687317
20.668420791625977,14.98088550567627,-84.42345428466797,-88.31945037841797,0.4421514868736267,0.1122395396232605,0.11051798611879349,0.6654388904571533
64.8123779296875,46.00049591064453,-63.531410217285156,79.64070892333984,0.47842171788215637,0.12605364620685577,0.11569851636886597,0.7242048978805542
11.399513244628906,27.099380493164062,-80.49696350097656,-72.5872802734375,0.5405992865562439,0.10015220940113068,0.08979586511850357,0.7345753908157349
0.25660568475723267,35.2198600769043,-84.73446655273438,-87.868408203125,0.573415219783783,0.14159449934959412,0.12951326370239258,0.8486506342887878
31.111495971679688,46.66164779663086,-72.885009765625,7.9010796546936035,0.5906867384910583,0.1588621288537979,0.14505484700202942,0.9022314548492432
-1.1897172927856445,33.10417938232422,-93.94033813476562,-107.45001983642578,0.606231153011322,0.16058889031410217,0.1502353847026825,0.92815762758255
1.2597006559371948,40.765743255615234,-91.02462768554688,-85.49652862548828,0.6476828455924988,0.1899438351392746,0.19167962670326233,1.0370476245880127
9.572169303894043,64.27157592773438,-69.16067504882812,8.492105484008789,0.6338655948638916,0.21411851048469543,0.20722122490406036,1.0647022724151611
4.245657920837402,57.01448059082031,-80.20928192138672,-33.182979583740234,0.651137113571167,0.20030441880226135,0.19167962670326233,1.057788610458374
4.517815113067627,52.993133544921875,-85.78411865234375,-48.907371520996094,0.651137113571167,0.20893822610378265,0.2158554345369339,1.0906283855438232
5.653100967407227,72.46984100341797,-68.23542785644531,17.046422958374023,0.6269569993019104,0.22620585560798645,0.23139703273773193,1.1027272939682007
12.993578910827637,71.53645324707031,-75.36531066894531,16.237651824951172,0.6286841034889221,0.21239174902439117,0.22794334590435028,1.0888999700546265
0.7153855562210083,66.14613342285156,-74.30787658691406,-13.399173736572266,0.5958681702613831,0.22102555632591248,0.24003124237060547,1.076801061630249
5.645325183868408,85.10169982910156,-64.59661865234375,45.477867126464844,0.5751423239707947,0.23138613998889923,0.24003124237060547,1.0733442306518555
12.94692325592041,74.08771514892578,-70.52912139892578,28.695850372314453,0.5578708052635193,0.22275231778621674,0.24348492920398712,1.042232871055603
-5.544238090515137,74.97443389892578,-68.26652526855469,1.89750337600708,0.518146276473999,0.22275231778621674,0.24693861603736877,1.011121392250061
-3.2192349433898926,92.79437255859375,-57.54448318481445,55.85969924926758,0.48533034324645996,0.224479079246521,0.2417580932378769,0.9730963706970215
3.3436498641967773,82.65155029296875,-59.013999938964844,46.978763580322266,0.4352428615093231,0.20893822610378265,0.23312386870384216,0.9022314548492432
-10.054277420043945,80.90145111083984,-61.79753494262695,15.918808937072754,0.38860970735549927,0.20375794172286987,0.2348507195711136,0.8503790497779846
-6.0574493408203125,87.55184173583984,-55.810604095458984,44.63798904418945,0.345430850982666,0.20893822610378265,0.2296701818704605,0.8088971376419067
-3.265890598297119,88.46967315673828,-49.37271499633789,62.50873947143555,0.2953433692455292,0.18476355075836182,0.21412859857082367,0.7190197110176086
-14.027777671813965,86.11286926269531,-47.8798713684082,42.2894401550293,0.23834727704524994,0.17094945907592773,0.2020406872034073,0.6343274712562561
-11.35285758972168,84.70500946044922,-43.720123291015625,51.582542419433594,0.1813511848449707,0.16576917469501495,0.19513331353664398,0.5669193863868713
