220kV墨泗线电压_21,220kV墨泗线电压_22,220kV墨泗线电压_23,220kV墨泗线电压_24,220kV墨泗线_29,220kV墨泗线_30,220kV墨泗线_31,220kV墨泗线_32
30.65422821044922,-81.01171875,50.42106628417969,-0.6069179773330688,-0.13666999340057373,0.3468649983406067,-0.19289499521255493,0.00865000020712614
35.33766174316406,-81.41436767578125,46.18266677856445,-0.5446699857711792,-0.1505099982023239,0.35032498836517334,-0.17213499546051025,0.012109999544918537
39.97870635986328,-81.39317321777344,41.647579193115234,-0.4201740026473999,-0.16780999302864075,0.3537850081920624,-0.16175499558448792,0.00865000020712614
44.513797760009766,-81.11767578125,36.87937927246094,-0.10893400013446808,-0.19202999770641327,0.3468649983406067,-0.12715500593185425,0.012109999544918537
48.964115142822266,-80.60906982421875,32.195945739746094,0.20230600237846375,-0.19894999265670776,0.3468649983406067,-0.10985500365495682,0.012109999544918537
53.032981872558594,-79.93092346191406,27.533706665039062,0.35792601108551025,-0.21971000730991364,0.33648499846458435,-0.09601499885320663,0.012109999544918537
57.01707458496094,-78.99848175048828,22.701929092407227,0.5446699857711792,-0.23354999721050262,0.33648499846458435,-0.07525499910116196,0.00865000020712614
60.74686813354492,-77.6421890258789,17.76419448852539,0.7936620116233826,-0.24392999708652496,0.3330250084400177,-0.05449499934911728,0.015569999814033508
64.17996978759766,-75.90444946289062,12.699305534362793,1.0115300416946411,-0.25777000188827515,0.326104998588562,-0.0337349995970726,0.00865000020712614
67.29519653320312,-73.82762908935547,7.549650192260742,1.042654037475586,-0.2681500017642975,0.308804988861084,-0.012974999845027924,0.00865000020712614
70.11373138427734,-71.60247039794922,2.5059540271759033,1.0115300416946411,-0.2785300016403198,0.29842498898506165,0.0008650000090710819,0.012109999544918537
72.48723602294922,-69.01704406738281,-2.4953579902648926,1.042654037475586,-0.28891000151634216,0.29150500893592834,0.025085000321269035,0.00865000020712614
74.73358917236328,-66.1985092163086,-7.475478172302246,1.1049020290374756,-0.30274999141693115,0.27766498923301697,0.04930499941110611,0.0017300000181421638
76.61967468261719,-62.977325439453125,-12.625134468078613,1.1360260248184204,-0.3062100112438202,0.26036500930786133,0.06660500168800354,0.00865000020712614
78.23027038574219,-59.52302932739258,-17.626445770263672,1.1049020290374756,-0.30967000126838684,0.2499849945306778,0.08736500144004822,0.005189999938011169
79.52297973632812,-55.94158172607422,-22.52179718017578,1.1360260248184204,-0.3200500011444092,0.23268499970436096,0.11850500106811523,0.005189999938011169
80.62496185302734,-52.254173278808594,-27.289997100830078,1.1049020290374756,-0.3200500011444092,0.21884499490261078,0.13580499589443207,0.0017300000181421638
81.30310821533203,-48.3548469543457,-31.888662338256836,1.19827401638031,-0.32697001099586487,0.19462500512599945,0.1531050056219101,0.0017300000181421638
81.7269515991211,-44.095252990722656,-36.52970886230469,1.3227699995040894,-0.32350999116897583,0.18078500032424927,0.17732499539852142,0.00865000020712614
81.70575714111328,-39.6025505065918,-41.04360580444336,1.2293980121612549,-0.3304300010204315,0.1600250005722046,0.19462500512599945,0.0017300000181421638
81.30310821533203,-34.8343505859375,-45.36677551269531,1.2605220079421997,-0.32350999116897583,0.1392650008201599,0.21538500487804413,0.0017300000181421638
80.83688354492188,-30.172109603881836,-49.64755630493164,1.19827401638031,-0.3200500011444092,0.12196499854326248,0.22576500475406647,0.0017300000181421638
80.09516143798828,-25.42510223388672,-53.65284729003906,1.2605220079421997,-0.3131299912929535,0.10466500371694565,0.24652500450611115,0.0017300000181421638
79.09913635253906,-20.52975082397461,-57.63694381713867,1.1049020290374756,-0.3062100112438202,0.08390499651432037,0.263824999332428,0.0017300000181421638
77.4885482788086,-15.549630165100098,-61.23958206176758,0.7936620116233826,-0.29583001136779785,0.0631449967622757,0.2742049992084503,-0.0017300000181421638
82.48986053466797,-0.397350013256073,-63.76142883300781,31.388553619384766,0.3754099905490875,0.0008650000090710819,0.2499849945306778,-0.6003100275993347
56.296546936035156,-8.047661781311035,-69.46207427978516,-37.83122253417969,0.6937299966812134,-0.0337349995970726,0.1980849951505661,-0.8182899951934814
58.14025115966797,-2.3893980979919434,-67.0038070678711,-20.962013244628906,0.9117100238800049,0.018164999783039093,0.312265008687973,-1.2023500204086304
45.84889221191406,4.328465938568115,-76.03160095214844,-45.612220764160156,1.1919699907302856,-0.0025949999690055847,0.3607049882411957,-1.5172100067138672
55.13098907470703,12.720498085021973,-71.5812759399414,-7.329701900482178,1.5794899463653564,-0.19635500013828278,0.13234500586986542,-1.4826099872589111
52.14291763305664,15.284729957580566,-76.90046691894531,-16.54240608215332,1.870129942893982,-0.22403499484062195,0.1392650008201599,-1.7455699443817139
47.20518112182617,19.374786376953125,-78.36271667480469,-20.806394577026367,2.0777299404144287,-0.19981500506401062,0.27074500918388367,-2.098489999771118
40.78400421142578,26.770793914794922,-75.62895202636719,-14.425973892211914,2.351069927215576,-0.3105350136756897,0.19462500512599945,-2.1884500980377197
41.01711654663086,31.030385971069336,-81.28721618652344,-16.293413162231445,2.6036500930786133,-0.3624350130558014,0.08390499651432037,-2.281869888305664
41.97075653076172,37.49394607543945,-80.69384002685547,-1.851878046989441,2.7662699222564697,-0.30707499384880066,0.17386500537395477,-2.5863499641418457
38.240962982177734,36.667457580566406,-82.43157958984375,-12.994270324707031,2.9496500492095947,-0.39703500270843506,0.22922499477863312,-2.7316699028015137
31.056875228881836,46.03432083129883,-77.23954010009766,-0.23342999815940857,3.157249927520752,-0.46969500184059143,0.12542499601840973,-2.7801098823547363
31.268796920776367,44.0634651184082,-81.41436767578125,-10.971209526062012,3.3164100646972656,-0.4454750120639801,0.05968499928712845,-2.8839099407196045
