220kV Ⅷ母电压_A相_1,220kV Ⅷ母电压_B相_2,220kV Ⅷ母电压_C相_3,220kV Ⅷ母电压_3U0_4,220kV草水Ⅱ回线247_A相_21,220kV草水Ⅱ回线247_B相_22,220kV草水Ⅱ回线247_C相_23,220kV草水Ⅱ回线247_3I0_24
-85.52153778076172,51.05547332763672,34.19172668457031,-0.248723566532135,-0.07024422287940979,0.04339522495865822,0.06057935580611229,0.01133134588599205
-85.28136444091797,31.423538208007812,53.68391418457031,-0.15545222163200378,-0.06644723564386368,0.015093991532921791,0.07572419941425323,0.007554230280220509
-78.51482391357422,9.08482551574707,69.40007781982422,-0.015545222908258438,-0.05505628138780594,-0.0037734978832304478,0.08518972247838974,0.01133134588599205
-67.2059326171875,-12.99461841583252,80.39620208740234,0.3264496922492981,-0.034172866493463516,-0.024527736008167267,0.08708282560110092,0.009442787617444992
-50.895233154296875,-34.36884689331055,85.54155731201172,0.4508114755153656,-0.017086433246731758,-0.04339522495865822,0.09276214241981506,0.01133134588599205
-31.389223098754883,-53.82447814941406,85.40670013427734,0.41972100734710693,0.0037969849072396755,-0.05094221979379654,0.0889759287238121,0.013219903223216534
-8.969841003417969,-69.67106628417969,78.85051727294922,0.46635669469833374,0.024680402129888535,-0.06414946168661118,0.07383108884096146,0.013219903223216534
13.084063529968262,-80.8300552368164,67.68841552734375,0.07772611081600189,0.045563820749521255,-0.0716964602470398,0.05679314583539963,0.013219903223216534
34.333919525146484,-85.75618743896484,51.32908248901367,-0.015545222908258438,0.06075175851583481,-0.06980971246957779,0.0397552028298378,0.013219903223216534
53.69374084472656,-85.59025573730469,31.86801528930664,-0.015545222908258438,0.07593970000743866,-0.06792295724153519,0.015144838951528072,0.01133134588599205
69.43012237548828,-78.93219757080078,9.62679672241211,0.1243617832660675,0.0873306542634964,-0.052828967571258545,0.001893104868941009,0.013219903223216534
80.54061126708984,-67.73172760009766,-12.427696228027344,0.3730853497982025,0.09112764149904251,-0.03962172567844391,-0.02271725796163082,0.01133134588599205
85.50064849853516,-51.117698669433594,-34.0361213684082,0.41972100734710693,0.09112764149904251,-0.024527736008167267,-0.0397552028298378,0.015108460560441017
85.31269073486328,-31.516876220703125,-53.51793670654297,0.3730853497982025,0.08922914415597916,0.0,-0.054900042712688446,0.015108460560441017
