大宝II回线路电压_A相_1,大宝II回线路电压_B相_2,大宝II回线路电压_C相_3,大宝II回线路电压_3U0_4,大宝II回线路电流_A相_33,大宝II回线路电流_B相_34,大宝II回线路电流_C相_35,大宝II回线路电流_3I0_36
80.01044464111328,-9.68194580078125,-70.11289978027344,0.5296179056167603,-0.2791256904602051,-0.024713408201932907,0.2850269675254822,0.0
69.08377075195312,13.22158145904541,-82.88431549072266,-0.7476958632469177,-0.23133020102977753,-0.11025982350111008,0.32493075728416443,-0.0019029011018574238
51.60109329223633,34.469810485839844,-86.78121185302734,-0.8878887891769409,-0.1701519638299942,-0.18059797585010529,0.33443164825439453,-0.0038058022037148476
30.6783390045166,54.843536376953125,-86.20967102050781,-0.8255808353424072,-0.08220825344324112,-0.24333201348781586,0.31542983651161194,-0.0019029011018574238
9.379165649414062,70.33464813232422,-80.2136459350586,-0.4828869104385376,0.005735459271818399,-0.2927588224411011,0.27742624282836914,0.0
-13.70801067352295,82.83789825439453,-69.3023452758789,0.04673099145293236,0.09367916733026505,-0.3288784325122833,0.22992175817489624,-0.0019029011018574238
-34.6098518371582,86.86683654785156,-51.95857620239258,0.8255808353424072,0.16059286892414093,-0.33268049359321594,0.16721582412719727,0.0
-55.22937774658203,86.17972564697266,-31.36219596862793,-0.498463898897171,0.22559472918510437,-0.31557121872901917,0.08360791206359863,-0.0019029011018574238
-70.41170501708984,80.14152526855469,-9.685078620910645,0.2492319494485855,0.2829493284225464,-0.2794516086578369,-0.011401078663766384,0.0019029011018574238
-83.08455657958984,69.02290344238281,13.239045143127441,-1.2305827140808105,0.32118573784828186,-0.22622273862361908,-0.09880934655666351,0.0019029011018574238
-86.59782409667969,51.81402587890625,34.292659759521484,-0.7476958632469177,0.3269211947917938,-0.15778560936450958,-0.17291636765003204,0.0
-86.19003295898438,31.180028915405273,54.546112060546875,-0.6698108911514282,0.30971479415893555,-0.07794228941202164,-0.22992175817489624,0.0019029011018574238
-80.04181671142578,9.733999252319336,69.82192993164062,-0.7165418267250061,0.27530205249786377,0.017109282314777374,-0.2831268012523651,0.0038058022037148476
-69.11514282226562,-13.190349578857422,82.64530944824219,0.7788498401641846,0.22750656306743622,0.10075466334819794,-0.32493075728416443,-0.0019029011018574238
-51.76839065551758,-34.438575744628906,86.51102447509766,0.7321188449859619,0.16059286892414093,0.16538973152637482,-0.3325314521789551,0.0019029011018574238
-30.793357849121094,-54.86436080932617,85.97065734863281,0.8567348122596741,0.08029643446207047,0.2281237691640854,-0.3173300325870514,0.0019029011018574238
-9.504638671875,-70.45957946777344,80.04737854003906,0.3894249200820923,-0.011470918543636799,0.2813526391983032,-0.27742624282836914,0.0019029011018574238
13.634818077087402,-83.0252914428711,69.11529541015625,-0.10903897881507874,-0.09367916733026505,0.3174722492694855,-0.22802157700061798,0.0038058022037148476
34.52620315551758,-87.10627746582031,51.85465621948242,-0.9190428256988525,-0.16250468790531158,0.3250763714313507,-0.165315642952919,0.0038058022037148476
55.072532653808594,-86.40876007080078,31.36219596862793,0.37384793162345886,-0.22941838204860687,0.3060660660266876,-0.08550809323787689,-0.0019029011018574238
70.32805633544922,-80.38097381591797,9.757820129394531,-0.295962929725647,-0.2829493284225464,0.26994645595550537,0.013301258906722069,-0.0038058022037148476
