1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,5-220kV昆车Ⅰ回线路电流Ia_5,6-220kV昆车Ⅰ回线路电流Ib_6,7-220kV昆车Ⅰ回线路电流Ic_7,8-220kV昆车Ⅰ回线路电流3Io_8
-30.32816505432129,84.92080688476562,-54.147422790527344,0.6023454666137695,0.07187222689390182,-0.24445198476314545,0.1726750135421753,0.0072099026292562485
-35.573604583740234,85.49138641357422,-49.45549011230469,0.5706430673599243,0.09343389421701431,-0.25164175033569336,0.15828542411327362,0.0
-40.278602600097656,85.68157958984375,-44.953773498535156,0.47553589940071106,0.09343389421701431,-0.25883153080940247,0.15109063684940338,-0.0072099026292562485
-44.92001724243164,85.6498794555664,-40.29354476928711,0.44383350014686584,0.1149955689907074,-0.25164175033569336,0.12950626015663147,-0.0072099026292562485
-49.78396987915039,85.36458587646484,-35.221187591552734,0.25361916422843933,0.12937001883983612,-0.25164175033569336,0.12231146544218063,0.0
-54.23464584350586,84.7306137084961,-30.30733871459961,0.06340479105710983,0.14374445378780365,-0.25164175033569336,0.10792188346385956,0.0
-58.62173843383789,84.06494140625,-25.234981536865234,0.031702395528554916,0.15811890363693237,-0.25883153080940247,0.09353229403495789,-0.0072099026292562485
-62.627342224121094,82.7969970703125,-20.03581428527832,-0.09510718286037445,0.16530612111091614,-0.25164175033569336,0.07914271205663681,-0.0072099026292562485
-66.09251403808594,80.99016571044922,-14.80494499206543,-0.1902143657207489,0.1724933534860611,-0.25164175033569336,0.06475313007831573,-0.0072099026292562485
-69.52588653564453,78.92975616455078,-9.447266578674316,-0.28532153367996216,0.18686778843402863,-0.24445198476314545,0.05036354437470436,0.0
-72.51419830322266,76.64744567871094,-4.184695243835449,-0.25361916422843933,0.19405502080917358,-0.23726221919059753,0.02877916768193245,-0.0072099026292562485
-75.05744171142578,74.04815673828125,1.077876091003418,-0.12680958211421967,0.20124223828315735,-0.2228827029466629,0.02158437669277191,0.0
-77.53710174560547,71.22696685791016,6.4038519859313965,-0.12680958211421967,0.21561668813228607,-0.2228827029466629,0.0,0.0
-66.60115814208984,65.86988830566406,9.003436088562012,12.554147720336914,0.02874889224767685,-0.215692937374115,-0.007194791920483112,-0.18745747208595276
5.2454376220703125,82.54340362548828,32.33628463745117,205.526611328125,-0.5893522500991821,-0.2228827029466629,-0.07914271205663681,-0.8796080946922302
