曲营II回TV_A相_1,曲营II回TV_B相_2,曲营II回TV_C相_3,曲营II回TV_3U0_4,曲营II回线_A相_17,曲营II回线_B相_18,曲营II回线_C相_19,曲营II回线_3I0_20
-71.95841217041016,72.6575698852539,-1.4253252744674683,-0.46698397397994995,-0.11160699278116226,0.06641943752765656,0.007579224184155464,-0.0716046541929245
-80.70220184326172,61.167823791503906,20.048189163208008,1.5721793174743652,-0.12106521427631378,0.045544758439064026,0.022737672552466393,-0.08479499071836472
-83.68303680419922,42.613861083984375,40.221221923828125,-0.9651001691818237,-0.13809001445770264,0.032260872423648834,0.03789611905813217,-0.09044799208641052
-70.02348327636719,20.694005966186523,57.980567932128906,14.865655899047852,-0.4634527862071991,0.007590793073177338,0.047370150685310364,-0.4296279549598694
-65.68297576904297,0.9765243530273438,71.38070678710938,10.569403648376465,-0.7831405997276306,-0.011386189609766006,0.05494937300682068,-0.7424272298812866
-60.568485260009766,-19.613595962524414,80.20315551757812,-1.10519540309906,-0.786923885345459,-0.03036317229270935,0.06063379347324371,-0.7612705826759338
-48.67652130126953,-41.52306365966797,82.48159790039062,-14.00951862335205,-0.5485767722129822,-0.04364706203341484,0.05115976184606552,-0.5521095991134644
-26.25227165222168,-58.98622512817383,79.78700256347656,-9.370811462402344,-0.20808084309101105,-0.053135551512241364,0.04926495626568794,-0.2204669713973999
-1.1923341751098633,-71.52521514892578,72.76441955566406,0.7004759311676025,0.0359412357211113,-0.05503325164318085,0.045475345104932785,0.009421665221452713
18.387048721313477,-80.64636993408203,61.028892517089844,-1.5721793174743652,0.08134069293737411,-0.0607263445854187,0.034106507897377014,0.047108326107263565
38.01872634887695,-84.0538101196289,41.62574005126953,-6.958061218261719,0.15889810025691986,-0.058828648179769516,0.015158448368310928,0.11305998265743256
54.52314376831055,-80.21004486083984,21.13018798828125,-7.207118988037109,0.38400372862815857,-0.05123785510659218,-0.003789612092077732,0.3127993047237396
64.81487274169922,-73.13543701171875,1.0403834581375122,-11.316577911376953,0.8077319860458374,-0.04364706203341484,-0.018948059529066086,0.7330055832862854
72.96248626708984,-61.26131820678711,-20.25626564025879,-12.966588020324707,1.1803858280181885,-0.02087468095123768,-0.03600131347775459,1.1042191982269287
79.32160186767578,-42.95668411254883,-40.62697219848633,-4.934463977813721,1.448999285697937,-0.005693094804883003,-0.05115976184606552,1.362372875213623
77.43897247314453,-20.590120315551758,-57.80370330810547,1.1830260753631592,1.5908726453781128,0.013283887878060341,-0.06063379347324371,1.5187724828720093
71.10076904296875,-1.1323527097702026,-72.02574157714844,-0.48255008459091187,1.6022224426269531,0.028465474024415016,-0.07200262695550919,1.5357314348220825
63.16233444213867,19.104557037353516,-81.5140380859375,4.202855587005615,1.4319745302200317,0.04364706203341484,-0.07200262695550919,1.3717944622039795
49.774723052978516,40.421875,-83.16825103759766,14.460936546325684,1.0687788724899292,0.05693094804883003,-0.07579223811626434,1.0194242000579834
29.892026901245117,58.86156463623047,-79.84942626953125,16.858121871948242,0.5656015276908875,0.06641943752765656,-0.07389743626117706,0.5276132822036743
7.415482044219971,71.59793090820312,-73.41986083984375,10.211382865905762,0.058640964329242706,0.072112537920475,-0.062528595328331,0.03580232709646225
-17.979145050048828,80.61520385742188,-60.8104133605957,3.3934168815612793,-0.06053260713815689,0.07590793073177338,-0.047370150685310364,-0.06595166027545929
-38.91820526123047,83.4824447631836,-41.636146545410156,5.214654445648193,-0.20429755747318268,0.072112537920475,-0.03600131347775459,-0.19597063958644867
-54.491764068603516,80.0542221069336,-20.828475952148438,8.15665340423584,-0.43318647146224976,0.06452174484729767,-0.013263641856610775,-0.41455328464508057
-64.21870422363281,73.08349609375,-0.957152783870697,13.168947219848633,-0.8134069442749023,0.058828648179769516,0.003789612092077732,-0.7838825583457947
-72.8474349975586,60.72111511230469,20.433130264282227,13.044418334960938,-1.240918517112732,0.04174936190247536,0.018948059529066086,-1.213510513305664
-78.24431610107422,42.665802001953125,40.585357666015625,6.568907737731934,-1.5624979734420776,0.022772379219532013,0.034106507897377014,-1.5319627523422241
-76.24663543701172,20.78750228881836,57.762088775634766,1.4476503133773804,-1.727070927619934,0.0018976982682943344,0.04168573021888733,-1.7072057723999023
