220kV I母电压_A相_1,220kV I母电压_B相_2,220kV I母电压_C相_3,220kV I母电压_3U0_4,漫下I回264断路器_A相_25,漫下I回264断路器_B相_26,漫下I回264断路器_C相_27,漫下I回264断路器_3I0_28
-29.007368087768555,-53.660396575927734,83.18517303466797,0.5283136367797852,0.24965333938598633,-0.20411285758018494,-0.11119063198566437,-0.018528755754232407
-8.111610412597656,-67.84944915771484,76.40958404541016,0.27969545125961304,0.19417482614517212,-0.1484457105398178,-0.1204565167427063,-0.018528755754232407
13.651756286621094,-79.43802642822266,66.03348541259766,-0.13984772562980652,0.231160506606102,-0.08350071310997009,-0.20384947955608368,-0.009264377877116203
35.10152816772461,-84.23650360107422,49.182701110839844,-0.38846591114997864,0.19417482614517212,-0.027833569794893265,-0.2131153643131256,-0.018528755754232407
53.990291595458984,-83.36968231201172,29.395484924316406,-0.34185001254081726,0.12944987416267395,0.09277857095003128,-0.31504011154174805,-0.009264377877116203
68.52011108398438,-76.29064178466797,8.228245735168457,0.3729272782802582,0.10171061754226685,0.09277857095003128,-0.25944480299949646,-0.018528755754232407
80.14396667480469,-66.09516143798828,-13.43704605102539,0.590468168258667,0.027739260345697403,0.19483499228954315,-0.2779765725135803,0.018528755754232407
84.51335906982422,-49.15085983276367,-34.697669982910156,0.8080090880393982,-0.018492840230464935,0.18555714190006256,-0.25944480299949646,-0.009264377877116203
83.1962661743164,-29.17268180847168,-53.88307571411133,-0.09323181957006454,-0.12944987416267395,0.26905784010887146,-0.20384947955608368,-0.009264377877116203
76.14042663574219,-7.966505527496338,-67.75592041015625,0.41954317688941956,-0.14794272184371948,0.21339070796966553,-0.1482541710138321,-0.018528755754232407
65.6455078125,13.67308235168457,-79.54316711425781,-0.4816977381706238,-0.21266765892505646,0.25977998971939087,-0.09265885502099991,0.0
49.24458312988281,34.73478698730469,-84.33692169189453,-0.5283136367797852,-0.231160506606102,0.19483499228954315,-0.027797657996416092,-0.009264377877116203
28.88193130493164,53.74295425415039,-83.01915740966797,-0.38846591114997864,-0.2866390347480774,0.1577235609292984,0.06486120074987411,0.0
7.881641864776611,68.03519439697266,-76.21244049072266,-0.17092500627040863,-0.2588997483253479,0.11133427917957306,0.08339297026395798,0.0
-13.829459190368652,79.55154418945312,-65.78446197509766,0.20200227200984955,-0.2866390347480774,0.04638928547501564,0.15752005577087402,-0.009264377877116203
-35.216514587402344,84.29842376708984,-48.995933532714844,0.49723637104034424,-0.24040691554546356,0.0,0.15752005577087402,-0.009264377877116203
-54.053009033203125,83.41096496582031,-29.260595321655273,0.41954317688941956,-0.19417482614517212,-0.13916786015033722,0.25944480299949646,0.0
-68.52011108398438,76.1771240234375,-7.937714576721191,-0.20200227200984955,-0.16643555462360382,-0.12061213701963425,0.19458359479904175,-0.009264377877116203
-80.0916976928711,66.05388641357422,13.62381649017334,-0.4816977381706238,-0.07397136092185974,-0.2319464236497879,0.2409130334854126,0.0
-84.57608032226562,49.140541076660156,34.87406539916992,-0.7613931894302368,-0.027739260345697403,-0.22266855835914612,0.20384947955608368,0.0
-83.23808288574219,29.20363998413086,54.04909133911133,0.15538637340068817,0.07397136092185974,-0.3061692714691162,0.16678594052791595,0.0
-76.11951446533203,7.925228118896484,67.96343994140625,-0.27969545125961304,0.10171061754226685,-0.2319464236497879,0.09265885502099991,0.018528755754232407
-65.5827865600586,-13.776275634765625,79.77143859863281,0.6526227593421936,0.18492840230464935,-0.27833572030067444,0.046329427510499954,-0.02779313363134861
-49.14004898071289,-34.79670333862305,84.44068145751953,0.6060068011283875,0.1756819784641266,-0.2319464236497879,-0.01853177137672901,-0.009264377877116203
-28.74604034423828,-53.85646438598633,83.10216522216797,0.5593909025192261,0.24040691554546356,-0.20411285758018494,-0.10192473977804184,-0.02779313363134861
-7.818922996520996,-68.01455688476562,76.28507232666016,0.2641568183898926,0.21266765892505646,-0.1484457105398178,-0.1204565167427063,-0.018528755754232407
13.85036563873291,-79.54122161865234,65.88822174072266,-0.13984772562980652,0.231160506606102,-0.08350071310997009,-0.2409130334854126,-0.018528755754232407
35.321044921875,-84.26746368408203,48.995933532714844,-0.4040045440196991,0.1756819784641266,-0.027833569794893265,-0.22238126397132874,-0.009264377877116203
54.11573028564453,-83.25617218017578,29.17758560180664,-0.38846591114997864,0.12944987416267395,0.09277857095003128,-0.3057742416858673,-0.02779313363134861
68.63509368896484,-76.16680908203125,7.96884298324585,0.3263113796710968,0.10171061754226685,0.11133427917957306,-0.25017890334129333,0.0
80.19622802734375,-65.95069122314453,-13.65494441986084,0.6215454936027527,0.018492840230464935,0.18555714190006256,-0.2965083420276642,-0.009264377877116203
84.55517578125,-48.975433349609375,-34.89481735229492,0.8080090880393982,-0.027739260345697403,0.18555714190006256,-0.2409130334854126,-0.009264377877116203
83.1126480102539,-28.986934661865234,-54.01796340942383,-0.09323181957006454,-0.15718914568424225,0.27833572030067444,-0.2131153643131256,-0.018528755754232407
76.01498413085938,-7.749799728393555,-67.90118408203125,0.38846591114997864,-0.12944987416267395,0.21339070796966553,-0.15752005577087402,0.0
65.49916076660156,13.900107383728027,-79.63655090332031,-0.49723637104034424,-0.231160506606102,0.27833572030067444,-0.11119063198566437,-0.018528755754232407
49.06687927246094,34.93085479736328,-84.31616973876953,-0.5283136367797852,-0.231160506606102,0.20411285758018494,-0.027797657996416092,0.0
28.68332290649414,53.9493408203125,-82.98802947998047,-0.4350818395614624,-0.2866390347480774,0.18555714190006256,0.07412708550691605,0.0
7.641220569610596,68.18997955322266,-76.12942504882812,-0.1864636391401291,-0.2588997483253479,0.11133427917957306,0.09265885502099991,0.018528755754232407
-14.04897403717041,79.623779296875,-65.65994262695312,0.20200227200984955,-0.27739259600639343,0.03711142763495445,0.17605182528495789,-0.018528755754232407
-35.43602752685547,84.3087387084961,-48.79878616333008,0.4661591053009033,-0.24965333938598633,-0.009277856908738613,0.16678594052791595,0.0
-54.24116516113281,83.35936737060547,-29.04269790649414,0.4350818395614624,-0.19417482614517212,-0.13916786015033722,0.25017890334129333,-0.009264377877116203
-68.65599822998047,76.09457397460938,-7.7198166847229,-0.20200227200984955,-0.16643555462360382,-0.11133427917957306,0.18531771004199982,0.0
-80.19622802734375,65.87845611572266,13.883218765258789,-0.5127750039100647,-0.07397136092185974,-0.22266855835914612,0.2409130334854126,0.009264377877116203
-84.59698486328125,48.94447326660156,35.09196090698242,-0.7613931894302368,-0.027739260345697403,-0.22266855835914612,0.19458359479904175,0.009264377877116203
-83.1126480102539,28.93533706665039,54.194358825683594,0.2175409197807312,0.07397136092185974,-0.2968914210796356,0.15752005577087402,0.0
-75.94181060791016,7.6156487464904785,68.06719970703125,-0.2952340841293335,0.08321777731180191,-0.2505021393299103,0.11119063198566437,0.0
-65.45735168457031,-14.034257888793945,79.84407043457031,0.590468168258667,0.16643555462360382,-0.2968914210796356,0.046329427510499954,-0.018528755754232407
-48.920536041259766,-35.03404998779297,84.45105743408203,0.6370841264724731,0.19417482614517212,-0.21339070796966553,-0.009265885688364506,-0.02779313363134861
-28.53697967529297,-53.98029708862305,83.07103729248047,0.5749295353889465,0.24965333938598633,-0.18555714190006256,-0.10192473977804184,0.0
-7.5785017013549805,-68.15902709960938,76.17092895507812,0.31077274680137634,0.22191408276557922,-0.12988999485969543,-0.1204565167427063,0.0
14.122145652770996,-79.60313415527344,65.72219848632812,-0.09323181957006454,0.22191408276557922,-0.06494499742984772,-0.20384947955608368,0.009264377877116203
35.54056167602539,-84.26746368408203,48.79878616333008,-0.38846591114997864,0.2034212350845337,-0.009277856908738613,-0.20384947955608368,-0.009264377877116203
54.324790954589844,-83.20457458496094,28.949312210083008,-0.2952340841293335,0.14794272184371948,0.12061213701963425,-0.28724244236946106,-0.009264377877116203
68.77098083496094,-76.06361389160156,7.7301926612854,0.3263113796710968,0.08321777731180191,0.0742228552699089,-0.2687106728553772,-0.02779313363134861
80.3007583618164,-65.7752685546875,-13.903970718383789,0.6681613922119141,0.027739260345697403,0.20411285758018494,-0.2965083420276642,0.009264377877116203
84.55517578125,-48.72776794433594,-35.14384078979492,0.8080090880393982,-0.03698568046092987,0.19483499228954315,-0.2409130334854126,-0.018528755754232407
83.08128356933594,-28.759910583496094,-54.246238708496094,-0.13984772562980652,-0.13869629800319672,0.25977998971939087,-0.20384947955608368,-0.009264377877116203
75.91045379638672,-7.4711785316467285,-68.04644775390625,0.4040045440196991,-0.14794272184371948,0.19483499228954315,-0.15752005577087402,-0.018528755754232407
65.34236145019531,14.209686279296875,-79.81294250488281,-0.5593909025192261,-0.22191408276557922,0.25977998971939087,-0.10192473977804184,-0.009264377877116203
48.87872314453125,35.19915771484375,-84.38880157470703,-0.4816977381706238,-0.22191408276557922,0.19483499228954315,-0.027797657996416092,-0.02779313363134861
28.474260330200195,54.104129791259766,-82.94652557373047,-0.41954317688941956,-0.3143782913684845,0.17627927660942078,0.07412708550691605,-0.018528755754232407
7.453064441680908,68.2828598022461,-76.02566528320312,-0.17092500627040863,-0.24965333938598633,0.12988999485969543,0.08339297026395798,0.0
-14.331208229064941,79.72696685791016,-65.44204711914062,0.2175409197807312,-0.27739259600639343,0.04638928547501564,0.17605182528495789,0.009264377877116203
-35.697357177734375,84.37065887451172,-48.59126663208008,0.4350818395614624,-0.231160506606102,0.0,0.18531771004199982,0.009264377877116203
-54.41886901855469,83.29744720458984,-28.824798583984375,0.3573886454105377,-0.1756819784641266,-0.13916786015033722,0.25944480299949646,-0.009264377877116203
-68.78143310546875,76.01201629638672,-7.470790386199951,-0.1864636391401291,-0.14794272184371948,-0.11133427917957306,0.19458359479904175,0.0
-80.26940155029297,65.78558349609375,14.101116180419922,-0.49723637104034424,-0.08321777731180191,-0.22266855835914612,0.25017890334129333,0.0
-84.54472351074219,48.71744918823242,35.34098815917969,-0.6681613922119141,-0.027739260345697403,-0.21339070796966553,0.18531771004199982,0.009264377877116203
-83.03947448730469,28.70831298828125,54.381126403808594,0.24861818552017212,0.06472493708133698,-0.3061692714691162,0.16678594052791595,0.009264377877116203
-34.95518493652344,5.840727806091309,61.49913024902344,52.76921081542969,-10.725847244262695,0.3711142838001251,0.6949414014816284,9.57010269165039
-33.96214294433594,-10.597929000854492,83.6728515625,68.77400207519531,-18.770233154296875,-0.7978956699371338,-0.34283778071403503,19.844297409057617
-32.34191131591797,-37.86153793334961,82.34471130371094,21.163623809814453,-25.21498680114746,0.1484457105398178,0.31504011154174805,24.6803035736084
-16.212766647338867,-53.608802795410156,82.0334243774414,20.91500473022461,-28.37726402282715,-0.482448548078537,-0.3613695502281189,29.099411010742188
-8.195235252380371,-70.54278564453125,75.73513793945312,-5.547293186187744,-28.793352127075195,0.11133427917957306,0.09265885502099991,28.441640853881836
6.345035076141357,-80.21197509765625,63.263065338134766,-18.69297981262207,-26.000932693481445,-0.2412242740392685,-0.3984330892562866,26.431270599365234
19.421871185302734,-83.50383758544922,49.213829040527344,-25.996139526367188,-21.183547973632812,0.09277857095003128,-0.11119063198566437,20.918964385986328
29.4150390625,-83.19425964355469,29.07382583618164,-43.026485443115234,-13.851137161254883,0.08350071310997009,-0.3335718810558319,13.905831336975098
41.87514114379883,-75.42382049560547,8.529151916503906,-43.47710418701172,-4.71567440032959,0.009277856908738613,-0.28724244236946106,4.724832534790039
47.11214828491211,-65.486328125,-14.018107414245605,-56.218788146972656,5.0485453605651855,0.34328070282936096,-0.20384947955608368,-5.382603645324707
52.53731155395508,-48.11893081665039,-34.17886734008789,-51.6815071105957,15.561724662780762,0.05566713958978653,-0.3335718810558319,-15.480775833129883
52.0982780456543,-28.780548095703125,-53.61329650878906,-52.458438873291016,25.41840934753418,0.3896699845790863,-0.1204565167427063,-25.86614227294922
