500kV线路PT_1,500kV线路PT_2,500kV线路PT_3,500kV线路PT_4,500kV仁厂甲线CT_21,500kV仁厂甲线CT_22,500kV仁厂甲线CT_23,500kV仁厂甲线CT_24
-71.46492004394531,80.03584289550781,-8.260472297668457,0.4434080123901367,0.4292829930782318,-0.473488986492157,0.03815300017595291,-0.006118999794125557
-74.2322769165039,77.29408264160156,-2.883068084716797,0.15558500587940216,0.44058001041412354,-0.4543049931526184,0.006074000149965286,-0.004373000003397465
-77.03206634521484,74.4077377319336,2.602315902709961,-0.11668000370264053,0.44927000999450684,-0.44384101033210754,-0.02167000062763691,-0.006118999794125557
-79.45891571044922,71.22151184082031,8.082301139831543,-0.3578290045261383,0.46751898527145386,-0.4264009892940521,-0.043345000594854355,-0.004373000003397465
-81.86414337158203,67.97102355957031,13.664867401123047,-0.4589560031890869,0.4814229905605316,-0.40460100769996643,-0.07629100233316422,-0.00786499958485365
-83.73426818847656,64.51705169677734,18.961286544799805,-0.5756409764289856,0.4866369962692261,-0.3784410059452057,-0.11443900316953659,-0.009611000306904316
-85.35576629638672,60.82210159301758,24.268503189086914,-0.5211880207061768,0.4883750081062317,-0.3505370020866394,-0.14305000007152557,-0.010483999736607075
-86.36650848388672,56.805850982666016,29.375957489013672,-0.3267129957675934,0.49358901381492615,-0.3261210024356842,-0.18119800090789795,-0.009611000306904316
-87.02591705322266,52.61288833618164,34.42402267456055,-0.07778500020503998,0.4961960017681122,-0.2982169985771179,-0.2089419960975647,-0.009611000306904316
-87.2961654663086,48.14146041870117,39.26152420043945,0.07779499888420105,0.4883750081062317,-0.27031299471855164,-0.23408499360084534,-0.0131029998883605
-87.13941955566406,43.17737579345703,44.093631744384766,0.20225900411605835,0.49185100197792053,-0.240665003657341,-0.26616400480270386,-0.012230000458657742
-86.71782684326172,38.01515579223633,48.86634826660156,0.20225900411605835,0.4953269958496094,-0.20665700733661652,-0.2930409908294678,-0.010483999736607075
-86.16651916503906,32.751190185546875,53.444698333740234,0.06223699823021889,0.4875060021877289,-0.18049700558185577,-0.32165199518203735,-0.008737999945878983
-85.4206314086914,27.530067443847656,57.83948516845703,-0.007774000056087971,0.4875060021877289,-0.14823299646377563,-0.35026299953460693,-0.014848999679088593
-84.29638671875,22.287521362304688,61.904930114746094,-0.1322380006313324,0.4805540144443512,-0.11684100329875946,-0.37453898787498474,-0.013976000249385834
-82.8208236694336,17.071752548217773,65.59244537353516,-0.14001700282096863,0.4736019968986511,-0.08980900049209595,-0.3936130106449127,-0.020959999412298203
-80.97772216796875,11.8024320602417,69.12339782714844,-0.14001700282096863,0.464042991399765,-0.05318500101566315,-0.41875600814819336,-0.0131029998883605
-78.7886962890625,6.624146938323975,72.17922973632812,4.999999873689376e-06,0.4553529918193817,-0.027897000312805176,-0.43522900342941284,-0.0131029998883605
-76.03755187988281,1.20488703250885,74.95431518554688,0.1400270015001297,0.43189001083374023,0.0017509999452158809,-0.4508349895477295,-0.017467999830842018
-73.05939483642578,-4.27327823638916,77.605224609375,0.420071005821228,0.4188550114631653,0.02965500019490719,-0.46210598945617676,-0.01659500040113926
-69.73532104492188,-9.82105827331543,80.02397918701172,0.6612200140953064,0.4032129943370819,0.05494299903512001,-0.47597798705101013,-0.01659500040113926
-66.470703125,-15.427742958068848,82.36174011230469,0.8245790004730225,0.3762739896774292,0.09156700223684311,-0.4872489869594574,-0.013976000249385834
-62.82232666015625,-20.88448715209961,84.26759338378906,0.8479160070419312,0.3528110086917877,0.12121500074863434,-0.4898500144481659,-0.011357000097632408
-59.05503845214844,-26.127033233642578,85.65513610839844,0.8323580026626587,0.33108600974082947,0.15522299706935883,-0.5011209845542908,-0.012230000458657742
-54.8931884765625,-31.241058349609375,86.62155151367188,0.7312309741973877,0.2971949875354767,0.18835900723934174,-0.5080569982528687,-0.0131029998883605
-50.5745964050293,-36.237274169921875,87.21544647216797,0.614546000957489,0.274601012468338,0.21277500689029694,-0.512391984462738,-0.014848999679088593
-45.92089080810547,-40.965736389160156,87.27483367919922,0.4900819957256317,0.24071000516414642,0.2528870105743408,-0.5071899890899658,-0.009611000306904316
-41.09962844848633,-45.753108978271484,87.13985443115234,0.3811759948730469,0.2129019945859909,0.27904701232910156,-0.5097910165786743,-0.011357000097632408
-35.948665618896484,-50.46550750732422,86.6971435546875,0.2956070005893707,0.1877010017633438,0.3121829926967621,-0.5106580257415771,-0.0131029998883605
-30.759864807128906,-55.15648651123047,86.1734390258789,0.22559599578380585,0.1616310030221939,0.327006995677948,-0.5097910165786743,-0.013976000249385834
-25.59808921813965,-59.48332977294922,85.3095932006836,0.3189440071582794,0.12860900163650513,0.35578298568725586,-0.5054559707641602,-0.013976000249385834
-20.252544403076172,-63.633453369140625,84.15960693359375,0.40451300144195557,0.09819400310516357,0.3793269991874695,-0.4941850006580353,-0.00786499958485365
-14.977265357971191,-67.28020477294922,82.62629699707031,0.4434080123901367,0.07299300283193588,0.41071900725364685,-0.48898300528526306,-0.013976000249385834
-9.69117546081543,-70.69670104980469,80.7042465209961,0.4434080123901367,0.04170899838209152,0.4246709942817688,-0.47424399852752686,-0.012230000458657742
-4.334819793701172,-73.65801239013672,78.22611236572266,0.3345020115375519,0.013031999580562115,0.43862301111221313,-0.4612390100955963,-0.006118999794125557
1.1890900135040283,-76.41584014892578,75.3808364868164,0.1633639931678772,-0.013907000422477722,0.45693498849868774,-0.4465000033378601,-0.004373000003397465
6.734620094299316,-78.88449096679688,72.10364532470703,-0.09334299713373184,-0.045191001147031784,0.46652698516845703,-0.43262800574302673,-0.005245999898761511
12.247719764709473,-81.21392059326172,68.8156509399414,-0.2800390124320984,-0.0721300020813942,0.4796069860458374,-0.4100860059261322,-0.006118999794125557
17.614885330200195,-83.28094482421875,65.35489654541016,-0.5523040294647217,-0.11036600172519684,0.4918150007724762,-0.38667699694633484,-0.010483999736607075
22.819900512695312,-85.00525665283203,61.786155700683594,-0.6767680048942566,-0.13730500638484955,0.4970470070838928,-0.3641349971294403,-0.004373000003397465
27.862764358520508,-86.16728973388672,57.915069580078125,-0.5523040294647217,-0.16945800185203552,0.5014070272445679,-0.3355239927768707,-0.004373000003397465
33.024539947509766,-87.09906005859375,53.83882522583008,-0.4045029878616333,-0.20421800017356873,0.5083829760551453,-0.307779997587204,-0.004373000003397465
37.89444351196289,-87.58636474609375,49.60601043701172,-0.27226001024246216,-0.22594299912452698,0.5057669878005981,-0.28003600239753723,0.0017379999626427889
42.71030044555664,-87.54888153076172,44.77930450439453,-0.062226999551057816,-0.25809600949287415,0.5109990239143372,-0.24448899924755096,0.0017379999626427889
47.56399154663086,-87.3561019897461,39.736637115478516,-0.007774000056087971,-0.28503501415252686,0.5101270079612732,-0.21761199831962585,0.0008650000090710819
