5-500kV七圭乙线路电压Ua_5,6-500kV七圭乙线路电压Ub_6,7-500kV七圭乙线路电压Uc_7,8-500kV七圭乙线路电压3Uo_8,13-500kV七圭乙线线路电流Ia_13,14-500kV七圭乙线线路电流Ib_14,15-500kV七圭乙线线路电流Ic_15,16-500kV七圭乙线线路电流3Io_16
-10.265557289123535,-70.40210723876953,80.74459075927734,0.18664368987083435,0.02075722999870777,0.10358528047800064,-0.1246686801314354,0.0
-4.883916854858398,-73.63755798339844,78.53624725341797,0.1244291290640831,0.006919077131897211,0.10358528047800064,-0.1177426427602768,0.0
0.5599395036697388,-76.56190490722656,76.04796600341797,0.1244291290640831,0.0,0.11049096286296844,-0.1177426427602768,0.0
5.879364490509033,-79.14404296875,73.31085968017578,0.1244291290640831,-0.006919077131897211,0.11739665269851685,-0.1177426427602768,0.0
11.167681694030762,-81.53952026367188,70.4493408203125,0.1244291290640831,-0.013838154263794422,0.11739665269851685,-0.1108166053891182,0.0
16.487106323242188,-83.71722412109375,67.18347930908203,-0.06221456453204155,-0.027676308527588844,0.11739665269851685,-0.1038905680179596,0.0
21.71320915222168,-85.33494567871094,63.419960021972656,-0.2488582581281662,-0.027676308527588844,0.12430233508348465,-0.1038905680179596,0.0
26.84598731994629,-86.57935333251953,59.46982192993164,-0.3732873797416687,-0.03459538519382477,0.12430233508348465,-0.0900384932756424,0.0
31.88544273376465,-87.41932678222656,55.239749908447266,-0.46660923957824707,-0.04151445999741554,0.12430233508348465,-0.0900384932756424,0.0
36.80046844482422,-87.76153564453125,50.69864273071289,-0.40439465641975403,-0.048433538526296616,0.12430233508348465,-0.0761864185333252,0.0
41.622169494628906,-87.63709259033203,45.784297943115234,-0.31107282638549805,-0.05535261705517769,0.13120801746845245,-0.0761864185333252,0.0
46.31943893432617,-87.32599639892578,40.93215560913086,-0.06221456453204155,-0.06227169185876846,0.13120801746845245,-0.0692603811621666,0.0
50.92338562011719,-86.797119140625,35.893394470214844,0.09332184493541718,-0.06919077038764954,0.12430233508348465,-0.0623343400657177,0.0
55.40290069580078,-86.08158874511719,30.761323928833008,0.18664368987083435,-0.07610984891653061,0.12430233508348465,-0.0554083026945591,0.0
59.509124755859375,-84.89940643310547,25.53594207763672,0.2488582581281662,-0.08302891999483109,0.12430233508348465,-0.0484822653234005,0.0
63.646453857421875,-83.59278106689453,20.06173324584961,0.2488582581281662,-0.08994799852371216,0.12430233508348465,-0.0415562279522419,0.0
67.47270965576172,-81.78839874267578,14.4320068359375,0.2488582581281662,-0.09686707705259323,0.11739665269851685,-0.0346301905810833,0.0
